method_name,num_steps,num_groups,num_removes,total_constraints,avg_constraints_per_step,min_constraints_per_step,max_constraints_per_step,constraints_per_step_range,constraints_per_step_std,step_entropy,num_cache_alg_steps,num_free_layer_steps,symmetry_depth,num_symmetry_orientations,total_step_face_overlap_score,avg_step_face_overlap_score,min_step_face_overlap_score,max_step_face_overlap_score,step_face_overlap_score_range,step_face_overlap_score_std,num_zero_face_overlap_steps,fraction_zero_face_overlap_steps,avg_distinct_faces_per_step,min_distinct_faces_per_step,max_distinct_faces_per_step,num_edge_only_steps,num_corner_only_steps,num_mixed_piece_type_steps,fraction_mixed_piece_type_steps,avg_adjacent_step_face_overlap,max_adjacent_step_face_overlap,score
rand_b57c9b4b,4,0,0,20,5.0,3,8,5,2.12,1.871,0,0,1,0,27,6.75,3,13,10,4.15,0,0.0,5.25,4,6,0,0,4,1.0,4.33,5,0.009309
mut_e59fe0b1,4,0,0,20,5.0,2,8,6,2.24,1.8464,0,0,1,0,25,6.25,0,11,11,4.02,1,0.25,5.5,4,6,1,1,2,0.5,4.67,6,0.008674
mut_d6d02316,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,24,6.0,2,12,10,3.67,0,0.0,6.0,6,6,0,0,4,1.0,6.0,6,0.006771
rand_adea49be,4,0,0,20,5.0,3,7,4,1.58,1.9261,0,0,1,0,25,6.25,2,11,9,3.49,0,0.0,5.75,5,6,0,0,4,1.0,5.67,6,0.011447
mut_79764ef3,5,0,0,20,4.0,3,5,2,0.89,2.2855,0,0,1,0,21,4.2,1,8,7,2.79,0,0.0,5.4,5,6,1,0,4,0.8,5.0,6,0.008189
mut_52b6a3c4,3,0,0,20,6.67,5,8,3,1.25,1.5589,0,0,1,0,31,10.33,7,13,6,2.49,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.006013
rand_07a2d5e5,3,0,0,20,6.67,6,7,1,0.47,1.5813,0,0,1,0,30,10.0,8,12,4,1.63,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.005553
rand_288965c4,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,27,6.75,2,12,10,3.7,0,0.0,5.25,4,6,0,0,4,1.0,4.33,5,0.009438
rand_92b8dc45,3,0,0,20,6.67,4,8,4,1.89,1.5219,0,0,1,0,33,11.0,4,15,11,4.97,0,0.0,5.0,5,5,0,0,3,1.0,4.0,4,0.008055
mut_e48b2a0b,4,0,0,20,5.0,3,7,4,1.58,1.9261,0,0,1,0,27,6.75,3,11,8,3.77,0,0.0,5.25,5,6,1,1,2,0.5,4.33,5,0.007934
rand_5eb6699e,4,0,0,20,5.0,3,7,4,1.58,1.9261,0,0,1,0,24,6.0,3,10,7,3.08,0,0.0,6.0,6,6,0,1,3,0.75,6.0,6,0.007057
rand_5269d3c9,4,0,0,20,5.0,3,7,4,1.58,1.9261,0,0,1,0,27,6.75,2,11,9,3.83,0,0.0,5.25,5,6,0,0,4,1.0,4.67,5,0.004264
mut_3816303d,4,0,0,20,5.0,4,8,4,1.73,1.9219,0,0,1,0,26,6.5,4,14,10,4.33,0,0.0,5.5,5,6,0,0,4,1.0,5.0,5,0.005226
rand_c0139826,4,0,0,20,5.0,3,8,5,2.12,1.871,0,0,1,0,28,7.0,2,12,10,4.12,0,0.0,5.0,4,6,0,0,4,1.0,4.33,5,0.006638
mut_3b75232e,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,26,6.5,1,14,13,4.72,0,0.0,5.5,5,6,0,0,4,1.0,5.33,6,0.007652
rand_801ab648,4,0,0,20,5.0,4,7,3,1.22,1.9589,0,0,1,0,26,6.5,5,11,6,2.6,0,0.0,5.5,5,6,0,0,4,1.0,5.33,6,0.006989
rand_2789209c,4,0,0,20,5.0,3,8,5,2.12,1.871,0,0,1,0,25,6.25,1,12,11,4.82,0,0.0,5.75,5,6,0,0,4,1.0,5.33,6,0.009568
mut_387f563a,4,0,0,20,5.0,4,6,2,1.0,1.971,0,0,1,0,27,6.75,4,9,5,2.28,0,0.0,5.25,4,6,0,0,4,1.0,4.67,5,0.007934
mut_c72bc578,4,0,0,20,5.0,3,7,4,1.58,1.9261,0,0,1,0,25,6.25,2,12,10,4.02,0,0.0,5.75,5,6,1,0,3,0.75,5.33,6,0.006684
rand_a2f78626,4,0,0,20,5.0,4,6,2,0.71,1.9855,0,0,1,0,24,6.0,4,8,4,1.41,0,0.0,6.0,6,6,0,0,4,1.0,6.0,6,0.009898
mut_83cb26e2,4,0,0,20,5.0,3,7,4,1.58,1.9261,0,0,1,0,26,6.5,3,11,8,2.96,0,0.0,5.5,4,6,0,0,4,1.0,4.67,6,0.006599
mut_7e97103a,3,0,0,20,6.67,6,7,1,0.47,1.5813,0,0,1,0,32,10.67,10,12,2,0.94,0,0.0,5.33,5,6,0,0,3,1.0,4.5,5,0.006087
mut_9db8a591,5,0,0,20,4.0,1,8,7,2.28,2.0842,0,0,1,0,23,4.6,0,12,12,4.08,1,0.2,5.0,2,6,1,0,4,0.8,4.75,6,0.025703
mut_80992f88,4,0,0,20,5.0,3,6,3,1.22,1.9527,0,0,1,0,24,6.0,2,9,7,2.74,0,0.0,5.75,5,6,0,0,4,1.0,5.67,6,0.007381
mut_123caca9,3,0,0,20,6.67,5,8,3,1.25,1.5589,0,0,1,0,30,10.0,6,13,7,2.94,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.005689
mut_55aef4e2,4,0,0,20,5.0,2,8,6,2.24,1.8464,0,0,1,0,29,7.25,2,14,12,5.36,0,0.0,5.0,3,6,1,0,3,0.75,3.67,5,0.008505
rand_ae674968,4,0,0,20,5.0,3,7,4,1.41,1.9406,0,0,1,0,25,6.25,3,10,7,2.59,0,0.0,5.75,5,6,0,0,4,1.0,5.67,6,0.008011
mut_3766e2c1,3,0,0,20,6.67,6,7,1,0.47,1.5813,0,0,1,0,31,10.33,9,11,2,0.94,0,0.0,5.67,5,6,0,0,3,1.0,5.5,6,0.007715
mut_32503111,3,0,0,20,6.67,4,8,4,1.89,1.5219,0,0,1,0,30,10.0,4,13,9,4.24,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.008528
rand_332f0363,3,0,0,20,6.67,5,8,3,1.25,1.5589,0,0,1,0,31,10.33,7,13,6,2.49,0,0.0,5.67,5,6,0,0,3,1.0,5.5,6,0.005404
mut_b658e2a3,5,0,0,20,4.0,2,8,6,2.1,2.1464,0,0,1,0,26,5.2,1,13,12,4.07,0,0.0,4.4,3,6,1,0,4,0.8,3.25,4,0.017592
rand_2f332a6d,5,0,0,20,4.0,3,6,3,1.1,2.271,0,0,1,0,22,4.4,2,9,7,2.58,0,0.0,5.2,4,6,0,0,5,1.0,4.5,6,0.008268
mut_e8461092,5,0,0,20,4.0,3,7,4,1.55,2.2261,0,0,1,0,21,4.2,1,11,10,3.54,0,0.0,5.4,4,6,1,0,4,0.8,4.75,6,0.012109
mut_d0053412,3,0,0,20,6.67,6,7,1,0.47,1.5813,0,0,1,0,29,9.67,8,11,3,1.25,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.006013
mut_4495c333,4,0,0,20,5.0,4,6,2,0.71,1.9855,0,0,1,0,25,6.25,4,9,5,1.92,0,0.0,5.75,5,6,1,0,3,0.75,5.67,6,0.010638
mut_ce715c83,4,0,0,20,5.0,1,8,7,2.55,1.766,0,0,1,0,30,7.5,0,12,12,4.56,1,0.25,4.75,2,6,1,0,3,0.75,3.0,5,0.009217
rand_9c05f850,4,0,0,20,5.0,3,6,3,1.22,1.9527,0,0,1,0,27,6.75,2,10,8,2.95,0,0.0,5.25,5,6,0,0,4,1.0,4.33,5,0.012311
mut_0cf254a2,5,0,0,20,4.0,2,5,3,1.1,2.261,0,0,1,0,22,4.4,2,6,4,1.36,0,0.0,5.2,4,6,1,1,3,0.6,5.0,6,0.013489
rand_df283453,5,0,0,20,4.0,3,5,2,0.63,2.3037,0,0,1,0,20,4.0,2,7,5,1.79,0,0.0,5.6,4,6,1,0,4,0.8,5.5,6,0.009849
rand_81656c3e,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,25,6.25,2,13,11,4.09,0,0.0,5.75,5,6,0,0,4,1.0,5.33,6,0.007829
rand_cb3bce3a,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,25,6.25,2,13,11,4.09,0,0.0,5.75,5,6,0,0,4,1.0,5.33,6,0.011604
rand_6386fde6,3,0,0,20,6.67,4,8,4,1.89,1.5219,0,0,1,0,30,10.0,4,14,10,4.32,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.00592
rand_cc53e0ad,4,0,0,20,5.0,4,6,2,0.71,1.9855,0,0,1,0,26,6.5,5,9,4,1.66,0,0.0,5.5,5,6,0,0,4,1.0,5.0,6,0.007381
mut_5fff49a4,4,0,0,20,5.0,3,7,4,2.0,1.8813,0,0,1,0,27,6.75,2,11,9,4.26,0,0.0,5.25,4,6,0,0,4,1.0,5.0,6,0.007242
mut_f73c7d3b,5,0,0,20,4.0,3,5,2,0.89,2.2855,0,0,1,0,19,3.8,1,6,5,2.04,0,0.0,5.8,5,6,1,0,4,0.8,5.75,6,0.007881
mut_a1626ce2,7,0,0,20,2.86,2,4,2,0.83,2.7464,0,0,1,0,19,2.71,1,4,3,1.03,0,0.0,4.14,3,5,2,1,4,0.5714,2.67,4,0.019124
rand_0c95038a,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,27,6.75,2,14,12,4.44,0,0.0,5.25,4,6,0,0,4,1.0,4.67,6,0.011845
rand_fb6c63ba,5,0,0,20,4.0,3,6,3,1.26,2.2527,0,0,1,0,24,4.8,2,10,8,2.79,0,0.0,4.8,4,6,1,0,4,0.8,4.0,6,0.012595
rand_1a1270d4,5,0,0,20,4.0,3,7,4,1.55,2.2261,0,0,1,0,23,4.6,1,13,12,4.32,0,0.0,5.0,4,6,2,0,3,0.6,3.75,5,0.009849
rand_fa971d6d,3,0,0,20,6.67,5,8,3,1.25,1.5589,0,0,1,0,30,10.0,6,15,9,3.74,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.004259
rand_2e5d1018,4,0,0,20,5.0,3,7,4,1.58,1.9261,0,0,1,0,25,6.25,2,11,9,3.49,0,0.0,5.75,5,6,0,0,4,1.0,5.33,6,0.006538
mut_bb1ba78d,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,27,6.75,2,13,11,4.02,0,0.0,5.25,4,6,1,0,3,0.75,4.33,5,0.008589
rand_375e3a57,3,0,0,20,6.67,6,8,2,0.94,1.571,0,0,1,0,30,10.0,8,12,4,1.63,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.006419
rand_6e08d689,4,0,0,20,5.0,3,8,5,2.12,1.871,0,0,1,0,27,6.75,2,12,10,3.96,0,0.0,5.25,4,6,0,0,4,1.0,4.67,6,0.009665
mut_b4991af0,5,0,0,20,4.0,2,6,4,1.41,2.2282,0,0,1,0,22,4.4,0,9,9,3.26,1,0.2,5.2,4,6,1,0,4,0.8,4.5,5,0.010866
mut_750ea808,7,1,0,23,3.29,1,7,6,1.91,2.56,2,2,1,0,32,4.57,0,13,13,4.07,2,0.2857,2.71,0,5,0,0,5,0.7143,0.83,3,0.015528
rand_d767332e,5,0,0,20,4.0,3,5,2,0.89,2.2855,0,0,1,0,22,4.4,2,6,4,1.62,0,0.0,5.2,4,6,0,0,5,1.0,4.5,5,0.010973
rand_e4b7699c,4,0,0,20,5.0,3,7,4,1.58,1.9261,0,0,1,0,26,6.5,3,11,8,3.2,0,0.0,5.5,5,6,0,0,4,1.0,5.0,6,0.005319
rand_56fe3c0e,4,0,0,20,5.0,4,8,4,1.73,1.9219,0,0,1,0,26,6.5,4,12,8,3.28,0,0.0,5.5,4,6,0,0,4,1.0,5.33,6,0.007242
rand_c42984c0,3,0,0,20,6.67,5,8,3,1.25,1.5589,0,0,1,0,30,10.0,5,14,9,3.74,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.004872
rand_d3bd2431,3,0,0,20,6.67,5,8,3,1.25,1.5589,0,0,1,0,30,10.0,7,14,7,2.94,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.006043
mut_ea690a26,4,0,0,20,5.0,3,7,4,1.41,1.9406,0,0,1,0,24,6.0,1,12,11,3.94,0,0.0,6.0,6,6,0,0,4,1.0,6.0,6,0.006478
mut_eaade160,4,0,0,20,5.0,4,6,2,0.71,1.9855,0,0,1,0,24,6.0,4,9,5,1.87,0,0.0,6.0,6,6,0,0,4,1.0,6.0,6,0.00581
rand_ffd83735,4,0,0,20,5.0,3,8,5,2.12,1.871,0,0,1,0,25,6.25,2,12,10,4.38,0,0.0,5.75,5,6,0,0,4,1.0,5.33,6,0.009568
mut_af90c5ca,4,0,0,20,5.0,4,8,4,1.73,1.9219,0,0,1,0,25,6.25,3,13,10,3.96,0,0.0,5.75,5,6,0,0,4,1.0,5.33,6,0.007311
mut_b2642923,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,28,7.0,2,13,11,3.94,0,0.0,5.0,4,6,1,0,3,0.75,3.67,4,0.005226
rand_5483b4f0,4,0,0,20,5.0,4,6,2,0.71,1.9855,0,0,1,0,25,6.25,5,8,3,1.3,0,0.0,5.75,5,6,0,0,4,1.0,5.33,6,0.007726
mut_2fd29e14,3,0,0,20,6.67,6,7,1,0.47,1.5813,0,0,1,0,30,10.0,8,13,5,2.16,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.006013
rand_6f7974e3,4,0,0,20,5.0,3,8,5,2.12,1.871,0,0,1,0,27,6.75,2,13,11,4.21,0,0.0,5.25,4,6,1,1,2,0.5,5.0,6,0.012013
mut_e90369ce,3,0,0,20,6.67,6,8,2,0.94,1.571,0,0,1,0,30,10.0,8,13,5,2.16,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.006163
rand_629ac5d1,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,28,7.0,3,14,11,4.18,0,0.0,5.0,4,6,1,0,3,0.75,4.0,5,0.003154
rand_05974348,4,0,0,20,5.0,4,6,2,0.71,1.9855,0,0,1,0,25,6.25,4,9,5,1.79,0,0.0,5.75,5,6,0,0,4,1.0,5.67,6,0.006599
mut_53def856,4,0,0,20,5.0,3,6,3,1.22,1.9527,0,0,1,0,23,5.75,1,10,9,3.19,0,0.0,6.0,6,6,1,0,3,0.75,6.0,6,0.006771
rand_d28e5422,5,0,0,20,4.0,3,5,2,0.63,2.3037,0,0,1,0,23,4.6,4,7,3,1.2,0,0.0,5.0,3,6,0,0,5,1.0,4.0,6,0.009198
mut_126ca20b,4,0,0,20,5.0,4,6,2,0.71,1.9855,0,0,1,0,25,6.25,4,9,5,1.79,0,0.0,6.0,6,6,0,0,4,1.0,6.0,6,0.006257
mut_cc96e8df,3,0,0,20,6.67,6,7,1,0.47,1.5813,0,0,1,0,30,10.0,7,13,6,2.45,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.007179
rand_2bb21aea,4,0,0,20,5.0,4,6,2,0.71,1.9855,0,0,1,0,25,6.25,4,9,5,1.92,0,0.0,5.75,5,6,0,0,4,1.0,5.67,6,0.008792
mut_50d518b1,4,0,0,20,5.0,4,7,3,1.22,1.9589,0,0,1,0,26,6.5,3,12,9,3.5,0,0.0,5.75,5,6,0,0,4,1.0,5.67,6,0.009309
mut_a6d6cfbb,3,0,0,20,6.67,6,7,1,0.47,1.5813,0,0,1,0,29,9.67,8,11,3,1.25,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.00526
CFOP,7,1,0,22,3.14,2,8,6,2.1,2.5503,2,2,1,0,26,3.71,0,15,15,4.68,1,0.1429,3.14,0,5,1,0,5,0.7143,1.5,3,0.018936
rand_706753c4,4,0,0,20,5.0,3,8,5,2.12,1.871,0,0,1,0,24,6.0,1,11,10,4.12,0,0.0,6.0,6,6,0,1,3,0.75,6.0,6,0.006538
mut_8a31ab48,3,0,0,20,6.67,6,8,2,0.94,1.571,0,0,1,0,30,10.0,8,13,5,2.16,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.006013
rand_3d32b4e6,4,0,0,20,5.0,3,7,4,1.58,1.9261,0,0,1,0,26,6.5,3,11,8,3.57,0,0.0,5.5,4,6,0,0,4,1.0,5.33,6,0.009438
mut_a1b01b54,5,0,0,20,4.0,3,5,2,0.89,2.2855,0,0,1,0,25,5.0,2,7,5,2.1,0,0.0,4.6,4,6,1,0,4,0.8,3.5,4,0.012472
mut_06079684,5,0,0,20,4.0,3,6,3,1.26,2.2527,0,0,1,0,22,4.4,2,8,6,2.58,0,0.0,5.2,5,6,0,0,5,1.0,4.5,5,0.010044
rand_c87a7153,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,26,6.5,3,13,10,4.09,0,0.0,5.5,4,6,0,0,4,1.0,4.67,6,0.005226
rand_7c303b49,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,26,6.5,1,14,13,4.82,0,0.0,5.5,5,6,1,0,3,0.75,5.0,5,0.007726
mut_86e5ba09,4,0,0,20,5.0,3,7,4,1.58,1.9261,0,0,1,0,25,6.25,3,10,7,3.27,0,0.0,5.75,5,6,0,0,4,1.0,5.33,6,0.008505
mut_5734f813,4,0,0,20,5.0,2,8,6,2.55,1.8016,0,0,1,0,26,6.5,0,13,13,5.22,1,0.25,5.5,5,6,0,0,4,1.0,5.0,6,0.004659
rand_e10459c4,5,0,0,20,4.0,3,5,2,0.89,2.2855,0,0,1,0,19,3.8,2,6,4,1.83,0,0.0,5.8,5,6,0,0,5,1.0,5.5,6,0.008933
rand_7fa44ad1,5,0,0,20,4.0,3,7,4,1.55,2.2261,0,0,1,0,24,4.8,2,10,8,2.79,0,0.0,4.8,3,6,0,0,5,1.0,4.0,5,0.010344
rand_799daf4e,3,0,0,20,6.67,6,8,2,0.94,1.571,0,0,1,0,30,10.0,8,12,4,1.63,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.006689
mut_9c6134b0,3,0,0,20,6.67,5,8,3,1.25,1.5589,0,0,1,0,32,10.67,9,13,4,1.7,0,0.0,6.0,6,6,0,1,2,0.6667,6.0,6,0.013518
rand_27a1820b,4,0,0,20,5.0,3,8,5,2.12,1.871,0,0,1,0,26,6.5,2,13,11,4.72,0,0.0,5.5,5,6,0,0,4,1.0,5.33,6,0.008674
rand_aedc548f,5,0,0,20,4.0,3,6,3,1.1,2.271,0,0,1,0,24,4.8,2,9,7,2.64,0,0.0,4.8,4,6,1,0,4,0.8,4.0,5,0.010143
rand_fa990d4b,4,0,0,20,5.0,3,8,5,2.12,1.871,0,0,1,0,27,6.75,1,14,13,5.12,0,0.0,5.25,4,6,1,0,3,0.75,4.67,6,0.009762
rand_bd512d0a,4,0,0,20,5.0,3,7,4,1.58,1.9261,0,0,1,0,25,6.25,2,10,8,3.77,0,0.0,5.75,5,6,0,0,4,1.0,5.33,6,0.006257
mut_ca961b27,4,0,0,20,5.0,3,7,4,1.41,1.9406,0,0,1,0,25,6.25,2,12,10,3.63,0,0.0,5.75,5,6,0,0,4,1.0,5.67,6,0.010899
mut_24480f9c,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,24,6.0,2,14,12,4.74,0,0.0,6.0,6,6,1,1,2,0.5,6.0,6,0.011281
rand_a0cae602,5,0,0,20,4.0,3,8,5,2.0,2.171,0,0,1,0,20,4.0,0,13,13,4.69,1,0.2,5.6,4,6,1,0,4,0.8,5.0,6,0.008933
rand_bf36dbac,4,0,0,20,5.0,4,6,2,0.71,1.9855,0,0,1,0,25,6.25,4,8,4,1.48,0,0.0,5.75,5,6,0,0,4,1.0,5.33,6,0.00581
mut_82e9ca9b,3,0,0,20,6.67,6,8,2,0.94,1.571,0,0,1,0,32,10.67,8,14,6,2.49,0,0.0,5.33,5,6,0,0,3,1.0,5.0,5,0.007393
rand_be06a626,3,0,0,20,6.67,6,7,1,0.47,1.5813,0,0,1,0,30,10.0,9,11,2,0.82,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.008528
rand_51f85582,4,0,0,20,5.0,3,7,4,1.41,1.9406,0,0,1,0,25,6.25,2,11,9,3.49,0,0.0,5.75,5,6,1,0,3,0.75,5.67,6,0.010638
mut_deac8ed3,4,0,0,20,5.0,3,8,5,2.12,1.871,0,0,1,0,26,6.5,1,14,13,5.68,0,0.0,5.5,5,6,2,0,2,0.5,5.33,6,0.009217
mut_121d48c0,4,0,0,20,5.0,4,7,3,1.22,1.9589,0,0,1,0,25,6.25,4,9,5,1.79,0,0.0,5.5,5,6,0,0,4,1.0,5.0,6,0.006684
rand_316e9b05,5,0,0,20,4.0,3,6,3,1.1,2.271,0,0,1,0,21,4.2,1,9,8,2.64,0,0.0,5.4,4,6,0,0,5,1.0,4.75,6,0.008677
mut_ac6d46a3,4,0,0,20,5.0,4,6,2,1.0,1.971,0,0,1,0,25,6.25,4,10,6,2.28,0,0.0,6.0,6,6,1,0,3,0.75,6.0,6,0.014066
rand_216b3561,3,0,0,20,6.67,5,8,3,1.25,1.5589,0,0,1,0,30,10.0,6,13,7,2.94,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.00476
mut_391e6421,5,0,0,20,4.0,3,5,2,0.63,2.3037,0,0,1,0,22,4.4,3,6,3,1.02,0,0.0,5.2,4,6,0,0,5,1.0,4.75,6,0.011528
rand_26ccd11e,4,0,0,20,5.0,3,7,4,1.58,1.9261,0,0,1,0,26,6.5,3,10,7,3.5,0,0.0,5.5,5,6,1,0,3,0.75,5.0,5,0.006459
mut_47d138aa,4,0,0,20,5.0,2,8,6,2.24,1.8464,0,0,1,0,27,6.75,1,11,10,4.02,0,0.0,5.0,4,6,0,0,4,1.0,4.0,6,0.005863
rand_23fe01ca,4,0,0,20,5.0,3,7,4,1.58,1.9261,0,0,1,0,26,6.5,2,11,9,3.64,0,0.0,5.5,5,6,0,0,4,1.0,5.0,6,0.010491
rand_8016971f,5,0,0,20,4.0,3,5,2,0.89,2.2855,0,0,1,0,21,4.2,1,7,6,2.14,0,0.0,5.4,4,6,1,0,4,0.8,5.0,6,0.010866
mut_0138b3d4,4,0,0,20,5.0,3,8,5,2.12,1.871,0,0,1,0,30,7.5,3,15,12,4.72,0,0.0,5.0,4,6,0,0,4,1.0,4.0,5,0.007726
mut_d8faa44c,4,0,0,20,5.0,4,6,2,0.71,1.9855,0,0,1,0,27,6.75,5,8,3,1.09,0,0.0,5.25,5,6,0,0,4,1.0,4.33,5,0.006835
mut_5ac88836,4,0,0,20,5.0,3,6,3,1.22,1.9527,0,0,1,0,27,6.75,4,9,5,1.92,0,0.0,5.25,4,6,0,0,4,1.0,4.33,5,0.010138
mut_77cb72de,4,0,0,20,5.0,2,7,5,2.12,1.8568,0,0,1,0,26,6.5,0,11,11,4.72,1,0.25,5.5,4,6,1,0,3,0.75,4.67,6,0.006257
mut_60578863,4,0,0,20,5.0,2,7,5,2.12,1.8568,0,0,1,0,28,7.0,2,12,10,4.12,0,0.0,5.0,3,6,0,0,4,1.0,4.33,6,0.015362
rand_a630b494,4,0,0,20,5.0,4,6,2,0.71,1.9855,0,0,1,0,26,6.5,3,9,6,2.18,0,0.0,5.5,5,6,1,0,3,0.75,5.0,5,0.005916
mut_12dc1adc,3,0,0,20,6.67,6,7,1,0.47,1.5813,0,0,1,0,31,10.33,9,12,3,1.25,0,0.0,5.67,5,6,0,0,3,1.0,5.5,6,0.007273
mut_02cd3abb,4,0,0,20,5.0,3,6,3,1.22,1.9527,0,0,1,0,25,6.25,1,9,8,3.11,0,0.0,5.75,5,6,0,0,4,1.0,5.67,6,0.01101
rand_3dc43f0f,3,0,0,20,6.67,6,8,2,0.94,1.571,0,0,1,0,30,10.0,9,11,2,0.82,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.00562
mut_1bda64b7,4,0,0,20,5.0,4,7,3,1.22,1.9589,0,0,1,0,25,6.25,3,12,9,3.7,0,0.0,5.75,5,6,1,0,3,0.75,5.67,6,0.009217
mut_9e2ff64a,5,0,0,20,4.0,3,5,2,0.63,2.3037,0,0,1,0,23,4.6,2,7,5,1.85,0,0.0,4.8,4,6,1,0,4,0.8,4.0,5,0.013489
rand_f0eed145,5,0,0,20,4.0,3,6,3,1.1,2.271,0,0,1,0,21,4.2,2,9,7,2.48,0,0.0,5.4,5,6,1,0,4,0.8,5.0,5,0.010446
mut_31ff38ad,4,0,0,20,5.0,4,6,2,1.0,1.971,0,0,1,0,25,6.25,2,9,7,2.95,0,0.0,5.75,5,6,1,0,3,0.75,5.67,6,0.009665
rand_82912e4a,4,0,0,20,5.0,3,7,4,1.58,1.9261,0,0,1,0,25,6.25,2,12,10,3.77,0,0.0,5.75,5,6,0,0,4,1.0,5.67,6,0.009217
mut_6e4f8b0b,4,0,0,20,5.0,3,6,3,1.22,1.9527,0,0,1,0,25,6.25,2,9,7,2.68,0,0.0,5.75,5,6,0,0,4,1.0,5.67,6,0.009762
mut_76345bb3,4,0,0,20,5.0,3,7,4,1.41,1.9406,0,0,1,0,26,6.5,2,11,9,3.2,0,0.0,5.5,5,6,0,0,4,1.0,4.67,5,0.005451
rand_be9e123e,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,25,6.25,2,12,10,3.77,0,0.0,5.75,5,6,0,0,4,1.0,5.33,6,0.007381
mut_0c25fa7d,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,25,6.25,1,12,11,4.15,0,0.0,5.75,5,6,1,0,3,0.75,5.33,6,0.007056
rand_06315b91,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,26,6.5,2,13,11,4.03,0,0.0,5.5,5,6,0,0,4,1.0,5.0,5,0.009309
mut_eefad068,6,0,0,20,3.33,3,4,1,0.47,2.571,0,0,1,0,14,2.33,1,4,3,0.94,0,0.0,5.67,5,6,1,0,5,0.8333,5.4,6,0.015463
rand_4a1387ec,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,26,6.5,2,14,12,4.56,0,0.0,5.5,4,6,1,0,3,0.75,4.67,6,0.005549
rand_99912b71,4,0,0,20,5.0,3,8,5,2.12,1.871,0,0,1,0,28,7.0,2,15,13,5.15,0,0.0,5.0,4,6,0,0,4,1.0,4.0,5,0.006396
mut_474efaf8,4,0,0,20,5.0,4,6,2,0.71,1.9855,0,0,1,0,25,6.25,4,8,4,1.79,0,0.0,5.75,5,6,1,0,3,0.75,5.33,6,0.009125
rand_ef5f083d,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,25,6.25,2,14,12,4.6,0,0.0,5.75,5,6,0,0,4,1.0,5.33,6,0.01028
mut_20088c32,4,0,0,20,5.0,4,6,2,0.71,1.9855,0,0,1,0,28,7.0,5,10,5,1.87,0,0.0,5.0,5,5,0,0,4,1.0,4.0,4,0.006899
rand_573726bc,5,0,0,20,4.0,3,5,2,0.89,2.2855,0,0,1,0,23,4.6,3,8,5,1.85,0,0.0,5.0,3,6,0,0,5,1.0,4.25,5,0.009849
mut_be01f7dc,4,0,0,20,5.0,2,8,6,2.55,1.8016,0,0,1,0,28,7.0,1,12,11,4.64,0,0.0,5.0,4,6,0,0,4,1.0,4.33,6,0.017606
rand_559e3cc7,4,0,0,20,5.0,3,6,3,1.22,1.9527,0,0,1,0,25,6.25,2,9,7,2.68,0,0.0,5.75,5,6,0,0,4,1.0,5.33,6,0.007359
rand_8778dcc1,5,0,0,20,4.0,3,6,3,1.1,2.271,0,0,1,0,21,4.2,2,8,6,2.23,0,0.0,5.4,5,6,0,0,5,1.0,5.0,5,0.02073
