method_name,num_steps,num_groups,num_removes,total_constraints,avg_constraints_per_step,min_constraints_per_step,max_constraints_per_step,constraints_per_step_range,constraints_per_step_std,step_entropy,num_cache_alg_steps,num_free_layer_steps,symmetry_depth,num_symmetry_orientations,total_step_face_overlap_score,avg_step_face_overlap_score,min_step_face_overlap_score,max_step_face_overlap_score,step_face_overlap_score_range,step_face_overlap_score_std,num_zero_face_overlap_steps,fraction_zero_face_overlap_steps,avg_distinct_faces_per_step,min_distinct_faces_per_step,max_distinct_faces_per_step,num_edge_only_steps,num_corner_only_steps,num_mixed_piece_type_steps,fraction_mixed_piece_type_steps,avg_adjacent_step_face_overlap,max_adjacent_step_face_overlap,score
mut_750dae63,5,0,0,20,4.0,3,5,2,0.89,2.2855,0,0,1,0,22,4.4,1,7,6,2.5,0,0.0,5.2,4,6,1,0,4,0.8,4.25,5,0.008761
rand_6cbb9cb1,4,0,0,20,5.0,5,5,0,0.0,2.0,0,0,1,0,26,6.5,5,8,3,1.12,0,0.0,5.5,5,6,1,0,3,0.75,5.33,6,0.009665
rand_b8818265,4,0,0,20,5.0,3,6,3,1.22,1.9527,0,0,1,0,25,6.25,2,9,7,2.59,0,0.0,5.75,5,6,0,0,4,1.0,5.33,6,0.00888
rand_74ed90f8,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,25,6.25,3,12,9,3.42,0,0.0,5.75,5,6,0,1,3,0.75,5.67,6,0.006396
rand_355e917e,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,26,6.5,3,14,11,4.39,0,0.0,5.5,5,6,0,0,4,1.0,5.0,5,0.008391
mut_cdf145f3,4,0,0,20,5.0,4,7,3,1.22,1.9589,0,0,1,0,26,6.5,4,9,5,2.06,0,0.0,5.5,5,6,0,0,4,1.0,5.33,6,0.005226
mut_38bdc652,4,0,0,20,5.0,3,8,5,2.12,1.871,0,0,1,0,29,7.25,2,15,13,4.97,0,0.0,5.25,5,6,0,1,3,0.75,4.33,5,0.007579
mut_5c181c17,4,0,0,20,5.0,4,6,2,0.71,1.9855,0,0,1,0,26,6.5,5,7,2,0.87,0,0.0,5.5,5,6,0,0,4,1.0,5.0,5,0.01028
rand_93a2da71,4,0,0,20,5.0,3,7,4,1.41,1.9406,0,0,1,0,26,6.5,3,12,9,3.35,0,0.0,5.5,4,6,0,0,4,1.0,5.33,6,0.023
mut_1e211ca7,3,0,0,20,6.67,5,8,3,1.25,1.5589,0,0,1,0,31,10.33,7,14,7,2.87,0,0.0,5.67,5,6,0,0,3,1.0,5.5,6,0.006339
mut_b4807298,4,0,0,20,5.0,3,6,3,1.22,1.9527,0,0,1,0,25,6.25,4,8,4,1.48,0,0.0,5.5,4,6,0,0,4,1.0,4.67,6,0.007652
rand_4f134dd2,4,0,0,20,5.0,4,7,3,1.22,1.9589,0,0,1,0,24,6.0,4,11,7,2.92,0,0.0,6.0,6,6,0,0,4,1.0,6.0,6,0.005549
mut_930eaeed,3,0,0,20,6.67,5,8,3,1.25,1.5589,0,0,1,0,29,9.67,6,13,7,2.87,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.00592
rand_1ae4713d,4,0,0,20,5.0,3,7,4,1.58,1.9261,0,0,1,0,26,6.5,3,12,9,3.5,0,0.0,5.5,4,6,0,0,4,1.0,5.33,6,0.008119
rand_c6fe0df5,4,0,0,20,5.0,3,8,5,2.12,1.871,0,0,1,0,28,7.0,3,11,8,3.54,0,0.0,5.0,4,6,0,0,4,1.0,4.0,4,0.012013
rand_4d4212fc,6,0,0,20,3.33,3,4,1,0.47,2.571,0,0,1,0,17,2.83,0,6,6,2.03,1,0.1667,5.17,4,6,1,0,5,0.8333,4.4,5,0.008539
rand_419b392b,5,0,0,20,4.0,3,8,5,2.0,2.171,0,0,1,0,23,4.6,2,14,12,4.72,0,0.0,5.0,4,6,1,0,4,0.8,4.0,5,0.011082
mut_7fed6b1e,4,0,0,20,5.0,4,7,3,1.22,1.9589,0,0,1,0,26,6.5,3,12,9,3.35,0,0.0,5.5,5,6,1,0,3,0.75,5.33,6,0.008391
rand_4d9edd86,5,0,0,20,4.0,3,5,2,0.63,2.3037,0,0,1,0,21,4.2,2,7,5,1.72,0,0.0,5.4,5,6,0,0,5,1.0,4.75,5,0.010446
mut_021293e4,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,26,6.5,2,14,12,4.56,0,0.0,5.5,5,6,0,0,4,1.0,4.67,5,0.010385
rand_6d73e9d9,5,0,0,20,4.0,3,5,2,0.63,2.3037,0,0,1,0,22,4.4,2,6,4,1.5,0,0.0,5.2,5,6,0,0,5,1.0,4.5,5,0.011414
mut_ce8f995e,5,0,0,20,4.0,2,8,6,2.1,2.1464,0,0,1,0,23,4.6,2,12,10,3.77,0,0.0,5.0,3,6,0,1,4,0.8,4.5,6,0.006166
mut_be136e1c,5,0,0,20,4.0,3,6,3,1.1,2.271,0,0,1,0,26,5.2,3,9,6,2.14,0,0.0,4.8,3,6,0,1,4,0.8,4.0,6,0.011082
mut_6c296ce6,3,0,0,20,6.67,5,8,3,1.25,1.5589,0,0,1,0,30,10.0,5,13,8,3.56,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.006522
rand_a9b39093,4,0,0,20,5.0,3,7,4,1.58,1.9261,0,0,1,0,25,6.25,3,10,7,2.59,0,0.0,5.75,5,6,0,1,3,0.75,5.67,6,0.009665
mut_81e38d69,4,0,0,20,5.0,3,7,4,1.58,1.9261,0,0,1,0,28,7.0,4,9,5,2.12,0,0.0,5.0,4,6,0,1,3,0.75,3.67,5,0.007479
rand_8fda85e2,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,27,6.75,4,12,8,3.27,0,0.0,5.25,5,6,0,1,3,0.75,4.33,5,0.006257
mut_ac4733cc,4,0,0,20,5.0,3,7,4,1.41,1.9406,0,0,1,0,26,6.5,4,10,6,2.29,0,0.0,5.5,5,6,1,1,2,0.5,5.33,6,0.010638
rand_71a3258a,5,0,0,20,4.0,3,7,4,1.55,2.2261,0,0,1,0,20,4.0,1,10,9,3.16,0,0.0,5.6,4,6,0,0,5,1.0,5.0,6,0.010759
rand_5ab5fedf,4,0,0,20,5.0,3,7,4,1.41,1.9406,0,0,1,0,26,6.5,1,12,11,3.91,0,0.0,5.5,5,6,0,0,4,1.0,5.0,6,0.00888
rand_9369f7b5,3,0,0,20,6.67,4,8,4,1.89,1.5219,0,0,1,0,31,10.33,3,15,12,5.25,0,0.0,5.67,5,6,1,0,2,0.6667,5.5,6,0.005848
mut_545c142c,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,29,7.25,3,15,12,4.6,0,0.0,4.75,4,5,1,0,3,0.75,3.67,4,0.011281
rand_cb4e8ac0,4,0,0,20,5.0,4,6,2,0.71,1.9855,0,0,1,0,24,6.0,3,7,4,1.73,0,0.0,6.0,6,6,0,0,4,1.0,6.0,6,0.00888
mut_c46fd074,4,0,0,20,5.0,2,8,6,2.24,1.8464,0,0,1,0,26,6.5,0,14,14,5.41,1,0.25,5.5,4,6,1,0,3,0.75,5.33,6,0.007257
mut_d00359a6,5,0,0,20,4.0,2,8,6,2.28,2.1037,0,0,1,0,25,5.0,1,11,10,3.85,0,0.0,4.6,3,6,1,0,4,0.8,3.25,5,0.008348
mut_a6d20e46,5,0,0,20,4.0,3,6,3,1.1,2.271,0,0,1,0,23,4.6,3,9,6,2.33,0,0.0,5.0,4,6,1,0,4,0.8,4.0,5,0.00902
rand_b68f5d31,3,0,0,20,6.67,4,8,4,1.89,1.5219,0,0,1,0,30,10.0,3,16,13,5.35,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.006013
rand_9ca3e12a,3,0,0,20,6.67,4,8,4,1.89,1.5219,0,0,1,0,31,10.33,4,14,10,4.5,0,0.0,5.67,5,6,0,0,3,1.0,5.0,5,0.004396
rand_31796c7d,3,0,0,20,6.67,6,7,1,0.47,1.5813,0,0,1,0,30,10.0,7,12,5,2.16,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.006797
rand_c9e844f1,4,0,0,20,5.0,4,7,3,1.22,1.9589,0,0,1,0,28,7.0,5,11,6,2.35,0,0.0,5.0,4,6,0,0,4,1.0,4.67,6,0.009438
rand_b5de9ead,4,0,0,20,5.0,3,7,4,1.58,1.9261,0,0,1,0,27,6.75,3,12,9,3.56,0,0.0,5.25,5,6,0,0,4,1.0,4.67,5,0.009002
mut_ed1e87b2,4,0,0,20,5.0,3,7,4,2.0,1.8813,0,0,1,0,26,6.5,1,11,10,4.56,0,0.0,5.5,5,6,0,0,4,1.0,5.0,6,0.014066
rand_3f79b620,4,0,0,20,5.0,3,7,4,1.58,1.9261,0,0,1,0,24,6.0,2,9,7,2.74,0,0.0,6.0,6,6,1,0,3,0.75,6.0,6,0.005294
rand_66b33956,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,27,6.75,4,11,7,2.68,0,0.0,5.25,4,6,0,0,4,1.0,4.67,6,0.007726
mut_43c06c0e,4,0,0,20,5.0,4,6,2,0.71,1.9855,0,0,1,0,24,6.0,4,9,5,1.87,0,0.0,6.0,6,6,1,0,3,0.75,6.0,6,0.009125
mut_26bd41a4,4,0,0,20,5.0,3,8,5,2.12,1.871,0,0,1,0,25,6.25,2,13,11,4.6,0,0.0,5.75,5,6,0,0,4,1.0,5.33,6,0.007829
mut_7d942fa2,4,0,0,20,5.0,2,8,6,2.55,1.8016,0,0,1,0,27,6.75,0,13,13,5.8,1,0.25,5.25,4,6,1,0,3,0.75,4.67,6,0.008279
rand_39effba7,4,0,0,20,5.0,4,6,2,0.71,1.9855,0,0,1,0,27,6.75,4,8,4,1.64,0,0.0,5.25,4,6,0,0,4,1.0,4.33,5,0.008505
rand_4265c73d,3,0,0,20,6.67,4,8,4,1.89,1.5219,0,0,1,0,30,10.0,3,14,11,4.97,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.007087
rand_a709dbf2,4,0,0,20,5.0,4,7,3,1.22,1.9589,0,0,1,0,26,6.5,3,10,7,2.69,0,0.0,5.5,5,6,1,0,3,0.75,5.0,6,0.009125
mut_8426849c,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,24,6.0,0,13,13,4.64,1,0.25,6.0,6,6,1,0,3,0.75,6.0,6,0.008391
rand_4aec360d,3,0,0,20,6.67,5,8,3,1.25,1.5589,0,0,1,0,31,10.33,6,13,7,3.09,0,0.0,5.67,5,6,0,0,3,1.0,5.5,6,0.00526
rand_c0839c08,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,26,6.5,3,13,10,3.84,0,0.0,5.5,5,6,0,0,4,1.0,5.0,5,0.017119
mut_714b4b11,5,0,0,20,4.0,3,5,2,0.63,2.3037,0,0,1,0,21,4.2,2,5,3,1.17,0,0.0,5.4,4,6,1,0,4,0.8,4.75,6,0.008348
rand_815e8972,5,0,0,20,4.0,3,7,4,1.55,2.2261,0,0,1,0,22,4.4,1,12,11,4.03,0,0.0,5.2,4,6,1,0,4,0.8,4.5,6,0.011873
rand_31cb6f1a,4,0,0,20,5.0,4,7,3,1.22,1.9589,0,0,1,0,26,6.5,4,10,6,2.18,0,0.0,5.5,5,6,0,0,4,1.0,5.0,6,0.008589
mut_a17c591a,3,0,0,20,6.67,5,8,3,1.25,1.5589,0,0,1,0,30,10.0,7,14,7,2.94,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.005198
rand_38ed4d9d,4,0,0,20,5.0,4,6,2,0.71,1.9855,0,0,1,0,25,6.25,5,7,2,0.83,0,0.0,5.75,5,6,0,0,4,1.0,5.67,6,0.006478
rand_9c706696,5,0,0,20,4.0,3,5,2,0.63,2.3037,0,0,1,0,23,4.6,2,8,6,1.96,0,0.0,5.0,4,6,2,0,3,0.6,4.0,5,0.007732
mut_085cb087,3,0,0,20,6.67,6,7,1,0.47,1.5813,0,0,1,0,30,10.0,7,13,6,2.45,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.006797
mut_ec75b018,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,26,6.5,2,13,11,4.15,0,0.0,5.5,5,6,0,0,4,1.0,5.0,5,0.008279
rand_c6746e25,5,0,0,20,4.0,3,5,2,0.63,2.3037,0,0,1,0,20,4.0,2,7,5,1.67,0,0.0,5.6,5,6,1,0,4,0.8,5.25,6,0.007806
mut_245a6450,4,0,0,20,5.0,3,7,4,1.58,1.9261,0,0,1,0,24,6.0,3,10,7,3.08,0,0.0,6.0,6,6,0,1,3,0.75,6.0,6,0.008505
mut_586d5a0f,4,0,0,20,5.0,4,7,3,1.22,1.9589,0,0,1,0,26,6.5,4,10,6,2.6,0,0.0,5.5,5,6,0,0,4,1.0,5.0,5,0.012185
mut_9d74612a,3,0,0,20,6.67,5,8,3,1.25,1.5589,0,0,1,0,30,10.0,5,13,8,3.56,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.005469
rand_0526cf4b,4,0,0,20,5.0,3,8,5,2.12,1.871,0,0,1,0,26,6.5,1,14,13,5.32,0,0.0,5.5,4,6,1,0,3,0.75,5.33,6,0.017361
mut_d9dc01c6,3,0,0,20,6.67,5,8,3,1.25,1.5589,0,0,1,0,30,10.0,7,12,5,2.16,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.008055
rand_80c45630,3,0,0,20,6.67,5,8,3,1.25,1.5589,0,0,1,0,30,10.0,6,14,8,3.27,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.006884
mut_8c4cfbc8,4,0,0,20,5.0,4,6,2,0.71,1.9855,0,0,1,0,25,6.25,4,9,5,1.79,0,0.0,5.75,5,6,0,0,4,1.0,5.67,6,0.010385
mut_6890e87e,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,27,6.75,1,13,12,4.26,0,0.0,5.25,4,6,1,0,3,0.75,5.0,6,0.008198
mut_425e5a90,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,25,6.25,2,13,11,4.32,0,0.0,6.0,6,6,1,1,2,0.5,6.0,6,0.009309
mut_56084a5e,4,0,0,20,5.0,2,8,6,2.12,1.861,0,0,1,0,28,7.0,1,14,13,4.64,0,0.0,5.0,3,6,1,0,3,0.75,4.67,6,0.014988
rand_6d30bc1c,3,0,0,20,6.67,5,8,3,1.25,1.5589,0,0,1,0,30,10.0,7,14,7,2.94,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.006013
mut_a55358c9,3,0,0,20,6.67,4,8,4,1.89,1.5219,0,0,1,0,31,10.33,3,16,13,5.44,0,0.0,5.67,5,6,1,0,2,0.6667,5.5,6,0.006419
mut_58725f8e,4,0,0,20,5.0,4,6,2,1.0,1.971,0,0,1,0,26,6.5,4,9,5,2.5,0,0.0,5.5,5,6,0,0,4,1.0,5.33,6,0.007829
rand_a3b1b517,4,0,0,20,5.0,3,8,5,2.12,1.871,0,0,1,0,27,6.75,3,14,11,4.49,0,0.0,5.25,4,6,0,0,4,1.0,4.33,6,0.007726
mut_8f26e1ab,3,0,0,20,6.67,5,8,3,1.25,1.5589,0,0,1,0,30,10.0,7,14,7,2.94,0,0.0,5.67,5,6,0,0,3,1.0,5.0,5,0.00592
mut_c8c961b6,5,0,0,20,4.0,3,6,3,1.26,2.2527,0,0,1,0,21,4.2,1,9,8,2.93,0,0.0,5.4,5,6,0,0,5,1.0,4.75,5,0.008111
rand_beb7aa6d,4,0,0,20,5.0,4,6,2,0.71,1.9855,0,0,1,0,27,6.75,4,10,6,2.17,0,0.0,5.25,5,6,0,0,4,1.0,4.33,5,0.009125
rand_590f9bc3,5,0,0,20,4.0,3,6,3,1.1,2.271,0,0,1,0,23,4.6,3,8,5,1.85,0,0.0,5.0,4,6,0,0,5,1.0,4.5,5,0.007586
rand_d837c7a3,3,0,0,20,6.67,5,8,3,1.25,1.5589,0,0,1,0,30,10.0,5,15,10,4.08,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.006163
mut_e62a3b58,5,0,0,20,4.0,2,6,4,1.41,2.2282,0,0,1,0,23,4.6,1,9,8,2.87,0,0.0,4.8,3,6,1,0,4,0.8,4.25,5,0.012229
rand_eac925cc,3,0,0,20,6.67,5,8,3,1.25,1.5589,0,0,1,0,31,10.33,7,13,6,2.49,0,0.0,5.67,5,6,0,0,3,1.0,5.0,5,0.006973
mut_7508777c,4,0,0,20,5.0,4,8,4,1.73,1.9219,0,0,1,0,26,6.5,4,13,9,3.77,0,0.0,5.5,4,6,1,0,3,0.75,4.67,6,0.006122
mut_1adf56b3,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,26,6.5,2,13,11,4.15,0,0.0,5.5,5,6,0,0,4,1.0,5.0,6,0.009217
rand_44d347ac,4,0,0,20,5.0,3,7,4,1.58,1.9261,0,0,1,0,25,6.25,3,11,8,3.42,0,0.0,5.75,5,6,1,1,2,0.5,5.67,6,0.006989
rand_233aeb62,4,0,0,20,5.0,3,7,4,1.58,1.9261,0,0,1,0,24,6.0,2,10,8,3.16,0,0.0,6.0,6,6,0,0,4,1.0,6.0,6,0.010491
mut_1aaf4798,4,0,0,20,5.0,4,7,3,1.22,1.9589,0,0,1,0,25,6.25,3,11,8,2.95,0,0.0,6.0,6,6,0,0,4,1.0,6.0,6,0.007381
rand_2c9e7fe9,6,0,0,20,3.33,3,4,1,0.47,2.571,0,0,1,0,20,3.33,2,5,3,0.94,0,0.0,4.67,4,6,1,0,5,0.8333,3.6,5,0.011574
mut_d4664f1a,5,0,0,20,4.0,3,7,4,1.55,2.2261,0,0,1,0,27,5.4,2,11,9,3.07,0,0.0,4.2,3,6,0,0,5,1.0,2.75,3,0.013754
mut_466e0e73,4,0,0,20,5.0,3,7,4,2.0,1.8813,0,0,1,0,28,7.0,3,11,8,3.16,0,0.0,5.0,4,6,0,1,3,0.75,4.67,6,0.010788
mut_52300250,4,0,0,20,5.0,2,7,5,1.87,1.8834,0,0,1,0,26,6.5,1,11,10,3.57,0,0.0,5.25,4,6,0,0,4,1.0,5.0,6,0.005617
mut_60440f74,4,0,0,20,5.0,3,7,4,2.0,1.8813,0,0,1,0,29,7.25,2,12,10,4.76,0,0.0,5.0,4,6,1,0,3,0.75,4.0,4,0.007579
rand_b7f6b9ff,4,0,0,20,5.0,4,6,2,1.0,1.971,0,0,1,0,26,6.5,4,9,5,2.06,0,0.0,5.5,5,6,0,0,4,1.0,5.0,5,0.006899
rand_66b7edeb,4,0,0,20,5.0,3,7,4,1.58,1.9261,0,0,1,0,24,6.0,1,10,9,4.06,0,0.0,6.0,6,6,0,0,4,1.0,6.0,6,0.008589
rand_0cab5449,4,0,0,20,5.0,3,8,5,2.12,1.871,0,0,1,0,25,6.25,2,12,10,4.02,0,0.0,5.75,5,6,0,1,3,0.75,5.67,6,0.007148
mut_a2cfa951,4,0,0,20,5.0,4,7,3,1.22,1.9589,0,0,1,0,25,6.25,3,10,7,2.86,0,0.0,5.75,5,6,0,0,4,1.0,5.33,6,0.010036
rand_3877fb1e,5,0,0,20,4.0,3,5,2,0.89,2.2855,0,0,1,0,20,4.0,2,8,6,2.1,0,0.0,5.6,5,6,1,1,3,0.6,5.25,6,0.012971
mut_1665f208,4,0,0,20,5.0,4,6,2,0.71,1.9855,0,0,1,0,26,6.5,4,10,6,2.29,0,0.0,5.5,5,6,1,0,3,0.75,4.67,5,0.007056
rand_d7eeb159,3,0,0,20,6.67,4,8,4,1.89,1.5219,0,0,1,0,31,10.33,4,16,12,4.92,0,0.0,5.67,5,6,0,0,3,1.0,5.5,6,0.005179
rand_0923dc11,4,0,0,20,5.0,3,6,3,1.22,1.9527,0,0,1,0,25,6.25,4,8,4,1.79,0,0.0,5.75,5,6,0,1,3,0.75,5.67,6,0.007652
rand_5210043b,4,0,0,20,5.0,4,8,4,1.73,1.9219,0,0,1,0,26,6.5,4,14,10,4.33,0,0.0,5.5,5,6,0,0,4,1.0,5.33,6,0.008674
mut_47f00ed3,4,0,0,20,5.0,3,6,3,1.22,1.9527,0,0,1,0,26,6.5,3,9,6,2.29,0,0.0,5.5,4,6,0,0,4,1.0,5.33,6,0.011166
mut_d0ca3981,3,0,0,20,6.67,6,8,2,0.94,1.571,0,0,1,0,32,10.67,9,13,4,1.7,0,0.0,5.67,5,6,0,0,3,1.0,5.5,6,0.00592
rand_7d8fb130,3,0,0,20,6.67,4,8,4,1.89,1.5219,0,0,1,0,32,10.67,6,13,7,3.3,0,0.0,5.33,4,6,0,0,3,1.0,5.0,6,0.008792
mut_a1070d18,5,0,0,20,4.0,2,6,4,1.41,2.2282,0,0,1,0,21,4.2,0,11,11,3.87,1,0.2,5.4,5,6,1,0,4,0.8,4.5,5,0.01055
rand_b56ada1f,3,0,0,20,6.67,5,8,3,1.25,1.5589,0,0,1,0,31,10.33,6,13,7,3.09,0,0.0,5.67,5,6,0,0,3,1.0,5.5,6,0.005553
mut_964add93,3,0,0,20,6.67,4,8,4,1.89,1.5219,0,0,1,0,32,10.67,4,14,10,4.71,0,0.0,5.67,5,6,0,0,3,1.0,5.5,6,0.006339
rand_0f2c2355,3,0,0,20,6.67,4,8,4,1.89,1.5219,0,0,1,0,31,10.33,4,14,10,4.5,0,0.0,5.67,5,6,0,0,3,1.0,5.5,6,0.005263
rand_5a97909c,4,0,0,20,5.0,4,6,2,1.0,1.971,0,0,1,0,26,6.5,5,8,3,1.12,0,0.0,5.5,5,6,0,0,4,1.0,5.0,5,0.010385
rand_c16c22b8,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,25,6.25,3,12,9,3.42,0,0.0,5.75,5,6,0,0,4,1.0,5.67,6,0.008119
mut_756596dc,4,0,0,20,5.0,2,8,6,2.24,1.8464,0,0,1,0,26,6.5,0,14,14,5.17,1,0.25,5.5,5,6,0,0,4,1.0,5.0,5,0.028442
rand_4f157857,4,0,0,20,5.0,4,6,2,1.0,1.971,0,0,1,0,24,6.0,2,9,7,3.08,0,0.0,6.0,6,6,1,0,3,0.75,6.0,6,0.008391
mut_1bdfc0b3,5,0,0,20,4.0,2,6,4,1.41,2.2282,0,0,1,0,21,4.2,0,7,7,2.64,1,0.2,5.4,4,6,1,1,3,0.6,4.75,6,0.007373
rand_ca9303fe,4,0,0,20,5.0,3,8,5,1.87,1.9037,0,0,1,0,26,6.5,2,13,11,4.03,0,0.0,5.5,5,6,0,0,4,1.0,5.0,5,0.007829
rand_625746d4,3,0,0,20,6.67,4,8,4,1.89,1.5219,0,0,1,0,30,10.0,3,14,11,4.97,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.004663
rand_2c8ec170,4,0,0,20,5.0,4,7,3,1.22,1.9589,0,0,1,0,25,6.25,4,11,7,2.86,0,0.0,5.75,5,6,0,0,4,1.0,5.33,6,0.004386
mut_ce5fa967,4,0,0,20,5.0,2,7,5,2.12,1.8568,0,0,1,0,25,6.25,0,13,13,5.4,1,0.25,5.75,5,6,1,0,3,0.75,5.67,6,0.010899
mut_74210483,4,0,0,20,5.0,2,8,6,2.12,1.861,0,0,1,0,28,7.0,1,13,12,4.24,0,0.0,5.0,3,6,1,0,3,0.75,4.67,6,0.014834
mut_baf220cf,5,0,0,20,4.0,3,7,4,1.55,2.2261,0,0,1,0,22,4.4,1,12,11,4.03,0,0.0,5.2,5,6,1,0,4,0.8,4.5,5,0.007732
mut_21f0cc64,5,0,0,20,4.0,3,8,5,2.0,2.171,0,0,1,0,21,4.2,1,14,13,4.92,0,0.0,5.2,4,6,2,0,3,0.6,4.5,5,0.008933
mut_56950668,3,0,0,20,6.67,5,8,3,1.25,1.5589,0,0,1,0,32,10.67,7,13,6,2.62,0,0.0,5.33,4,6,0,0,3,1.0,5.0,6,0.007179
mut_9e114ce5,3,0,0,20,6.67,5,8,3,1.25,1.5589,0,0,1,0,31,10.33,7,14,7,2.87,0,0.0,5.67,5,6,0,0,3,1.0,5.5,6,0.005777
PETRUS,7,1,0,23,3.29,1,8,7,2.19,2.5121,2,2,1,0,33,4.71,0,15,15,4.68,2,0.2857,2.43,0,5,0,0,5,0.7143,0.67,2,0.019403
mut_c83e979b,5,0,0,20,4.0,3,8,5,2.0,2.171,0,0,1,0,22,4.4,2,12,10,3.83,0,0.0,5.2,5,6,0,0,5,1.0,4.25,5,0.009379
mut_3cb9b17b,4,0,0,20,5.0,3,8,5,2.12,1.871,0,0,1,0,25,6.25,1,14,13,5.21,0,0.0,5.75,5,6,1,0,3,0.75,5.33,6,0.009731
mut_e850eb8c,3,0,0,20,6.67,6,7,1,0.47,1.5813,0,0,1,0,30,10.0,7,12,5,2.16,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.007179
mut_efb83aba,4,0,0,20,5.0,3,8,5,2.12,1.871,0,0,1,0,27,6.75,1,15,14,5.4,0,0.0,5.25,4,6,0,0,4,1.0,4.33,6,0.009762
mut_c2d52d70,5,0,0,20,4.0,3,5,2,0.63,2.3037,0,0,1,0,20,4.0,2,7,5,1.79,0,0.0,5.6,5,6,1,0,4,0.8,5.25,6,0.010044
mut_2775ca6f,4,0,0,20,5.0,2,8,6,2.24,1.8464,0,0,1,0,27,6.75,0,13,13,4.82,1,0.25,5.25,4,6,1,0,3,0.75,4.33,5,0.007381
mut_21679e74,3,0,0,20,6.67,5,8,3,1.25,1.5589,0,0,1,0,32,10.67,8,12,4,1.89,0,0.0,5.33,4,6,0,0,3,1.0,4.0,4,0.007715
mut_3f59fefa,3,0,0,20,6.67,6,8,2,0.94,1.571,0,0,1,0,31,10.33,8,13,5,2.05,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.006522
rand_d583b0bb,4,0,0,20,5.0,3,8,5,2.12,1.871,0,0,1,0,27,6.75,2,15,13,5.36,0,0.0,5.25,4,6,1,0,3,0.75,4.67,5,0.009217
rand_06fd8e09,5,0,0,20,4.0,3,6,3,1.26,2.2527,0,0,1,0,21,4.2,1,8,7,2.56,0,0.0,5.4,5,6,1,1,3,0.6,4.75,6,0.009379
rand_8ea3514f,4,0,0,20,5.0,5,5,0,0.0,2.0,0,0,1,0,24,6.0,5,7,2,0.71,0,0.0,6.0,6,6,0,0,4,1.0,6.0,6,0.006989
mut_e3707e82,5,0,0,20,4.0,2,5,3,1.26,2.2427,0,0,1,0,23,4.6,1,8,7,2.73,0,0.0,5.0,4,6,0,1,4,0.8,4.0,5,0.014438
rand_59a08359,3,0,0,20,6.67,5,8,3,1.25,1.5589,0,0,1,0,31,10.33,5,14,9,3.86,0,0.0,5.67,5,6,1,0,2,0.6667,5.5,6,0.006145
mut_aadf86a9,3,0,0,20,6.67,6,8,2,0.94,1.571,0,0,1,0,30,10.0,8,14,6,2.83,0,0.0,6.0,6,6,0,0,3,1.0,6.0,6,0.006689
mut_5b14f471,4,0,0,20,5.0,3,8,5,2.12,1.871,0,0,1,0,25,6.25,0,14,14,5.31,1,0.25,5.75,5,6,1,0,3,0.75,5.67,6,0.006989
mut_7d1c75dc,5,0,0,20,4.0,2,6,4,1.41,2.2282,0,0,1,0,23,4.6,1,8,7,2.87,0,0.0,5.2,3,6,2,1,2,0.4,5.0,6,0.01235
rand_c2317f62,4,0,0,20,5.0,3,6,3,1.22,1.9527,0,0,1,0,25,6.25,3,9,6,2.38,0,0.0,5.75,5,6,0,0,4,1.0,5.33,6,0.005916
rand_93f9d611,4,0,0,20,5.0,3,8,5,2.12,1.871,0,0,1,0,26,6.5,1,13,12,4.5,0,0.0,5.5,5,6,1,1,2,0.5,5.0,5,0.007652
rand_1dbe2c2e,3,0,0,20,6.67,5,8,3,1.25,1.5589,0,0,1,0,31,10.33,6,15,9,3.68,0,0.0,5.67,5,6,0,0,3,1.0,5.5,6,0.006605
