scramble,orientation,2x2x2,2x2x3,EO,block_fr,block_br,co,pll,total_moves
R B R F R' U2 B' D R2 F2 U2 L F2 B2 U' B2 R B' R' F',,R2 F' L' B' U2,D R' D' B2,R B F' R B' F2 D F',D F2 L' U L' U' L2 F2,D' R' D' R D' R2,D L' D2 L2 D L2 D L2 D2 L',F' R F' L2 F R' F' L2 F2 D,51
U L2 B2 R B2 D R L2 B D' F R' L2 F L U' F' D' F' D2 B R,,U2 F2 R F D2 L2,B' U2 L U L' U,D2 B R2 B',D2 R' D R D' R' D' R,D' R' D' R2 D2 R',D B' L' B R' B' L B R,D,40
D2 R F B' D F' U' L2 D F' R' D B2 U B2 R F B2 R B' L,,B' R2 U2 R' D2 L U',R D2 R2 B2 D' B2,B' D2 B2 R' B',R2 D2 R2 D2 R2,D' L D' R D L' D2 R',D F' D2 B' F D L2 D L2 D' L2 B,B' L B L' R' B L R' B L' B' R2 D,56
B D2 B' L' F' U2 D2 L U F2 U2 L' R' F U D2 F2 U2 R B2 R D',,L B2 D' B' R' U' L,B D2 B2 R B2,D' B R' B',R U L' F2 L U',D' R D R',D L2 B2 L F2 L' B2 L F2 L,D2 B2 D' L R' B2 L' R D' B2 D2 D',48
R2 L2 F2 B' R' D2 L F R2 L2 B' U2 R2 B2 D' U2 R B2 D2 L B D' B2,,B' D2 F2 D R' F2,D' L' F L' U F' L2,F' R F2 D2 F',U R' D R U',B' D2 B' D' B D' B' D2 B2,F' D2 B' F D L2 D L2 D' L2 B,D' D' B2 U' L2 D L2 B2 U R2 D' R2,55
L' D' R F2 R D' F2 U' L2 D F2 U2 L' B' L2 U' F2 R2 D' R2 B2 D2 F,,D' F' L2 U F2 L,R' B' U R' U' B,D2 B R' B',D' R' D' R2 D2 R2,B' D2 B' D' B D' B' D2 B2,F D' B' D F' D' B,D',39
L F' B' R D2 B2 F2 U F' L' U2 B U' F2 D F' D F L2 U B',,L B' L' F L2 D L',L' D L B' R' D B',B' D2 B,R D' R' D2 R' D' R2,D' R D2 R' D2 R D2 R',D L' D2 L2 D L2 D L2 D2 L',D' R' D L' D R D2 B R F2 R' B' F2 D L D',58
R' L2 D2 L F2 D2 R' B L F2 U B' L' D' U' R2 B R' B U' B' L U' D2 B2,,D2 R' U' F' R2 U,R' B R B U R U',,R2 B2 R B2 L' D2 L R,F' R' F R' B' D2 B R2,D' L2 B2 L F2 L' B2 L F2 L,D B' L B L' R' B L R' B L' B' R2 D',53
B U B' U' D2 R B2 L2 B2 D' B' U2 L' U B' U2 L2 D' F L D' L' U' F R,,L B' F2 D L' U',R' D2 B2 R B2,F' R' F,D' L' D R' D' L R,D2 R U L' F2 L U' R,B D2 B' D' B D' B',D' F' R F' L2 F R' F' L2 F2 D2,47
D2 R U' F2 U D' R' D U L U' B2 L B L2 R B2 F U' F' B' U B F,,R D' B F U F',R2 B2 R' D' B R' B2,F' R F2 D2 F',D R2 D2 R D R' D R2,R2 D R' D2 R D2 R',F' D2 B' F D L2 D L2 D' L2 B,D2 L' D2 L B R D' R' D' B' D' L B' L' B D,60
L2 U2 B D2 L2 U F' U B2 L F' L2 F B2 R' U' R2 B2 R2 L F B' L D2,,F2 R F2 R2 F L',R' B2 D2 B' D' B2,B' D2 B2 R2 B',L U2 L' D' L U2 L',D' R' D' R D' R2,,D2 L2 D B' F L2 B F' D L2 D',41
F2 L2 R2 U D B2 U2 L B' F' U B U' L' R U2 F R2 F D R2 L B',,L2 F D B' U',R' D B' R D2 B',B' D B2 R B',D R' D2 R D' R,D' B2 L' D' L D B2,B D2 B' D' B D' B',D2 B2 D' L R' B2 L' R D' B2 D2,47
U' L2 B L' D' R2 L2 D2 B' L2 B L U R U' R F' B L2 D R' F D2,,U' R D B' L U',D L' R' D' L B',D' F' R B' F2 D' B F',D B F' R2 B' F,R D2 R' D' R D R',B' D F D' B D F',D2 B2 D' L R' B2 L' R D' B2 D2 D,52
F' D2 U2 F D R' D' B L D' U2 F B' L2 B D L2 B R' D' R D' L2,,U2 F' L U F2 L',B2 R B' R2 B,B' R' D R B,B' D2 R' D' R D' B,R D' R' D R D2 R2,R D R' D R D2 R',D2 D' F2 U' B2 U' L2 B' U' F U2 B' U F D',52
D' B U' F R D' F D2 F2 D' B2 L' D2 F B U2 R2 U2 F2 L B2 L R U,,B F2 L2 U L2 U2,D2 B2 R B R B2,F' R B' F D' B,D R2 D2 R D R' D R2,R' D2 R D' R2,F D' B' D F' D' B,D L D' B R' B' L' B R B' D' L D2 L' D2,53
F D2 L2 D' R B2 D' L' D' F2 B' U F L2 D F2 L' D2 B2 F2,,R D2 B' F2 U',B' L' R2 D2 L,D B R2 B2 D B,L U2 L' D2 L U2 L',D' R D' R' D2 R',B D' F' D B' D' F,D2 L' D2 L B R D' R' D' B' D' L B' L' B D2,52
R2 F' L' D2 L2 U2 B D U R U' D' L2 D2 U' B' F L' U B' F R,,B D' L' U' R2 D2 F,B2 L' D L D' B',F D' F',D R' D2 R D R' D' R,U' R' U2 L F2 L' U',F' D2 F D F' D F,D' B2 L2 D' L2 U B2 U' B2 D B2,49
R' F U' F2 R D' L2 F L D L R B2 F' D U' L2 U B D2 U',,D2 R2 F2 U,D2 B' R2 D2 B',B' D2 B,L B2 U R2 U' B2 L',D R D' R2,D F' R' B' R F R' B R,R2 B' D2 B2 R2 F' U2 F2 U2 R2 B' D2 R2 F2,46
R2 U R F2 R F' R2 D' U' L2 D2 F2 D' R L2 B2 D' R' U2 R2 L B2 D,,L B2 F2 U2 L,B' D' R B2,F' R' F2 D2 F',D' F2 L' U L' U' L2 F2,R2 D R2 D' R2,D F' R' B' R F R' B R,D2 D' F2 U' B2 U' L2 B' U' F U2 B' U F D',51
B F D2 B' L2 B' D R2 B R B' U' F2 R2 B U2 R2 U B R2 D,,D' L F' R2 U2,D' B' R' B2 D B',R B' D B,D' R D R,B2 L' D' L D B2,D2 F' R' B' R F R' B R,D2 L' R' D2 L R B D' F D2 B' D F' D',48
R2 L U' L D' R2 D' R' L B' D' L' F' R' F' L' F' R2 B2 R' U R' D B,,R' D' L' U B' U2,U R D2 U' R2 B2,D2 B F' R' B' F,D' F2 L' U L' U' L2 F2,D' R',D B' L' B R' B' L B R,D F2 R D' L D2 R' D L' R2 F2 R2 D F2 D,52
R2 B D U2 L' F2 D R' D2 L2 U F2 R' F' U2 R L' U2 L' F R2 B' L B2 F2,,U2 L U F L F,U2 L' F2 D' L U2,D2 B R B2 D' B,R D U' R D R' U,D L D' R D L' D2 R',R' D' R D' R' D2 R,D2 F2 R D' L D2 R' D L' R2 F2 R2 D F2 D',55
R' U' L R' F2 L' U2 L U D2 R' D' R U' L B2 R2 F2 B2 L U' R2 B2 R',,L2 D L' R U,D B D2 B2 R D B',B R' B2 D' B,U R' D R U',D' R D2 R' D' R D R',,D2 F' R F' L2 F R' F' L2 F2,40
D B' D2 B D L2 U2 L2 B D' U B' L2 F R2 U2 R' D B F' R2,,B' R' D2 F L2,D R D2 B',B R' B2 D' B,R2 D' R D' R' D2 R2,D2 R2 D2 R' D' R',D F' R' B' R F R' B R,D2 L D' B R' B' L' B R B' D' L D2 L' D,51
D' L2 U F2 U' F2 B D' L U' F' B U F2 U2 F2 R' F R2 D2,,L' U2 F D' U2 L' U',L R B L2 D' L,F' R F,D U' R D R' U,R2 D2 R' D' R D' R2,B' L' B R' B' L B R,D2 D' F2 U' B2 U' L2 B' U' F U2 B' U F,51
R' D2 B U' R' B F U' B2 U' F' R U B F' L D' B' L' F R F' R' B U',,B U2 L2 U',D L B L2 D' L,D2 B F' R' B' F,D' R' D2 R D2 R' D2 R,R U R' D' R U',D B' L' B R' B' L B R,D R2 F2 R B R' F2 R B' R D2,50
D' L2 F' U' F' L' F2 B L' D2 R' U2 B2 R' B F' L2 D R B R L',,D2 U' B F' D2 L2,R2 B2 D B' L B' L',B R' B',D R' D' R,R2 D2 R' D2 R' D2 R',D L2 B2 L F2 L' B2 L F2 L,F2 U B2 U R2 B U F' U2 B U' F' D' D2,51
B2 F2 L2 F L2 U' R' B D F L F' U R D2 U B2 R F2 R' D U,,L2 B2 D F' U L U',R2 B R2 B2 R' B,R2 B' D B,D' R' D2 R D2 R' D2 R,R D2 R2 D' R2,F' D B D' F D B',D' F2 R D' L D2 R' D L' R2 F2 R2 D F2 D2,52
L' U2 D2 F L' B D U' R D2 U' B2 D B L F' U R' U' D' L2 B,,D' F2 L' B' R2 U' L,B2 R B R B2,B R2 B2 D B,D2 R U L' F2 L U',L U' L' D L U L',L2 B2 L F2 L' B2 L F2 L,D' F2 U F' D' B D2 F' D B' D' F2 L2 U' F2,55
D' L2 U F' U D' B2 L2 U L' B L R2 B D' B U' F B U L2 R B2,,B U' R F2,B D2 B2 D' B2,F' U' R2 U F,D' R' D2 R D R' D' R,D' U R' D' R U',,D2 D' B2 U' L2 D L2 B2 U R2 D' R2,40
B2 R D' R' L2 U L F2 U2 B R' L D2 F' D R' D2 U2 L F2 U',,R U' F L D2 F2,R U' B U2 R U',R B' D' B,R2 D2 R2 D2 R,D R D R',D' B' L' B R' B' L B R,D' F2 U' B2 U' L2 B' U' F U2 B' U F D,48
F2 D R2 B2 R2 U' F2 B2 R2 U D' R' F R' F2 B' R' D2 L' U2 L,,F2 L D2 L2 R2 F',B' R2 D2 B2 U R U',B R2 B',R' D2 R2,B2 D2 B D B' D B D2 B,F' D B D' F D B',R' U F2 L2 U L' B2 L U' L2 F2 U' R D',49
F' B2 L U2 L2 U2 R2 U L R F2 R2 L' D U' L B2 U' F B D2 B' U D R2,,R2 U L F' D R2 U,U' B' U R' D B2,B' D B,D2 R' D2 R D R' D' R,R2 D' R2 D R',D' L2 B2 L F2 L' B2 L F2 L,D' F2 U F' D' B D2 F' D B' D' F2 L2 U' F2,54
U' R2 D' F D2 F' D2 R' D2 U' F R2 D' U' B2 U L F' D2 L' B2 D2 F,,F2 L U' B' U2,U R' U' R2 B2,D B R2 B2 D B,D R2 D2 R D R' D R2,L' D R' D' L D R2,B' D F D' B D F',D' F2 U' B2 U' L2 B' U' F U2 B' U F D',52
L U' D R' B2 U' B' D' F' B2 R B F2 D B2 R U' L2 B2 R2 L,,B2 D B' R2 U2 L,B D' R' D B2,D B R2 B2 D B,D R2 D2 R,D' R D2 R',L' D2 L2 D L2 D L2 D2 L',F2 U B2 U R2 B U F' U2 B U' F' D' D,48
R' D R' L2 B2 F2 D2 L' F L' B2 L' D B' F2 R2 F' B D' L B' U D2 R2,,U R2 U2 B L2,B2 R' B2 D' R' D B',D2 B F' R' B' F,R D R D' R D2 R2,D2 B2 L' D' L D B2,D2 L' D2 L2 D L2 D L2 D2 L',D' L2 D B' F L2 B F' D L2 D' D2,54
L2 D' U' L' D2 B F2 U2 L F L F2 U2 R F D U' F' B' L',,L2 D' L' U F,B2 D' B D' U R' U',D F' R B' F2 D' B F',R U' R D2 R' U,D R D2 R' D2 R D2 R',D L2 B2 L F2 L' B2 L F2 L,B2 L2 D' L2 U B2 U' B2 D B2 D2,55
D R2 U' F2 D L' B' U' F' R F2 R' U' F' D U' L F2 R2 U2 B L2,,B' L B F2 R' D L2,B2 D B D B',R B F' R B' F2 D F',R D R2 D R2,B2 D2 R' B2 R D2 B2,D L' D2 L2 D L2 D L2 D2 L',D' D' B2 U' L2 D L2 B2 U R2 D' R2 D,55
D' U B F2 D2 R' L' B2 F' D R F D' L R2 F' D' U' F2 B' D2 F L' D' B,,F' L2 U' R' B' L U2,R2 D B2 D2 U R' U',B' D B,D2 F2 L' U L' U' L2 F2,R2 D R',F D' B' D F' D' B,D F2 U F' D' B D2 F' D B' D' F2 L2 U' F2,50
D2 B2 L U F2 U2 F L U2 F2 L U R D B U2 F' U R' D' B,,B' F' U L' B2 D F,D' R B2 R B2,B R2 B',R D R,R2 U R' D R U' R2,D2 L2 B2 L F2 L' B2 L F2 L,D' F' R F' L2 F R' F' L2 F2,45
F2 R U2 R B D' U L D' F2 B2 L' R2 F' L' R2 D R' D' U2 B2 R' F L F,,F2 U' B' D2 L B' U',R' D2 B2 D2 B R' B2,R' B' F D' B F',D2 R2 D2 R D R,D' R2 D2 R' D' R D' R2,D2 F' R' B' R F R' B R,D' R2 F2 R B R' F2 R B' R D2,54
D F2 U2 L' F' B R2 F' R' L' U' D L D' B F D' R2 B' U',,D L' U R' B' U2,B R U R U' B,B' D2 B,R' D' R D R' D' R,D2 B2 L' D' L D B2,R' D' R D' R' D2 R,D' B2 L2 D' L2 U B2 U' B2 D B2 D,48
L' U2 B2 U R' L U F R2 D2 F2 B' U F R B' D' R F R2 D2 F' D2,,F2 R2 D' B' F U',R2 D' R' B' R B2,R B' F D' B F',D F2 L D L' D' F2,R D R2,D2 L2 B2 L F2 L' B2 L F2 L,D' L D' B R' B' L' B R B' D' L D2 L' D,53
D' L' R2 D F2 L2 D U F' U' B2 F' R D U' R2 D F2 D2 F' L R,,U' B D2 U L2 U',B' R' B' R2 B2,B' D2 B,R' D2 R D2 R' D' R,R2 D' R2 D R',D2 B' L' B R' B' L B R,D2 F2 U B2 U R2 B U F' U2 B U' F' D' D,50
U F' B' R' B F2 L2 U' F' L2 D' U' B' U' B2 D2 R2 F' D' R' U2 F2 L U2,,F2 L2 U' R' U' L,D2 R' B2 D R' D B',F D2 F2 R F,R D R' D2 R D' R,D2 B2 L U' L U L2 B2,D F' D2 B' F D L2 D L2 D' L2 B,D' R2 F2 R B R' F2 R B' R D2,56
F B L B' R' D2 L D2 F2 R D F2 R L2 B' L F2 U2 B' R2,,F2 U2 L' F D' L',R B R D B2,R B R2 B2 D' B,D R' D R D' R' D' R,D R2 D R',,D2 L' R' D2 L R B D' F D2 B' D F' D,43
F2 L' B2 L B2 F' L' D' B' U2 R2 B2 F2 R' L B F R2 D2 F' D',,B' R2 F2 L F,D' R' D2 B' D' B2,F' R B' F2 D' B F',D2 R' D2 R,D L' D' L2 U B2 U' L',F' D2 F D F' D F,D2 F2 U F' D' B D2 F' D B' D' F2 L2 U' F2 D2,53
B' L D' U B2 D2 L' D2 B2 R D' B2 D' R' U' L R2 D2 L' F2 L' F2 U R,,U2 R B2 R U' L,D' R' D B2 R D B',R B' D B,D' R' D2 R' D' R2,D' R D R',D' F' R' B' R F R' B R,D2 F2 R D' L D2 R' D L' R2 F2 R2 D F2 D,51
L2 R2 B U' B U' F2 L B2 R2 B' U2 R U D' R' L2 D' U' L U2 F R D2,,B' L2 F2 L2 R F',B F' R' F D' B',R F D2 F2 R F,R' D R D R2 D2 R,F D2 R D R' D F',F' D2 B' F D L2 D L2 D' L2 B,L' D2 L B R D' R' D' B' D' L B' L' B D,58
R D F' D F' R F U L2 U2 R B' L2 U2 B L2 U2 R' B2 R' L2 B2 D2 L,,B' L' D B2 U2 L2 F,D' R' B2 R' D2 B',R F D2 F2 R F,D2 F2 L' U L' U' L2 F2,R2 D2 R2 D R',D L2 B2 L F2 L' B2 L F2 L,D2 B2 L2 D' L2 U B2 U' B2 D B2 D,54
B' U' D2 B' F U R' D R B' U' D2 B' D B' R' B2 F' R L D2 F2,,B2 R2 F U2 L' U' L2,D' L B L' B',U L' F L U',R' D' R D' R' D' R,R B F' R2 B' F R',F' R' B' R F R' B R,D F2 U F' D' B D2 F' D B' D' F2 L2 U' F2 D',55
R' D2 L2 B' U' F' R' F2 B U2 L2 U2 D R' F R B R B' D' U B D F2,,R' F2 L' R F L',D R' B2 D' B',D B R2 B2 D B,D2 R D2 R2 D' R2 D' R',D' R2 D' R D2 R',B' D F D' B D F',D' R' D L' D R D2 B R F2 R' B' F2 D L D,54
B2 L B2 U' F2 D F2 U2 L2 F B2 U2 D' L' R B' L2 R2 B' F2 R2 L2 B U,,D2 U B2 L2,D2 U' B' U2 R U',R2 B' D B,R2 D2 R D R,L' D2 L D2 L B2 L' B2,D' B' L' B R' B' L B R,F2 U B2 U R2 B U F' U2 B U' F' D' D2,50
F2 R' D' F' L F2 D' B2 D U B L2 F2 D' L2 F D2 U L2 R U' B R D2,,L2 R' U2 L' B2 L2,R2 B' L' D L B',R2 B R' B2 D' B,U R' D2 R U' R',D2 R2 D2 R' D' R D' R2,B D2 B' D' B D' B',D' L' R' D2 L R B D' F D2 B' D F' D2,53
D2 L R' D2 L2 U2 F' L' R2 U' F2 D' B' R2 L' F' B' D2 B2 F' L' F2 D R2,,L' B' R U' F L,B' R' B2 D B',F' R F2 D F',L D' R' D L' D2 R2,L U' L' D' L U L',R' D' R D' R' D2 R,D' B2 U' L2 D L2 B2 U R2 D' R2 D2,49
L2 R2 U F2 D2 F R2 B2 F2 D' L' R D' U' F' B R2 B' U' B2 U',,U2 L' R' D F2 U,B' D' R2 D' R D B2,B R' B2 D' B,B' D2 R' D' R D' B,R2 D' R D2 R' D R',D L2 B2 L F2 L' B2 L F2 L,D F2 U B2 U R2 B U F' U2 B U' F' D' D,57
R' D' F L' F2 U' B2 D2 R B2 U' R2 F2 D' B' F D' B2 R D2 U L',,D' R' F' U2 F',D B' D U R' U',R F D2 F2 R F,D R D' R' D2 R2,L U' L' D L U L',B' D F D' B D F',L R D2 R' D' R D2 L' D R',47
F' R D2 F U' L' F' D R' L2 D' F L B2 D2 B' L2 F2 D' F,,L2 F U2 L' U' B' L,B L B2 L2 D L B',B R' B',R' D2 R D2 R' D' R,D2 R2 D R2 D2 R2,R' D' R D' R' D2 R,D2 F2 U F' D' B D2 F' D B' D' F2 L2 U' F2 D2,53
F' B' R2 L D2 B F' U2 D2 F D2 F' D2 F2 D B2 R' L D' U B' F L' D,,B' F D L',L B' R2 B2 L' R B2,D2 B R B2 D' B,D R' D' R,D2 R D2 R' D2 R D R',F' D2 B' F D L2 D L2 D' L2 B,R2 B2 U2 L2 B' F' U2 R2 B' F',50
D2 F L U F R2 U L' U' D' B2 F2 R2 D2 L F' B2 R2 D2 R2 F',,D2 L F2 U L B' U',B' L' D2 R' D L,R B R2 B2 D' B,D R2 D R2 D2 R,D' B2 L U' L U L2 B2,D' B' L' B R' B' L B R,R2 F2 R B R' F2 R B' R D2,52
B L' U R2 U2 D2 L2 F' L2 D2 L2 D' F2 L D L2 F2 L F D2 B2 L2 D2 U2 B2,,D2 F2 R' B U' L,D' B',R B' F D' B F',D B' D F2 D' B D F2,D' R2 U R' D2 R U',D F' R' B' R F R' B R,R2 B' D2 B2 R2 F' U2 F2 U2 R2 B' D2 R2 F2,52
L' F L2 U2 D' R' D' L2 B2 L2 D F' R2 F2 U' B U' D B' L R D2,,L' B D' L D' U' L2,R' B2 D B' L B' L',D2 B R2 B',D' R,D2 R D R',D' L2 B2 L F2 L' B2 L F2 L,D' F2 U B2 U R2 B U F' U2 B U' F' D',48
U R' F D2 U L' R B2 F D' U' L2 F' U' L U L2 F L D F2 B',,B2 U' L D2 B U2,B2 R U' B2 U B,B R2 B2 D B,U R' D2 R U' R',D' B2 D' L' D L B2,F' D2 B' F D L2 D L2 D' L2 B,L D' B R' B' L' B R B' D' L D2 L',54
F B2 U' R F2 L2 R2 D2 B F2 L' U' D F U B U' B L2 B' L2 R D2 U2,,U2 L2 R B2 L2,F' R F L' D' L B',F' R F2 D F',R' D2 R' D' R2,B2 D2 R' B2 R D2 B2,D B' L' B R' B' L B R,D D' B2 U' L2 D L2 B2 U R2 D' R2 D2,51
L2 F' B D2 L' R2 B F D' R U2 D F2 R' U' D' B L2 B' U',,L' D' U' F2 R' F L',B R' B D B',B' D B2 R B',F2 D2 R F2 R' D2 F2,R' D2 R2 D R',L' D2 L2 D L2 D L2 D2 L',D2 B2 D' L R' B2 L' R D' B2 D2,49
D' F' B D L' D2 F B2 D2 B2 L D B2 L' U' R' L' U B U2 L R2 F L,,R' D U2 B L' U2,B2 D' B2 D2 L B' L',B R B2 D' B,D' R D R2,D2 R D2 R' D' R D2 R',F' D2 F D F' D F,D B2 D' L R' B2 L' R D' B2 D2,48
U2 B' F L U F' B2 U2 F B2 U2 F2 R' U' L R D2 B R' B2 U2 R2 B' L,,B' U' R B' U L2,B2 D2 R B2,B' D2 B2 R2 B',R2 D' R' D2 R2,R' D2 R2 D R2 D R,D L2 B2 L F2 L' B2 L F2 L,D L D' B R' B' L' B R B' D' L D2 L',51
F' D2 F U' B' R' D B2 R U L2 F L U F D' R' U B' F2 R' U L' R D,,U2 B D2 L' F U',R' D R' B2 R B2,B' D B2 R' B',D' R' D2 L' D R D' L,R' D2 R D R' D' R2,D' L' D2 L2 D L2 D L2 D2 L',D' L D' B R' B' L' B R B' D' L D2 L' D',57
F L D2 F2 U F' R2 D' R2 B' R U2 F2 L' R2 D U' R2 F' U',,D R D' L' F' L',B' D B' R D2 B',B' D B2 R' B',B' U2 B D' B' U2 B,D' R D R D' R2,D2 L' D2 L2 D L2 D L2 D2 L',D2 R2 F2 R B R' F2 R B' R D2 D',52
D2 B' R2 L' F' R' B2 R D U2 F2 L2 D' U B L2 D U2 L2 U D2 B' L2 D',,L F U2 F2 L,R2 B' R B' D2 B',D2 B F' R' B' F,B' U2 B D2 B' U2 B,R' D2 R D2 R2,B' D F D' B D F',D2 F2 R D' L D2 R' D L' R2 F2 R2 D F2 D',51
L F2 B' D U R L B' D2 R' B' R2 L B' F R2 U2 R' U' R U2,,U B D' F2 R D2 L2,R2 B2 D' R' B2 D B',D B R B',D' F2 L' U L' U' L2 F2,R D2 R2 D2 R2,F' D2 F D F' D F,D' F2 U B2 U R2 B U F' U2 B U' F' D' D',53
D' L2 R2 B L F' U' L2 U' R F2 U' L2 F' B L2 B R2 F B2 U2 R U',,R' U' R D2 F,B' U2 F' L F D' U2 B',D R' B' D' B,D R2 D2 R D R' D R2,R' D R' D' R2,F' D2 F D F' D F,D2 F' R F' L2 F R' F' L2 F2,48
L F U2 R L' F' R F' B L F2 D2 R' B' L2 B L B' U L,,R B2 D B' L U',D R' D2 B2,F' R F2 D F',D2 R' D' R,R2 D' R D R' D R',L' D2 L2 D L2 D L2 D2 L',D2 R' D L' D R D2 B R F2 R' B' F2 D L D',51
B' F D U R2 F D2 U2 B2 F U' R F' B' R F2 R2 D L2 D R' L' B2 D L',,B' L2 D2 L' D F2,B D' R B' R2 D B2,F D F',D' R D2 R2 D' R2 D' R',L B2 R B2 L' D2 R2,B' L' B R' B' L B R,D' R' D L' D R D2 B R F2 R' B' F2 D L,54
F' D R U' L2 F2 D' B2 R' L2 F2 R D2 L2 U' F' D F B U2 D R L',,L2 D' B' L2 D2 L',D B' R' B' R2 B2,B R B2 D' B,R2 D R2,R2 D2 R' D' R D' R2,L' D2 L2 D L2 D L2 D2 L',D2 R2 F2 R B R' F2 R B' R D2 D',48
L F U D R' U2 L R2 U F2 R' L' F L2 U D2 R U' F' L2 U B2 F',,D' L' R' U' F D' L',L2 U' F2 L' U L',F D F',F D B D' F' D B',D' U L' F2 L U',L' D2 L2 D L2 D L2 D2 L',D' L' R' D2 L R B D' F D2 B' D F' D,52
R L2 D2 F L2 R' F2 U2 B D L' R' D F' U R2 F2 B2 R2 L2,,L U' R B F L,R' B' R' B2,F' R2 F2 D' F',R' D2 R D R' D2 R,D' R D2 R',R D R' D R D2 R',D2 F2 U B2 U R2 B U F' U2 B U' F' D' D,48
D2 B' L2 U D' B' U F2 U F' U2 F2 U2 L2 R D2 L' D' U' B2,,D F' L U' L2,R2 B2 L B L' B',B' D' B,R' D' R D R' D2 R,R' B2 L' D' L D B2,B D2 B' D' B D' B',D F2 U L2 D2 F2 D' F2 D' L2 F2 D2 F2 U' F2 D2,51
L2 U F R' B D L U L R F R L F' D B2 R2 U D2 R' D' F,,D' F R D' L',R2 D' R2 B' R D2 B',R' B U R2 U' B',D2 R D2 R2 D' R2 D' R',D2 U L' F2 L U' R,F' D2 F D F' D F,D2 F' R F' L2 F R' F' L2 F2 D',51
U B' R2 B2 L2 B2 R2 U D B' L2 F' D U B2 D2 L U2 D2 F' R,,D' L R D L2,R' D2 B D' B' R2 B,R B R2 B2 D' B,D B' D F2 D' B D F2,R D R' D2 R2,L2 B2 L F2 L' B2 L F2 L,D R2 F2 R B R' F2 R B' R D2 D2,52
R B D' U2 B2 F R2 L2 B' L2 R D2 R' U F2 B U2 R' F L2 R',,D' L D' L2 B U2,B L B L' B',D B' D' B,D' R2 D2 R D R' D R2,B U R F R2 F' U' B',L2 B2 L F2 L' B2 L F2 L,D' F2 R D' L D2 R' D L' R2 F2 R2 D F2 D',55
F' D2 L F2 L2 B2 R F' B D2 B L D2 L' R2 D2 B2 U D L2 U' L2 U,,L2 B' L F2 U F',D2 R2 B L' D L B',R F D2 F2 R F,D2 U L' F2 L U',F D2 R D R' D F',D L2 B2 L F2 L' B2 L F2 L,D' L D' B R' B' L' B R B' D' L D2 L' D',57
R B R2 D2 R B' U2 B2 U' B2 L2 U B2 F U' B2 U B U R B' D',,D2 B R' D2 L2 F U,U F U2 B L2 U B',D B' D' B,L B2 U R2 U' B2 L',R2 D' R2,,D2 F2 R D' L D2 R' D L' R2 F2 R2 D F2 D',43
F' D' L U R D2 B2 U2 F2 U F R D' U B' L' F L2 B U R B R',,D' R' D F2,B' R' B2,R F D2 F2 R F,D' L' D R' D' L D2 R,D R' D2 R D2 R',F' D B D' F D B',F2 R D' L D2 R' D L' R2 F2 R2 D F2 D2,48
L U2 L D2 F L B' F' U L R U2 L U' L' R2 D' F' U L',,F' L2 B2 R' U L,D B D2 B2 R D B',B' D B2 R B',D' F2 L' U L' U' L2 F2,R2 B2 L' D' L D B2,R D R' D R D2 R',D B2 L2 D' L2 U B2 U' B2 D B2 D',52
R2 F' D' U' B' F R2 F B' D' B' F2 R' D' R B2 D2 U' L2 F',,L2 F U' B2 U L2,B D' R' B D B',D2 B R2 B',R' D R,R D' R2 D R2 D2 R2,F' D2 B' F D L2 D L2 D' L2 B,D2 F2 U F' D' B D2 F' D B' D' F2 L2 U' F2 D',53
L U2 R B' R U2 L2 F2 R' B2 L2 B' U' F' B D' R L D2 F' U' R' D2 R2,,B D L' U2 F,B R2 D' B' R' B2,R' B U R2 U' B',R2 D2 R D' R D R,D2 B2 L U' L U L2 B2,L' D2 L2 D L2 D L2 D2 L',D2 F2 R D' L D2 R' D L' R2 F2 R2 D F2 D2,56
F' B2 D' U L R2 F U2 L' B2 U2 D' B' F' D B' D L2 B' D L2 D',,D' B2 D2 F L2,R2 B2 R' D2 R2 B,B' F D B F',F2 D L D' L' F2,R2 D R D2 R2,D' F' R' B' R F R' B R,D' L' R' D2 L R B D' F D2 B' D F' D2,50
R D R' F' U2 R2 D F B U D2 B2 F R D L D L2 B' U' B,,F2 L D' B' U' F,R2 B' R' B2 U R U',F' R' F,D R' D R D' R' D' R,R2 D2 R D R',D' F' R' B' R F R' B R,R2 F2 R B R' F2 R B' R D2 D,49
B' U' L' B2 D R F2 B' L2 B2 D2 R' D2 F L' U' L2 U2 R D' B2 D' F R2 U',,B L' U2 F' L2 F,R B L' D' L,D' B R' B',R2 D' R D' R' D2 R2,D U R' D' R U',B D' F' D B' D' F,D2 F2 R D' L D2 R' D L' R2 F2 R2 D F2,49
D' L B' F2 D U R' L' F' R U' R2 U' L2 B2 R' F' L2 F' L2 D' L' F',,B' D2 R' D F2 L2,B' F' R F2 D' B' F',B' D B,D' R' D2 R D R' D' R,D R D R2,D2 B' L' B R' B' L B R,D R' D L' D R D2 B R F2 R' B' F2 D L D',53
B' R2 D' R2 F D2 F R2 F2 B2 L F' D' L' B2 D2 R2 F2 R D' F2 R U2 R',,U' B U F' L,D L' D2 L B2,B' D2 B2 R B',R2 D R' D' R,R D R',D F' R' B' R F R' B R,D B2 L2 D' L2 U B2 U' B2 D B2,43
