scramble,orientation,cross,pair_fr,pair_bl,pair_fl,pair_br,oll,pll,total_moves
R2 L2 B F2 D R' L D' B2 F' D' U' R' F L2 R' U B' R' D R,x2,D2 R2 F' L' D',F' U' B' R B R' F,L F' L F L2,R' U R B U B',F U2 L F' L' F',U' F U R U' R' U R U' R' F',U' L2 U F' B L2 F B' U L2 U',51
F' U' R D R' F U B2 U2 B D2 L' U' L U2 R U B2 D B U2 D F' R2 F2,x2,L' B2 R2 F D L,B U' B' R U2 R',U2 B' U2 R' U' R U' B,L R' U L' R,U2 B L2 B' L2,F2 D' B L2 B' D F U2 F,L2 U F' B L2 F B' U L2 U',49
L' D2 U' L' B U B U2 B U2 B' L2 D2 F' R' D2 L2 U2 R' F' U' B2 L' D R,x2,L R2 D' R B L2,R' U2 B' R2 B U2 R,D' R' U' R D,U' B F' U' B' F,F U2 F' L' U' L,R' F' L F' L' F2 R,U2 F2 L2 U' L2 D F2 D' F2 U F2,48
B' L' F U F U' F2 D L2 R' B D U' F2 D L2 F2 D' F2 B D2,x2,L B2 F2 D L',R2 D B2 D' R2,B' U2 R' U' R2 B' R' B2,D U B' U' B D',B L2 B' L2,U B' R B R' U2 B2 L' B' L B',R' U L' U R U2 F R B2 R' F' B2 U L,53
F B R F2 R F R B F U' R F2 U' F D U2 R2 F2 D R F' R B,x2,R' D B' F' D2 R',U2 L F2 L' F2,F' D' L D F,U2 B2 R B2 R',U F' U2 F2 U F2 U F,U2 F R' F' R U2 F2 L F L' F,U' U' F2 D' L2 U L2 F2 D R2 U' R2 U,53
L' F2 R D2 L B2 L B' F2 R B F L U' D2 F2 D2 L' F' L B2,x2,B L' R U L2 B' F',F D R D' F',U F L U L' F',R2 F' U' F U R2,L' U2 B' U2 B U' L,U R B R' F' R U B' U' R' F,U' L' U2 L F R U' R' U' F' U' L F' L' F,57
F L' D' L' U2 F2 D2 B2 R D' B2 L2 R U2 L2 U' F2 B2 R' U' B,x2,R U B2 D R2 B,L U2 F' U' F L',R' U R2 B2 R' B2,U2 B2 D B' U B D' B2,B' U B L' U2 L,U B' U' B U F' B L' B' L F,U F' L F L' R' F L R' F L' F' R2 U2,57
L2 D' U2 L U B F D R' D' L' D R B2 U R2 L2 B2 D2 L' R2 F,x2,F D' B' L' F' R',R F U' R' F' R',B U' B2 U' B,B U' B2 R B R',L' U' B' U2 B U' L,U' R' F U F2 U F2 U2 F' U R,L U' F R' F' L' F R F' U' L U2 L' U',55
U' B2 L R2 F' U' D2 B F R2 F' U2 R2 L' D B' D L' F' U R' D2 U' B2,x2,B2 F D' F,R' U2 B' R B U2 R,B' R U2 R' B,D L U L' D',D' L U2 L' D,U2 F L' U2 L U2 L F2 L' F,B2 D F2 D R2 F D B' D2 F D' B' U',49
B U B2 U2 B U2 F' R D2 L' R' D2 B' D U2 F' U D L2 D' F R2 B2 L' B2,x2,L D2 B L F D,B' U R2 B R2,B2 U2 B' R' U2 R B2,L U L2 D' B2 D L,B' L B' L' B L',R' U' F' U F R,U' B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U',53
B U R D2 U' L2 B' L F B' R2 F' D' L R2 U2 B' U2 L B' R' D2 L' D R,x2,L2 R' F' D L' D,F' U2 F U' R U R',R2 B U B2 U' B R2,,D F' U F D',F L' U2 L U2 L F2 L' F,U U' B2 D' F2 D' L2 F' D' B D2 F' D B,48
D' B R2 D2 L R2 B U' L2 U' L2 U2 F' D L2 R' F' U2 D' R' D U,x2,B' D' B' L2 B L' F',R B U' B' R' F' U' F,D2 R B' U B R' D2,B' R B R',B2 U2 L2 B' L2 U2 B2,U2 L F' U' F2 U' F2 U2 F U' L',U,45
L2 U2 L F' U' R' U L2 R B' D L U D' B L2 R2 B' D B L U2 D' B,x2,D' B' D R,B' R U2 R' B,B' U' R B' R' B2,B U2 B2 R B R',U L' U' L,U2 F' L' U' L2 U F U' F' L' F,U' B2 R U' L U2 R' U L' R2 B2 R2 U B2,50
B R L' F' R2 D F' D U R' U2 R' U F' D2 F' L B F' D2 L2,x2,D L2 U' B' R F,R U' L' U' L R',L U2 L2 D' B' D L,U' R2 U2 R U R' U R2,U2 F U F',U F2 D' B L2 B' D F U2 F,U2 F2 L2 U' L2 D F2 D' F2 U F2 U,53
B' U F2 B U2 R U B' F D2 L' D L B2 R D' U' F U L U,x2,R B2 R F L',L F2 L' F U' F,U' B' R' U2 R B,R' U2 R' U' F' U F R2,F U2 F' L' U' L,R' F' U' F U R,U' F2 D' L2 U L2 F2 D R2 U' R2 U,49
F U' L2 F2 L' U' B2 F U2 L' U' B2 D B2 L2 D L2 F' B' D2 U F',x2,L D R2 B L' F',B U B' F' U' F,U2 B' U B,U2 R2 D' R U' R' D R2,U L D F D' L',U F B' U' R' U R B U F',B2 R U' L U2 R' U L' R2 B2 R2 U B2 U,54
R D2 L2 D2 B L' U F D' L2 R2 D' B' F2 D L2 B' D2 B' D',x2,F' R' B' D' B2 R,L' U L2 U F2 L' F2,U' L U L',R' U R,F U R U' R' U2 F',U' F' U B L U L' U' F B',U' B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U2,53
D' B D' U2 L U' L2 R U2 D2 F B' R D2 B2 R2 L B' R2 F',x2,D' U L F' R' B D2,U' F U' F2 U' F,R' B' U' B R,R' F R' F' R2,F U2 F R2 B' R' B R' F2,U2 F R' F' R U2 F2 L F L' F,U B' R B' L2 B R' B' L2 B2 U,54
B2 D2 B U L2 D2 F2 D2 R2 U' L D2 F' R' F2 U2 F R2 L' U B' F,x2,R F' U L2 B2,F L F' L' F',U L2 F2 R' F' R F' L2,B U' B',U2 L U2 L2 U' L,U L F' U' F2 U' F2 U2 F U' L',U' L' U2 L F R U' R' U' F' U' L F' L' F U2,54
F R2 B' F L2 U2 B2 F R' L2 D' F R' L D2 U' L2 D2 L F L,x2,R2 D2 R2 D' L',F' L' U' L2 F' L' F2,F D2 B D2 F',U B U2 B2 R B R',U2 F U' F',F' U' L' U L F,R' D B2 L2 D L' F2 L D' L2 B2 D' R U',48
D2 B F' U' D' F' L2 D2 L2 D' U' B2 R' D' U2 R2 L D' L' U',x2,D B2 L' D' F' L,B' U2 L F2 L' B F2,U2 B' U R' U R U2 B,F U' R2 F' R2,U2 L' U B' U2 B L,F R U' B U B' U R' U' F',U' L U' F R' F' L' F R F' U' L U2 L' U,58
U' D F R2 L2 F2 D' B' U R' B' L' U L D2 L R F2 D' R2 D2 R L B F2,x2,B D2 B R B D,U R' F2 R F2,U2 R2 B' R2 U2 B,R' U2 R U2 F' U' F,U2 R2 D' R U' R' D R2,U B' R B R' U2 B2 L' B' L B',U2 U' B2 D' F2 D' L2 F' D' B D2 F' D B U',58
F2 R' D L R2 B U2 L' U2 L' U2 D R2 L B D2 L' B L' U D' B' U',x2,L F2 D B L' F' D,F U F',D' R' U R D,R D B2 D' U2 R',B2 U B' U B U2 B2,U2 L F' U' F2 U' F2 U2 F U' L',U F' L F L' R' F L R' F L' F' R2 U',53
R' F R F L' U F' R2 B R2 U2 F2 R L2 F R L' B D B R,x2,L D2 B' L2 D L,B' F U' B F',L2 F U F' U' L2,R' U2 R F' U F,B U' L U2 L' U2 B',U2 L' U2 L2 F' L' F L' U2 L,F' L F L' R' F L R' F L' F' R2 U2,53
B F D B F' L2 U' F B' L D F' D2 R' D' U' F R' U' L B F D2,x2,L' D2 L' D L2,U L2 D' B2 D L2,B' U' B,U' R B' U R' B,U' R' U' R,U L' B' U' B2 U B' L B U' B',U2 B2 D F2 D R2 F D B' D2 F D' B' U',49
R2 F2 R B2 R2 B2 U R' F D2 F2 U2 D' L2 R D' L R' D U2,x2,B2 F R' F' D' B,R' U F2 R F2,B' F2 U B U' F2,U2 R2 D R' U R D' R2,B F' U F U' B',U' R' F' R B R' U' F U R B',U F' L F L' R' F L R' F L' F' R2 U2,56
L2 B D L2 R' D2 B R' B' F' D' B2 R2 L' F' L B' L D L2 B F' D R L',x2,U R F2 L D' F',U2 B2 L2 B2 L2,D2 L U2 L' D2,R' U R2 F R' F' R',R' U2 F' U2 F R,F2 R2 B' R2 F' R B2 U2 B' R' F',U R' U L' U R U2 F R B2 R' F' B2 U L U2,56
F' R2 U D' B2 U R2 D' U' B' R2 U D' B' R F2 L' B2 D F L,x2,L2 B' R2 F D2,D' B' U B D,U2 B' U R' U2 R U2 B,U2 R' U' R2 U2 R',B' R' U' R B2 U B',F2 D' B L2 B' D F U2 F,U' R2 B2 R F R' B2 R F' R U2 U',52
R' U B' L B' D L' D B' R' D2 R' F2 B L2 B2 R B D2 L' F' B2 U R2,x2,L' D R F',F L F' L' F',F U B' F' U B,R U2 B' R B R2,U2 R2 U' R' U R2,U' L' B' U' B2 U B' L B U' B',U' B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U,54
D L B U2 F' U2 F L2 F U2 F2 D' L D B2 D' B2 F2 L U,x2,R2 D' L' B2 R',U2 F2 L F2 L',L2 F' L' F2 U2 F' L',R U2 F R' F' R',R' U' R,U' F R U R' U' R U R' U' F',B' R B' L2 B R' B' L2 B2 U2,47
B R2 L B' D B2 L2 D B F2 D F' R' U' L F2 B U F' B2 D2 F2 B',x2,F R2 B D' R B',B2 L2 B' L2 B',U2 L U L',R U B' R B R2,B2 U2 B U2 B2,U' F L' U2 L U2 L F2 L' F,U F2 L2 U' L2 D F2 D' F2 U F2 U,48
U F D' B' U F' B' R2 L B2 L U L2 D U R U2 D2 F2 D,x2,U2 L D' R2 B F,F R U2 R' U2 F',U F L U L' F',R F U2 F' U' R',U2 F R2 F' R2,U B' R B R' U2 B2 L' B' L B',R' U L' U R U2 F R B2 R' F' B2 U L U,55
R' D' R2 U' L U' F R' U2 F R U' D2 F2 L2 B' R B' D' U2 L2 R',x2,F' D L B D B,U2 L' F' L' F L,U B' R' U' R2 B' R' B2,U2 R2 D B2 D' R2,R' U' R,U B' R' U' R U R' U' R U B,U' R2 B2 R F R' B2 R F' R U2 U',52
U' B' D2 F D' B2 D2 B L' F B D' U' B U B2 R' D2 F' B2 L2,x2,R2 B D2 R B',U F U F',L2 D F2 D' L2,R2 U R' U' R2,R' F' U' F U2 R,U2 F U R2 D R' U' R D' R2 F',U' F2 U' L R' F2 L' R U' F2 U2,47
L2 D' R2 L2 F B' D' B' U2 L' D2 B' U B U' D2 L2 B2 F D,x2,D' B2 R2 B F D,U' F U F',L U2 F' L F L2,R2 B' R' B U2 R',U' R2 B' R2 B,U F' U2 R' U' R2 B' R' B2 U' F B',U2 L U' F R' F' L' F R F' U' L U2 L' U2,54
B D R2 F' D' U2 R' F2 B' U' B' R' L' D R2 B R B' F2 L U2 L2,x2,U2 L2 D' L' R',U2 F R' U R F',B U' B' U2 B' U B,L' U' L2 F2 L' F2,U2 R2 F R F' U2 R,L F' L' U' L U F U' L',U',41
D2 U' L F' U2 R' B L F' L U R2 L' F L' R2 F' B2 R U' R B' L2 B U,x2,U2 B2 F2 D' F',D' B' U' B D,U' B' U' B,U' R' U' R2 U2 R',U2 R' F R' F' R U' R,L' B2 R B R' B L,R' D B2 L2 D L' F2 L D' L2 B2 D' R U,49
D F' U2 L' F' L' D' B' F' R' B2 R' D' F' D B2 F U R2 U D' R' D' R',x2,R D U B2 L2 F' R',U' L' B' U' B U2 L,U B' U' B,D R U R' D',U2 R' U' R,F' U' F U F R' F' R,U2 L' B R' U2 L F' L R2 D2 R2 F L' R U2,50
U D R' L D L2 U' D F U' R D L R' F' U' D' B D' L2 R2,x2,D2 L2 D B D,L2 F U2 F' U2 L2,U' B2 R2 F R F' R B2,F2 U' F U F2,R' F U2 F' R,U F2 D' B L B' D F L' U' L F,U' L' B R' U2 L F' L R2 D2 R2 F L' R U2,56
U R2 U2 L2 F2 D' R U' B' F2 R L B F2 R U2 F R2 U' R2 B' R2,x2,D' L2 F' L' B',U F2 D R2 D' F2,R D B' D' R',B' R B U2 R',U R' U2 F R' F' R2,U' R' F U F2 U F2 U2 F' U R,U L' U2 L F R U' R' U' F' U' L F' L' F U',55
F' R' L2 B2 U' F2 R2 D' U R B2 F L' D B R2 L2 U B' U' L,x2,R' B' L' F D B D,D2 B U' B' D2,L U' B L B' L',R B U2 B' U R',B U' B' R' F' U2 F R,F R U R2 U' R F' R' U R,L' U2 L F R U' R' U' F' U' L F' L' F,56
L2 B R2 D2 L' F U L U2 L R2 D R2 L' B2 D L D2 L2 U F2 D L2,x2,L2 F' D R' B F2,R' F U F' R,U2 B' L' B' L B,F' U2 F,F D' F' U F D F',B' U' R' U R B,L' U2 L F R U' R' U' F' U' L F' L' F,47
U L' R' D R' U2 L' F' L D' F2 D' U' B2 L' F' R2 F U2 L' D' B',x2,U L2 R2 B L' D',R' U R F U F',U' L U L',R B' U' B U2 R',B U L U2 L' U2 B',F' U2 R' U' R2 B' R' B2 U' F B',F2 L2 U' L2 D F2 D' F2 U F2 U,51
R B U2 R U2 B' D' R D' B R' B2 D' L' U2 D2 R' F U2 L' U' L F2,x2,L' D2 B' D' F' L,U' F U' L U2 L' F',B' U2 B U B' U' B,L' U L2 U F2 L' F2,U2 R U R2 U2 R,U L D2 R2 F R2 D2 L2 B L,U' B2 R U' L U2 R' U L' R2 B2 R2 U B2 U',58
F2 D2 L U' R' L2 F2 L' U2 B D' R F U D2 R' F' B U' L' F' B',x2,R' F L' D B2,R' U' R F U F',B U2 B2 U B,U' R' U2 R2 U R',B U B' U R' U' R,U2 F' L2 F2 U2 F' L' F U2 F2 L2 F,L U' F R' F' L' F R F' U' L U2 L' U,55
U F' B' U' F D F' D L2 D' F L2 U2 R F2 R D2 R2 B L D' F' B' U B',x2,F2 D' F R,U' L2 B2 R B R' B L2,B U2 B' L U L',R F U F' U2 R',R' U F' U2 F R,B' R B R' U2 B2 L' B' L B',U' U' B2 D' F2 D' L2 F' D' B D2 F' D B U2,55
U' L2 B2 U2 B F' R F2 U D2 F' B U' R F' U D' L R' F2 D U,x2,D2 B' R' D' L' B D',U B U' L2 B' L2,L2 F2 R' F' R F' L2,D2 B' U' B D2,D B' U B D',F' L2 F2 U2 F' L' F U2 F2 L2 F,U' R' U L' U R U2 F R B2 R' F' B2 U L U,57
U2 D' L2 U F2 L D B R2 F2 R' U2 L2 F2 L B' D U L' D2 R2 B2 R F2 D,x2,D2 B' D' B D R',F L U L' F',B' U R' U2 R B,L F' U2 F L',L' B2 L B2,U F U R2 D R' U' R D' R2 F',L U' F R' F' L' F R F' U' L U2 L' U',51
F' L B U' B D2 R L2 F B' D L2 D F2 R F R' F D' R' F,x2,B' F D' L B F2,U' R2 F R2 U2 F',U2 B2 U2 L' B2 L U2 B2,U' B' U R2 B R2,U2 R' U' R,U L' U2 L F R2 B' R' B U2 R' F',U2 L' U2 L F R U' R' U' F' U' L F' L' F U2,58
D' L2 D B' D U' F' B2 U' F2 U2 D' F' D R' B' D' L2 R U2 D L2 F D,x2,B' D F' D B L,F L2 D2 R' D2 L2 F',U' B' U B,D2 B' U2 B D2,U B' U2 B2 U' B',R' F' U' F U R,B2 D L2 U2 B2 U' B2 U' L2 B2 U2 B2 D' B2,48
R' D2 L2 F R B2 D' L2 B2 R2 L' B D2 R L F D B D B2 F R' U D,x2,F L B2 R F',F R' U R F',B' U R' U R U2 B,F U2 F2 U' F,U2 B' U2 B2 U' B',F' U2 R' U' R2 B' R' B2 U' F B',U' R2 B2 R F R' B2 R F' R U2,50
R' U R2 U F B2 U' D F' B2 R' L2 B' F' U' B' R2 L' U' L2 R',x2,R U B2 L2 F' D,R U2 R' F U F',L U L' B L' B' L,B' U R2 B R2,D' B U B' D,U L' U2 L2 F' L' F L' U2 L,U U' B2 D' F2 D' L2 F' D' B D2 F' D B U2,54
U2 R2 F' B2 L2 R F U2 R2 F' L F R U R' L2 F2 D' F' R B' F' D2 B,x2,D L' R' B' F' D2,B' L B' L' B L',B2 R2 F R F' R B2,U' B' U R2 B R2,D L U L' D',R B R' F' R U B' U' R' F,U L R U2 R' U' R U2 L' U R' U2,52
U B2 U' R' F2 R2 U F2 U' B2 U2 R2 F' L' F2 D2 B R' L F',x2,D2 U B' L' R2 D2 B,U F U F',U2 B' R' U2 R U' B,U F' U2 F,U2 R2 B' R2 B,U F R U R' U' R U R' U' F',U2 L' U2 L F R U' R' U' F' U' L F' L' F U',54
B2 D' F' L2 F2 L B U2 D2 F U' B F R U' F' U R' F B D2 R L',x2,U L2 D' R D' B',U2 F U R' F R F2,U2 B' U' B,R D B' D' U2 R',L2 D' B' D L2,U2 L F' L' U' L U F U' L',U F2 L2 U' L2 D F2 D' F2 U F2 U2,50
U' D' F' L2 B' L B2 R' U' L R2 B U2 B R F' L' U' F' B2 R B' L2,x2,D L2 B F,F' U F2 U F',U2 B' U' B,U2 B' R2 B R2,B2 U2 R B' R' U2 B2,U2 L' B' U' B2 U B' L B U' B',U2 L' U2 L F R U' R' U' F' U' L F' L' F,51
L2 D' L D U L2 U F' B2 L2 D2 U2 R' L D2 F2 R2 D F2 R' B D2 R2 D2 U',x2,D' U' B2 R F,F U B' U' B F',F' L U L' F,R U F R F' R',B2 D B' U B D' B2,U' B' U2 B2 U B2 U B2 U2 B',U U' F2 D' L2 U L2 F2 D R2 U' R2 U',52
R' F2 D' B' F2 U' R2 U' R2 F U D2 B2 F' D2 R' B' L' U' D' L2,x2,L2 B2 R B' D R2,U' R' F U2 F' R,L U' R' U R U' L',B2 R B2 U2 R',U R' U2 F R' F' R2,U' L F' L' F U F U' F',U L' B R' U2 L F' L R2 D2 R2 F L' R,54
F2 L R2 F R' U' F' B2 D' B2 D' B2 F2 D2 B' L' F' B' U' R',x2,F L D2 B F D2,F L U2 L' F',B D B' U' B D' B',U' R' U R2 U R',R D B D' R',U2 F R U' B U B' R' F',U2 U' B2 D' F2 D' L2 F' D' B D2 F' D B U,53
D2 R' F' L' F B D' B' D2 R F2 D R' D U' L' F D' U' R2,x2,L B R' F' D L',U2 L' U B' U B U2 L,B2 L' B2 L,R' D' F' D R,B U B',F' U' L' U L F,R2 F' U2 F2 R2 B' D2 B2 D2 R2 F' U2 R2 B2 U,47
U2 L' F D' U B D' L B U2 F2 U2 R F2 L B U2 L R' U D' R L2 B' R2,x2,D B D2 L' D B,U2 L U L2 U2 L,U' B2 R' U' R U B2,R' F R F',U2 R' U' R,U2 L' B' U' B2 U B' L B U' B',U' B' R B' L2 B R' B' L2 B2 U',49
F2 B' U' F' D' L' D' B U' B2 U D' B L2 R2 U2 F2 U L' F' D' L D,x2,L' F D' B' D' L2,L' B2 U2 L U2 B2,D B' U B D',U2 L U L' F' U' F,R' U' R U2 B U B',R' F' L F' L' F2 R,U B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U',54
D U2 L2 U' R F' D2 F2 D2 F2 U F2 U F B R' B D' B2 R D2 F2 R L',x2,R' U L' B D,U2 L' B' R' U R B L,B' U' R B' R' B2,L F2 L' F U2 F,L R' U L' R,U L F' L' F U F U' F',R' D B2 L2 D L' F2 L D' L2 B2 D' R U,53
B' D R2 L U' D2 F' D' B2 D U F' R' U2 B' F R' B U' D,x2,D2 R B' F D',L' U L,L F' U2 L' F,F' U2 L' U L U' F,D2 R' U2 R D2,F' L2 F2 U2 F' L' F U2 F2 L2 F,U L' U2 L F R U' R' U' F' U' L F' L' F,51
F2 D' B2 L F' L2 B2 L B R' B2 R U' F2 R2 D R U' F R2 F2 B2,x2,U' B D2 L' B2,B L2 B' L2,U' B' U R' U2 R U2 B,L2 D2 R D2 L2,B U' R B' R' B',F2 D' B L B' D F L' U' L F,U2 L R U2 R' U' R U2 L' U R',50
D2 L D R' L' D' U F D' R D R U D' B2 U2 F2 U2 B2 L2,x2,L D' B D' F2,L2 U' L U L2,B' U B,R U2 R' U F' U' F,B F' U' B' F,U2 R B R' F' R U B' U' R' F,U' R' U L' U R U2 F R B2 R' F' B2 U L U2,52
U' R' L2 B' U B2 F L2 B' U' L2 B L2 B' D F B' D L2 F2,x2,D' B D' F' L D',U' L' B' U' B2 L' B' L2,R' U' L R U' L',U' R' U' R2 U2 R',R' F' U2 F R,U2 F' L' F R' F' L F R,F' L F L' R' F L R' F L' F' R2,52
R' L U B2 D' R' F R' L2 B R2 F2 D2 R' D L D2 U' F2 U,x2,B R F' D2 R2 D R,U' L' U' L,B' U2 F U B F',D R' U R D',U F R' U' R F',F R2 B2 R' B R' F' U2 R B R',R2 B2 R F R' B2 R F' R U2 U2,50
F' D2 F2 U D' F' D' R2 U L' R' U B2 F' L2 U' R L F2 U' D' L' B,x2,D' B2 U F R',U' L U2 L2 U' L,B' U2 R B' R' B2,D2 B' U2 B D2,R' F R' F' R' B' R' B,U2 L' U2 L2 F' L' F L' U2 L,U F' L F L' R' F L R' F L' F' R2 U',54
B U B' R D U F' R' U L' F2 L2 B U' L2 R' B L' U F2 B U B L B,x2,R' U2 B2 U L2 F',B' F U' B F',R' U' R B' U' B,F' L' U2 L F,R' U2 F' U F U' R,U2 L U2 F' L' U' L U F2 U2 F' L',U R2 B2 R F R' B2 R F' R U2,52
D2 F' D U B U2 B' D B L2 B2 L F' U' D2 R2 L2 F2 R' D2 U' B,x2,B U' L2 F2,F L U2 L' F',B' R B' R' B U' B,U L F' U' F L',R D B D' R',U' F' U B L U L' U' F B',U' F2 U' L R' F2 L' R U' F2 U2 U2,49
B2 L F2 D2 L2 B D F2 R U D' R2 L B R D U2 F2 L B' R,x2,D' U' L' B D2 B2,U L' B U2 B' L,B' R B' R' B2,L' U' L2 F2 L' F2,R' U' R U2 B U B',U' F' U' F2 R U R' U' F2 U2 F,L' B R' U2 L F' L R2 D2 R2 F L' R U2,55
D' L' B R' U2 L' F' R2 L F2 R' U' F2 L2 F U L' B R' L2 F R2,x2,U L' U L2 B2 F',U' F U2 R' F R F2,U F U2 F' L U L',R U' R D B2 D' R2,D L U' L' D',U2 F' U2 R' U' R2 B' R' B2 U' F B',U L2 U F' B L2 F B' U L2 U',55
L B U' D' B' L' B2 D2 L F U' B2 R F2 U R F' B' L' F' U2 B',x2,L' U' R' B F' L',F U2 F',U L U L',U' F D R D' F',R' F' U' F2 R' F' R2,U F B' U' R' U R B U F',U U' F2 D' L2 U L2 F2 D R2 U' R2 U2,49
L' B2 F R2 L' F' U R2 F D2 L B2 D' L2 F2 D B R2 F2 R2 B U',x2,F2 L2 D B F2 D,B' U' B L' U' L,B' U' R' U' R2 B' R' B2,U' L F' U' F L',B' R B R',U F' U' F U F R' F' R,U L' U2 L F R U' R' U' F' U' L F' L' F U2,55
R B R F R' U2 B' D R2 F2 U2 L F2 B2 U' B2 R B' R' F',x2,B' L R2 D F2 D B,U2 L' F' L F L,U' B' U2 R' U2 R B,U F' U2 F,B2 U2 B U2 B2,F R B' R B R2 F',F' L F L' R' F L R' F L' F' R2 U,49
U L2 B2 R B2 D R L2 B D' F R' L2 F L U' F' D' F' D2 B R,x2,F2 L B' U' F2,F' U F L' U' L,U2 F' L2 F L2,F' U2 L F' L' F2,R U2 R2 U' R2 U' R',R B U B' U' R',U B' R B' L2 B R' B' L2 B2 U2,46
D2 R F B' D F' U' L2 D F' R' D B2 U B2 R F B2 R B' L,x2,D' R' B2 U L' B,L' U' L U' F U F',L U R' U' L' R,U' R2 D B2 D' R2,R' U2 R B U B',U F' U B L U L' U' F B',U2 F2 L2 U' L2 D F2 D' F2 U F2 U2,53
B D2 B' L' F' U2 D2 L U F2 U2 L' R' F U D2 F2 U2 R B2 R D',x2,F2 U2 B L' R' D,F L U2 L' U' F',B2 R B R2 U R U2 B,,L2 B L2 U2 B',U L F R F' L2 F U R' U' F' L,U' R' U L' U R U2 F R B2 R' F' B2 U L U2,53
R2 L2 F2 B' R' D2 L F R2 L2 B' U2 R2 B2 D' U2 R B2 D2 L B D' B2,x2,F U' R B2 R2 F,U' L' B U2 B' L,B' L' B L B,F D2 B D2 F',R B' R' B2 U B',U F R U R' U' R U R' U' F',U' F2 D' L2 U L2 F2 D R2 U' R2,50
L' D' R F2 R D' F2 U' L2 D F2 U2 L' B' L2 U' F2 R2 D' R2 B2 D2 F,x2,B' D F' L' B2 R',F U' F' L' U' L,D F U' F' D',D2 B' U2 B D2,U2 L2 B L2 U2 B',U F R U R2 U' R F' R' U R,U2 B' R B' L2 B R' B' L2 B2 U2,50
L F' B' R D2 B2 F2 U F' L' U2 B U' F2 D F' D F L2 U B',x2,U R2 B L F,U2 R' F U R F',B2 R' U' R U B2,B' R B U2 R',U B' U2 B2 U B',U F L' U2 L U2 L F2 L' F,F2 L2 U' L2 D F2 D' F2 U F2 U',49
R' L2 D2 L F2 D2 R' B L F2 U B' L' D' U' R2 B R' B U' B' L U' D2 B2,x2,L2 R' B' R2 D R,F U2 F' L' U2 L,B U2 B2 U' B,U2 F D R D' F',U R' U2 F' U' F U' R,U' R' F' R B R' U' F U R B',L' B R' U2 L F' L R2 D2 R2 F L' R,55
B U B' U' D2 R B2 L2 B2 D' B' U2 L' U B' U2 L2 D' F L D' L' U' F R,x2,R' B2 F L' R2 B D,L' F' L2 U' F L,U' B' U2 R' U' R U' B,U2 R U R',D' F' U F D,U L D2 R2 F R2 D2 L2 B L,U2 B2 R U' L U2 R' U L' R2 B2 R2 U B2 U',55
D2 R U' F2 U D' R' D U L U' B2 L B L2 R B2 F U' F' B' U B F,x2,D' B F' D R' F,F L U L' F',U2 B2 U' R' U R B2,R' D2 L' D2 R,L U L' B U B',F R2 B' R' B R' F',U' F2 D' L2 U L2 F2 D R2 U' R2,47
L2 U2 B D2 L2 U F' U B2 L F' L2 F B2 R' U' R2 B2 R2 L F B' L D2,x2,D B L' R B' F',D2 R' U R D2,B' L' B L B,D2 B' U' B D2,U B U2 B2 R B R',B' U2 B U B' U B,U B2 R U' L U2 R' U L' R2 B2 R2 U B2 U',50
F2 L2 R2 U D B2 U2 L B' F' U B U' L' R U2 F R2 F D R2 L B',x2,L2 F' D L' D2 F',L F' L' F,B' U L' B L B,U F D R D' F',R2 F R F' U2 R,U L' U2 L F R2 B' R' B U2 R' F',U U' F2 D' L2 U L2 F2 D R2 U' R2,52
U' L2 B L' D' R2 L2 D2 B' L2 B L U R U' R F' B L2 D R' F D2,x2,B L2 F D B D,U2 F U F',U L U' F U2 F' U2 L',B' F' U' B U2 F,U2 B2 R B2 R',U F R U R2 U' R F' R' U R,U' U' F2 D' L2 U L2 F2 D R2 U' R2 U,53
F' D2 U2 F D R' D' B L D' U2 F B' L2 B D L2 B R' D' R D' L2,x2,R' B F L' R,F U' F2 D' L' D F,B' U2 B L U L',D2 L F' U F L' D2,B2 U B' U' B2,U F U R U' R' U R U' R' F',U2 B' R B' L2 B R' B' L2 B2,51
D' B U' F R D' F D2 F2 D' B2 L' D2 F B U2 R2 U2 F2 L B2 L R U,x2,L2 B F D' F R,U2 F L F L' F',R2 B2 R' B2 R',U2 R B U2 B' U R',B' D' R' D B,L U F U' F' L',L' B R' U2 L F' L R2 D2 R2 F L' R,48
F D2 L2 D' R B2 D' L' D' F2 B' U F L2 D F2 L' D2 B2 F2,x2,B F' D B D2,R2 D' F D R2,L F2 U2 L' U2 F2,R F R F' R',B' R' F R B R2 F' R2,U' F R' F' R U2 F2 L F L' F,U2 F2 U' L R' F2 L' R U' F2 U2 U2,52
R2 F' L' D2 L2 U2 B D U R U' D' L2 D2 U' B' F L' U B' F R,x2,D R2 B' F2 L' R D,F U R' F R F2,L2 U L U' L2,B' U2 F' U' B F,B U' B',U2 L' B' U' B2 U B' L B U' B',U' L' R' U2 L R F U' B U2 F' U B' U,52
R' F U' F2 R D' L2 F L D L R B2 F' D U' L2 U B D2 U',x2,D2 L2 F2 D' F2,L' B' U2 B U' L,F D2 B' D2 F',F U2 F' U2 R U R',F2 R' F2 U2 R,F2 D' B L2 B' D F U2 F,L R U2 R' U' R U2 L' U R' U2,48
