scramble,orientation,fb,block_fl,block_bl,cmll,eo,L6E,total_moves
D2 F' D2 U2 F L R2 F U' B2 F' U' B R2 B R2 B R2 F2 B D2 F,x2,L2 B' F2 L' D2 U' B,L' U2 l2 U' l2 U L,U L U l' U2 l U2 L',U2 U B' U B2 D F' L2 F D' B2 U' B U,,M2 U' M2 U' M' U2 M,43
F' R2 D R' U' B' L' F2 B2 U2 R U L' B F' L R D2 L2 R2 F2 U2 B' D2 R2,x2,U2 B2 F' R U2 L B R2 D,l2 L2 U l2 L U' L2,U' l' L U2 l U L',U' F U2 F2 L F L' F U' R U' R' F' U',,U2 M U2 M U M2 U',44
R B L U2 F2 R' D' F' U B' R B' L2 R2 U D F U' L B F' R',x2,F2 L B2 L F D' B' F2 U' F,L U L' U L2,U' L U L',U' U2 F B' U' B U F' U2 B' U2 B,,M U2 M U2 M2,36
L2 D2 U F' D' B2 R B2 D' R U2 D L' U' F' U2 F2 U' B' L' D' R2 B U' F',x2,L B D' B2 D2 U B2 D2,L' U L U2 l2 U' l2,U L U L',U' R B2 R' U2 R' U L U' L' R U2,,U' M2 U M U2 M U2,38
R2 L2 U F D' L' U' F B U R L' D' R D L' U2 B D L2 R B' D' R2 F',x2,D' B R F' U R2 U F R',L U' L U2 L2 U' L,U L U L',F' L U2 L' F L F' U2 F L' U,,U M U2 M U M U2 M' U' M2 U',42
F2 D R' U' R2 B2 U' L2 R2 D' R U2 F' L' F2 B2 R' F' U2 R D' R2 L' B R,x2,L' B' L U' R D2 L B' F',L U l U2 l' U' L,L2 U2 L' U' L U' L2,U2 U R' F2 U F2 U F2 U' F2 R U,,U M2 U2 M' U2 M U M' U2 M',45
F L2 F2 L' U2 L U D2 R' F2 D' R U' B U' L R2 B' F L2 F' R F D' L,x2,F' L' R D' F R B L2 D2,l2 U2 L' U l2 U L,l2 L' U l2 L,R B2 R' U2 R' U L U' L' R,,M2 U' M2 U,35
L2 U B2 L U' R2 D F B R2 B2 F' U2 D R L2 D B' R2 B R' D' U' F,x2,R' B' R B' L R2 U R' B,L U l2 U l2 U2 L U L2,U2 l U2 L' U2 L U2 l',U2 B U2 B D F' L2 F D' B2 U',,U2 M' U2 M U' M2 U M' U2 M U2 M2,49
R2 D2 R2 D R' F L' U' R U D R L2 U2 D' L F2 B2 D2 L2 U2 F',x2,B2 L2 R D R' D' B' L2 F2,L' U L U' L' U2 L2,U' l2 U2 L' U' L U' l2,U' B' R2 D L2 D2 F' D R2 D L2 D' B U',,M' U2 M' U M U2 M U',46
D2 F2 D B F' L F' L F' L2 D B L D' L U' R2 B2 U L' D2 B2,x2,U' B2 L D L' U2 R2 B' L' F2,L' U l2 U l2 L',l' L U2 l U' L',U R' U' B L2 D F' D' F L2 B' U2 R,,U M U2 M U' M' U2 M',43
D F' U' L R U L' R2 F D' F2 L R2 B2 L' F' U' R' B F2 L2 U L D2 B,x2,L2 R2 F2 D' F' U B R' D F,U l L U2 l U' l2,U' l2 L' U' l2 L,U2 U' R' U' F U F' R U F U2 F',,U2 M2 U' M' U2 M U M2,43
F2 D U L' R2 F' U' R' U2 B L' R2 F R2 B2 F R2 U' B U' L B' R,x2,F L' D2 U R' D2 B' D,l2 U L U' L' U2 l2,U L2 U2 L' U' L U' L2,U R B2 R' U2 R' U L U' L' R,,U2 M' U2 M' U M' U2 M' U,43
F2 U2 R' U2 D2 R2 U' R2 B' F' D' U' R F' L' B2 L2 U2 F2 U F,x2,R D' F U' F' D' B' R' U' R2,U L U2 L,l2 L2 U2 l2 L' U L',L U' F D' F U' F' D F' U L' U,,U2 M U2 M',37
B F R F' B2 U2 L2 U2 L2 R B' D U2 F D F' R2 B2 U B F' U2,x2,B2 D' R U F' D U B R' F,U l2 L' U2 L U' l2,l' L U2 l U' L',B' U F U' B U F',,U2 M2 U M U2 M U',37
R2 D U R' F L2 D2 L' B' D L2 F2 B2 L B2 R2 F2 R' B2 D' F,x2,U2 L R' F' R2 B' D2 F2 R',L' U2 L U L2,U' l2 L' U' l2 L2 U L',U2 F B' U' B U F' U2 B' U2 B,,U2 M' U2 M U M2 U M' U2 M',43
R2 L2 B R' B F' U' D2 B D2 F' B L2 F2 R' L' D' L2 F2 L' R' B D2,x2,B' R F2 D' B' F2 L' D',U' L' U2 L' U' L,U' L U l' U2 l U' L',L' F U2 F' B' U' F U B U2 F' L U2,,U M U2 M' U' M' U2 M,43
B2 D' F2 U D2 B L' R D2 F D U2 L2 D R' B' L' R2 F L R U' D' L F2,x2,F2 R F' D' B2 R' F' D2,l U2 l' U' L,U2 L2 U' l2 U' l2 U L2,U' R' F2 U F2 U' F2 U' F2 R U',,U M' U2 M' U2 M2 U',39
U2 R F2 B' R2 U B' U2 D' L2 R B' U' D R' L B' U' B' F2 L' D,x2,D2 B' L' R B' D R' U2 B D,L U' L,l2 L2 U' l2 L' U L',U F R' F D2 B' L B D2 F2 R U',,U2 M' U2 M U' M' U2 M' U' M2,42
D' L F' R' U' L2 U2 B2 D2 L D B F U B2 L U L' D2 L' U2,x2,R D' F R' F D R2 D' F,L U2 l' U2 l,U2 L U' l' U2 l U2 L',U' L F2 L' U' R U' R' U',,M' U2 M U' M2 U' M U2 M U2,41
U' L R' U' F D2 R2 L U' L2 B' R' U2 R' U L' R D' B F' R' B',x2,F' L U' B' R B' L2 D F',U' L2 U' L' U' L' U' L,l U2 l U L' U L U2 l2,U' L F2 L' U' R U' R',,U M' U' M2 U' M2 U M,42
B' R' F' R' B F' L2 D' U' F B2 R2 L' F' B D B D B' D' R',x2,R F U L' R2 U B R,U' L U' l' U2 l U2 L2,l U2 l',U2 B U' F' U B' U' F U,,U M2 U' M2 U2 M' U2 M,36
D' B2 F2 L U R2 L' F' U' R' U2 L' F B L F L' R U2 D F2 U' D2 R2,x2,D R B2 F L2 B R D',L2 U L U' L,l2 U2 L' U' L U' l' U2 l',U R B2 R' U2 R' U L U' L' R U,,M' U2 M U' M U2 M U M2,43
B' R' B D' F2 R2 L2 D2 R' B F D2 F' D2 F U B2 D R2 U2,x2,B2 D2 U' R F L R2 D B,L' U' l2 L U l2 L',L U l' U2 l U L',U R' U' B L2 D F' D' F L2 B' U2 R,,M U M2 U2 M2 U M',43
R B L F D R2 F U' B D U2 R U' F U' D2 F2 U D2 R' B U2 R',x2,R' D L2 R' U2 F D2 F2 R' B,l2 L U L' U' l2 U L,U2 l2 L' U' l2 L2 U' L',U L2 F2 R' D' R F2 L' U L' U2,,M' U2 M' U M' U2 M' U',45
R2 F D' B2 U D' R D2 L B2 R B L' U2 F' U D L' F' U2 F' U2,x2,L2 R2 B U' F L' F2 R2 D',l' U2 l U2 L2 U' L,l U2 l' U2 L U L',U2 B' R2 D L2 D2 F' D R2 D L2 D' B U2,,U M2 U' M U2 M U2,44
F2 D' B2 F U' D2 L2 B' L2 D2 U F B U' L' D' L B F' L B',x2,L' B F' D2 L' F U F,U2 L U' L2,U2 l2 L2 U l2 L' U L',U' R2 B2 L D' L D' R2 F2 L U2 L U,,U M' U2 M' U M U2 M U M2 U M2,45
R2 D F B R L2 B D2 R2 F D2 R' B' D2 L B' F R F R L2 D L2 R D,x2,L' U R' U' F' L D' F2,l U2 l' U2 L2,U L U L' U2 L U L',U' B' U2 B' D' F R2 F' D B2 U2 U2,,U' M U2 M' U M' U2 M' U' M2 U,44
U' D' F R B2 F D2 U2 R' D' U2 R2 F' U' R2 B' D' L' B D2 L U2 L2,x2,F R B L2 D' U R' B' D2,L' U L U' L2 U' L,L U' l' U2 l U L',U2 U2 R' U2 L2 D R2 D L2 U2 R' U,,M2 U' M U2 M2 U2 M U M2,44
F B' U2 B R' F2 D' R2 U2 D2 L' R D2 B' R F' B' L2 U B' L' B2 L,x2,D' B2 F2 D2 L' R U' F',l' U2 l' L2 U l2 U L,L U l2 L2 U l2 L,U' B U2 B D F' L2 F D' B2,,M2 U' M2 U' M U2 M',40
B2 U' D2 R L B2 U2 D' L' F R' B' R D2 U L2 D2 B2 D F',x2,F' U' B D B2 R2 D2 R B',L U' L2 U L' U L2 U' L,l2 L2 U' l2 L' U L',U R U R' U R2 F2 R' U2 R F2 R2 U U,,U2 M U2 M' U' M U2 M' U',48
B2 F' D2 F' L' B' D U F B L' U' D B' R2 L' F R' U' L F',x2,F2 D2 U B2 U' F D' R',U L' U2 L' U' L,L U2 l2 L2 U l2 L,U2 U' F R B' U' B2 U B R' F',,U M U2 M U M2 U' M' U2 M U',43
F' R2 B F L2 B2 R2 D B F U2 D' B L2 D' R F2 R' U F' L' U2 L' U2 B',x2,L B' L' F U' R2 B U L' F,l2 L U' L' U2 l2,L U l' U2 l U L',U' U R' F2 U F2 U F2 U' F2 R U,,M' U2 M' U' M' U2 M U2 M2 U',45
U' B2 F2 U' L R D F2 B' D' L R' F2 B U' R2 F D2 R' D',x2,D F2 L' F2 R D' R U' B,L U' l U2 l U l2,U' l2 L2 U l2 L' U L',U2 F' L U2 L' F L F' U2 F L' U U2,,,37
L2 B' U F' B U B' U2 L R2 D2 F' B2 R' L2 B' F2 R' L U' R' U D2 B2 D',x2,F' D U2 L B2 D' R2 U B',U l2 L2 U' l2 U L,U' l U2 L' U2 L U2 l',U2 F B' U' B U F' U2 B' U2 B U',,U2 M' U2 M U M2 U M2 U2,45
F' U D2 B2 L B F' D' R' U' D' F D U F D' F2 D U2 F,x2,U F' L U' F2 L' B2 L' F',L U l2 L2 U' l2,L U L' U' L U L',U' R B2 R' U2 R' U L U' L' R U2,,M2 U M' U2 M U' M' U2 M',43
U2 L2 D' L D' F L' B D U L' R2 F2 B' R2 L F' D' F U',x2,U F R' U2 B F R B F,U2 L U2 L' U' L,U' l' L U2 l U' L',L U' F D' F U' F' D F' U L' U2,,M' U2 M U2,38
R B' L' U' D B' D' F R' B2 R D' B2 U' L' R2 F2 R' L' B' F2 R U2,x2,F2 R' U2 F2 L2 B2 U F' L B',U l' U2 l U L2,l2 L2 U l2 L' U' L',U2 B2 D F' L2 F D' B' U2 B' U2,,M U2 M U M' U2 M U2 M2 U,44
L' B' D' U F' B' R B L U R' F' D2 B2 U' F' U2 R2 F' L2 U2 R2 B F2 U2,x2,R' D2 L F D B' R D' L' B,U l2 L' U l2 L',L U l2 L2 U l2 L,U B' U2 B' D' F R2 F' D B2 U2 U2,,U' M2 U M' U2 M' U' M' U2 M U,46
L R2 F D2 B2 D B2 F' L' F2 U R' B2 F2 D' F2 L B2 R' U F,x2,L' R2 B' U2 L R2 B' U' R2,L' U L U2 L2 U' L,l U2 l U L' U L U2 l2,U B U' F' U B' U' F U2,,U' M U2 M' U M2 U' M U2 M U,45
D' U L2 B' U' B' D' R' D' R L2 F D R U R' F R2 U' D2 L2 B' F',x2,B2 R F U' R U B2 D2 B,U L' U L U L2,U' l2 L' U2 l2 L2 U' L',R' F2 U F2 U' F2 U' F2 R U' U,,M U2 M' U2 M2 U' M U2 M U',44
R L' D' L U B2 L' F' L2 F2 L D' U F' U F' U D F D,x2,F' U R B F U B' R',U l2 L2 U L' U l2,U2 L' U l2 U' l2 U' L,U' U R' F2 U F2 U F2 U' F2 R U',,M U2 M' U' M U2 M' U,43
D2 U' R' U' B2 U' D' L2 B2 L R D L' D R L D L2 R D' R' D',x2,L B2 U' L' D2 L' D2 F2,U L2 U2 L' U' L2,U2 l2 L' U' l2 L,L' B' L F' L' B L F U',,U M U2 M' U,34
U' D' F' L D2 F' U2 D B2 L2 D' R U B2 U2 L2 R' U B' U2 F2 B L2,x2,B2 L U' R' D2 B' U' B' F',U' L2 U' L' U2 L2,U2 l2 L' U' l2 L2 U' L',U U2 R' U2 L2 D R2 D L2 U2 R' U2,,M2 U2 M U2 M' U' M' U2 M' U',45
U2 L2 U R2 B2 R B2 D2 L2 R B' R' D' F2 B' U2 D' L' D2 B U2 L2,x2,F2 D' R2 U' R' B D' F2,U' l2 U l2 U' L2,l2 L2 U l2 L' U' L',U' F U2 F2 L F L' F U' R U' R' F' U',,M' U2 M' U M2 U' M U2 M',44
U2 R' D2 F2 B2 D2 B2 U F U2 R' F D' R B' R' B D2 U2 B2 D',x2,R2 F' D' R2 F2 L R2 D B,l' U2 l U2 L' U' L,U2 l2 L2 U l2 L' U L',L' B L F' L' B' L F U,,M2 U2 M' U2 M' U M2 U M' U2 M',44
L2 D L' R' F2 B L2 B' L' R U2 R2 D U2 B' D2 U2 L2 B2 U',x2,L D R2 B D B L B,L2 U2 L U' L2,l U2 L' U2 L U2 l',U F U2 F' U2 B' R2 F' R2 B U' U2,,M2 U' M' U2 M U2 M2 U,40
L U2 L2 F' U D F' U2 F2 D' R2 U' F2 U' R L U2 B' F D' R,x2,D2 F2 D U2 B2 L B' F' R,l2 U l' U2 l U' l2,U L2 U2 L' U' L U' L2,L' R' U L U' L F2 L' U' F2 U R,,U M U2 M' U M2 U M2 U',45
U' F2 D2 U' F B' D U2 R B' L D U L F2 D2 B U R2 L2,x2,R2 D B' R U2 R' B2 D' F',U l U2 l U' l2 U' L2,L U' l' U2 l U2 L',D B2 D2 L2 U' F2 U2 L2 D' B2 D2 R2 U2,,M' U2 M U M' U2 M' U M2 U2,47
F' R L' F2 U' D F' L U F' R' B' F U F B2 D L2 D' L',x2,B' L U' R2 F' R D' U' B' F',U' L U2 l2 U l2 U L,U' L U L' U' L U L',U' R U R' U R2 F2 R' U2 R F2 R2 U U,,U M' U2 M' U M2,46
R2 D' F B D' F2 R2 U2 B' L2 D2 B2 D R' U' F2 U B L' R' B L B,x2,D2 R2 F L B' R' B' D2 R',L' U' L2 U' L,l U2 L' U2 L U2 l',L U' F D' F U' F' D F' U L',,M' U2 M U' M' U2 M' U' M2 U2,42
F R' U B U2 F R' L' U2 B U D2 F U' B U' F2 B U D R' B2 L D',x2,B' L' B2 D' R' F L U B R2,l U2 l U' l2 L U' L2,U' L U L' U' L U L',U2 B' R2 D L2 D2 F' D R2 D L2 D' B U,,U' M2 U' M' U2 M U' M2 U,49
U' F' B2 L' R' B2 U2 D2 B2 D L F' L2 R' B L' R2 F2 U2 B2,x2,F' D U' L' F U' B D U2 F',L U2 l2 U l2 L' U L,l2 U L' U L U2 l2,U2 L' B' L F' L' B L F,,,34
B' D' B2 D' L' D' U' F' D F' B U' B R' D B' D2 L2 F' B,x2,L' U' L B2 D F2 D2 U' B',L' U2 l' U2 l U L2,l2 L2 U' l2 L' U' L',D B2 D2 L2 U' F2 U2 L2 D' B2 D2 R2,,U M' U2 M U' M' U2 M,43
R L U' R D' B U2 F' D' L2 U2 F2 L' R2 D R F D2 U B2,x2,L F' D B2 U2 B' F2 L' R' F',l' U2 l U L' U' L,l U2 L' U2 L U2 l',U2 L' F U2 F' B' U' F U B U2 F' L,,M U2 M' U M U2 M U2 M2 U,47
D2 F R B2 L R B D' F' R2 F2 L2 U D2 R2 B2 F L' U' L' F' U2,x2,F' L' D' B' L' U B2 U2 F2,l' U2 l' L U l2 U L,l2 L' U l2 L2 U' L',U L U' F D' F U' F' D F' U L' U',,M2 U M2 U M U2 M',44
D2 R' U F R' L' D2 R F' D U' F2 D R' U2 B' R' U' R' U' B2 R2,x2,B F U2 F' D B2 D R,l' U2 l L U' L2,l2 L' U' l2 L,U2 L F2 L' U' R U' R' U,,U' M2 U M2 U2 M U2 M',36
U2 D2 F R2 F2 D' U F' D' L' B' U' R' B2 L2 B2 U F2 L' B R' B,x2,F2 D' F R D B' R B',U l2 L2 U l U2 l,l' L U2 l U' L',B2 D F' L2 F D' B' U2 B',,M U2 M' U' M2 U' M2,37
R B' U' L U L2 D L F U D L' U' F' L B2 U' R2 L' D' U F' L',x2,R2 F' D B L D' B2 R,U l2 U' l2 U L' U2 L2,U' L U l' U2 l U' L',U2 B' R B2 L' D' L' D L2 B2 R' B U',,U M U2 M' U M U2 M' U2,46
R' D' F2 D B F2 L2 R D' F' D2 F2 L F2 L' R' F D U' R2,x2,U' B2 D B F2 U2 L R B,U2 L2 U' L' U' L2 U' L,L U l' U2 l U2 L',U2 L' F U2 F' B' U' F U B U2 F' L U,,M' U2 M U2 M2 U' M2 U,46
U' L U' B L D L F' L D' U' R U2 F' R2 D2 F U2 R2 F' L',x2,D2 R' B U2 B2 F' R' U R' B',L U' L2 U' L' U' L,U2 l2 L2 U l2 L' U L',U' F R B' U' B2 U B R' F' U2,,U2 M U2 M' U M2 U M U2 M,46
B L' B L2 F D L2 B' F2 D R' U' L2 F R2 D' L' D B F' D2,x2,R' F2 D' F' U' R D2 U' B',L' U L' U' L2,U' l' L U2 l U' L',U2 B2 D F' L2 F D' B' U2 B' U2,,M2 U' M' U2 M U M U2 M,41
U2 B R2 D' B' D R' U2 D2 F2 D2 U2 R B2 R2 D2 F D B2 R D2,x2,F U2 F' R' F' R2 D2 F,U' L' U2 L U L2,l U2 l' U L U L',U F U2 F2 L F L' F U' R U' R' F' U,,M U2 M U M U2 M' U M2 U2,45
F2 L2 F2 B' D B' F L' B F2 R2 L2 U D2 R' F' R2 L D B,x2,U2 R D' B L' F R' D2,l2 L' U l L2 U2 l,l' L2 U2 l L' U' L',U R2 F D R2 U D' R2 F2 U' F' R2,,U M' U2 M U,39
R' U' R L F' L' U' R' F' L D' F2 B' L' U' B U' B' R' L' B' D2 F R' L2,x2,U F L2 U2 L' F' R' D2 B,l2 L2 U2 L U l2,U l2 L' U2 l2 L2 U' L',U B2 L2 B R2 B' L2 B R2 B U,,M U2 M' U M' U2 M U',42
B' R B F L R2 U2 F2 U R2 B U2 D2 F L2 B D' F' B2 D U' F2 R' U R,x2,F R' F U L2 U' B D2 R',L' U2 L' U L2,L2 U' l2 U' l2 U L2,U' U' F R B' U' B2 U B R' F' U,,M2 U' M U2 M' U M' U2 M',42
F2 L2 D' F' U2 F' D R' F U2 R' U B2 R L2 F R F' U2 R2 L' U' L' R2 B2,x2,D2 F L2 D' F2 R2 B' F' D2 R',U L U2 L' U L2,U' L U L' U2 L U L',U R' F2 U F2 U F2 U' F2 R U,,M2 U2 M' U2 M',40
R F2 L' U L2 U R F' U2 L' F2 R B2 U' L2 B2 L' D R F U2 F' D' L',x2,R' U' F2 L2 U2 B' L R' B,U L U' l U2 l U l2,L U' l2 L2 U l2 L,U2 U' F R B' U' B2 U B R' F' U',,U M2 U2 M2 U,41
U L R2 U2 D' B2 U F2 B2 L2 F2 D2 F2 B R' D' B' U2 F2 D' B2,x2,D F' R' U2 F' R2 U2 F2,l2 L2 U2 l2 U' L2,L2 U' l2 U' l2 U L2,U2 L' B' L F' L' B L F U,,U M U2 M U M U2 M' U' M2 U',42
B R' L2 U2 D2 B2 F L' R D F2 D' B2 F R' L D2 L' U2 B2 L' B2 D2,x2,D L2 D2 L D R2 D' B',U L' U2 L U' L,L U l2 L2 U' l2 L,U' L' B' R' B L B' R B U,,M U2 M U M U2 M' U' M2,40
L2 B R' B R' B D L2 F R' B' F2 R2 U2 D' R' U F' L D U F2 B U2,x2,R' D' R2 B D2 B2 L D2 B',L2 U' L2 U2 L U' L2,l U2 l L' U' l2 L,U L U' F D' F U' F' D F' U L',,M2 U2 M' U2 M U M2 U',43
U F D U F2 D2 R2 U L' R D F2 B' D' U B2 L R F2 B,x2,B2 R' U' L2 D' R D B,U L' U L2 U' L,L U L' U L U L',U' L' R2 D' R D R2 B2 U R' U' L U',,U M2 U M' U2 M',40
L U2 R2 L D' F2 D' F2 B' R2 B' D' F B D L F U2 D' R2 B2 D',x2,F2 L D' L' B' R' B2 L2 F',L2 U2 L U' l2 U l2 L',U2 L U L' U' L U L',U2 U2 R' U2 L2 D R2 D L2 U2 R' U',,U M' U2 M U' M U2 M U M2 U',48
B2 F' R L' B' R' U D R2 L F2 D F R D' U F B L R' B U D2,x2,B' L U2 B2 F D F U2 B2,L2 U' l2 L' U' l2 L',l2 U2 L' U' L U' l2,F R2 F L2 F' R2 F L2 F2 U U',,U M2 U2 M2 U,39
R' F D2 B2 L' U R L2 F' B' R' F2 R2 L' D2 R' L U' R2 B2,x2,B2 R D' F2 L F' U B,l2 L2 U l2 L' U' L2,l' L U2 l U' L',U2 F R' U2 R F' R' F U2 F' R U2 U2,,U2 M' U2 M U M2 U M2 U2,43
R2 D2 F2 L F' U L F L2 B' L F2 U B U D' B R2 D F' B' D' F' R2 B2,x2,F U' B' R2 U B' R' U2 B2,U2 l' U2 l' U' l2 U L,U' l' L U2 l U' L',L' B' R' B L B' R B U2,,U2 M U2 M' U M2 U' M2,41
R U' B R2 L' D2 L2 U L' B' L' D2 B2 U2 L' F2 L2 B F' D2,x2,R D L B' F2 D B' L' F',U' l2 U2 L' U l2 U' L2,L U' l' U2 l U' L',U U2 F B' U' B U F' U2 B' U2 B U2,,M' U2 M U' M2 U2 M2 U,45
B' F R' U' R L B' D F R2 B U' L' B' L B' R B' L2 F' R',x2,D2 F R' D' L R2 F2 D2 B',U2 L2 U' L' U2 L2,L U' L' U' L U L',U2 F R' F D2 B' L B D2 F2 R U2,,U2 M U2 M' U M2 U M2 U2,43
R B' R2 B L B F' D2 F' R2 F2 L2 U' R F2 U' B R' U' D',x2,U2 R F D F' L2 U' F2,U L U2 l2 U' l2 U L,U' L U l' U2 l U' L',U2 U B' U B2 D F' L2 F D' B2 U' B,,M' U2 M U' M' U2 M U,45
B R2 F D2 R' L2 B R D B' R' B2 D U2 L U' L D' F D' F' B2 U R' B',x2,F' U2 R' U B U L' D F,U' L' U' L' U l' U2 l,U' l U2 L' U2 L U2 l',L' U R U' L U R' U2,,M' U2 M U2 M2 U M2 U M' U2 M,44
R B2 D' R2 L U D2 L' B R U2 L B2 U2 B' F U' F U' B2,x2,B2 R F' R D' B L' R B2 F',l2 L' U2 l2 U' L2,U' l2 L' U l2 L2 U L',U2 L' B' L F' L' B L F,,U' M U2 M' U M2 U' M U2 M U,44
R2 L2 B L2 B U' L2 B2 F' L' R' U2 D' R2 F R' B2 D' U' L2 B,x2,B L2 R' F D B2 U B' R,U' L U2 L2 U' L,l2 L' U' l2 L,U2 R2 B2 L D' L D' R2 F2 L U2 L,,M U2 M' U M2 U M2,39
D R' U B2 L' D L2 F B2 U2 L2 B' U F D U L F D B' D2 F2 U B D,x2,D' L' B2 R2 D' B' D' L2 B2,L2 U l2 L' U' l2,U' l U2 l',U U2 F B' U' B U F' U2 B' U2 B U2,,U2 M U2 M' U' M' U2 M' U' M2,42
L U' R' U' D B U' B2 L' B2 U' L U B' F U2 R B' D R',x2,F' R D' F L U' F R' D2,L2 U2 L' U2 L U L2,L U L' U2 L U L',R' U' B L2 D F' D' F L2 B' U2 R U,,U2 M' U2 M' U M2 U M U2 M',46
R B' F' R2 U' L' R' B R D' U R' D R2 F2 B D B' L2 B2 U2 R',x2,B' U' F D2 L U F' L' B2,L' U' L U L U L2,L2 U' l2 U l2 U L2,U2 U' R' U' F U F' R U F U2 F',,U' M2 U' M U2 M,41
U L' F R U B F' U' F D' U2 B F2 U2 B D2 F' R2 B' D2 F,x2,R' D B' D' L R2 D B' F' R,L U L' U L U' L,L U L',U R2 B2 L D' L D' R2 F2 L U2 L U',,U M' U M2 U' M2 U' M,41
F D2 F' U2 B' R' U D2 L2 D' R B' U' B2 D L2 R' B D2 F,x2,L' D2 B L' R2 B R D F,U L' U L U L U L2,L U l' U2 l U L',U' L F2 L' U' R U' R' U2,,U2 M2 U' M' U2 M' U,40
U' D B R2 L U' D' L' R' D L U2 B' L B2 L2 F R' F B' L U R B F2,x2,F D2 R F2 R U' R' B' D2,l U2 l U' l2 L U L2,U2 l U2 l' U' L U L',U2 U' R' U' F U F' R U F U2 F' U,,M U2 M U' M U2 M' U M2,47
F' D' B' R' B' R L2 U' L2 D' L' U B' U D B' R' U' L U',x2,B2 D U2 B2 L' B' F2,L2 U' l' U2 l' L2 U l2,U2 L U l' U2 l U' L',U F R' F D2 B' L B D2 F2 R U',,M2 U M' U2 M2 U2 M' U' M2,44
L' F' R' F D' L B' F2 L F2 B2 L' D' R2 U2 D2 F L2 R' B' U2 F,x2,L2 R U' B D2 L' B,U' L U' l U2 l U l2,U2 L2 U2 L' U' L U' L2,R' F2 U F2 U' F2 U' F2 R U' U',,U2 M' U2 M,38
R2 F2 B D L2 B R D' F R2 U2 F2 R2 U' L' F L U' F U R' D' B2,x2,F' U' L F2 L U' B' F',L U L' U L' U' L2,U2 l U2 l' U' L U L',R U R' U R2 F2 R' U2 R F2 R2 U U',,U' M U2 M2 U2 M U,43
D' U' B2 U' B F D U' F2 B U R2 U B' F2 U' R2 B R' L F2 D' B' D,x2,R B2 L' D F' R' F D' R2 B',U' L' U' L' U2 L2 U' L,U l' L U2 l U' L',U' R B2 R' U2 R' U L U' L' R U',,M2 U M2 U' M U2 M' U2,45
R2 F' B2 R2 U' R L F B' D U2 L2 F' B R2 B' D2 F R' U2 B2,x2,U2 F' L' B F' L' R D,U' L U L2 U2 L,U L U L' U2 L U L',U' L2 R' D' L' D F2 L2 U L U' R U',,M U2 M' U M2 U' M U2 M,44
U' B' U L2 U' R2 L D R U' R' B2 R' D2 B' U' L' U' L2 D B R2,x2,D' B R' F' L' D' R B' R2,L' U' L U' L2 U' L,L2 U2 L' U' L U' L2,U U' F R B' U' B2 U B R' F' U2,,U M U2 M U M' U2 M' U2,44
F2 U D B' U' B2 F' L' B2 D2 B2 L' R2 B2 F R L2 D' R' L2 U2 R F2 U L,x2,L2 U2 B2 R' B D2 U B' F',L2 U' l U2 l' U2 L,U2 L U' l' U2 l U2 L',U2 L' B L F' L' B' L F U U',,M2 U M2 U2 M' U2 M' U' M2,44
F' L2 U' F' U D B L2 R B' L F L' F R2 U2 R' D U L,x2,D2 U' F' D' B2 F R' U2 B D2,l2 U L U L U l2,U2 l2 L' U l2 L,U' R' U' F U F' R U F U2 F' U2,,M2 U' M U2 M' U2 M2 U,43
U2 D' F' R B2 R' B' R2 F L' U2 F R2 F D2 U2 R2 B2 D R F D,x2,B' F2 D2 R' F U F' D' B2,U L' U L U L2,L2 U' l2 U2 l2 U L2,U L F2 L' U' R U' R' U,,M' U2 M' U M2 U,37
B L R' D' R L U D2 L2 B L' U2 D R' B2 D' U2 L D R,x2,F2 L U B' D L2 U2 F',U2 L' U2 l' U2 l U L2,U L U l' U2 l U' L',F U' B' U F' U' B,,U2 M' U2 M U' M U2 M U' M2,41
F' L R2 D' B' F' D' B R2 F B' U2 F2 R' F' L' U R' F R' L',x2,R2 D' F U F L D' R D2,L U' l2 L' U l2,U' l U2 l',U2 L2 F2 R' D' R F2 L' U L' U,,U' M U2 M U' M2,36
L U' F' U' B' U R2 B R' U2 R' F2 L' F L2 D R2 L' B' D,x2,L' D F' U B2 U L B' L F',U l2 L' U L' U' l2 U L,L U L',L F2 L' U' R U' R' U2,,M' U2 M U2 M2 U' M2 U,38
B' R' D' F2 U2 B' D' U2 R' D2 L' R' B L B' D B L2 R' D2 L2 U2 L B R2,x2,U2 F U' L U2 B' F2 D,U2 l2 U2 L U' L' U l2,U2 L U' l' U2 l U2 L',U R' U' B L2 D F' D' F L2 B' U2 R,,U M U2 M U M2,43
U F' R L' F2 D' R2 F D2 R2 B' D2 L' F' D U2 B F2 R2 D,x2,R2 F' D' U2 R2 F L' B F,l2 U' L2 U l2 L' U' L2,U L U l' U2 l U' L',U' R U R' U R2 F2 R' U2 R F2 R2 U U',,U M' U2 M' U M U2 M U M2 U M2,51
L2 U' L F2 R2 F U B R2 B L' D2 F2 U' F2 L2 D2 F2 U' R' L U,x2,U2 B' L D' L' U F2 R D2 B',U L' U2 L U' L,U' l U2 l',R U R' U L F2 L' U',,U M2 U' M U2 M U2,35
F2 U L' F' L2 R U' B L R D' R' D2 B' D' F' R2 D' B2 L' B,x2,L' U' B2 L D R B F' D2 R,U L' U l2 L U' l2,l U2 l',U' F R2 F L2 F' R2 F L2 F2 U U',,M' U2 M' U' M U2 M U,40
