scramble,orientation,fb,block_fl,block_bl,cmll,eo,L6E,total_moves
U F' B' U' F D F' D L2 D' F L2 U2 R F2 R D2 R2 B L D' F' B' U B',x2,B' U2 F U' B F' U R,l2 U' l U2 l U' L2,U2 l2 L2 U l2 L' U L',U2 U' F R B' U' B2 U B R' F' U,,U2 M2 U' M' U2 M U' M U2 M,45
U' L2 B2 U2 B F' R F2 U D2 F' B U' R F' U D' L R' F2 D U,x2,L B R2 F' R' U B D U2 F,l' U2 l L U' L2,L U L',U U2 F B' U' B U F' U2 B' U2 B,,U2 M' U2 M' U M2 U M U2 M',41
U2 D' L2 U F2 L D B R2 F2 R' U2 L2 F2 L B' D U L' D2 R2 B2 R F2 D,x2,L' D F' L2 U2 B F2 L' F' D2,l2 U' L U l2,l U2 L' U2 L U2 l',U' F R B' U' B2 U B R' F' U',,M' U2 M' U M2 U' M' U2 M,42
F' L B U' B D2 R L2 F B' D L2 D F2 R F R' F D' R' F,x2,B' F' D F2 L' B F2 D R' F',U L U2 L2 U L2,L2 U' l2 U l2 U L2,U' U B' U B2 D F' L2 F D' B2 U' B U,,U' M U2 M U' M' U2 M' U' M2 U' M2,49
D' L2 D B' D U' F' B2 U' F2 U2 D' F' D R' B' D' L2 R U2 D L2 F D,x2,B U F' R2 U' B D F',U' L' U L' U' L2,l U2 l' U L U L',U R2 B2 L D' L D' R2 F2 L U2 L,,M2 U' M' U2 M U M' U2 M',42
R' D2 L2 F R B2 D' L2 B2 R2 L' B D2 R L F D B D B2 F R' U D,x2,F U' R B2 D2 U L F U B,,L U l' U2 l U L',U B' R B2 L' D' L' D L2 B2 R' B U',,M U2 M U M U2 M' U M2 U2,40
R' U R2 U F B2 U' D F' B2 R' L2 B' F' U' B' R2 L' U' L2 R',x2,F L2 U F L R' F L2 B,U l' U2 l U L' U L2,l U2 l' L U L',U2 F R2 F L2 F' R2 F L2 F2 U U2,,M2 U M U2 M U M U2 M' U2,45
U2 R2 F' B2 L2 R F U2 R2 F' L F R U R' L2 F2 D' F' R B' F' D2 B,x2,L' U2 B' U B2 U R' F D2 B,U' l U2 l2 U2 l,L U l2 L2 U' l2 L,U' U R' F2 U F2 U F2 U' F2 R,,U' M2 U M' U2 M' U' M' U2 M U,45
U B2 U' R' F2 R2 U F2 U' B2 U2 R2 F' L' F2 D2 B R' L F',x2,F U B2 L U2 F' U' R B D2,U' L' U L U' L' U2 L2,l2 L2 U2 l2 L' U L',R' U' B L2 D F' D' F L2 B' U2 R U2,,M2 U2 M' U2 M U' M2 U,46
B2 D' F' L2 F2 L B U2 D2 F U' B F R U' F' U R' F B D2 R L',x2,L' U F' L2 R2 F2 D2 L' F,U' l2 U l2 U' L2,l2 U2 L' U' L U' l' U2 l',U F U2 F' U2 B' R2 F' R2 B U',,M' U2 M U M2 U' M' U2 M',44
U' D' F' L2 B' L B2 R' U' L R2 B U2 B R F' L' U' F' B2 R B' L2,x2,L' D2 U2 L' F' D R B' D2,l2 U' L U L' U l2,U2 l2 L' U l2 L,U U' R' U' F U F' R U F U2 F' U2,,M' U2 M' U2 M2 U M2 U M U2 M,46
L2 D' L D U L2 U F' B2 L2 D2 U2 R' L D2 F2 R2 D F2 R' B D2 R2 D2 U',x2,D2 B2 D F' R2 D2 R' B L2 F,L2 U2 L' U' L2,U2 L2 U2 L' U' L U' L2,U' F R' F D2 B' L B D2 F2 R U,,M U2 M U' M2 U' M' U2 M U2,45
R' F2 D' B' F2 U' R2 U' R2 F U D2 B2 F' D2 R' B' L' U' D' L2,x2,D2 R B2 R2 F' D2 R' B' R' D2,l2 U' l2 L U' L2,U2 l U2 L' U2 L U2 l',U2 L' R' U L U' L F2 L' U' F2 U R U,,,38
F2 L R2 F R' U' F' B2 D' B2 D' B2 F2 D2 B' L' F' B' U' R',x2,F2 D' R2 B' D' R F' R2 D2,L2 U L2 U' L,l' L2 U2 l L' U' L',L' U R U' L U R' U,,M2 U2 M' U2 M U' M2 U,37
D2 R' F' L' F B D' B' D2 R F2 D R' D U' L' F D' U' R2,x2,B' F2 R2 D2 U L B2 L' B R,U L U2 L' U' L U' L,U2 L U' l' U2 l U2 L',U U B' U B2 D F' L2 F D' B2 U' B,,M2 U' M U2 M' U M U2 M,48
U2 L' F D' U B D' L B U2 F2 U2 R F2 L B U2 L R' U D' R L2 B' R2,x2,L R U' L R' D F D' R',L' U2 L' U L' U' L,L U2 L' U2 L U L',L' B' L F' L' B L F U',,U M2 U' M' U2 M' U2,39
F2 B' U' F' D' L' D' B U' B2 U D' B L2 R2 U2 F2 U L' F' D' L D,x2,L2 R' D U' B' L2 D2 R B,L2 U2 L,U2 L' U l2 U' l2 U' L,U' U2 R' U2 L2 D R2 D L2 U2 R',,U M' U2 M' U M U2 M U2,40
D U2 L2 U' R F' D2 F2 D2 F2 U F2 U F B R' B D' B2 R D2 F2 R L',x2,R' B D2 L2 R F' U R D',L' U l2 U' l2 U' L2,U2 L2 U2 L' U' L U' L2,U2 R U R' U L F2 L' U' U2,,M U2 M U M2 U M' U2 M U2,44
B' D R2 L U' D2 F' D' B2 D U F' R' U2 B' F R' B U' D,x2,R F2 U2 L B L U R2,U l2 L2 U' L' U2 l2,U' L U l' U2 l U' L',U L' R' U L U' L F2 L' U' F2 U R,,M' U2 M U' M U2 M' U,44
F2 D' B2 L F' L2 B2 L B R' B2 R U' F2 R2 D R U' F R2 F2 B2,x2,U' B F' R' F' D' L' D',U' L2 U' l2 L U l2,l2 L2 U l2 L' U L',U' L' U R U' L U R' U2,,U2 M2 U M' U2 M' U M' U2 M,41
D2 L D R' L' D' U F D' R D R U D' B2 U2 F2 U2 B2 L2,x2,D U F' D2 L2 B' D' U' R',L' U' L U2 L' U' L,l2 L2 U2 l2 L' U L',R' U L U' R U L',,U M U2 M' U,35
U' R' L2 B' U B2 F L2 B' U' L2 B L2 B' D F B' D L2 F2,x2,L2 D' F' L' D' B' D' F2 R',L' U L' U' L,L U' l' U2 l U' L',U U2 F B' U' B U F' U2 B' U2 B,,U2 M2 U M' U2 M U' M2,41
R' L U B2 D' R' F R' L2 B R2 F2 D2 R' D L D2 U' F2 U,x2,R F U2 B L2 F D' B2 R,L' U' l2 U2 l2,U' l' L U2 l U L',B2 D F' L2 F D' B' U2 B' U',,M2 U M U2 M U M U2 M' U2,41
F' D2 F2 U D' F' D' R2 U L' R' U B2 F' L2 U' R L F2 U' D' L' B,x2,B R F L2 U B' R D' F',l' U2 l' U' l2 U' L2,U2 l2 L' U' l2 L2 U' L',F U2 F2 L F L' F U' R U' R' F' U,,U' M U2 M U M2 U2,44
B U B' R D U F' R' U L' F2 L2 B U' L2 R' B L' U F2 B U B L B,x2,D' B' F' L2 B2 D' U2 B' R,U' L' U L2 U' L,l2 L' U l2 L2 U L',U' L2 F2 R' D' R F2 L' U L' U,,M U2 M' U M' U2 M' U' M2,42
D2 F' D U B U2 B' D B L2 B2 L F' U' D2 R2 L2 F2 R' D2 U' B,x2,F' R D' B F L' F L D2,U2 l2 U' l' U2 l' U L,U l' L U2 l U' L',U B' U B2 D F' L2 F D' B2 U' B U',,U M U2 M U M U2 M' U2 M2,47
B2 L F2 D2 L2 B D F2 R U D' R2 L B R D U2 F2 L B' R,x2,U' L' F2 U F R D B' D,U2 l U2 l U' l2,U' L2 U2 L' U' L U' L2,U2 R' F2 L F2 L D' L' D L' R U,,U' M2 U M' U2 M U2 M2,43
D' L' B R' U2 L' F' R2 L F2 R' U' F2 L2 F U L' B R' L2 F R2,x2,F D' L B U R D U B,L' U' L' U L' U' L,U L' U l2 U' l2 U' L,U2 L' R2 D' R D R2 B2 U R' U' L U',,U2 M U2 M' U' M U2 M U' M2,47
L B U' D' B' L' B2 D2 L F U' B2 R F2 U R F' B' L' F' U2 B',x2,D' R2 B' D' L F2 D' F' R',L U2 l' U2 l,l2 L2 U l2 L' U L',U2 B2 D F' L2 F D' B' U2 B' U,,U M' U M2 U' M2 U' M,40
L' B2 F R2 L' F' U R2 F D2 L B2 D' L2 F2 D B R2 F2 R2 B U',x2,L' B2 U' R D' B' R B' D2,U l2 U L' U2 l2,U l U2 l' U' L U L',U' L' U R U' L U R' U',,M U2 M' U2 M2 U M2 U',40
R B R F R' U2 B' D R2 F2 U2 L F2 B2 U' B2 R B' R' F',x2,R F R2 D' U' B' L2 R D',U2 l2 L U' l2 U L,l2 U L' U L U2 l2,F U2 F2 L F L' F U' R U' R' F' U2,,M U2 M' U M U2 M U M2 U2,46
U L2 B2 R B2 D R L2 B D' F R' L2 F L U' F' D' F' D2 B R,x2,F2 D B2 R' D' B2 D' B,l U2 l U l2 U L,L' U l2 U' l2 U' L,U' L' B' L F' L' B L F U2,,U' M U2 M U' M' U2 M' U2,41
D2 R F B' D F' U' L2 D F' R' D B2 U B2 R F B2 R B' L,x2,B D2 U' B2 L2 D R' B F,L' U L2 U L' U' L,L2 U' l2 U l2 U L2,U L U' F D' F U' F' D F' U L' U,,U2 M U2 M' U M2 U' M2,44
B D2 B' L' F' U2 D2 L U F2 U2 L' R' F U D2 F2 U2 R B2 R D',x2,D2 B' D2 L F' U F' D,U2 L U L' U' L U L2,L2 U2 L' U' L U' L2,U' L' R2 D' R D R2 B2 U R' U' L,,U2 M2 U' M U2 M U' M U2 M',45
R2 L2 F2 B' R' D2 L F R2 L2 B' U2 R2 B2 D' U2 R B2 D2 L B D' B2,x2,B2 F2 R U2 F' U' R' B' F,U' L U' L' U' L' U' L,U2 l2 L' U' l2 L,U' R2 B2 L D' L D' R2 F2 L U2 L U2,,U' M U2 M U M2 U2,43
L' D' R F2 R D' F2 U' L2 D F2 U2 L' B' L2 U' F2 R2 D' R2 B2 D2 F,x2,U2 B' L B F R2 F D' U' B',l2 U' l2 U L U L,U2 l2 U2 L' U' L U' l2,U L F2 R' D R F2 L2 U L U2,,U2 M U2 M' U' M' U2 M' U' M2,46
L F' B' R D2 B2 F2 U F' L' U2 B U' F2 D F' D F L2 U B',x2,U' B R2 B2 D' L' F L' D2 F,U l2 U l2 L',U' L U l' U2 l U' L',U F U2 F' U2 B' R2 F' R2 B U' U,,M U M2 U2 M2 U M',42
R' L2 D2 L F2 D2 R' B L F2 U B' L' D' U' R2 B R' B U' B' L U' D2 B2,x2,L2 F2 L' D2 R2 D' B R D,l2 L U' L' U2 l2,L U' l' U2 l U' L',U' L2 F2 R' D' R F2 L' U L' U2,,M2 U' M U2 M' U2 M2 U,41
B U B' U' D2 R B2 L2 B2 D' B' U2 L' U B' U2 L2 D' F L D' L' U' F R,x2,D F2 R' B2 U F R2 B D,L2 U' l U2 l' U L,L U' L' U' L U L',U' U2 F B' U' B U F' U2 B' U2 B U,,M' U2 M' U M2 U M' U2 M U2,46
D2 R U' F2 U D' R' D U L U' B2 L B L2 R B2 F U' F' B' U B F,x2,D L2 B R' D2 B2 F' R2 B2,L2 U2 l2 U' l U2 l,U L' U l2 U' l2 U' L,L U' F D' F U' F' D F' U L' U,,M U2 M U M2 U' M U2 M',45
L2 U2 B D2 L2 U F' U B2 L F' L2 F B2 R' U' R2 B2 R2 L F B' L D2,x2,F' D F2 L R2 B' L' R D2 F,L' U' l2 U l2 U L,L U L' U' L U L',U2 U B' U B2 D F' L2 F D' B2 U' B U,,U M2 U2 M U2 M' U M' U2 M',48
F2 L2 R2 U D B2 U2 L B' F' U B U' L' R U2 F R2 F D R2 L B',x2,B U2 F U L U R F' D,,U' l U2 l' U' L U L',R' F2 L F2 L D' L' D L' R U2,,M U2 M' U M' U2 M U',36
U' L2 B L' D' R2 L2 D2 B' L2 B L U R U' R F' B L2 D R' F D2,x2,R' F R' U2 B' D R2 F,L' U2 l2 U L' U2 l2,l2 L2 U l2 L' U' L',U2 R' F2 U F2 U' F2 U' F2 R U' U',,M' U2 M U M2 U M2,41
F' D2 U2 F D R' D' B L D' U2 F B' L2 B D L2 B R' D' R D' L2,x2,B D L R' B R' U' R' B',U L U L,l U2 l',F' U' F U' F' U2 F,,M' U2 M' U M' U2 M U M2 U2,33
D' B U' F R D' F D2 F2 D' B2 L' D2 F B U2 R2 U2 F2 L B2 L R U,x2,B R' D R2 F U2 L' B' F',l2 L' U' L2 U2 L U' l2,L U' L' U l2 L' U' l2 L,U' L' R' U L U' L F2 L' U' F2 U R U2,,M2 U M' U2 M' U' M' U2 M,49
F D2 L2 D' R B2 D' L' D' F2 B' U F L2 D F2 L' D2 B2 F2,x2,L D' L D F' R B2 D F,l2 U l2 U L,l U2 l' U' L U L',U' U' F R B' U' B2 U B R' F',,M' U2 M U' M2 U' M2,39
R2 F' L' D2 L2 U2 B D U R U' D' L2 D2 U' B' F L' U B' F R,x2,F2 R D B L' U' B' F',L2 U' l' U2 l L2 U L,U' L U l' U2 l U' L',U2 F R' U2 R F' R' F U2 F' R U2 U,,M' U2 M' U2 M2 U' M' U2 M U',47
R' F U' F2 R D' L2 F L D L R B2 F' D U' L2 U B D2 U',x2,F2 U R F' U B2 F D' U B',L U L2 U2 L,U l2 L' U' l2 L2 U L',U B' R2 D L2 D2 F' D R2 D L2 D' B,,U' M' U2 M U' M2 U' M2 U,45
R2 U R F2 R F' R2 D' U' L2 D2 F2 D' R L2 B2 D' R' U2 R2 L B2 D,x2,L2 D R B2 U R2 B' D' F2,U l U2 l U' l2,L U l' U2 l U2 L',U' L' B' L F' L' B L F U,,U' M' U2 M U' M U2 M U' M2 U',43
B F D2 B' L2 B' D R2 B R B' U' F2 R2 B U2 R2 U B R2 D,x2,B' D' R F2 L' R B L' D2,l2 U l2 L' U' L,U l U2 l' U' L U L',F R' U2 R F' R' F U2 F' R U2 U',,U M U2 M' U M' U2 M' U' M2 U',46
R2 L U' L D' R2 D' R' L B' D' L' F' R' F' L' F' R2 B2 R' U R' D B,x2,B2 L' D' L2 U' F L2 U' F' R2,l' U2 l U' l2 L U' l2,U' l2 L' U l2 L,U2 B' R2 D L2 D2 F' D R2 D L2 D' B U2,,U M U2 M' U M' U2 M' U M2 U,49
R2 B D U2 L' F2 D R' D2 L2 U F2 R' F' U2 R L' U2 L' F R2 B' L B2 F2,x2,R' D' R2 F2 U2 L F D2 B',L' U L U L2,L U l' U2 l U2 L',U U R' F2 U F2 U F2 U' F2 R U',,M' U2 M' U M U2 M U',41
R' U' L R' F2 L' U2 L U D2 R' D' R U' L B2 R2 F2 B2 L U' R2 B2 R',x2,L2 R D' R U R' D2,U2 L U L2 U' L,U2 L U L' U' L U L',B2 L2 B R2 B' L2 B R2 B U,,M U2 M U' M' U2 M' U,39
D B' D2 B D L2 U2 L2 B D' U B' L2 F R2 U2 R' D B F' R2,x2,D2 F R' D B' L2 U' F' R2,U l2 L' U L' U l2,l2 U2 L' U' L U' l2,U2 B' R B2 L' D' L' D L2 B2 R' B U2,,U M U2 M' U2 M2 U M2 U2,45
D' L2 U F2 U' F2 B D' L U' F' B U F2 U2 F2 R' F R2 D2,x2,L2 F' R2 U2 B2 L F' D' B,U' l2 L2 U l U2 l,U2 l2 U2 L' U' L U' l2,U2 L' R' U L U' L F2 L' U' F2 U R U,,M U2 M U' M U2 M' U' M2 U2,48
R' D2 B U' R' B F U' B2 U' F' R U B F' L D' B' L' F R F' R' B U',x2,R2 D2 B2 F2 L B D' R2 D',l2 U' l' U2 l' L U L2,U L U' l' U2 l U2 L',R U R' U R2 F2 R' U2 R F2 R2 U U,,U' M U2 M' U' M U2 M' U2,47
D' L2 F' U' F' L' F2 B L' D2 R' U2 B2 R' B F' L2 D R B R L',x2,R2 D2 L' F' R D2 F2 L2 B,L U' L' U' L,U2 l U2 l',U' R' U' F U F' R U F U2 F' U,,U2 M2 U M' U2 M U' M2,38
B2 F2 L2 F L2 U' R' B D F L F' U R D2 U B2 R F2 R' D U,x2,L2 B U' R B2 D2 B2 F' D2,L' U' L,U' l2 L2 U l2 L' U L',U2 U B' U B2 D F' L2 F D' B2 U' B U2,,M U2 M U' M U2 M' U M2,43
L' U2 D2 F L' B D U' R D2 U' B2 D B L F' U R' U' D' L2 B,x2,F' L' B U2 R D U2 B U2 F,U L U L U' L2 U L2,l' L U2 l U' L',U2 B2 L2 B R2 B' L2 B R2 B U,,M2 U2 M' U2 M U' M2 U,43
D' L2 U F' U D' B2 L2 U L' B L R2 B D' B U' F B U L2 R B2,x2,R2 F U' L2 B R2 F' R' F2,l2 U l2 U' L2,,R2 B2 L D' L D' R2 F2 L U2 L,,M U2 M U' M U2 M U,33
B2 R D' R' L2 U L F2 U2 B R' L D2 F' D R' D2 U2 L F2 U',x2,L' R2 B' D B2 R' U R2 F,l2 U2 L' U l2 L U' L2,l2 U L' U L U2 l2,U' B U2 B D F' L2 F D' B2 U2,,M2 U2 M' U2 M' U M2 U' M2,44
F2 D R2 B2 R2 U' F2 B2 R2 U D' R' F R' F2 B' R' D2 L' U2 L,x2,D2 R2 B R' B2 F2 L B2 F,U l U2 l U l2,U' l2 U2 L' U' L U' l2,U2 L' F U2 F' B' U' F U B U2 F' L U2,,U M U2 M' U M' U2 M' U M2 U,48
F' B2 L U2 L2 U2 R2 U L R F2 R2 L' D U' L B2 U' F B D2 B' U D R2,x2,D2 B2 L R2 U B' F D B',L U' L2 U' L,l U2 l',U R B2 R' U2 R' U L U' L' R,,U2 M U2 M U M2 U' M' U2 M U2,39
U' R2 D' F D2 F' D2 R' D2 U' F R2 D' U' B2 U L F' D2 L' B2 D2 F,x2,U' L' U2 F' R2 D' L R B,U2 l2 U' L' U' l2,U' l2 L' U' l2 L,L U' F D' F U' F' D F' U L' U,,M U2 M' U' M' U2 M' U2 M2 U',43
L U' D R' B2 U' B' D' F' B2 R B F2 D B2 R U' L2 B2 R2 L,x2,F' R' D' U2 B D2 L U' F',l2 L2 U l2 L U L2,U2 l2 U2 L' U' L U' l2,U2 R' F2 L F2 L D' L' D L' R,,M' U2 M U' M2 U' M U2 M U2,45
R' D R' L2 B2 F2 D2 L' F L' B2 L' D B' F2 R2 F' B D' L B' U D2 R2,x2,B' U' L' U R2 F' R B' F,U L' U2 L2 U L2,U2 l2 L' U l2 L,U2 B' R2 D L2 D2 F' D R2 D L2 D' B,,U M U2 M U M' U2 M' U2,43
L2 D' U' L' D2 B F2 U2 L F L F2 U2 R F D U' F' B' L',x2,D2 L2 R' B' F2 U' F U2 B2,l2 L' U' l2 L2 U' L,L U' L',U L' R2 D' R D R2 B2 U R' U' L,,M' U2 M U' M U2 M' U,39
D R2 U' F2 D L' B' U' F' R F2 R' U' F' D U' L F2 R2 U2 B L2,x2,R' B' L' D2 U' B' D2 R D',L U L U L U L2,l U2 L' U2 L U2 l',U' L' U R U' L U R' U2,,U2 M2 U M2 U' M' U2 M,40
D' U B F2 D2 R' L' B2 F' D R F D' L R2 F' D' U' F2 B' D2 F L' D' B,x2,F' D' L B' D L2 D F',L' U L2 U2 L2 U L2,U' L U l' U2 l U2 L',U L' B' L F' L' B L F,,U M' U2 M2 U2 M' U',39
D2 B2 L U F2 U2 F L U2 F2 L U R D B U2 F' U R' D' B,x2,L R2 B2 R' U F D' R B',l U2 L' U2 l U l2,U2 l2 L' U l2 L,U2 L2 F2 R' D' R F2 L' U L',,M U2 M' U2 M2 U' M2 U,40
F2 R U2 R B D' U L D' F2 B2 L' R2 F' L' R2 D R' D' U2 B2 R' F L F,x2,U2 L B' U' R' B D U2 R2 F,U L U l2 U2 l2 U L,l2 L' U l2 L2 U' L',B2 D F' L2 F D' B' U2 B' U,,U2 M2 U M' U2 M' U2 M2 U M2,45
D F2 U2 L' F' B R2 F' R' L' U' D L D' B F D' R2 B' U',x2,B F2 R' U' F2 R' D2 R' B',l U2 l' U L' U' L,U' l2 L' U' l2 L2 U L',F' U' F2 U F2 U' F',,M U2 M U' M2 U',37
L' U2 B2 U R' L U F R2 D2 F2 B' U F R B' D' R F R2 D2 F' D2,x2,D2 B' F L D' L B2 L' B',l U2 l' L U L2,L U' l2 L2 U l2 L,R' F2 L F2 L D' L' D L' R U2,,U2 M2 U M' U2 M U' M2,41
D' L' R2 D F2 L2 D U F' U' B2 F' R D U' R2 D F2 D2 F' L R,x2,L' D' F2 R2 F' L2 F D2,U' L' U L U2 L,U' l2 L' U' l2 L2 U L',U R2 F D R2 U D' R2 F2 U' F' R2,,U2 M U2 M U' M' U2 M' U',43
U F' B' R' B F2 L2 U' F' L2 D' U' B' U' B2 D2 R2 F' D' R' U2 F2 L U2,x2,D R' U2 R2 B' R D' B' F,U' L2 U l2 L' U' l2 L',U' l2 L' U' l2 L2 U L',L' U R U' L U R' U',,U' M' U2 M' U M U2 M,41
F B L B' R' D2 L D2 F2 R D F2 R L2 B' L F2 U2 B' R2,x2,R2 U2 R' B F U2 R' D2,l2 U' l' U2 l U' l2,U2 l2 U2 L' U' L U' l2,U' F R2 F L2 F' R2 F L2 F2 U U2,,U2 M' U2 M' U' M2 U,42
F2 L' B2 L B2 F' L' D' B' U2 R2 B2 F2 R' L B F R2 D2 F' D',x2,B L' F' U' R2 B D' F2 U2 R,U' L' U' l2 L' U' l2 L',L U L',U' R2 D' L F2 L' D R U2 R U',,U M2 U' M2 U2 M' U2 M,40
B' L D' U B2 D2 L' D2 B2 R D' B2 D' R' U' L R2 D2 L' F2 L' F2 U R,x2,D R' U' L D' B2 U2 B R2,L U' L' U' L U' L2 U' L,U' l U2 l' U' L U L',U R B2 R' U2 R' U L U' L' R U,,U M U2 M' U2 M2 U' M2,46
L2 R2 B U' B U' F2 L B2 R2 B' U2 R U D' R' L2 D' U' L U2 F R D2,x2,B' D2 R F' L' U2 B D2,U2 l2 L' U' L' U l2,U' l2 L' U l2 L2 U L',U' R B2 R' U2 R' U L U' L' R U2,,U2 M' U2 M' U M2 U',42
R D F' D F' R F U L2 U2 R B' L2 U2 B L2 U2 R' B2 R' L2 B2 D2 L,x2,L' D U2 B' L D2 B' F',L' U2 L' U' L U' L,l2 U2 L' U' L U' l2,U B' R2 D L2 D2 F' D R2 D L2 D' B,,M U2 M2 U2 M' U M2 U',43
B' U' D2 B' F U R' D R B' U' D2 B' D B' R' B2 F' R L D2 F2,x2,U' B' F U B R F D2,L' U L U' L U L,U l2 L' U' l2 L2 U L',U' F R' F D2 B' L B D2 F2 R,,M2 U2 M U2 M,39
R' D2 L2 B' U' F' R' F2 B U2 L2 U2 D R' F R B R B' D' U B D F2,x2,L2 F' U2 L' D' R F R2 D2,L2 U' l2 L' U l2,U L U L',U' R2 D' L F2 L' D R U2 R,,U' M U2 M U' M' U2 M' U2,38
B2 L B2 U' F2 D F2 U2 L2 F B2 U2 D' L' R B' L2 R2 B' F2 R2 L2 B U,x2,R2 D R D F L2 U' B2 R,U L' U2 L2 U' L,U2 L U l' U2 l U' L',U R2 F D R2 U D' R2 F2 U' F' R2,,U M' U M2 U' M2 U' M,43
F2 R' D' F' L F2 D' B2 D U B L2 F2 D' L2 F D2 U L2 R U' B R D2,x2,B' F L2 D' B' U' R' U' R',l2 U l U2 l U' L2,U' l U2 l',U2 R2 D' L F2 L' D R U2 R U2,,M2 U' M' U2 M' U' M U2 M' U2,41
D2 L R' D2 L2 U2 F' L' R2 U' F2 D' B' R2 L' F' B' D2 B2 F' L' F2 D R2,x2,B2 L2 F2 L F R2 D' B R,l' U2 l' U2 l2,l2 L' U l2 L,U R U R' U R2 F2 R' U2 R F2 R2 U U,,M U2 M U' M U2 M' U M2,42
L2 R2 U F2 D2 F R2 B2 F2 D' L' R D' U' F' B R2 B' U' B2 U',x2,R2 F2 L2 U L' R' U B' D,l2 L' U l2,U2 l2 U2 L' U' L U' l2,U2 B' R B2 L' D' L' D L2 B2 R' B,,M U' M2 U' M2 U M' U,41
R' D' F L' F2 U' B2 D2 R B2 U' R2 F2 D' B' F D' B2 R D2 U L',x2,B' U' R2 B2 F R' D2 R' D',L U L' U' L U' L,U2 L2 U' l2 U' l2 U L2,U U' R' U' F U F' R U F U2 F' U',,U' M U' M' U' M' U' M U' M U M',49
F' R D2 F U' L' F' D R' L2 D' F L B2 D2 B' L2 F2 D' F,x2,L U' F L' U' B2 F L' B',l2 U' l2 L2 U' L,U L U L',U L U' F D' F U' F' D F' U L' U,,U2 M U2 M' U' M2 U M U2 M U2,43
F' B' R2 L D2 B F' U2 D2 F D2 F' D2 F2 D B2 R' L D' U B' F L' D,x2,D2 B2 D R2 U B L D L2 F',L' U' L' U l2 L' U' l2,l U2 l' U2 L U L',U,,U M U2 M U M2 U' M' U2 M U',37
D2 F L U F R2 U L' U' D' B2 F2 R2 D2 L F' B2 R2 D2 R2 F',x2,R' F2 U L' B' D2 F' D B',U L U' L' U L U2 L,L U L' U' L U L',U U R' F2 U F2 U F2 U' F2 R U',,U2 M2 U' M2 U',41
B L' U R2 U2 D2 L2 F' L2 D2 L2 D' F2 L D L2 F2 L F D2 B2 L2 D2 U2 B2,x2,U2 F2 D B F' L' F' U' B,U2 L' U' L U' L,U' L2 U2 L' U' L U' L2,U U' F R B' U' B2 U B R' F' U2,,M2 U2 M' U2 M' U M2 U M' U2 M',46
L' F L2 U2 D' R' D' L2 B2 L2 D F' R2 F2 U' B U' D B' L R D2,x2,L2 U' B2 R' B' L2 F,L2 U' L' U2 L2,U2 l2 L2 U l2 L' U L',U2 L' B' R' B L B' R B,,U M U2 M' U M' U2 M' U' M2 U',40
U R' F D2 U L' R B2 F D' U' L2 F' U' L U L2 F L D F2 B',x2,L2 D' F U' L2 F R' U' B2,U L' U' L2 U' L' U L2,U L' U l2 U' l2 U' L,U L2 R' D' L' D F2 L2 U L U' R,,M' U2 M2 U2 M U' M2 U,45
F B2 U' R F2 L2 R2 D2 B F2 L' U' D F U B U' B L2 B' L2 R D2 U2,x2,U2 F2 L' B L' U F D2 R,U l L' U2 l' U' L,U' l2 L2 U l2 L' U L',U2 F R' U2 R F' R' F U2 F' R U2 U',,U' M2 U2 M U2 M U' M U2 M',47
L2 F' B D2 L' R2 B F D' R U2 D F2 R' U' D' B L2 B' U',x2,D' R' D R' D' F' L U' F',U2 L' U2 L U L' U L2,U' l U2 L' U2 L U2 l',B' U2 B' D' F R2 F' D B2 U2 U,,M U2 M' U M2 U M U2 M U2,46
D' F' B D L' D2 F B2 D2 B2 L D B2 L' U' R' L' U B U2 L R2 F L,x2,B2 U2 B' F D2 U B' D2 R',L' U' L2 U L2 U' L,L U2 l' U2 l U L',U' U B L2 F' D F' D' F2 L2 B' U2,,U2 M U2 M' U M2 U2 M2 U,44
U2 B' F L U F' B2 U2 F B2 U2 F2 R' U' L R D2 B R' B2 U2 R2 B' L,x2,F2 U2 B' R2 U' B2 D' L' B,U2 l U2 l U' l2,L2 U' l2 U l2 U L2,U2 R U R' U L F2 L' U' U2,,U2 M U2 M' U' M2 U M U2 M U2,43
F' D2 F U' B' R' D B2 R U L2 F L U F D' R' U B' F2 R' U L' R D,x2,D R U2 L' B' U L2 D',U' L' U' L U' L,U L U l' U2 l U2 L',U' R' U' B L2 D F' D' F L2 B' U2 R U',,U M U2 M' U' M2 U M U2 M U',47
F L D2 F2 U F' R2 D' R2 B' R U2 F2 L' R2 D U' R2 F' U',x2,U' B' L' B F D' L B2 D,L2 U' L2 U' L' U' L,U L U l' U2 l U2 L',U R U R' U L F2 L' U' U,,U' M U2 M U M' U2 M',42
D2 B' R2 L' F' R' B2 R D U2 F2 L2 D' U B L2 D U2 L2 U D2 B' L2 D',x2,L R2 B U2 R2 D2 B',L U L U L2 U2 L,l2 U L' U L U2 l2,U2 L' R' U L U' L F2 L' U' F2 U R U,,U M2 U2 M' U2 M U M2 U2,44
L F2 B' D U R L B' D2 R' B' R2 L B' F R2 U2 R' U' R U2,x2,U B' D2 L2 B L R' U B D2,U L U' l2 U' l2,U2 L U L',U2 U' F R B' U' B2 U B R' F',,M' U2 M U' M U2 M' U,39
