scramble,orientation,step_0,step_1,step_2,total_moves
F L2 U2 F B' R L F' U B F2 U2 L B' R' B' U2 B' F U',x2,U R D' B' L2 U2 F2,R' F L' B U F U' B' R U' L' U' L2,B U2 L' D' L' B2 L' B2 L D L U2 B',33
U' D2 L2 R2 F2 L U' D2 F B2 R2 U F' U2 F2 U' R D2 B' F' R' F2 R',x2,F' D2 B' U R' B D',U F' D R U2 B U B2 R F R B D',F2 U2 F2 L' F U' B U L U' L B' F' L',34
F R B R U D R' B L R' B2 R U' D' R2 F B' R B2 U' R L B' D2 B',x2,F2 D2 L' B R2 F D2,L' F L F' L2 D2 U2 L' B2 L D2 U' L2,L D2 U' F' U B D' R' D B' U' F D2 U L',35
L R B2 L2 R D F' L' D2 L2 F R' L' F' R B' U2 D L2 U' R2 B2 D,x2,R' U F2 L' D2 B L,R' F D L D' L U L' R2 D' L' R',D2 B F' R' B2 F U B F2 D' B' F2 U' B D',34
B2 D2 B' U F B' D2 R2 U' D2 R' F' U' L2 R B' L2 B2 D F U' F D' B' F2,x2,L2 D2 U B U R F,U' F' D R' U2 F U2 R2 F2 U' F' D',F U F' U L U2 F L2 B' F' U' L' U' L B L2,35
R2 F U L R2 F D U2 F2 U' F2 R2 L B2 D2 F B D' R F2 R2 L2 B U',x2,R2 F' D2 R' B,D R' U' L' R' U2 L R2 F U' F' D',R U2 F2 L' F L2 R' D2 L R U B' L2 U2 R' U',33
F2 U' R2 D' R F' B2 U2 L B' F' L' F' R' B2 U' B R' F2 D R2 F2 D2 B2 L,x2,U' R' B R2 D2 U' R',L R U R U' B2 R D R B D2 L' F2,B' R' F' R B2 L D' L B' L U' L2 B L' D B',36
