scramble,orientation,step_0,step_1,step_2,total_moves
B2 F2 L2 U2 L' U' R2 U' F2 L F' R2 F' B L2 U L' D2 B2 L2 D',x2,L2 U B2 R2 D' B' U R' B2 U2,D' U L' F' R U L' F L U R' U' F,F U' F' L' B' R' U R B L,33
B2 R' U' L F U' R U' L' B' L' R F2 B' R U' D L' B' R L D' L',x2,B' F L' U R' D2 F L2 R2 D',L U L2 U B D B D F' D B' L2 D' B',L B D2 R2 F2 R2 F2 R2 F2 D2 B' L',36
F2 D2 L R B' F R2 F' B D2 U' L B' F' U' R2 B R2 F' B2 L',x2,D' R' D2 B L B2 U' R2 D',B R' B U' R F U' F R2 U2 F' R B2,L2 U2 B' U' R' F' U2 F U R B L2,34
L' F' L B2 R2 F' D2 R' D' B2 L F L' U D L' D2 L F R' D,x2,L' U2 R F2 L' U B L2 U',R B F U L2 D2 B U' F L R B2 L U2,L2 U' L' R B L B' L R' U L,34
F R B2 L' B2 L' D' B2 U2 F' L' U R' L F B2 D' L B' L2 B2 D2 U R F',x2,D2 R2 U' B2 R' U R2 B' U2,F L2 F D U' F2 U F D' R2 D L' D2 R2 F2,L' B F' D L' D' B' F L U,34
L2 D L F B2 D B2 U F' L' U2 L' F R2 F2 R2 D' L2 U' R L' U R F2,x2,D2 L' U2 F L2 R B2 D F',F' U F' U' B2 U2 F D U' F' R D' F2 U2 B2,L' U2 F R U B U2 B' R' U' F' L,36
U2 D L' R2 U' R D2 F2 D' R2 D2 R2 U' R D' R' B R2 D F B D',x2,U2 B' R' U L R F2 L D U,B2 D2 R F2 L D B2 U2 R' D B' L2 B D R2,U2 F R U2 R' U' F' L U2 L2 U2 L' U',38
D' U2 B2 L2 B L2 B F' R L' U F2 B2 L2 U L U L' R' B2 R' D2,x2,F' L' D U L' U2 R B' F2 L',F L F R B U B' U2 B L' R' U' F2 L2 U' F',U B2 R2 F2 D' F2 R2 B2 U2,35
L' U D2 R' L' F R2 F R2 F' D2 L2 D2 U2 L2 F2 U' B2 R' L' D' F2 U',x2,F L2 F2 L2 B' D' B D' B R,U L2 U F L F2 R2 F L' D2 F R2 F U' B L,L' U B D F L F' D' B' U',36
B F R2 B2 U F B2 L' U D2 L' U R D2 R' U2 D' F B2 D2 B L' F' R2 L2,x2,B2 D' L2 B L' B' L' F2 D2 F2,F2 U2 R' F' D' L D2 R2 U' B' R' F U' F2 L F2,L' B2 D2 F2 R F2 D2 B2 L2,35
