scramble,orientation,step_0,step_1,step_2,step_3,total_moves
F L' F2 D' R' F B' L B2 U' L2 B' R2 L2 D F' R' D2 B2 U' L U D2,x2,F' R' F2 R D' L,B2 D' U' L R' F' L R' U' F2,B' L' B F2 U' R U F D F D',B R F' U2 F D B' R2 B D' R' B',39
F2 U2 R D' R' D R F2 B' D' L R' B' R' U' F' U2 R' B' L R',x2,F D2 L R' U' B',R D' F D2 U2 B' U2 R',D' B2 U' L' B R F R' B' L' U B2,B U R' F R2 F2 R' U F U2 B' R,38
D F2 U2 F2 B L2 D2 U R2 F R B L' B2 U2 D2 F2 R' B' R2 F2 R2 F' U',x2,B F L' U' L2,L U B' L D L' U' F' D',R F' L R F L R' D' L2 F R',D B2 U R' D2 F2 L2 D L U2 L' F2 R2,38
L2 U2 L2 F L' R' F D' F' R' D2 B2 D2 F' D' L' B2 R2 F' L',x2,B L' F U2 B D F2,B2 D F' U F2 L2 U2 L2 D' L U',R' B R' F2 U F' R F R' F' R B',D2 U R' D2 R2 F L' F U2 L F2 R' U',43
R2 D U' F2 B L2 B' D' L2 R F L' R' D2 B2 R2 D R' U L' U F',x2,L' R' B2 U B',R U R2 U L2 R2 U' F2 R',R' D F' D F D2 F2 R F2 R D,R2 D2 R D' R D B' D B D R2 B' D2 B,39
R2 U2 F2 D2 R' B' D' B2 R' B' L' B R L F2 L B2 R' D2 U R2 U' B' D2,x2,D2 F U2 L D2 L2,L' D R D B2 D' R2 U2 B' F U,L2 D2 B D' B' L' D2 L' F L F' L',D' F2 D2 B' L' D2 L D2 L F L2 B F D,43
R2 D' F' R L2 F' R' U2 F D2 L R' F2 U2 L B' R2 B F' L' F L R2 U' B,x2,R' D' B2 U2 F D' B',D2 U R' D R2 B2 L R' D U F',D2 L' U' F' D U2 B2 D2 U' L D L,L' R2 U' F2 D2 B U2 B D2 F2 U' L R2,43
F R U2 D' F2 D2 F U R2 D' U' R B2 R2 D2 R2 B D' U L' F R' U' D2,x2,L' D U2 R B' D R,B2 L D L U L D' U' B' U2 L',R' B R' U F2 U' F2 U2 F2 R2 B',R2 F' L2 F2 D F' D' F L' F L F L2 F R2,44
U R L F U L2 U2 L R2 F2 R2 U2 F2 B2 R2 F2 R' U' L' F' D,x2,U2 R2 D B L F2,D' F' D2 U L F D2 U' F R',B' L2 D' L2 D2 L F' D F D B,B D' F' U F' L2 U L U F' L F' D B' R',42
L' U' F' U D2 F' D U R L' B D R' U F' R2 B2 L' U D' B2 F2 D' B2,x2,D L' D2 B R2,F' L U B' L D L' U',F' D F D B' L' D' L' B D,B' D' F' L2 F U' R U' R B' D' R2 D U2 B D,39
R2 B2 R' B' L D' R2 U2 R2 U B' R U F L' U' D2 L' F L2,x2,R F' D' F2 U R',R2 B' L2 R2 U' L2 R2 B R' D',R2 F' R2 F2 R F' D' R' D F',U R F' L U R U' L' R' F R' U',38
R2 B U' B' D L R D2 L U B' U R' F' L' F' U L' R2 B' U B U,x2,F' D2 R U2 B' R U',R B R B' U' B' D2 U,F' D R D' L B R2 B' L' R' F,D2 R2 D' L' D R2 D' L D',35
L F' D2 B D' U2 R' F2 D U2 F R' B2 R' F2 R2 D2 U R U' L2 D2 F2 D2 U,x2,U B2 D' R2 B D',D' U2 R' U' L' U B' L2 R U2 R,R B2 F U' B' R2 B U F U B2 R',R' B F D' F2 U' F2 D' F U F' D2 B' F' R,44
U' D2 R2 D' R' F' D' L B F L' R F' R2 B' R' F2 D L' R U' F,x2,F2 U2 R' D' L' D' U,F2 D2 B2 F U L D L2 U,D' F2 D L R' D' L' R F U' R2 U,F L' R2 F D2 B D' B' D2 L2 F' D L R2 F',43
U2 B2 R' F2 U2 L2 R U' F2 D2 U2 L' R2 F2 B2 R F2 R' B' R,x2,D2 F' D L U F2 L2,U' L F2 U L B R U2 F U F,R B2 U2 F L U2 B2 R D R' D,D2 B R2 B' D R D R2 D2 R D' R2 D2 R',43
U L2 U D' R' D2 U F' D2 L B L B2 L' D L' D R' U2 F2 U' F',x2,U2 B2 L F R' F2 U,F2 L' D' B R2 B' D' L F2 L,D' B F' R F' R' B2 F D2 B D F,D B' D' U2 F D U F2 U B D' L2,41
F2 U F2 D2 L' U' F' B' L D L2 B2 F2 R L D2 B R2 U' D' L U,x2,D' L2 D B' D R,F' R' D2 U F' D' U2 R U,B R2 D R' U R' D' F U' R2 B',D L B D2 U' F R' D2 R D' U B' L D' L',41
R2 D R F L B' L2 R D U2 F' R D L' U2 B2 R2 F2 U2 L' R2 D' F2 B2 R,x2,D2 R2 B' R D' F2,B2 D2 U' R F' L U' B' L F' U2,D F R D R' F2 D' B' F L D' B,B' D L' U' F2 U L D U' F' D2 U B' L' B2,44
B2 R2 B F R F R' F' U' D2 B' F' L2 R U' B' L2 R' D2 B' U2 F',x2,D2 L2 R' U B' D L',U L U B2 D' B U' F2 L' U' R2,B' L2 B' L2 U' L' U L B2,B F2 L B2 F' U2 L D' L' D U2 B2 L' B' F',42
L B2 U B' U' L B' R B2 U2 F U' B F2 D2 L' R B L2 D2 R B2,x2,B2 L2 D' R B' D L',D R B2 F U' B' L2 R' F U2 R',L D R D L2 R2 B R B' L' D' L2,B R B2 F2 L' B F L2 B' R F R' U2 B D2,45
