scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
D' U2 B2 L2 B L2 B F' R L' U F2 B2 L2 U L U L' R' B2 R' D2,x2,F2 L2 R F L' R2 F' U2,L2 U' F U' F D2 F' U2 L,B' L D' U B2 U' L' D L2 B,B2 D L B' L2 B2 F' D B2 D F D' B',D' U' L2 U2 L U' L' U' L2 D F U F',53
B2 F2 L2 U2 L' U' R2 U' F2 L F' R2 F' B L2 U L' D2 B2 L2 D',x2,F R2 D' R' U' R' U,U2 B2 U' L D2 U' F D F,F L B' L' D' B' D B F',D' L F D' B' D F' U' L U L' D,U B2 D R' U2 F' L F L U2 R D' B U',51
F2 D2 L R B' F R2 F' B D2 U' L B' F' U' R2 B R2 F' B2 L',x2,F' L D2 U2 F2 U B' U F,B U L' D' L R' B2 U R2 U2,D2 B2 L2 B L' D L B' L2 B2 D2,B L2 F L' F' L2 B L B2,F2 R B F' U2 B' F R F2,48
L' U D2 R' L' F R2 F R2 F' D2 L2 D2 U2 L2 F2 U' B2 R' L' D' F2 U',x2,R B L D2 U' B' D' F',F2 D' F' U' R U2 L2 D U',D2 F' D' R' F' R' F R D' F,U2 F2 D R D' R' F2 U2 B' R' B R,D' F L2 D' L2 D F2 D U' F' U' R2 U2 F2,53
L' F' L B2 R2 F' D2 R' D' B2 L F L' U D L' D2 L F R' D,x2,L2 R B L2 B2 U F,B' L2 F' L2 B U2 B2 U2,L2 B2 L2 B' L2 U B U' L' B,D2 L B' D' B D B L' B' L' B D2,D2 L' B D2 F' R F' R' F2 D2 B' D2,49
B F R2 B2 U F B2 L' U D2 L' U R D2 R' U2 D' F B2 D2 B L' F' R2 L2,x2,B L F2 R2 U L D2 B',U R B D B' U' B' L D',L2 R2 U B' U B L2 R' F R' D2,B2 F' R' F L F' D R F L' B2,R2 U R U' R2 D' R F U' F R' F2 R' D,53
U2 D L' R2 U' R D2 F2 D' R2 D2 R2 U' R D' R' B R2 D F B D',x2,L2 F L U B F2 L2 U',F2 D2 U L' U' F D2 F2,L' B U' L' U2 R D' R' B' U' L2,D2 R' D B L B' D' F U' F' R D2,F2 R' B F' U2 B' F R' F2,48
F R B2 L' B2 L' D' B2 U2 F' L' U R' L F B2 D' L B' L2 B2 D2 U R F',x2,F2 L2 D U2 B' L' F D,F' D' L U' L U' B' D' F' U2,L2 B' U2 R' F R U2 L B,D L' F' R' B' R B D B' D' F L D',,40
L2 D L F B2 D B2 U F' L' U2 L' F R2 F2 R2 D' L2 U' R L' U R F2,x2,U2 B2 F U L' U' F R2,U2 B R D' U2 F' D L2 F L2,R' F U B F' L' B' R,F L' F' D' B' U' L U B D,L' D B2 D' L B' D' U2 F' R2 F D U2 B,50
B2 R' U' L F U' R U' L' B' L' R F2 B' R U' D L' B' R L D' L',x2,L' R F2 U' B R D2 F2,B' R2 D' B2 D L R2 B D',L' B' L2 B R F L' F' R',U' B' R2 D F2 R2 B2 U L2 B' U,L' U2 R' U R2 U2 R' B' R B U' L U' R' U,52
