scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
D' U2 B2 L2 B L2 B F' R L' U F2 B2 L2 U L U L' R' B2 R' D2,x2,F D2 F' D' L,B2 R2 D' R' D' R' B D2 B U',L U B U' L' B' D' B' D,U' L' R' F' U2 R2 U2 F' L R F2 U,R F' U' R' U2 L D' F' D L' U' R2 F,49
B2 F2 L2 U2 L' U' R2 U' F2 L F' R2 F' B L2 U L' D2 B2 L2 D',x2,D2 R' F2 R2,R2 D2 U' B' U' B2 R D2 B' R2 U' B,L' F2 L' B' R2 B U2 R U' L2 R2,U' F D2 F2 R F2 D2 F2 R F U,R' F2 U L' U L U2 F2 R' F' R F R,51
B2 R' U' L F U' R U' L' B' L' R F2 B' R U' D L' B' R L D' L',x2,F U2 B2 L2 U',B' L2 U' F' R2 B L R2 D2 R2 F,D B2 R' B' D' B' D B L U2 L' R,B' D' B F' L' B F' U B' F L F,R' U R U' R B2 L' D L B2 R',51
L' U D2 R' L' F R2 F R2 F' D2 L2 D2 U2 L2 F2 U' B2 R' L' D' F2 U',x2,R2 D U L' D,F L2 D B D2 B D F2 L R' F,F' D R2 U F2 U' R F D',B R2 B' F R D' U F' D' U' F',B2 D' R D B' L' R F' R' F D' L B' R',50
F2 D2 L R B' F R2 F' B D2 U' L B' F' U' R2 B R2 F' B2 L',x2,U' F L U' B2,U2 L F L R F' U' L2 U2,L D' B D2 R' B2 R D2 B' D L',L2 U' F2 L2 B2 D' R2 B2,F D2 U2 B' L B D2 U2 F' R',43
B F R2 B2 U F B2 L' U D2 L' U R D2 R' U2 D' F B2 D2 B L' F' R2 L2,x2,D2 U' B L2 D,B2 U' R U2 L U F2 L' D2,L D2 L' B R2 F' R' F2 R' B',B' D' F2 R2 F2 D' R2 F2 R2 B,R' F' R U' B U' B' U2 R2 F R2,45
F R B2 L' B2 L' D' B2 U2 F' L' U R' L F B2 D' L B' L2 B2 D2 U R F',x2,B' R' F2 U' F' D2,B' D' F2 R' B2 D' F2 U L B',L R D R' D B D' B2 D' L',F' R2 F2 R' B' F D B F R2 F,R' U R U' R B2 L' D L B2 R',48
L2 D L F B2 D B2 U F' L' U2 L' F R2 F2 R2 D' L2 U' R L' U R F2,x2,L B2 R' F2 D',F R F2 L' R2 B' R2 F D' U B,L R2 U R B L' D' B' D R D',F D2 R' F2 D2 F2 R' D2 F,,36
L' F' L B2 R2 F' D2 R' D' B2 L F L' U D L' D2 L F R' D,x2,U' B F2 L2 R B,F' U' F2 L D F2 L2 U L B2 F,L' U2 R F2 R' U2 L,F D2 R' B' F D B2 F2 R2 B',D2 R2 F2 L' U L' U' L2 F2 R' D' R' D2,47
U2 D L' R2 U' R D2 F2 D' R2 D2 R2 U' R D' R' B R2 D F B D',x2,D' L B' F2 L',L B' U2 L2 B2 L2 B L' B U' B',L' R' B' U R B F L U' F',B' L2 D' F2 L2 B2 U' B' F D2 F',U' L2 D' L D' B' D2 L B' U R B R',50
