scramble,orientation,step_0,step_1,step_2,total_moves
F L2 U2 F B' R L F' U B F2 U2 L B' R' B' U2 B' F U',x2,D' B L' B L' U2 F U,B' L' B U2 B U B2 L B U2,R' B L F2 L F L2 B' R U2,28
U' D2 L2 R2 F2 L U' D2 F B2 R2 U F' U2 F2 U' R D2 B' F' R' F2 R',x2,U' B' F' L2 D F' R U R',L' D' L F' D2 R B2 R B' D' F2 L F',R2 U' F R2 D U' R2 D' U2 F R U' R U,36
F R B R U D R' B L R' B2 R U' D' R2 F B' R B2 U' R L B' D2 B',x2,L2 R B F2 D L' R' F L,U2 L B' L2 U2 L2 B L' B2 L' B2 U2,B2 R F' R' B2 R2 F2 R' U2 R U2 F' R',34
B2 D2 B' U F B' D2 R2 U' D2 R' F' U' L2 R B' L2 B2 D F U' F D' B' F2,x2,D' B' U F2 D' R B R B',B R' U' L' F2 U L U' F U R B',B2 L U' F' U L' B' U2 R U' R' U' B',34
R2 F U L R2 F D U2 F2 U' F2 R2 L B2 D2 F B D' R F2 R2 L2 B U',x2,U2 L2 R2 F' D B2 D' L2 R' U,F U' B' U' B2 F' D L2 D' L' B',B2 D B' R' F' U F U R B D' U' B2,34
F2 U' F' D F2 R2 F L' R' F2 R B R D2 U' R2 L B2 L' F L' B2,x2,D U B R F2 U R B2 R F',D F' U L D2 L B' R B D2 L2 D' F',L F2 U2 B U2 F' U' B' U2 F U' F2 L',36
R B U2 B' R2 L B' R2 B2 D' U' R2 B2 D2 U R2 D' U2 B U,x2,B' L2 F2 R' B2 L B D2 U' B,L' B' F L2 U B' L2 U' B U' L2 F' L,R' B L F L F2 L2 B' F' U' F U R U2,37
F2 R' U D2 R B F2 L' B2 F2 D' B2 F' U2 L F2 D2 B2 R2 L B2 L2 U2,x2,L' B' L' B2 F2 R' U' L F,R D2 L D' L D' L2 D2 L D' L' R',B2 L F D2 U L' U' B' U' B L D2 F' L' B2,36
L R B2 L2 R D F' L' D2 L2 F R' L' F' R B' U2 D L2 U' R2 B2 D,x2,L D2 U R2 B2 F' R' D',L' B2 R B D B' L D2 L2 D' R' B2,L U L2 B L2 B2 U L' U' R D2 R' B2 U2 B U,36
F2 U' R2 D' R F' B2 U2 L B' F' L' F' R' B2 U' B R' F2 D R2 F2 D2 B2 L,x2,L F2 D2 U L2 F' D L2 R' F,L B U' B' L2 B U L B' L2 B2 L' B2,R U B' U' L' D2 B R D' R2 B' L B2 R B2 R',39
