scramble,orientation,step_0,step_1,step_2,total_moves
R' D U' R2 D U R L B2 R' B F' U F' R' B' R2 U' B2 D U',x2,U' R' D2 L' D2 F2,R2 D2 F' R F' R' D B R2 U2 F U' B',R2 D R2 U F R F' R2 D' R U' R,31
U R' U2 B2 L2 U' F L R' F' B2 D' B F R' D' L2 B' U' F' D F2,x2,U' B2 D2 L' U' B2 L',R D R2 F2 L' F' L B R' U' F2 R F' R B',L2 R D R' B' R D' L2 R' F' U R U' F,36
B' D B' F' U' D' R' U' R' D B' U2 R L' D2 R D' L R2 F2 B R,x2,R' U' B D B' R F D',L' R D' F' U2 B R U2 B D2 F R' D' B',D2 B' D' B' D R' U' L2 U' L' U2 R D2,35
L2 R2 F' U R' L2 D R2 F' R2 F2 D' B' U D F2 B' U R B' D2 F',x2,U R' D2 B' L F D' U,B D L B D2 L' B' L' D' U' B2 U L,B2 R' B2 R' U' L2 U2 F U' R2 B D2 B D B2,36
L U' B2 D R' U L D2 F' L2 B2 L U' B2 D2 B' L' D2 B' D2 U2 R B2,x2,F' L2 B' R2 D2 R2 D',F2 D' R2 D F2 R B' L D L2 D B R',F L F' R F L' F' R U F U' R2,32
F B2 D B L F' B' L' U' D' R' F2 R2 U2 R2 D' R F2 R' U,x2,R2 D' F D2 B2 L' R2,U2 L F' D F2 R2 F2 D2 L F U2 B,R2 D R' B' L' D2 L B2 R' U' B L2 U B2,33
B' L2 B R' L' U2 F' D F B R2 B2 D U L R' F2 R B2 U,x2,B' U' B F2 R D' F' R2 B',U' F2 D' B2 D' B F2 L R' F2 R B' L' B2 U',U F D R2 U B2 D B' U2 B' D F2 D R2,38
F' B L' B D' L' D B2 D R' L' B' D R2 U2 D2 F2 B D' R' L' D F',x2,D U2 F2 U L U2 F U',F2 R B D2 R B2 F2 D L' D' U2 B' L B2,L2 D2 R D2 B D' B' L' D2 R' D L D L2,36
F D' F D' R2 F2 U' L' U' L2 D2 B U2 F D' U R2 L' D R' B U,x2,R U' L2 U' B2 U' B' L' F,F' L2 R' F' D2 F2 U F2 L B L B2 U' F R2,U2 F' D' F D U2 R F' R F R2,35
L2 B' L2 U2 F B2 U B F D' U2 L R2 B2 F D' B F L' D' L D,x2,L D' L U' R2 F D R,B D2 U2 B L' F L R B2 L U2 R2 U2 F' D,R' F2 U' R U L' R2 B U2 B' L D' F' D F2,38
