scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
B2 F2 L2 U2 L' U' R2 U' F2 L F' R2 F' B L2 U L' D2 B2 L2 D',x2,R' F2 R' U',B2 U' B' U2 R U R' B',D' F' L B' L2 U L' B L F D,L' D' F R' D R F' L D2 R' D R D2,R U' R' U' R2 D B U B' D' U' R2 U2,49
F2 D2 L R B' F R2 F' B D2 U' L B' F' U' R2 B R2 F' B2 L',x2,D2 F' R' U' L,F L' R2 F' D' R D' R,U2 F' U L' B L2 F' L B' L F2,L2 D F2 D L2 D' L' D' L' F2 D' L2 D',R' D' L' D' L2 B2 D' R2 U' R' D L' D2,50
F R B2 L' B2 L' D' B2 U2 F' L' U R' L F B2 D' L B' L2 B2 D2 U R F',x2,L U L D F,L' D' L B U' R' B' D,U B2 R' U' R U B2 U2 F' L2 F,D2 F U' F' D' B R F R' B' U F' D',D2 U L2 D' B D' B' D2 L2 U' F' D2,49
L2 D L F B2 D B2 U F' L' U2 L' F R2 F2 R2 D' L2 U' R L' U R F2,x2,F2 U2 F' L D,R2 D' U' B2 R D' B' U,D' U R U R B' R2 U' F' L' F D,D' B F D' B' F' L2 D' F D L2 D,D2 F D' L2 U B' U B U2 L2 D',48
L' F' L B2 R2 F' D2 R' D' B2 L F L' U D L' D2 L F R' D,x2,U F' R U,B D L2 D' U2 F L2 U2,B' D2 U R F R' F' D2 B,L U' R' U2 L R2 F2 U R' F2 R' U' L2,F' R F R' D2 L B' L B L2 D2 F,46
B2 R' U' L F U' R U' L' B' L' R F2 B' R U' D L' B' R L D' L',x2,D' L R2 B' F2 D',R D' B U2 L2 R' U L2 B',B2 F U2 B' F' R2 D' R2 B2 L2 B,D2 L2 R2 F2 U' B' U F2 L2 R2 D' F D',B2 L' U B' U2 R' U2 B U' L B2 D' F' D,53
B F R2 B2 U F B2 L' U D2 L' U R D2 R' U2 D' F B2 D2 B L' F' R2 L2,x2,R2 D' L F D2 B',B R' F' U2 F R' B' D2 R2,L F L' R B' U' B R' B' U2 B,D2 F' D2 L' B R2 U2 B' L F R' F R',B2 L' U B' U2 R' U2 B U' L B2 D' F' D,53
U2 D L' R2 U' R D2 F2 D' R2 D2 R2 U' R D' R' B R2 D F B D',x2,D' U2 B' R B',F' R D R' U B U' L,F' D2 B2 R B' D B2 U' L2 U2 B D,D' B D B' D' B2 R2 B' R2 F D F' D B',,39
L' U D2 R' L' F R2 F R2 F' D2 L2 D2 U2 L2 F2 U' B2 R' L' D' F2 U',x2,L2 D U L' D2,R' U' L' D2 L D' R U,B2 R2 B L' F2 L B' D' R2 B2 U',L F2 L F2 L D' F' L2 F L D U' F2 U L2,F' D L2 D' F R2 F' D L2 D' F R2,51
D' U2 B2 L2 B L2 B F' R L' U F2 B2 L2 U L U L' R' B2 R' D2,x2,L R U',U2 B' L2 D' U R' U L2 D,D2 B R' B F R F' R2 U B2 D2,D' B F D' B R B2 D2 B2 R F' R2 B' D B',B2 L' U B' U2 R' U2 B U' L B2 D' F' D,52
