scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
F D' R2 D L D2 U2 R' F' R2 U' F2 L2 B D R' U2 F' D R' F' U,x2,D' L D' L2 B F2 R2,D B D2 B' L2 D,R B' L D2 U' L D2 U L' D2 B R',U B D' R F D' F' R' D' B' D2 U',D' L D L' D F2 R F2 D R D' R' D',50
R L2 F2 D L R F' D2 L' U2 L' U' B L' R F D' L2 D L F2,x2,F' D' L' B R2 U,L U' L U B' U' B U,R' B R D2 L' B L R D2 R D' R2 B',D2 F' L2 B' L' B F D U2 R B' R' D U2,,41
L2 R' D' L' B' D R' U' R' D' R D F R L2 D' R2 D' U' R' F2,x2,F' L' U' R B2,B L F' D B' F L,D R D L2 B L2 D' U B' D' U F U2 R',D L D B' L' D' L2 D B L' D' L2,D R2 B' D B R' B' D' B R' D R' D2,51
R' L B' R' F' U R2 L2 B2 R' B D B2 D F' B2 L' D U R' L,x2,D F2 L D2 B R2 U,U' B' U B2 D2 L B' L2,D2 F U' R2 B2 F2 D' L2 D' B2 D F D2,L B D B' D' L D2 L2 D' L2 D' L2,D F' R F D2 B2 L B L' B D,51
B' U' L2 R B2 L2 U' B F' R F R D R2 L' D2 B' D' R2 L2 F',x2,D L2 D2 L' D F2,L2 B' U B U' L',D F' L F L' F U F2 D2 F D U' L,L F2 U' F U2 B' U F R2 B L',D F' R F D2 B2 L B L' B D,47
R' F' D2 L D' B2 F2 U D' F B D R2 U F' D R D2 L' R2 U2 D L',x2,R B2 F' D B F',B2 D' B' L2 B D' B2,F' U' F2 D2 L2 B2 F U' F U2 F D' B2,L' F D L D2 L' F' D' L B2 R2 B2,L2 F' U2 F L2 R B D' R B2 R' D B' R',52
L R' F D' F' R' D' L' F D U F' U2 L2 D' F U' F' D2 U R' D' R2,x2,D2 U B' D' R B R2,D2 B L D B' L2 D,F2 D U' R B2 U B' U' B R' D' F2,F L' B L2 F D2 B' U2 F L2 F2 L F',,39
U F B D' U2 B L' B U L' B' R U2 B U' B2 U2 D2 F2 R' D2 U2 B,x2,F L2 U2 R B' U2,B L B' L2 F U' F',R D B2 R' B' D U B U' L' B2 L D2,D2 B D' F' D B' F D F' D2 F,D R2 B' D B R' B' D' B R' D R' D2,50
B' F' L U R F' B D B R D2 B' L D B D2 F' D' L2 R B U L R2,x2,L' R' F2 U L' B2,L D' F' D F2 L U' F',U' F D2 L' D2 F' D2 L U' L U2 L2 D2,B L' D' L2 F' D2 B2 F' U R B U' F2,D' L D L' D F2 R F2 D R D' R' D',53
L2 B L' U2 B' D L D' U' R' U2 F L2 R2 D2 B2 R D F L2 F' L',x2,B2 R D B F2 R,R U' F L' U R',D' L' F L' F' U L2 F' L2 F D U',B2 F2 U' R2 U2 F' U' R' F R' B' D2 B' F2,L2 F' U2 F L2 R B D' R B2 R' D B' R',52
