scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
B2 R' U' L F U' R U' L' B' L' R F2 B' R U' D L' B' R L D' L',x2,L B F,B' L' D2 F2 R2 B F2 D2,F' D R D' L2 U' F' U L2 R' B2 F L',U' B D' F' U2 L2 F' D B' U' F2 R2,L2 B2 D' R D' R' D2 B2 U' L' U L2,48
D' U2 B2 L2 B L2 B F' R L' U F2 B2 L2 U L U L' R' B2 R' D2,x2,R' D2 F' U2,L B' R2 D2 L' R2 B D,L2 U B F R2 B2 R U2 B2 F D2 B F2 U,R B D' L' D L2 D' L' D L' B' R',L2 B L2 B' U L2 F' L2 F U2 B' U B,51
L' U D2 R' L' F R2 F R2 F' D2 L2 D2 U2 L2 F2 U' B2 R' L' D' F2 U',x2,U2 R' B R' U2,B' F2 U B F2 L2 D2,F2 R B2 D2 R F2 L2 U' L' B2 U2 L2,D R2 B' U B' U' B' U B' U' B' R2 D',U L B' L' B2 D2 F' R' F D2 B' U',49
F2 D2 L R B' F R2 F' B D2 U' L B' F' U' R2 B R2 F' B2 L',x2,F U' R F,L2 B L F U' F' L2 D2,U F U2 R B L' B L U F' L' U2 L',L F' L D2 B D2 B' L' B' F L B L',L2 B2 D' R D' R' D2 B2 U' L' U L2,50
B F R2 B2 U F B2 L' U D2 L' U R D2 R' U2 D' F B2 D2 B L' F' R2 L2,x2,D2 L2 U' B,D L' B U' B' L' U,B L2 U' L F2 D2 F L2 F U2 B' U' L',R' D2 L2 D L2 B2 D R2 F2 U' L2 F2 R',U L B' L' B2 D2 F' R' F D2 B' U',49
F R B2 L' B2 L' D' B2 U2 F' L' U R' L F B2 D' L B' L2 B2 D2 U R F',x2,B' F U' L U',D2 L' B' D2 F' R2 D' F,B D' L' D2 B2 D2 L' D L2 D B,D L2 D' R2 D L2 D' R2,B' U' B U2 F' L2 F L2 U' B L2 B' L2,45
U2 D L' R2 U' R D2 F2 D' R2 D2 R2 U' R D' R' B R2 D F B D',x2,F L D U2 F2,R2 B' L' F2 R2 B F2 R2,U2 L2 F2 D' B' F' R2 B' U' B U2 F',F L' B R2 B R2 B2 R2 B L R2 F',L2 B L2 B' U L2 F' L2 F U2 B' U B,50
L2 D L F B2 D B2 U F' L' U2 L' F R2 F2 R2 D' L2 U' R L' U R F2,x2,L' F' U' L2 F2,B R2 U2 R2 U2 B L' D L',B U B2 U2 F2 R' D R D F2 L' U,R' D' U' F U' F' U F' L2 F L2 D U R,L' U2 F R' F R F2 U2 B L B' L,52
B2 F2 L2 U2 L' U' R2 U' F2 L F' R2 F' B L2 U L' D2 B2 L2 D',x2,L' D2 B F2,U2 L2 U2 F' R B2 F L',F D' R2 D' F2 U' F' L F2 U2 B R2 U2,D U' L F' L F L2 U2 B' U' B D',D' F L U L' U2 R U' L U L' R' U2 F' D,52
L' F' L B2 R2 F' D2 R' D' B2 L F L' U D L' D2 L F R' D,x2,U2 R B,F U' L' U' L2 U B' F',L U2 B U' F U' F' U' L' F' L' F,B L' R B R' U' L' B U L' U' L2 B2 U,D U R2 D2 B L B' L' D2 R2 D2 B' U' B D,52
