scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
F L2 U2 F B' R L F' U B F2 U2 L B' R' B' U2 B' F U',x2,F D' U B' F,L' U B' D2 B2 R U' B' D2,F L U L B' D L' D' L' U' F',B D' F' L2 F D B U2 B2 U2 B2,R' F' R' F2 D2 B' L' B D2 F' R2,47
B2 D2 B' U F B' D2 R2 U' D2 R' F' U' L2 R B' L2 B2 D F U' F D' B' F2,x2,R' F' R' B' L2 U,R2 D' B' D' F' D2 B' R2 F,L2 B' L2 B D2 F' D2 U B U' F,F' D' L2 D R D' L2 D R' F,U F2 D2 L' U L' D L' F2 D2 B2 D' R,49
F R B R U D R' B L R' B2 R U' D' R2 F B' R B2 U' R L B' D2 B',x2,D' L F2 L2 D2 U',L' R F' U' R' F D,D2 L U2 L B' L2 D L D B U2,R D' R2 F L' F' R2 D R',U' R2 U' R B U R D U L B' L' B D',47
U' D2 L2 R2 F2 L U' D2 F B2 R2 U F' U2 F2 U' R D2 B' F' R' F2 R',x2,U R' D B F' D,L R2 B' L2 B2 L2 B R2,B2 U2 R' F' R U2 B D' L D B,F' U R B R B' R' B' U R' U2 F,F' U' R2 D F' L2 F D' R2 U L' B2 L F,51
F2 R' U D2 R B F2 L' B2 F2 D' B2 F' U2 L F2 D2 B2 R2 L B2 L2 U2,x2,L' R' B D2 U B2,U' F U L' R2 B2 L' R2,F2 R2 D2 F U2 L2 U2 F' D2 F2,F' U2 R' B2 L' B' L B' U2 F R',R' D B2 D2 F2 L D' L U' L D2 F2 U',48
L R B2 L2 R D F' L' D2 L2 F R' L' F' R B' U2 D L2 U' R2 B2 D,x2,D U2 R2 B2 F' R,R D L D R' B' F2 L2 F2 L2,F2 D' L U' R' U2 L' D B U' F2,B' F' D2 L U2 F U2 L' D2 B F,B U' B2 R' U R B' R' U' R B' U B2,51
F2 U' R2 D' R F' B2 U2 L B' F' L' F' R' B2 U' B R' F2 D R2 F2 D2 B2 L,x2,B F R B2 F2,R2 U B U2 L U B' L2 R2,R' B' L D L D B D2 R D L2,R' F2 U' F' L' U' L U F' R,B U' L' B L U B' R D' R D R2,47
R2 F U L R2 F D U2 F2 U' F2 R2 L B2 D2 F B D' R F2 R2 L2 B U',x2,F' D R' B L' U2,D R2 F' D2 L2 B' U' R' D U',D2 F2 L U' F2 U2 L' B2 D2 U' F2,D B2 R' B R B2 R' B2 R B' D',R' B U2 B' U' R D B' U2 L U L' D' U2,52
F2 U' F' D F2 R2 F L' R' F2 R B R D2 U' R2 L B2 L' F L' B2,x2,L' B D' L F U',B' D2 U R2 U' B2 D2 B L',F' L2 D' L D' R' D' R D' L F,U' F R2 D L2 D' R2 F' U B2,D B2 D' B' R2 B2 F' L' B L B2 U' F R2,50
R B U2 B' R2 L B' R2 B2 D' U' R2 B2 D2 U R2 D' U2 B U,x2,D B R2 F' R,R B2 D B' D B' L2 R',U' R F2 D2 F2 D2 R F2 R2 U,U R F D L2 D' F' R' U B2 U2,D2 U2 L B' L' B2 D2 F' R' F D2 B' D2 U2,48
B2 F2 U F2 L D' U F L2 B' F R U L F2 U B2 L D2 L' R' B2 F D,x2,L2 U2 L' B D' U,L' B U L' F2 U2 L F2 U',F' D F L2 D2 U B' D U' L2,L2 B U R' D F' D' F R U' B' L2,R2 D L' F' L' F L2 D' R2 F' D L' D' F,51
