scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
D F2 U2 F2 B L2 D2 U R2 F R B L' B2 U2 D2 F2 R' B' R2 F2 R2 F' U',x2,D2 R' U2 R U',U2 F2 L' D B2 D F2 R' U2 B2,R' B' U L B D2 B' L' U' B F2 R,D' U L' U L D U' F' U' F,R2 U F' U' R' D' L' F L D R',48
F2 U2 R D' R' D R F2 B' D' L R' B' R' U' F' U2 R' B' L R',x2,U2 R' B D2,L R' D' L' B' D2 L2 D' B R2,F' R2 U2 B U B' U R' F R',B D' U R' F R D U' B' R',F D' L R' B D' B' L' R D,44
F L' F2 D' R' F B' L B2 U' L2 B' R2 L2 D F' R' D2 B2 U' L U D2,x2,R2 D' F L',D2 B2 L B L' F2 L2 B R,F' U' B F' D2 L2 B' U' F U' L2 U,R' D' R' F2 R F D F R2 F',U' R' D' U F2 D U' R' U,44
L' U' F' U D2 F' D U R L' B D R' U F' R2 B2 L' U D' B2 F2 D' B2,x2,L' R2 F' U2 F2,D R B F U R B' R2 D2,B' D F R F2 R' F D' B R F R',R' U' R' D U L2 U2 B' U2 L2 D' R,F2 R F' R' F' R2 B U F U' B' F' R2,51
L2 U2 L2 F L' R' F D' F' R' D2 B2 D2 F' D' L' B2 R2 F' L',x2,R2 B2 R D' L2,B R U' R' F' R U B L' B2 D2,B' D2 L B D2 B' L' F2 D2 B R',B F' R' F R B' F D' F' D,D' L R' B D B' L' R D F',47
R2 U2 F2 D2 R' B' D' B2 R' B' L' B R L F2 L B2 R' D2 U R2 U' B' D2,x2,L2 D R' U R B' L,R2 B R' F U2 R2 U B2 L B F,U2 B L' B' L' U2 R' U L U' R F2,U2 F L' R U2 L R' F U2,D' L R' B D B' L' R D F',49
F R U2 D' F2 D2 F U R2 D' U' R B2 R2 D2 R2 B D' U L' F R' U' D2,x2,F L' B2 D2 U B,B2 U' F2 L2 U2 F' U2 L' B2 F2,F D B R U R' F U' B' D R' D2 F',R' D' F' D U' R U R,D' L R' B D B' L' R D F',47
R2 D U' F2 B L2 B' D' L2 R F L' R' D2 B2 R2 D R' U L' U F',x2,L F2 R F' U2,B' L B2 U R' U2 F R' U2 B',L B L' D2 L2 B2 R' U' B L2 F',R' D' F' D U' R U R,F R F R' F2 R2 B F U F' U' B' R2,47
R2 D' F' R L2 F' R' U2 F D2 L R' F2 U2 L B' R2 B F' L' F L R2 U' B,x2,R' B2 U' R2 B' L',L R2 D' L F2 D R' D2 F2 L,L' F L' U2 B2 D' B U F U2 B U',B R' D' R' F2 R F D B' D2 F2 D2,D' L R' B D B' L' R D F',50
U R L F U L2 U2 L R2 F2 R2 U2 F2 B2 R2 F2 R' U' L' F' D,x2,U' R2 B R' D L,D' R' F D F L D' L' R',F' D2 F L D2 L' B R2 F' R B' F',B R' U' B' R2 B R U B' D2 F2 D2,F2 R F' R' F' R2 B U F U' B' F' R2,52
