scramble,orientation,step_0,step_1,step_2,total_moves
D' R' F U' B' F' D' B2 D' U R2 D2 L F D B2 L' R F' L2 R2 U F,x2,B2 R2 B' R F2 D,D2 F2 L2 B R' F L D2 B2 U B L D U,B L2 B F R' B' U2 R F' L' B2 L' B2,33
R2 F U L2 U' R U' B U2 B' D L' R2 U2 L B' F2 D' F2 L',x2,B2 D U B D B2 L',B F D L' F2 L U R F' R' D2 U' B' F',L2 F2 D R' U L D2 B2 L U' R D,33
B L U L2 U R2 F' L2 R' U' R D B R' B' U B F2 R2 U' R',x2,U' R' U' F' R D' U' R2,B' R' D' F' R' F2 L' R D B L F U2 F,D2 B' R' F U2 L' F' L R B2 L' B' L2 D2,36
L2 F' B U' D R U F R2 L D' B D' U2 F' U' R2 U' R' B F',x2,B L' R F' D' B2 R2 D,F2 L R F2 R' F2 D B R2 D' B' D2 F2 L2,F U B U B2 D' R2 D U F' U' B U2,35
U D' R F D L F' B U' L' D' F' D' F' B D' B' F R2 D' B2 U',x2,D' U' F2 R U2,F' U' R' U F2 D U' L' B U B R' U',B D2 U' F' R2 B' F D' B R2 D R2 D U B',33
R2 B F U R' U' L R U2 B' R U2 R' L' U R U' D2 B F' L' B2 F U' R,x2,R U2 B' D2 R' D R2,L2 F' D' L B F D R' D R2 D2 B' L D F2,F R D' B' R F R2 B F' D R' U2 F' U2,36
U' R F2 R2 B F2 D' U' F2 U B D' B2 L' D2 L' F' R2 D' L D' F,x2,R F2 D2 L2 U2 L2 F,R2 B' F D2 L B' F2 R F' R' B2 D' L2,B2 R F' L' D2 L F L2 R' F R' B' R F' L2,35
F L B' U2 L B R F' B2 U F2 R B L' U F2 B' D2 B U' D F' L' F2,x2,R B D L2 D2 U2 B' L B',F2 D' L2 D2 B R' D F D2 B' F2 L F' L',U L D2 F2 R2 B2 U' F2 D' F2 R2 U' F2 L U',38
F2 B2 R F2 B2 D' B L U' R D2 L2 U2 D L2 R2 B' L2 D' L2 B',x2,L' U R2 U' R D U B2,L2 D F L' B F R' F R B U B2 D F' D,U B F2 U B' D B U' F D2 B' F U L2 U2,38
D' R' L' U2 D2 L2 R2 B' F' U2 B2 F' L D' B' U L R2 F L D2 L2 D F R,x2,L' B L' U' B2 D' B D',R' B2 R B U' B2 F2 U L2 B' F L' U2 L,R2 B' L U2 L B L2 B F2 D' R2 D' B' D2 F2 R2,38
