scramble,orientation,step_0,step_1,step_2,total_moves
F2 U2 R' B' U2 D' B' F U' D' R' U2 B2 U B U2 D' F2 U2 L R2 B' D' R' L',x2,B' F2 D2 L' B L' U' F,L2 B F' L U' L F U L' B2 L' F,L B D B2 D R' D' R B2 D' B' L',32
F2 D L' U L D L B2 F' D R F D' B2 L D' B F' L2 R B2 L2 F2 D',x2,U' L' U2 B F D U2,D' F' R D' L2 R' D' L' B F L' D F,B' R2 B' L2 R2 U2 L2 F' L2 U2 B' L2 B2,33
F B2 R2 U L D' L2 F D2 B2 R2 D R' D U L2 B F D' L2 F' B R' L2 B,x2,R B2 F' D2 B' D' U' R' F2,B' U' L2 U B' U' L' D2 F D2 L2 U L',D2 F' L F U' F2 L' F2 D2 L U F' L',35
B' F D R2 D' U2 F' B2 L' F' D' U L2 D B' U B D B2 U2 F' R',x2,B2 D U B R F' R2 U F2,R2 B D L2 R B' D2 B2 U R2 B F' R' U',L B2 D L' D' L B2 R B2 D' B2 L' R',36
B' L B D' F' U2 B D' U2 F' L' B U2 D2 F B2 D L' F R2 F' D' U R2 L',x2,L2 D' U2 L' F D' B' L,B R B D2 B D B2 F L F' R' B',L' B D' R' D' R2 F2 R' F2 U' F' D2 U B',34
R B' R D F2 U' B' U R F R' D2 R2 L' F R2 F R D' L2 F' U F2,x2,B2 U2 R' F D2 L2 U',D2 L R2 D' B2 U F D' R F U' L',D2 L2 R' D L' F2 D' F2 D R F2 L' D2,32
U' D R' B2 U' B' R L' B U' R B L U2 L' F R D L2 U B2 U' R2 L2,x2,U' L2 D' B U2 L R U F',B2 U2 R' D B D B' R U2 R2 B R2 B2,L' R' F L D F2 D' L' F2 L D F D' R,36
U D2 R2 B2 R2 D B F2 L2 F2 D' R' F R U2 F2 D' U2 R U L F L' F' L,x2,D U F U2 L F' L2 F D,L' U R' D B2 D U' R D' R2 B2 R,D2 R D2 R' F' R F2 R' F' R F' D2 R' D2,35
F2 D2 F' L D F2 B D R2 D F R' D F L2 R' F' B' R2 F2 U' F' D R,x2,L U' F L2 U L B U' R' B,L' D B F2 R U' L R' B' F2 D' L2,U R' B D L D' L' D' B' F L' F' L R U',37
L U L2 F' B R2 L D2 L B2 L2 B F U2 R' B2 R2 D' B' U' B2 D2,x2,R' U2 R U B' D2 U' B' U,U2 L' F L U' L R' B2 L' D' R' D' U',D R' U F' D2 B' D F D' B U' L D2 R D' L',38
R B U L U2 R U' L' R' F' L U F U' F2 L' R' B2 L2 F' U',x2,L2 R D B2 U F2 R U2 F',U' L F' D' L' F2 D' U2 L B2 D' L' U',L' D F2 U' F U' B' R2 B U2 F D' L,35
L R2 D' U F' R' L2 D' F2 U2 B2 U B' D U' L' B U B' U' L' D2 U2 B U,x2,B2 L2 R' F D L R2 F U,R B2 L' B2 L' F L' U2 F' D2 B' D' R',L' R' D L D F' L' D2 L D2 F D' R,35
U' D R' B2 U2 L U2 L D B' F' L2 R' D B2 D' R' U2 D2 F D',x2,B D' R2 B' U2 L D L,D' R2 D R D B' L' D2 B' L2 B2 R',U' B2 D' B U B' D B F U' B U F',33
D2 R2 U2 L' B D2 B' F L' D' B2 R U L2 U' F2 L2 R D2 F L' U B L',x2,R' D' F' L D F L' B U2,L D' B U B' F2 R' U' L' D B R2,D2 R U2 B2 L2 U L U' L2 B2 U' R' D2 U',35
R' U2 F2 B' R' B F' D B' F' U' L2 R' U R2 L U2 B' L U2,x2,D L F U B' D' B' U F2,B' L U' R2 U2 B D' B2 D' B L2 D2 U' B,L B F2 L' F2 L' F' L2 B R' D2 R B2 F2 L',38
B F' L' U2 F' U2 R2 L' D B R F' B' R U' D R' U' B2 D L F2 D R,x2,F U F2 D' B' R F' U' B,B' D L2 F' L F' D' L2 U L2 B' L U' B,F' R F' L' F' D2 L R' U2 R B2 D2 U2 F' L,38
R2 F2 D' B2 U L' U D' R2 F' R' D2 F2 L D2 U' L R' U B',x2,R' F' D B' R F' R2 B' U2,R F' L2 U' F2 R2 U B2 D' R2 F' R',L' F' U R U2 L' B' U' B U2 R' U' L F L,36
D2 F D U' R B R' D U' R' F B U2 F' B' R' U2 D B L2 B2 F' D',x2,U F2 L' B' R' F2 D U2,R B U B U2 L' F2 D2 B2 L B D2 L' U,B R' B2 D F' R F' R' F D2 F D B2 R B',37
L R2 F R B L D B' D' F' L2 D R' U' D B' L F2 U' D B2,x2,R D R2 B' R' F U2 R' U,B2 F' L2 U' F' R' D' R' B2 D' R2 B2 F',U2 R2 D' B L2 U B' U' B L2 B' D R2 U2,36
L' F D B' D' F B' U' D' R2 D2 B' U' D2 F B2 R L' D F2 U2,x2,L2 U2 F' D R' F' L U' B' L,B R2 D2 F2 D L F L2 R2 B' L' U B',R2 D' B' F' D F D2 F' D F D B D R2,37
L U B2 L B' L' U' L' U2 B U' L R U2 L' B F D2 U' R U',x2,R F' U B L' B' R D U2 B',F' R' U' L2 U F2 R2 D' L2 U2 B2 R' F,B2 D2 R' D R D B' R' B D B' R B',36
L2 R2 F2 L U' F' B' L2 U2 F R' F2 U2 B U L R' D U2 F U2 L B2 L2 R,x2,B D2 B L D' R B2 U' R',B' U2 R' F' R' F D' R2 U2 B L B2 L',F D' L' D2 B U L' U' L B' D2 L D F',36
U D2 F' R2 D' L U' B F U2 L2 B' F2 L R' D B F' D' R F2 L' F,x2,D R2 U2 L B F2 D' B' U F,R' F' D B' U2 B2 R2 U2 B F R2 D R,L2 B2 R' B2 D L2 U2 L U F2 D2 U' L' U2,37
D' R F2 R F' B U2 L2 R2 F U D B2 R2 F' D' R2 F2 R2 D2 F2 B2 D2 U' R',x2,B L' B' L' B D' B' F U2,R D2 R' D F L' F' D2 B2 D2 L D',U F D' F L2 D2 L2 B' L2 B F U' F' D' F2,36
L2 F2 B' L' D L F2 L D' R2 F' B2 R2 B' F R' U' F' L' R2 F' B R2,x2,D2 R' B2 L' F' U' R F2,B L' D' B F2 U' L' U F2 D B',U F D F U' F2 D' F' D U F U' F2 D' F',34
U' R2 L' D F' B' L' U2 R U R L' B U D2 R2 B' F2 R D2 R D' R2 D2 F,x2,B D R' U L D2 L2 R' F,D' B2 L' U R U' L D2 L2 D' B' L',L' F' U' F L2 R2 B2 D' B D' B D R D' L' R,37
D2 R' B2 R U B2 U' B2 U2 F L' F U B R L2 F2 R' L' U' D2 L2 D2 R',x2,R' B2 U F2 L F' L D U',U2 F U2 L D2 L' U' F2 D U' R' U2,L D' L2 D F' U F L U2 F2 U2 F L U' L' F',37
F R2 L' U2 R2 U' F2 B R2 L B' L2 R B F' R2 L' U R2 B2 F' L',x2,R D' F' R2 B2 L D',L' D B R' D R' B' R B' R' U F' U' R2,F' R' U L2 D' U' R2 U2 B' L2 D' B' D B U2 R',37
D L' D' F2 R B L2 F U2 L' D F2 D' R2 D R2 U L B2 U' F D2 U2,x2,B2 U2 R2 D' L2 B R' F,L B2 D2 U' L D F' L' F D2 U B,B' L F L' F2 L F2 R F' L' F R' B,33
L' U' L2 D' B2 D U B2 F D' B R' U2 F2 L D U2 R U2 F U2 F U2,x2,U' F R' D' F' U' L2 B2 U',R F' D2 R2 D' B F D2 B2 L' D2 B' R',U' B U L2 U' B' U2 B D2 F D2 B' U' L2,36
L F R2 B' D F2 R' U2 F2 R B2 F' U L F' D B D' L U D' F' L' B,x2,R2 U R' B D' R2 B D2 R,F' D L' U R' U' L U' R U F D',F D2 R' D' R' D R2 D2 U L F' L' F' U',35
R2 U2 B2 F' U' F2 B L' F' R F2 L2 F' B D2 F D2 U2 R2 D' R' F U',x2,B2 D R2 F L' B' U2 L' R' D2,D L' B D2 L2 D2 F L2 B' F L' F2 D',L' R B2 L' D2 L B F' R' F R' B L,36
D B' R2 U' D2 R' B L2 F' U D B2 F2 R U' L' U L2 R2 D',x2,U' R F2 R B D' L2 F' D,L' U' L' F D' U' R2 D2 R' D' U2 B L B2,R F' R' D R' D' R2 F2 U F U' F2 R',36
L R' B F D2 R2 U' L' F U L2 U L B D' L' R2 B U2 F B L2 R',x2,D R U2 F' L D2 B2 U B U2,B2 L B L' D2 U L2 B2 L' D L' D2 U' B,R B' L2 B L2 R U2 R2 F R2 U2 B R2,37
F' B2 L2 D2 U R U2 R B' F' D2 L U2 B' F2 R' B' D R2 F2 R2 D2 R',x2,F D' R2 D2 R' F2 L U' R' D,L2 R2 B' L' B U2 F U2 R D' L' D' R,R' D2 F L' F' D R D' L F' D F D,36
L2 U' L' U2 L D2 R U L2 R' U' F2 L B2 D' R B' F2 L B2 U2 L D R,x2,F2 D R U' B2 D' B2 R' F2,L' D' F2 L' F2 D' L2 D' B' D' L2 D2 L',D F2 D2 R D2 F' U F' D F' U' F D R' D,37
B' U2 L R D2 R D L2 F' R' D' B U' F U2 D2 B' R' U2 B D R' F2,x2,U' L' D F L2 R D2 F2 D',B2 U2 R' F R' D' F D' R2 D' R' U2 B' D,R' F2 L' F R B' U2 B D U' F2 U F' D' L',38
D' L2 B' D' B' D U' F B' D B' R' B' D2 R' F' L2 R' U R',x2,F2 D B' L2 B R' U B D',D B R U' B L' B2 U B L' R' B' D',L' U F' R2 D2 L2 B L2 D B2 D R2 F2 U' L',37
