scramble,orientation,step_0,step_1,step_2,total_moves
R2 D L' D2 B2 U2 F' R2 U2 B R' B2 D' F R' D' B2 U B2 R2 F D L' B' U',x2,F' L2 U F' U' L U2 R' U F,U F D' R' U R B2 U' B2 D' R2 D2 F' U',L' R2 U L' U2 L U2 R U' L' U L2 R,37
F2 U' F' U F2 R B D' F2 B' U' D2 F' L' U' D2 B2 U2 L' R B' R B',x2,U F L R2 D B2 R' U F' D',R' U' L2 D2 U' L F' L' D2 U2 L2 U R,U' R F2 R' U R U' F2 U R',33
L2 D2 L' F B D' R F B2 D2 R' B2 U2 L' R U2 L2 U' B2 R U' B2 U2,x2,B F2 R' D' U2 B R2 B R2 D',D' B2 R U' B' R D B' D F2 D L2 F2 D2,D2 F2 D' B F' D' F D F' R2 F' R2 B' D2,38
F' R D2 R U2 R2 U2 R' B' D2 R D2 B D2 L2 F' B2 D R2 L' D F' L,x2,B2 F2 D' F U2 B R2 U2 R U',D' R2 F2 R2 F2 U R2 F U' B2 U F D B2,D B D R2 U' F' U F R U R D' B' D',38
F R2 D' R B' L' R F' B2 R2 L2 D F' R2 B' U B2 F2 U' L F,x2,L' U' B D' B2 R F' D' U B',F D2 F2 U' F L2 U' R' U2 L' B L' R2 U,L2 D' B' R' F2 R B2 L' U2 L B' D L2,37
B' R2 B2 U B' U2 F2 D R2 F U2 L R U R' B L D U' R' B F' U B',x2,U F2 L U' F' L D U F,L D U' R2 U B D' R B D L2 R2 F2 U L,D2 F R B' R' B2 U2 F' L' F U2 B' F' D2,38
F L' F2 B L' R D L' F D U' F' L' F R' B F U R' F B2 D2 L2 B2,x2,D' L' B2 F D2 L F D' B' D2 R,D B' R D B L2 B R' B' R D2 L2 R' D' U,B' L' B2 R U' F' U F R U R2 B2 L B,40
L2 R' D L2 U D2 L B D2 R F' U2 L D B2 F R' U2 L' F' L2 R' U2,x2,F R2 U B R2 B U' R2 D' R,L B F' D F2 D' R' B2 L2 U B L2 F2 L' D2,R F D B2 U' B' U R' B' D' F2 U F U',39
D R2 F' L2 F2 U B2 L2 F' B' D' R2 L' U D B2 D' L B F' R F2,x2,L' B' L R' U' F D2 F2 R B',L2 D2 B F2 L2 B2 U2 L2 R F' R2 B R' B2,D L' R2 U R U L2 R B D B2 L' F' D2 F,39
U' F U B2 L R2 D' B2 R2 L' F R2 D2 F L2 U D F R U2 R' F R,x2,U L' F2 L2 R B L B2 D' F,B D' F' D' R D2 R2 F2 U F U' B' F2,L B R2 U2 L' R B L U B2 U' L' B2 R B',38
L U D' F2 U B2 R' U D' B2 U2 F' U F2 D' U' R2 L2 U R' U' L' R' B2 U2,x2,D' L2 R U' R B L2 D2 F',L' F L2 D2 B2 R B2 F' L' D' L D' L' F',L' U L' D2 L U' L' D2 L2,32
L' B R2 F2 R2 D B' F2 D U' L B D L2 U' R' B' D2 L2 U' B' L' B R,x2,B' F U2 L D2 U' B' L D F R',U L2 D2 R' U' R' U2 R2 D2 U' L2,R F U L2 D2 B D B' D L2 U' R',34
U F' R' U' R F L U F' U' R L U' D R' L' U' L' R U D,x2,B2 D' R' F D2 U2 R2 D' L' D',F U' F2 R D R' D F L2 B' L2 F U F',U F U B U' B2 F' D B' D' B2 U',36
U2 L2 B' F U R L D' L2 F2 L2 B2 R2 D' U' F' U' R' D F R2 L2,x2,D F2 D L' U' B D' R B' U2,L2 B2 D R2 D2 L2 D' F R F R D' U2,U' R U F' L B D2 B' L2 F L D' F' D,37
U D2 R' L F' L2 B D L' F D' L2 R2 D2 L2 F' D2 R' F U' B' D2,x2,R B' D2 L B' D R' U' F U,D' L' U2 B U' R2 B' U' B R2 U' L D,D U2 B D B L B U B2 U' B2 L' D2 U2,37
R D2 F' B' U2 D F2 R2 F' D' L2 F2 R' D' L U2 D L2 F R' D2 R B,x2,U2 L' R2 D' U' R U2 B' D' F L2,B' U2 B F2 L F2 U2 R F D2 B F' R U2,R' F R F' R2 B R' F R B' F' R',37
R2 L' U' B2 U F2 D F2 L2 R D2 L' B' U' L' B' L2 B R2 L U' F2 U',x2,L2 F D B2 R' D2 B' L' F2 R,F2 U2 B2 U2 L' B D2 B' L U2 F2 D2 B2,D L2 D' R D L2 F D2 F D2 F2 D' R',36
F2 U2 R D R' U' D2 L R2 F2 R L D' F D' F2 U B2 F' U D' F R' L,x2,D' B' L2 U L' R B D2 R U' L',U B2 L' B' L2 U F R2 F' U B L' U B2 U',R' U' R U R' D R D' R F2 U F2 U',39
F U' R' B' L' R D R2 B2 L F' U D L2 B2 R' U' F U F2 B,x2,L F' L U' R D F' U' F R,L B' L' F2 L2 D B2 U' L2 U F2 L R2 B L',U2 B D2 B D2 B' D2 L R' B' R B' L' U2,39
L' D B R U2 L B L2 R2 B F R2 L B2 U L' U2 D' R2 B' L,x2,B2 R D U R2 F' D2 B D2 L2,B D2 L B2 R2 B2 F2 L' F' U' R' D2 B' L2 R,L' R2 U L' R U R' U' R B2 R B2 L2,38
B2 F2 U F2 L D' U F L2 B' F R U L F2 U B2 L D2 L' R' B2 F D,x2,B2 U' L' D2 U2 B L2 B R2 D',F U2 B2 L B' L2 U' B' U L F' L2 B' L,R F2 R F' U' F U F R' U' F2 U R',37
B2 D' B' D2 B' U' B2 F L' F2 R' F' B2 L' F2 R2 F' D2 U' L U' F2 R,x2,F R' F2 U R' D2 F2 D2 B2 D,U' F2 D2 F2 R U F L B2 R' B2 L' D' F',D' F' D' B' U L D L' D U' F D2 B D2,38
L2 D2 U2 F2 R B L2 F' B2 U2 L2 U' B' L' B R2 D' R2 U' B,x2,D' U L2 B2 U' R' D' B D2,L D2 B F2 R F D B' F2 L' F2 D' F D2,D B' D B' L2 U' L2 B' U' B U B2 D2,36
L U' L2 D' U L D' L' U2 L U2 L' B2 R' F U2 D F' L2 U2 R L D' U' R,x2,U2 F R' D2 L' D F' U R',B' F L' R D' R D L' B R F' D2 U2,F2 D R' D' R D U' R D' F' R' F U F2,36
R' D' U2 B2 U2 B' L B' L2 F2 R2 D2 B' F2 L2 F' L D R F',x2,B2 L2 B L R2 B D L' B2,U2 L D B2 D U2 L D' U2 B' D' B2 L' U2,D' F D R F U2 B D' L2 D B' U2 F2 R',37
L2 R D U' B R U B2 F2 D2 F2 U' R L2 D' B D2 L' U R2,x2,R B U' L2 R' B D' R D2 B,U R2 U' B2 F2 D B2 F' R' D' R2 F' R,R D F2 D2 F' D2 F' L2 D' R' D L2 D',36
U2 L B2 U' F' D' U R2 D R2 L F2 R' F L' B' U F' U L F2 R' L B2 R,x2,R2 B' U2 L D2 U' F' U R2,L2 B2 R2 B F2 L' B D' L2 F2 D2 L' D2 L',R' F2 D2 B' L B' L' B2 D2 F' R' F' R,36
R D2 R U L U' D2 L R' F2 U' F2 B' R' D2 F' D R F2 B2 U F',x2,U R' B L D B U' F L D',L2 B2 U R' B' L2 R B' F' D' B' D' F U B2,B R' F R2 F' L2 R U R2 U' L2 B',37
U2 B' F2 D' L R2 B' D U2 F2 U' D2 L' R F2 R2 U' F L B U' F' R2,x2,L2 B R F2 D B L' R2 D B R,D' L' U' B2 U R B U R2 U' F2 R' B' L D',L' B D L' B2 L D2 R' U2 R D B' L,39
B2 L2 D2 F2 U' L2 U2 L' F' R' U L B2 U' F R U' B2 U2 D B',x2,L' D' F' R' U B2 D R2 U F,R' D' F2 L D2 B F' R B' D F L' F2 D R,D' B2 R' F2 R B2 D' L B' L2 U2 L2 B L' D2,40
U2 B2 F R B' F U' D' B2 R U R2 D' L' B2 D2 F U B L F' D2 R' U' B',x2,B D2 F U L' D' U2 L2 D',D L2 F2 U2 F2 L B' L D' U' L2 U L2,D' R U' R2 F' R F D R2 U R',33
R U2 L R2 D' L2 R D2 U B U2 R U' R D F' U F B2 L' D2 U2 L2 B2,x2,D' U' B R2 F' U L2 F2 U2 L,B' R F2 D F' L2 D' L2 F2 L' F R' B,R D B U' R U F R F' R' B' D' R',36
B R' B' L U D2 B' L U2 R' D2 R B2 R2 U' D' F2 D2 L2 U D R2 L' B2 F',x2,D F D B' D R B2 D' R2,D' U B' U' B2 L F R' F' L' B U B D,D2 U2 L R D B D' B' R' B L' D2 U2,36
D' F' D U2 F R2 L' D2 U' F' B2 L' B2 F U2 L2 R D R' U' L2 U L,x2,B' R2 U' B F' R U' B' F2 R,D B F' R B' R' B F' U B' L2 D L2 F2 D2,R' F D' U L' F L D U' F',35
F U' R' U2 B' R2 D B U' R2 U2 F2 L R2 F' D' R2 U' L' B' L' F' R U D,x2,L2 B L2 D' U' F2 L' B2 D F,B R' B2 U F' U F' L2 F' R2 D2 F' R' U2,B R' B2 L U B2 U' L' B' L R' U2 R2 B' L',39
B R' L2 U' B2 D F' L2 F' R B' R' U B' D2 B2 R2 U' R F' R U F2 U2 B,x2,D' L2 R2 D2 R2 F' U' L',R' B R2 U B' D B' D' F2 D' L' B F2,L' B2 D B' D' B' L D L' B' L D',33
B' L R' D' F D L' B2 U B' U B R2 D U B L U' R' U',x2,D L' B2 U' B2 R D F U' F2,B F2 L U R' U' B L' F' R2 F R' D2 B' F2,L' B2 L2 F' D' F D L2 B2 L R D R' D',39
L' B L' U2 L2 R B2 F' R' U' D' R' L' U' B' L' U' L2 F2 D2,x2,B R' U2 L2 B' D' L' B2 D' F',B' R' D' U B2 U2 R U2 B' U2 R D U R B,R' F D' U L' F L D U' F',35
L F R2 D' L R' B' L' B' D U R2 D U' L F' U2 L' U D F L,x2,U' L2 F L2 B L2 D U' B,B F' D2 U L' D' L2 U B D' F R' U' R',D U2 R' B U2 F' U B' U' L F' D2 L' F2 D',38
R U L2 D2 B2 L R' F2 D2 B U2 D B L R2 D' U' L R' D2 B',x2,R D' U L B' L2 U R2 B' D' F2,L D2 L' R F D' L U F' L D U' L' F' D2,B R D U' R U' R' U2 R U2 R' D' R' B',40
R D L2 F2 D2 U F D B' L R2 U2 B' U2 L F' B2 R' D R',x2,B D' U F L2 D2 F2 R' B D2,B' L F U2 F' R' B' U2 L2 B L U B' R,U L' U2 B2 U2 L U' F L D' R2 D L' F',38
L' D F' U2 L' D F2 B' R' D U B2 U D L2 B2 R2 F B' L' D R',x2,U B' D2 L2 F' L B' F' R B',R D' F U L' B L2 D L' U2 R2 D U R',U2 L2 U2 F U F' U L2 D' B D U2,36
U2 L2 F' U2 D2 R B2 L' B R2 L B2 U F B L' D2 B' F D F2,x2,D U B2 U' L B' R2 F' R D2,D U F U F' L2 D' R U' R' U B' L2 R',L2 B2 R' B2 R' U R U' L R' U' L R2,37
B2 F' L' D2 F2 L' B U2 B' U2 F L B2 U' B2 U R2 L' F' R2 D2 L2,x2,B L' D2 B' R2 F D F D,B' R' F2 R B' F2 U2 R' D2 L D2 R B2,U2 B' D' B D2 F' D B' D' B F D2 U2,35
R F B D2 R' B L D B L' D L F' B' R2 L2 U' R F' L U L2 D',x2,D U' F' R' D2 B D R' B R',B2 U B F' D2 B2 R' F2 U2 R' F2 R2 B' F,R D F R' D F D F' D' F' R D' R',37
L' R' U' R' B2 D' U' F' U B U F' U D B2 U2 B' D' B2 F2,x2,L U L D' B' D2 R' D U2 B',U2 B' F L F' R D' B R' D' F2 U F2 U2,L' B2 D' U F L F' L' D' L D2 U' B2 L,38
L U B' L' F' U L' F' U L' F D' R2 U F D' F2 L2 B R' F',x2,R B L' U2 B' R2 D' B2,B2 R2 D' R2 U B D R' B D' U2 R' D R,L D L' B L D' B D B D' B' L' B',35
B L R2 F' D' L' D' U' B D' U L D L B D2 R' F R2 L U' B R',x2,D2 L' B2 D F U' R2 B2 R' U2,F' U L2 B R' U' F R2 B2 R2 F' L2 R U' F,D' U L' U L U2 F2 D R D' F2 D,37
R' F2 L B2 D' L2 B2 R' L U D' B U D R2 U' F' B R' B R' F2 R',x2,D' U' R B' U2 R2 B' D' R2 F2 D2,L' B' L U R' U L U2 R2 B' L' R' U B2 U2,L' R2 F R' F' R2 U2 B U B' U L R,39
F B2 R L' F L' R2 U2 B' D2 R2 D' L' D B' L' F L2 R' U F2,x2,L2 R F R2 D' L' B' R' D U',F2 L B2 F2 U L U' B' D' R2 F' D B' L' R2,F R2 U' R' U R2 F' R' F2 U F U' F2 R,39
F' B D2 B U' D2 L R U2 R' L' U2 R' D' B D' U L2 D' L D2,x2,F' D L2 F D2 L2 F L D' U2,L2 R U R D' L' R' D2 L' U' R F2 R2,U2 R' U R' D' F2 U2 F U' F D R2,35
