scramble,orientation,step_0,step_1,step_2,total_moves
F' L R B R L B F' D' U L' D B' F' U2 B2 U B2 U' F,x2,L2 D2 B2 U' B L B2 F2 U',B D' L2 F L F' L' R' D L' D R B',U' L2 F' L F U F U' L U2 L' U' F',35
L2 F D B' U F2 D' R U F' D' L2 R' D B2 L' R' F U' B2 U2,x2,U2 R2 F D' F2 L2 R D,B R' D R2 D R' B' F2 L' F2 D',F2 L F2 L F2 L' D' B' U L2 U' B D,32
U' F2 D B2 R' D2 F B2 R L D2 F' U B R' L2 D' F' B2 U R2,x2,U2 B2 R D L F L' B2,F D F' U2 B' L2 B F L2 D' F' U2,L' U2 B L D L' B' U F U2 B D' B' U',34
L' F' B R L' D2 B' R B' U2 R D L' R D U B' R' L F D L2 D' F',x2,F' D L U' L B L2 U R,B F2 D2 L D' L D' L2 B' F2,B2 D B U' R F2 U F2 U' R' U B' D' B2 L,34
F U' L' U' F R2 D2 U L' B' D' L2 D R' D2 F' L F' D2 R2 L2 F2 R2 L2 B,x2,F' L2 D' U' L' B' F R' F',L2 F R' B F2 U2 F' D2 B L' F R' B2,B' D B L' B' D B2 D L D L' U2 F2 U2 B',37
B' L' B D B' R' L2 F2 U2 L R' B2 U L' D2 L' D2 F2 D R' F R' U' D F2,x2,B' F' L U F' R' D' R' U2,L F' U B' U2 F' R U' R B U2 F2,F2 L B2 U2 R' D2 R2 B' F' D' B' F' U2 L D2,36
B' U B2 R' D L' R' U2 L U L U2 B2 D' F D B F L' R2 U R' L2,x2,L' D F' L2 D B2 F2 R' U',U2 B D' F2 R F R' F D B' U2,L' D2 L B U2 R D U2 B' U' L' F' D L U L,36
L2 B2 U' B L' B2 R' B L' B' F U F2 L' F L' U2 L2 B F,x2,B' L2 F' R F' D L,F L B F' D F2 L' F2 L D2 B',L' F' D F' D2 L2 B D L D2 L' B' L D2 F2,33
L' U2 R2 U2 F R F' L' D2 R2 U' B' R2 U2 B L D B' F2 D R U',x2,D' L' U2 L2 U B U,L2 B L' F L' D' L2 D' L F' L' B' L2,F R' F D2 F' D B' F2 L2 B L' F R B' U B,36
L' F2 U' F2 U' L2 D2 F R2 L2 B' F' L' D' B U' F' R' U F' L2 R2 B,x2,U' R' B' F2 L' F' U2 R2,B L' D2 F L' D2 F' L' D' L2 B',F2 L' F2 L' F2 L B F' D B2 R2 U R2 B F' L,35
