scramble,orientation,step_0,step_1,step_2,total_moves
R2 F2 R' B2 F' L2 D' U' B' R D2 U2 R B U L2 U B2 L2 U2 D B' R2,x2,B2 D B2 U2 F' U' R' D U,R' B2 U2 F' L2 B L' U' L' F R,U2 F' D' F U F2 D2 F D F U B' L2 B,34
F2 D L2 D U' B2 U2 R' F' R2 F' U2 R B L U L2 R U R2 B',x2,F D' F D B2 U' L',B' F2 D2 F2 U' B U' F R2 F',B2 D2 B L U2 B2 L' F' D2 R D2 F' D2 B' F2,32
L F2 L B D2 L2 D2 B' L2 R' F2 R L2 U L D2 R2 L2 U B L' U B,x2,F2 U L' F' U R2 B2,U L' F R F D B2 D' R' F2 L U,F2 U F2 D' B' D B2 D' U B' D' U' B' D2 B',34
F L D2 R2 U D' L' F B R' F' D' R' L' U R' D L2 B F2 R2 L' F',x2,R' U2 F' D' R' F' L2 R,L F2 R2 B D B2 D' R B F2 L',D' B D' B2 F2 U2 B2 D B' D2 R2 D2 R2 D F2 U,35
U2 D' L' F B L' F' L' B' U2 R D' B F L' B L' R2 U2 F,x2,B' D2 L2 R2 U' F2 L U' F,U2 F' D2 L F U2 L2 B' L2 B2,B2 R D B D B2 D R' B2 R D B2 D R' B,34
B2 F U' B2 F' L2 B U L' U R U2 L' R2 D' B U2 F2 L B2 R' F2 D,x2,R F' L' D F2 L2 D,L F2 R' D F2 U' B F2 D R' D2 F2,U R B2 L2 B2 R D' F2 R U' R' D2 F2 D' R2,34
U' R' D2 R B' L D2 R2 L' B' U L2 U2 R' L2 B2 U R2 U R2 L' D' B D2,x2,D2 B R2 D' F' L2 B',D' L U R' F' L' R D F' L F U',B L' B2 L B' L B' L2 B' L2 B2 L2 B2 L B2,34
L B2 D2 L U D2 L' D2 L2 D B2 U' F D2 R F' B U' D R2 D L B',x2,B2 U B' L B' R F2 U2,L U F2 R' B D2 B2 R F2 U' B,D B2 D B2 F R D' B D R' B F' D' B' D',34
R' U2 R D L R D F' L2 R B2 F2 L' B R L2 F' L R U' L',x2,L' D B' L' D B2 R D' U,U' R B U' F2 L' D F2 U B' R' U2,F2 R2 B' U2 F2 L F' D2 F L' F2 U2 R2 B R F2,37
L' F2 D L B' F' L' U' R2 U F U2 L' F' L' R' B F2 D' R2 B2 U' B' L,x2,B F U L' R2 F' D B R2,L U2 L' B F' L B' L D B2 D' F,B L2 B' U' L2 R' D' B U B' U' B' D R U L2,37
