scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
F L2 U2 F B' R L F' U B F2 U2 L B' R' B' U2 B' F U',x2,D2 L D' F R' B' F2 D2,L2 F U2 L' U' F' L' U',F' U' F U L F L',U2 F2 D2 B U B U2 R D2 U2 F2 L,L D' L U2 L' D L U2 L2,44
U' D2 L2 R2 F2 L U' D2 F B2 R2 U F' U2 F2 U' R D2 B' F' R' F2 R',x2,D2 R2 B F D' R U',B2 L' R2 F L R2 B2,U' L2 R F' R F L2 U R2,U' L' U2 F2 R' F2 R U' F2 U' L U F2,L' U' R' U L U' R U,44
B2 D2 B' U F B' D2 R2 U' D2 R' F' U' L2 R B' L2 B2 D F U' F D' B' F2,x2,B F' L' D2 L U R,B D' L' F2 L B' D2 R D2,F R F2 R' U2 R U2 F,L' U2 B2 R D R' B2 U2 F2 D F2 D' L,R' D R U' R' D' R U,45
F2 R' U D2 R B F2 L' B2 F2 D' B2 F' U2 L F2 D2 B2 R2 L B2 L2 U2,x2,D L U2 L2 B F' U,L' D' R2 F' L R2 D,B' F R2 F2 R' B F U2,L2 U2 R2 F L2 D' B D F' R2 U2 L2 F,,35
L R B2 L2 R D F' L' D2 L2 F R' L' F' R B' U2 D L2 U' R2 B2 D,x2,L' U2 B' F' D R' U',U' B D L B' L' U,F2 U' F2 U,D F D' L F' R' B D' B' R F L' F',D' B' L' R B' L B2 L' B2 R' B L D,44
R2 F U L R2 F D U2 F2 U' F2 R2 L B2 D2 F B D' R F2 R2 L2 B U',x2,L' U2 R U',L' F' D R2 D' L' F L2,F D' U F' D U' R F',F L2 F D' U B2 D B' U' B F2 D2 B' D2,F2 R' F' R2 F R' B F' R' F' R B' R',47
R B U2 B' R2 L B' R2 B2 D' U' R2 B2 D2 U R2 D' U2 B U,x2,F L' D L' D' B' R',B F2 R2 D R2 U' B' F2,D' L B R' F R B' L' D,D U' L' U2 R' F R2 F' U2 L D' F2 U,L D' L U2 L' D L U2 L2,46
F2 U' R2 D' R F' B2 U2 L B' F' L' F' R' B2 U' B R' F2 D R2 F2 D2 B2 L,x2,L R F' U' B' F' D',R D L2 F2 L2 D' R',U L' D2 B2 D2 L U',B2 U' R2 U' B2 D F2 D2 U L2 U' F2,B L' U' L U2 L' U2 R' U L U' R B',46
F R B R U D R' B L R' B2 R U' D' R2 F B' R B2 U' R L B' D2 B',x2,F D R' U F2 D2,B' L U' F2 D2 B R D F2,F R2 B F' U B' F R F',F' R' F' R' U2 L' F2 U2 F2 L R U F2 U R2,F2 R' F2 D2 B2 U' L' B' U R B' R' D2,52
F2 U' F' D F2 R2 F L' R' F2 R B R D2 U' R2 L B2 L' F L' B2,x2,F D2 L U F D2 L2,R' F L B' F' U' B R,B2 U F' D2 L' D2 F U' B2,L U R2 F L' R U' R U2 L F2 U2 F2 L' U,F2 D R D' F' U F2 L F L' F U' F',52
