scramble,orientation,step_0,step_1,step_2,total_moves
L U L2 F' B R2 L D2 L B2 L2 B F U2 R' B2 R2 D' B' U' B2 D2,x2,U F2 R B F2 D2 B' L2,L2 D2 L' D B2 R2 B2 D F L F' D2 L D2,U' F' R' F' R2 U2 L' B' L U2 R' F2 U,35
F B2 R2 U L D' L2 F D2 B2 R2 D R' D U L2 B F D' L2 F' B R' L2 B,x2,R2 D' U2 B' D' U2 B' L' D2 U2,F D2 L' B' L2 R' F' L R F' L B L D2,R' D' R D' U F' D F D U',34
B' L B D' F' U2 B D' U2 F' L' B U2 D2 F B2 D L' F R2 F' D' U R2 L',x2,F2 R2 F' L' D' B2 R U2 F' U,B L R D2 B D2 R B' R D L' D R B',U R D' R D2 B2 D U2 L' U L' D2 B2,37
U' D R' B2 U' B' R L' B U' R B L U2 L' F R D L2 U B2 U' R2 L2,x2,B U' R D' B2 R U2 F U2 B' F,D F D B R F2 R F2 R2 F' D R' B' D,L F2 U' R2 U' B' U F' U2 B' U' F' D' L,39
R B' R D F2 U' B' U R F R' D2 R2 L' F R2 F R D' L2 F' U F2,x2,L2 B R' F2 D L2 R2 D2 B' L' F2,F D B F' R2 D2 R2 U R' F' U' B' D R,D' L B F2 R F' R' F2 D B' L' F D F2,39
U D2 R2 B2 R2 D B F2 L2 F2 D' R' F R U2 F2 D' U2 R U L F L' F' L,x2,B' L F2 D' U' L2 D' B L D',B D2 R' D R2 D R2 D' R2 B2 U2 L' U2 B,F' L U' R2 D' R' B R B' R D2 R U L',38
F2 D L' U L D L B2 F' D R F D' B2 L D' B F' L2 R B2 L2 F2 D',x2,R2 F' U' B' D F' U' R' D2 U2,R2 U2 F D' L2 B' U2 R2 D B L D L' F',L' U2 F R' B R2 D R' D' F' R2 B' R U2 L,39
B' F D R2 D' U2 F' B2 L' F' D' U L2 D B' U B D B2 U2 F' R',x2,L2 F2 D2 R' U L2 D2 B2 R F,R' B2 R F R' B' D B' F' U L D2 U' R,F2 L' U B2 U' L F L2 U' R D2 R' U L2 F,39
F2 U2 R' B' U2 D' B' F U' D' R' U2 B2 U B U2 D' F2 U2 L R2 B' D' R' L',x2,R2 B2 F' D2 L2 U' B2 F U' L,R' F D2 U L' U' L' D R2 B U2 B' L R',L' D B' L B' L B' F' R' D2 R F D' B L' B2,40
F2 D2 F' L D F2 B D R2 D F R' D F L2 R' F' B' R2 F2 U' F' D R,x2,D' R' B L2 D' R2 B' L R2 F,U' B U' F U B' L2 R' D R' B' L R2 U,U R2 B R' B U' L B' U B' R' D U F D' U2,40
