scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
U' D2 L2 R2 F2 L U' D2 F B2 R2 U F' U2 F2 U' R D2 B' F' R' F2 R',x2,B D' R,U' F2 R F2 D' U2 B,R B F2 R' D R2 D' U R B' F2 R,L2 U2 L U B2 U2 R2 F' R2 B2 U' L,U2 F D F' R2 B U' B' R2 F2 D' F2 U2,47
F R B R U D R' B L R' B2 R U' D' R2 F B' R B2 U' R L B' D2 B',x2,F',B F2 D2 R' F2 U,D L U2 R' D L D' B R U2 L',D L B D B' D F U F U' F2 D2 L',L B' U B L2 F2 D F D' F L,42
F L2 U2 F B' R L F' U B F2 U2 L B' R' B' U2 B' F U',x2,D F',D L' D L2 U2 B L B2,L2 B U B' L' B U' B2 U B L',R B2 D2 B2 D' B2 D' B2 D' R',U2 L2 B U' F R' F2 D2 F2 R F' U B' U2,45
B2 D2 B' U F B' D2 R2 U' D2 R' F' U' L2 R B' L2 B2 D F U' F D' B' F2,x2,B' R2,R D' B' R F' U R2,D2 B' D B L' R F' L D R' D',R2 D F R' B2 L' U' L' U B2 R F' R2,D F2 U F U F2 L' U' L U F2 U2 F D',47
F2 R' U D2 R B F2 L' B2 F2 D' B2 F' U2 L F2 D2 B2 R2 L B2 L2 U2,x2,D F',B' D' L U2 B2 L2 D2 B,B' D' B2 F U R2 U R U2 B' F',D' F D F2 R B R U R B' R F D,D R2 U' F L2 F' U B D2 B D B2 R2 D',48
R2 F U L R2 F D U2 F2 U' F2 R2 L B2 D2 F B D' R F2 R2 L2 B U',x2,R,L' U' B U' B2 D U2 B,F2 D2 B2 R B' F2 D' R' B F2 U' R B2,F' R B2 F2 L B' U B U' B2 F2 R' F D2,L' D' L U' L' D L U,44
L R B2 L2 R D F' L' D2 L2 F R' L' F' R B' U2 D L2 U' R2 B2 D,x2,F2,D R' D' B R' D L2 R,L2 D L F2 R B F L2 R' F L' U2,U' L2 U' B R2 D R' D' R' B' U L2 U,R2 D2 F' L B' U B2 R2 B2 U' B L' F R2,48
R B U2 B' R2 L B' R2 B2 D' U' R2 B2 D2 U R2 D' U2 B U,x2,R',F2 D' U R B2 F2 U,B' D2 B U' F' R2 F' D U F2,L' F2 D' B' R' B D R B R' F2 L,U2 B L' U L' U' L2 B' U B L' B' U,43
F2 U' F' D F2 R2 F L' R' F2 R B R D2 U' R2 L B2 L' F L' B2,x2,U F,B2 D2 U2 R' B' U' L' R,R' F2 R D B' L B R F R2 F2 R,L' B R F' D' F D L D L' R' B' L,R2 B R2 U R U' R B' R F D F' R,48
F2 U' R2 D' R F' B2 U2 L B' F' L' F' R' B2 U' B R' F2 D R2 F2 D2 B2 L,x2,L F2,F2 R2 D R F' U' B' F',D F' U2 R' D' F2 R F2 D U2 F,B L F L B' F2 D2 B2 F D' F' D' B2 F,U2 B L' U L' U' L2 B' U B L' B' U,48
