scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
L2 D' U F' L' R2 F' L R' F' L' U F' U2 D R L U D F2 U2 D2,x2,U2 B2 L2 F2 L' R B2,R D2 L R2 F R B2 L2 B L,D2 L' B L D B L' B' L D,B' L B F2 R B U R U' R' B2 F2 L' B,L2 F2 U2 B2 R' B2 U2 F2 L,50
L D2 F2 U' R F' B' R L2 F2 U2 R2 L2 F B U' B D' L' F' R2 F' U R F,x2,D B' F2 D R F D2 L',F D2 L2 D2 U' B U B' F',F2 D L B U2 B' L' D' F2,F L2 D R' U F' U' F' R' F R2 D' L2 F',F2 D B D' B2 F2 U B' U' B2,50
F2 D2 F2 D2 R2 F2 B L' R' B R U F2 L F2 L' F L' R B D' B U2 R,x2,B2 L' F2 R' D' R2 B L' F2,R2 F D' L' D' B' D2 R F' U2,D2 B D' L' B' L D B' D2,F U2 B2 L' B2 R B2 R' B2 L2 U2 L' F',L2 F2 U2 B2 R' B2 U2 F2 L,50
B R2 F2 R2 F' R2 U2 R L U2 B D2 L' D2 U' B R2 B' F' U2 L2 R D,x2,U F R' D2 L D U B,F2 D2 R D B D' B R' D2 F2,L B' R U' F U R' B L',F2 D' F2 U R' U' R F2 D U' B' U B F2,B' L2 B2 L R D L' D' R' B2 L B L,54
B' L2 B2 R' L' B D2 U B2 U2 F2 L2 D' R L2 B' D' B' D2 L' B F' D2 U' B',x2,D' U' L2 D2 F D' B' R' B2,F' L' F' L2 U F L F U2 R',L' B2 L' B' U R2 D R2 U' B' L2,R' D U' B U2 R B2 R B2 R2 B' D' R U',R' D2 F2 U2 L F2 D2 B2 R2,53
D2 U F' L D2 R L' F' B D R2 F2 R2 F' B' L D2 R' B' F2 U' B' L U2,x2,R' U F2 D F D L2,U' L B U' B' R2 F L' R2,L B R' F R B' L' F R' F',L' F L F' D' U' L B' L' D U' L U2,U' F' L B F' D2 B' F L F U,50
R' F R B' F D2 L' B R' B2 L2 B U' B F U' R F2 U2 B2 L2 R',x2,R D2 U2 B' D2 L' B' F',U R' D' L B L' B' D R,L2 F2 D' L2 B2 R2 U' B2,L F2 R B R' F2 U2 F U2 R U F' U' B' L',D2 B F' R' D R B' F D' L' D',51
L2 D L' F' B D' R2 F2 D2 R' L' D2 U' R2 L F' L U L D B,x2,U2 L U F D' R F L,R2 B2 U2 R2 U R U B2 R2 U2,U' F' U B U' F U B',B2 L' B' F L' U' L' B2 U' F2 R2 B R F L',U' F' L B F' D2 B' F L F U,52
L2 B' D B L' B L D L D B' L2 U L2 D2 U' L' U' B2 U D2 B' F2 D',x2,L2 D2 B U L2 D' L R',R' F U2 R F U2 F' U,F2 R F R' F2 L F R' F2 L',D' L' B' R' F' L U2 L' F R' D' R2 B' L D,U' F' L B F' D2 B' F L F U,52
D' U2 F' L F2 L' U2 B' R' U L U' D R' B D' U' B2 R F,x2,B2 D2 R2 B D2 L' D' R2,F R2 U R2 U' F',F L2 U2 L2 U2 L2 F',F R2 D' F' D B2 D' F D U2 R' U2 B2 R2 F',F2 D B D' B2 F2 U B' U' B2,46
