scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
B' R2 L B' L' B' D2 U2 F2 B2 U2 D' R2 L U2 F' L' R U' F B',x2,U' L2 D B D',B' D' B' L2 D L' F2 U2 B F2,F2 L2 U F L U' L' F' U' L' F2,R U R U' R' F' U L' U2 L F2 R' F',D' L2 B U' L2 U L2 U B U' B2 D L2,52
L' R' U' B R B' L U L' R F R F L B U' L D2 R2 F' L2 R2,x2,F' R2 D U L2 F R,R' U' L2 D F L F L' D U L R,D' B2 R' B R D B' D2 U R2 D2 U' B',D F' D' B' F D' L2 D L2 B U' F' U,,45
L2 R D' L2 D U B' R F L2 U F' U2 R' U' D2 F2 L' B2 R,x2,B F R U2 F,F2 L2 B' U' B L2 F' L F' L,D2 F L' B F' D2 B' L' D2 L,B2 F R' B L F2 L F L2 B' R U2 B2 F',,39
D U R B D' U' L2 F' L F' B' D' F' B2 U R U L2 R' B D R' L2,x2,D' B2 L D' L U' B,D' R F2 L R B2 R2 F2 D,F D' R' B2 L2 B R B D' B' F' D2,F' D2 F U' F' D F2 D' U B' L2 B D2,R2 D B2 U' B D B2 U B2 D' B R2 D',54
R2 B F R2 F' R2 D2 U' B R2 D2 F' B2 D2 F' D' R2 D2 R2 L D' L',x2,D' L U2 R2 B U',U L' R' B2 R' D' U R2 D2 L' D2,R2 B D L2 B L' B' L2 D' B R2,U2 R D R2 B R U R2 U' R' B' D' U2,,41
R B' D2 L2 B U' D' L2 B F2 L2 R U2 L' D2 B R D F' D,x2,D' B' D R2 B2,D L2 B' R' B2 L D2 B' L D' L2,R' B2 L' D' B' L' D' L B D L R,B D2 R' B' L B2 R B L' B2 D2 B' D2,D' L2 B U' L2 U L2 U B U' B2 D L2,54
L R2 B U F' B R B F' D L2 B D U R2 U' L' D' R U2 F2 R D' L' U2,x2,U' L2 B D' F' R B2,L2 B' U F' L' D' U' L U' L D B,B' F2 D U' L2 U B' L' D' R' B R F2,F2 L' B' U' B2 U' B2 U' B2 U2 B' L F2,,45
F2 U D B' D U R L2 D' B2 D' F' U2 L' U2 R F' L F2 B2 U' F',x2,B' R F2 D U2 F2,B' F' D2 U F2 D' L U2 F' D' B',D2 U2 F D' F' L' F L D' U2,R' F2 U2 L' F2 D2 R F2 U2 B2 L2 F2,R2 D B2 U' B D B2 U B2 D' B R2 D',52
F2 U2 F R2 U' F D U' F D2 L2 R U D2 R' B2 U' F2 R D2 R' D2 U,x2,R2 D' U' L' D' B,F R2 F' D2 U2 B' L2 D2 L' F2,L D2 L' D' L2 D' R' B2 L' R,L2 B L2 U' B D2 F' D' F2 D' B' U B' L2,D' L2 B U' L2 U L2 U B U' B2 D L2,53
F2 B2 D2 F2 U' D R' D' L' R' F2 L' F' R' D' R L U' D' F L2 U B',x2,L2 F' D2 B2 U,U' B F2 L' U L F U' L B' F',D' B' U R D U' B' D2 U R2 D2 U' B',D2 U' R2 F' D2 F' D2 F2 R2 D2 F' U,D' L2 B U' L2 U L2 U B U' B2 D L2,54
D' U' L U2 B' D F' U R' L2 F D' R' U R2 U2 B' F U L' U,x2,U2 R D' F' L' U',B' L U2 L' D2 R D2 L2 U2 B,R' B2 F' R' U' B U R B F R,F2 D' U' F2 U F D F2 D2 B' L2 B D2,D' L2 B U' L2 U L2 U B U' B2 D L2,53
F' B' R' U D2 B2 U F' L' F' B2 L' F' R2 U' L2 R2 F L' U R L F' D',x2,U' L F' R' B' D' U2,L' B2 R' F U F2 L D2 U2 R F',L' D L F' R2 U' B2 U B R2 F,D U2 B R B' R2 B R B' R D' U2,R2 D B2 U' B D B2 U B2 D' B R2 D',54
D F' U R2 F2 D' B D' F D B D' L' R' U2 B U' D2 F' B D L2 U,x2,U' L B2 U L U B',L D2 R2 B' R D B' L2 R D,F2 D L2 D' R' U' L U L' R F2,D F' D' B' F D' L2 D L2 B U' F' U,,41
U' R' D2 R2 F' R2 D F' U2 R' D2 B2 F L F' R U D2 R2 F2 U,x2,L' F2 U' L' F R2,L' R2 B2 R' D2 B2 D2 R2 D R,R' B' U R2 U' B' R B2 R2 B' R' B',B2 D U2 R' D' R2 D R' D' R' U2 B2,D' L2 B U' L2 U L2 U B U' B2 D L2,53
U2 L2 R' F R B L F2 L2 F' L2 B R2 F2 R F2 B2 D' U L B,x2,F2 D L B2 U,B2 F2 U' B D2 B' D2 L2 B F L',U2 B D' R D B' U2 R2 B R2,U2 F D2 F' R' D2 R D2 B R' B' U2,D' L2 B U' L2 U L2 U B U' B2 D L2,51
R2 U' F2 U' D B L' U F U R' D' R2 L2 F2 B' D F' U F D2 L' U',x2,B' U L R F,R U' R' F2 L2 F' L R' D2 F R U',B U' B2 D' L U' L' U2 R2 D B,R F U2 F' U2 F U2 R' F2 R F R' F,,41
L U' R U R2 U2 R2 F' B U B D2 R2 U' L F2 B U L2 B',x2,D' L' B2 U' L U',F2 R U2 F' D2 L F R2 F2 R B2,L2 B' D2 U2 F2 D U2 B' D B' L2 B,D2 B' L2 B D U' F' U F' D F,,40
U D' F' B L2 B' L2 R2 D F L' U' F2 U' R L F' R2 D R2 F' D B2 R' U,x2,U2 B2 R' F U B' U2,F2 D L2 F2 D' B' U2 L' B F2,B' D B L D L' D' L' B' D' B2,B2 D' F U L2 U' L2 F' D U' F' U B2,R2 D B2 U' B D B2 U B2 D' B R2 D',54
R B2 R2 L' U B' L R U' R' U L U' D' F2 L R' B F R U' B2 F2 U',x2,R2 F2 R' F' R2 D,B F' D2 B2 U' L2 B' U2 B' R2 B',R' B2 L U' L' U L' B' L B' R,B2 F L2 F D F' D' L2 B2 F L F L' F,D' L2 B U' L2 U L2 U B U' B2 D L2,55
F' B R' D2 F' U' D B' F2 R2 L F2 D2 B U2 R' B' U' R' F2 R' B2,x2,U' B D' L2 F R',F' R U' R2 D2 L2 R F' L2 F L2,L2 B' L D' U2 R' U2 B' D L' B2 L2 B2,F' U2 F D' F' U2 B F D F D' B' D F',R2 D B2 U' B D B2 U B2 D' B R2 D',57
U2 R F' R2 D U' B U' F' L' D' F2 L2 B2 R' U F U' R2 D2 B2 R' D' B' L,x2,R' B2 L F' U B',D' R' B2 D L U2 R' F U2 L R,R2 B L' B L B U B' U' B2 R2,F L F' R F L' R' B2 R F' R' B2,,40
F L' F D' L2 R B L' D' B' U2 R B2 U2 B2 R2 U F' L2 B' R2 L F2 L' B,x2,L2 U2 R' F' D B D',R' B D2 L B D2 L' D' R D',F2 R2 D2 L F L' F' D2 R2 F2,R B' R2 D' R' D R' B R' F' U' F,,39
U2 L2 D R L2 F B U' R' U' D' R2 F D' U L U' R L B' U2 D2 R' L' B,x2,F' D2 B2 R',D2 B R D' R B' F2 L2 F' D F' L,R2 B R D' R D2 L' D L D2,U2 B R' B2 L F' U2 F L' B' R2 B2 U2,R2 D B2 U' B D B2 U B2 D' B R2 D',52
U2 B D R L F' U R U2 D B D2 R2 B R2 L F' B R L F' L' F' R,x2,B U' R U2 F R,U B D' F' U' L2 R2 B' R D' B,L2 B' D U' L2 D' U B' L2,F U2 R' B L2 F' L' F2 L' B' R F',R2 D B2 U' B D B2 U B2 D' B R2 D',51
B D' L D R' D' B D' U R' U' B2 L B' F' D' F' B' D R2 U L F U R,x2,B2 L2 R' B F D,U2 F' R U2 R2 F R U2 L F,D' L' D2 L D F' R2 B' R2 F D2,R' U R D2 R' U' R D2,R2 D B2 U' B D B2 U B2 D' B R2 D',48
F' D2 B' F2 D R U' B2 U2 R2 L2 B U' F' B D2 F2 B L R,x2,U' B2 D' L F U',U F' L2 R2 D' B' L2 B' D R F R,U2 R U2 R' B2 R B U R' B U',L F2 L' F L2 F2 U L2 U' F2 L2 F',D' L2 B U' L2 U L2 U B U' B2 D L2,54
B2 F' U2 L' R2 F B2 L R2 B2 U' D2 L D2 B F2 D2 R U F' D2 R' B2 U' B,x2,D' B U' R U B,B' U2 L2 D R' D' L2 F U2 B,U' B2 U B R B' R2 F' U F R B2,F D' F2 L2 F2 D F' R D2 B' U2 B D2 R',D' L2 B U' L2 U L2 U B U' B2 D L2,55
F' D' L2 U R2 L2 D' L2 U' D' B L2 R2 U B D2 R B F D F B L F',x2,L D2 F' D U' F',D' B2 L2 B D' B L D2 L' R' D2,B D' R2 U' L U' L' D U B2 U B,D2 B' U L2 U2 B D2 F' D' B' U B F2 D,R2 D B2 U' B D B2 U B2 D' B R2 D',56
R D' U' L R F' D F' U2 B' L' U' R' D' L' B R' L2 U F' L2 U2,x2,D2 F' R D U',L' B' L2 D2 R2 D' R D' B L2,R' D' B D B' L R D L D' L',F2 D2 L' D' L2 D' R' U B2 U' R F2,D' L2 B U' L2 U L2 U B U' B2 D L2,51
D' F D2 R2 U2 R B' U2 F R D' U2 F' B2 U2 F' U' F D' F U' R',x2,F R' U' F',F2 D2 L' B2 U2 L D2 L' B2,B' U' B2 R' U' R B2 U B',U2 R F' U2 L2 D B' D' L2 U' F U' R U2,R2 D B2 U' B D B2 U B2 D' B R2 D',49
U' L' F2 R' L' U' D2 B' R' F' R' L' U' L2 R' D' R D2 F2 R' F,x2,D2 R2 B2 L F,R' F' L2 R U R2 D' B' L2 R2 U2,D' L D' F2 R U' R' F2 D L' D,D2 B' L2 B D U' F' U F' D F,D' L2 B U' L2 U L2 U B U' B2 D L2,51
F2 R B2 R2 F' D2 B F2 D L2 F2 D B D' B2 D2 F' L' R2 B F',x2,D2 B' U2 B2 D',U2 L D' U2 R2 B D' B2 R2 D2,B' F D2 L' B L D2 B F',F2 L2 B D2 B' F' R F L' F L' F R',,37
B R2 B' F U' B2 D R2 L2 B' R2 U' B R2 U' D' L2 B2 U2 L B2,x2,R2 F' L B2 F',R2 U2 F2 L' R' F' D F U2 B2 R,R U R U B' U B U2 B' R2,D' U' R U' R' D F2 U F U F' U2 F2 U2,,40
R2 F2 D' F2 D' B2 R' U' R2 D2 U2 R2 B' L F' L2 F2 D' B' U2,x2,F2 L2 R B2 U,R' D2 B2 L2 B D B U F2 D U' R',L2 B' L' B2 F' R D2 R' B' F,F2 U B2 L' B' L' B L2 B2 L' U' L F2,D' L2 B U' L2 U L2 U B U' B2 D L2,53
L2 R B' L' B D F R B F' U2 F' B' L R D2 B' F2 U' B' R' U F B',x2,D2 F' L D2 R' U,F D2 R2 F2 D2 L2 F U B2 L2 F,B U R2 U' R2 F' L U L' F R2,D2 R U L' D F2 R2 D L U' R B2,R2 D B2 U' B D B2 U B2 D' B R2 D',53
R' U2 L2 F' L2 U2 B2 F R' L2 B2 D' R B2 D2 R U2 B F' L2 B2,x2,F' D R U',D' B L' B D' R2 D2 U B2 U',U R' D R2 B2 R2 D' R2 B' R' B' U' B,L D L D2 B2 U R U' B2 D L2,,38
B R F2 R' F U D2 L' F2 R U' R2 U' D2 R F2 D B' U' R2 B,x2,U2 F R' U R' B',B2 U2 R2 B F' D2 F' L2 R2 F,L' R' D' L B' D B R' B2 R D' B R,F2 U' F' L' U F' U' F L F2 U,R2 D B2 U' B D B2 U B2 D' B R2 D',53
B L R' U' D' L2 D B2 F R B2 D U2 L' U L' U F' U' B U2 R F L,x2,L' B D' R2 B D',U F R2 D' R2 F2 U2 F2 U' L U2,B' D2 U' R B' U' B R' D2 U B,F' U2 F D' F' U2 F D,R2 D B2 U' B D B2 U B2 D' B R2 D',49
U2 R2 F D' B U L2 R2 D' R' B' R B2 L' F' L2 R U' R2 F2,x2,D2 F D U L B2 U',R D' B2 L2 B' L' B' D R B2 R2,F U2 R' F R' D' F' D R2 U2 B' F',U2 B D R B' R2 B R B' R B D' B' U2,R2 D B2 U' B D B2 U B2 D' B R2 D',57
D B L' F' L2 F U2 F' R2 L D L' U' L' F2 D2 L' R U2 D' F2 B2,x2,D2 L' R2 U B' F',L' R D' L F2 R F2 D' B2 D2 R',B2 R2 D L B' U' B' U L' B' D' B',F U2 R F' R' U2 L' B L' D2 B' L2 F',D' L2 B U' L2 U L2 U B U' B2 D L2,55
F2 B2 R F2 B2 D' B L U' R D2 L2 U2 D L2 R2 B' L2 D' L2 B',x2,D B' L' R' B2 F' D2,F U L D' L2 U2 L2 D F2 U2 F,B2 L D' L2 B' R' B L2 R D L' B2,B F R2 B F2 U R2 U' R2 U' F U2 B2,D' L2 B U' L2 U L2 U B U' B2 D L2,56
U D' R F D L F' B U' L' D' F' D' F' B D' B' F R2 D' B2 U',x2,U L' R2 B2 U',B' U' B' R U R' U2 B U' B,L D L' D' L' B D' B' D,D2 B' U L2 U2 B D2 F' D' B' U B F2 D,R2 D B2 U' B D B2 U B2 D' B R2 D',51
R2 B F U R' U' L R U2 B' R U2 R' L' U R U' D2 B F' L' B2 F U' R,x2,F L' B2 U' F',R' U' F2 D2 L' F' U L2 D L R,F2 D R B L2 F L' B' L F' R' D' F2,B D2 R' B' L B2 R B L' B2 D2 B' D2,D' L2 B U' L2 U L2 U B U' B2 D L2,55
B L U L2 U R2 F' L2 R' U' R D B R' B' U B F2 R2 U' R',x2,U' F' L' R' F R2,L' D2 F2 L B2 U R2 U R' B2 F2,F' L F' U2 F U L' F' U F2,U2 B R2 D R D2 F D F2 R B' F U2,,40
U' R F2 R2 B F2 D' U' F2 U B D' B2 L' D2 L' F' R2 D' L D' F,x2,F' D' R2 B R' D2,B2 L' U2 L F2 U' F' U' B L2 B,B2 U2 B R U' R' U B' U2 B2,F L F' R F L' R' B2 R F' R' B2,R2 D B2 U' B D B2 U B2 D' B R2 D',52
