scramble,orientation,step_0,step_1,step_2,total_moves
D F' U R2 F2 D' B D' F D B D' L' R' U2 B U' D2 F' B D L2 U,x2,D2 R' F2 D2 U' F' L B' U2,U F U' F R F2 D2 U' L D2 B2,B2 U R' U' R B D' B2 R B R' B D B,34
U2 L2 R' F R B L F2 L2 F' L2 B R2 F2 R F2 B2 D' U L B,x2,L R F2 L D F U2 L B2,R' B U' L' U2 L B U B' U2 R,U R' B L' B' R D' R' B' R D L2 U' L',34
L U' R U R2 U2 R2 F' B U B D2 R2 U' L F2 B U L2 B',x2,L' D B D2 R2 F' L R2 U2,F2 U B U' B' U B' U' F2,U2 F2 U' B2 U B F2 L U L' U' B U',31
D' U' L U2 B' D F' U R' L2 F D' R' U R2 U2 B' F U L' U,x2,F L D2 F D' F U' R2,R' D2 F L U2 F' U' L' D2 U' R,L F' L' D L D' L2 D2 F' D' F L' D' F L',34
F' B' R' U D2 B2 U F' L' F' B2 L' F' R2 U' L2 R2 F L' U R L F' D',x2,R' B' R' B' D R2 B F2 D',F D2 R2 F' L F2 L' F' R2 D2 F',B' L2 U L2 U' L B L' D' L2 F2 D' F2 L2 D,35
R B2 R2 L' U B' L R U' R' U L U' D' F2 L R' B F R U' B2 F2 U',x2,U L2 B' R D' B' F' U B2,D2 B L2 B' F' L' F U' L2 U L D2,B2 U' B L2 B2 U L2 U2 B R B2 R' U B' L2,36
F' B R' D2 F' U' D B' F2 R2 L F2 D2 B U2 R' B' U' R' F2 R' B2,x2,U' B' R F D2 B2 D' U R',F L U B2 U' B2 L' F',B' L' R' F L R' F L2 F' L D2 F' R2 U2 L,32
U D' F' B L2 B' L2 R2 D F L' U' F2 U' R L F' R2 D R2 F' D B2 R' U,x2,B' R2 U F L' R2 U' R' B',L U2 F2 D' F2 U2 R2 U L' R2,R' B R' B' L R' U R U B U2 R2 B' L' B,34
U' R' D2 R2 F' R2 D F' U2 R' D2 B2 F L F' R U D2 R2 F2 U,x2,U2 B L D' B D2 L F2 U2,D2 L' B L' B' L' F' L F L2 D2,L R' U R D R' F' L F R D' U' L U L2 B,36
R2 U' F2 U' D B L' U F U R' D' R2 L2 F2 B' D F' U F D2 L' U',x2,L U2 L D F U' R' B' U,L' U' B' D U B U B' D' L B,L' F' L D R2 B L B' R' U L F U' L2 R' D',36
L' R' U' B R B' L U L' R F R F L B U' L D2 R2 F' L2 R2,x2,L F D' U L2 B2 R F2,U' R' D2 F' D2 U L U' L' R U,L R' F2 L' B L B' F2 U B' U' B L' R,33
L2 R D' L2 D U B' R F L2 U F' U2 R' U' D2 F2 L' B2 R,x2,L2 F2 L B F R F' U',F' R2 F' D F2 L2 F2 D' F R2 F,B' D2 B D B L R' U' L2 R D L2 B L',33
F2 U2 F R2 U' F D U' F D2 L2 R U D2 R' B2 U' F2 R D2 R' D2 U,x2,B D2 L2 R D B2 R' F,B U L2 B2 L2 U' B',L' R2 U2 B L B L' F2 D2 R' D2 F2 U2 R2,29
L R2 B U F' B R B F' D L2 B D U R2 U' L' D' R U2 F2 R D' L' U2,x2,B2 R' F D U2 F R' F2 L',F' U' B L' U L' F L' U' L' B',L U B2 L' B' U L U2 B U' B2 L' B' U2,34
R B' D2 L2 B U' D' L2 B F2 L2 R U2 L' D2 B R D F' D,x2,U2 B D U R' F L2 B2 D',D B' U2 B' R2 D F' L2 D2 U F2 R2,B U' L2 D' B U2 B U2 B2 D L2 B U2 B' U,36
F2 B2 D2 F2 U' D R' D' L' R' F2 L' F' R' D' R L U' D' F L2 U B',x2,B D2 L F2 D2 U' L R',F' U' F D2 U F D2 B D L' D' B',L' F U' R2 B2 D' R2 D F2 D' B' L2 F L B,35
