scramble,orientation,step_0,step_1,step_2,total_moves
L2 D' U F' L' R2 F' L R' F' L' U F' U2 D R L U D F2 U2 D2,x2,B' L' U L' B' F' R D2 L,U2 L F2 L2 D F2 R' F' D' F R F2 L2 F2 U2,B' L D L' D F2 U' R U F2 D2 B,36
L D2 F2 U' R F' B' R L2 F2 U2 R2 L2 F B U' B D' L' F' R2 F' U R F,x2,D L' R U L' U' B R' F' L',R' U' L' D U R' F2 U' L2 U F2 D' R D' B2,R' F U2 F' R D2 R' F U2 F' R D2,37
F2 D2 F2 D2 R2 F2 B L' R' B R U F2 L F2 L' F L' R B D' B U2 R,x2,D' B2 L B2 U' B F' L' D2 R',F L' F2 U2 R' D' L2 R' D2 U B2 L' R2 D' F',B' L D L' D F2 U' R U F2 D2 B,37
R' F R B' F D2 L' B R' B2 L2 B U' B F U' R F2 U2 B2 L2 R',x2,F R F' D' R B' U' R,L' B' L B2 F' D2 F D U' B' D' U B2 L' B,R' U' L' U B' U B U2 L U B L B' R,37
B R2 F2 R2 F' R2 U2 R L U2 B D2 L' D2 U' B R2 B' F' U2 L2 R D,x2,B2 D2 B R2 F2 U' L' F D' R' D2,B' U' B' F' R B' R B' D' F L' U L2 U' L2 D',R' U2 L U L U' L2 U2 L R B L' B',40
L2 D L' F' B D' R2 F2 D2 R' L' D2 U' R2 L F' L U L D B,x2,B' L2 F2 L B' R' D' U B2,B R' D B' R' D2 R B2 U2 F U2 B' D' R B',L2 B2 L F' D2 F L' B2 L2 R' D' B2 D R,38
B' L2 B2 R' L' B D2 U B2 U2 F2 L2 D' R L2 B' D' B' D2 L' B F' D2 U' B',x2,D' L2 U' L F' L2 D2 F' R' B',B2 U' L2 B L' U' R2 U' B2 L2 R D F2 L' D',B D' B' D B2 U' B D' B' D U B,37
L2 B' D B L' B L D L D B' L2 U L2 D2 U' L' U' B2 U D2 B' F2 D',x2,R' U F' R2 U B2 F' U L' F',F D2 L2 R2 B' L' B' U' F2 D2 B' R D2 L2 U2 B2,R' F U2 F' R D2 R' F U2 F' R D2,38
D' U2 F' L F2 L' U2 B' R' U L U' D R' B D' U' B2 R F,x2,B' L U' F2 D B2 D F U,R' U' B L' R' B R D' B' L2 U' F2 U L2 U R2,B' L D L' D F2 U' R U F2 D2 B,37
D2 U F' L D2 R L' F' B D R2 F2 R2 F' B' L D2 R' B' F2 U' B' L U2,x2,D U' F' R F D F R U,D' R B' D' U2 F R' D' L D' F2 U2 B2 L' D2 B',D2 R' F U2 F' R D2 R' F U2 F' R,37
