scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
U R' U2 B2 L2 U' F L R' F' B2 D' B F R' D' L2 B' U' F' D F2,x2,D' B' L' U' L2,U' L2 B L2 U,F' D2 R2 B' R2 D F D' B2 D2,L2 D' R' D L2 U2 F D' U L' U R D,R D2 R U2 R' D2 R U2 R2,42
R' D U' R2 D U R L B2 R' B F' U F' R' B' R2 U' B2 D U',x2,D' L D L B' U',D F D' F' D' B R2,D2 L D' B D B L' B' D2,L' F' D B2 R' B2 D2 B' D2 F' U2 R2 F2 D',B2 U' L2 B L2 B2 L2 B' U B D' B D B',50
F B2 D B L F' B' L' U' D' R' F2 R2 U2 R2 D' R F2 R' U,x2,F' L2 F2 L',U2 L2 U' F2 D' R' F2 U',L' D' F2 U' B' F2 D B L B',F D R' F' L2 F L' R U L2 U L D' F',D U' L' U L B' L2 B2 L B2 L B D',49
L U' B2 D R' U L D2 F' L2 B2 L U' B2 D2 B' L' D2 B' D2 U2 R B2,x2,U F' L',L2 R B' R' B2 L2,D2 L B' U B2 D U' L' D,U L' R' D F D' F' L' F L2 R U',B2 D U' L D L2 D2 U B2 D' R D R',43
L2 B' L2 U2 F B2 U B F D' U2 L R2 B2 F D' B F L' D' L D,x2,R' U L B L F,D' R2 D U F' U' R2,D' B2 F' D B L2 F U' B' U2 L2,U' L2 R' F L' F' L' B' R U R' B R,L B2 L' D L' D' L B2 R' U' L' U R,50
F' B L' B D' L' D B2 D R' L' B' D R2 U2 D2 F2 B D' R' L' D F',x2,F' U' B' F R2,U2 F2 U' L2 R D L2 U' F2,L' B' D B' U2 F2 R' D2 F2 U2,L F R2 B L' B F' D B2 L' F R2 F',U2 B2 U' B2 D L2 B' F U F' U B D' U2,51
F D' F D' R2 F2 U' L' U' L2 D2 B U2 F D' U R2 L' D R' B U,x2,R' B D' F' L D' U',U' L' B' L2 D L' B2 U,D F2 R2 D' R2 D F2 D',L2 F2 U B' L2 F R' D R' F D' B2 R2 B',D U' B' L2 B2 L B U B U2 L U2 B D',51
B' L2 B R' L' U2 F' D F B R2 B2 D U L R' F2 R B2 U,x2,B' R D2 U' F' R',L2 B' L' R2 D2 L' R2,B2 L2 F2 R2 U' R' B' F2 L2 D',D F' U2 L2 R F' R' F L2 D' U2 F,R D2 F' D F' R U' F R' F D L' R' B' L,50
L2 R2 F' U R' L2 D R2 F' R2 F2 D' B' U D F2 B' U R B' D2 F',x2,U R' B F L' U,D R B' D' R',U L2 F2 R U' R D R2 B F2 D',R F2 R2 U R U' R' F R' F' R' F2 R',U' L U L2 B L2 B L B2 D' B' D B2 L' B2,50
B' D B' F' U' D' R' U' R' D B' U2 R L' D2 R D' L R2 F2 B R,x2,U' R2 D' F L',D2 R D' B2 D2 R' D2 B,L B2 D2 F L B F' D B L',B2 L' B' L B2 L' B' L B,B' D L2 B' L2 B2 D L D' B2 D' B D2 L' D2,47
