scramble,orientation,step_0,step_1,step_2,step_3,total_moves
D' U2 B2 L2 B L2 B F' R L' U F2 B2 L2 U L U L' R' B2 R' D2,x2,D2 F' U L' U2 B' D2,B2 L' U L B U' B,F' L F2 L D2 F' L2 F2 D2 F' D2 L2,U F2 U' B' D B2 R2 U' F2 U B2 D' L2 B,40
B2 F2 L2 U2 L' U' R2 U' F2 L F' R2 F' B L2 U L' D2 B2 L2 D',x2,R D2 U R B' U',U' R B R D R2 U,U2 R2 D' R2 U R B2 D F2 D' B2 R' U,R2 D' R2 D R' D' B R2 D R2 D' B' R' D,40
L' U D2 R' L' F R2 F R2 F' D2 L2 D2 U2 L2 F2 U' B2 R' L' D' F2 U',x2,U' L2 R U R D,L' R' F' R' D' R2,R' U2 R D' U2 L2 U B' U L2 R D2 R' U2,F' U' F D B' F' U F' U' B U F2 D',39
F2 D2 L R B' F R2 F' B D2 U' L B' F' U' R2 B R2 F' B2 L',x2,D' F R' U' R2 F,F2 L2 B R B U' R2 B2,U' F2 U R' B' L' B L2 D2 R D' L2 D,D R2 F2 D' B2 U2 B' D F U2 R2 F D' B',41
B F R2 B2 U F B2 L' U D2 L' U R D2 R' U2 D' F B2 D2 B L' F' R2 L2,x2,D' U2 B' L B',R2 D R2 B' U B L,U2 F' D B2 F D U' B2 L2 U' L2,U2 R B D2 B' R' B D2 B' D2 U2 R D2 R',37
B2 R' U' L F U' R U' L' B' L' R F2 B' R U' D L' B' R L D' L',x2,F D U' B' L' D2 U,F' L F L2 R2 D' R2,B R U2 F2 R D F' D' B' L F' L' R2 F',R D' R' B' R2 U2 B R D R' B' U2 R2 B,42
L' F' L B2 R2 F' D2 R' D' B2 L F L' U D L' D2 L F R' D,x2,B2 R B' U2,D L2 B2 R' U F R B2,L2 F2 R D L F' D' R' F2 R' D' L2 R,R B R' F2 R B' R' F2,33
U2 D L' R2 U' R D2 F2 D' R2 D2 R2 U' R D' R' B R2 D F B D',x2,B' L2 D2 U R D2,F U L' F' U L' U2,D F D' R' B2 L B2 R D' F' D,L' F' U2 L' U2 F' U2 F L F' U2 F2 L,37
L2 D L F B2 D B2 U F' L' U2 L' F R2 F2 R2 D' L2 U' R L' U R F2,x2,B L F2 D' U2,B' U2 B L' R2 D R2,L2 D F L2 F' D' L2 D2 L D2 L',R2 D2 B U B' D2 B U' L2 B' R2 B L2 B',37
F R B2 L' B2 L' D' B2 U2 F' L' U R' L F B2 D' L B' L2 B2 D2 U R F',x2,L B' D2 F U,L B' U' B U2 L U2,B2 F L' U2 L' R2 U2 L U R2 U F' L B2,R2 D R' U' B2 R B2 R' B2 R' U R' D' R,40
