scramble,orientation,step_0,step_1,step_2,total_moves
D' U2 B2 L2 B L2 B F' R L' U F2 B2 L2 U L U L' R' B2 R' D2,x2,D2 B' L' U F' D L2 B2 U,B' F R' B F2 L F U R B' R' U,D U B2 L B2 L' B2 D' U' L2 B' L2 B L2,35
B2 R' U' L F U' R U' L' B' L' R F2 B' R U' D L' B' R L D' L',x2,B2 F L2 D B' D' U' B' D',U2 L' B2 L2 B' U' R B' L' R2 U2 R U',L' B' D' L' B' L2 B D L B D2 L,34
L' U D2 R' L' F R2 F R2 F' D2 L2 D2 U2 L2 F2 U' B2 R' L' D' F2 U',x2,U2 R' D' R2 U2 B F2 R D2 L,B2 L2 F U2 B2 D' R2 U R D U2 B' F' L,L' F' D F D' B U2 B' D B U2 B' L,37
B F R2 B2 U F B2 L' U D2 L' U R D2 R' U2 D' F B2 D2 B L' F' R2 L2,x2,F U B2 F D' F2 D',F U' L U' L' F' L' F U2 F',U R D2 R2 D R' B' R2 B' D U R' U2,30
B2 F2 L2 U2 L' U' R2 U' F2 L F' R2 F' B L2 U L' D2 B2 L2 D',x2,U B U F2 D2 R B2 L,L U L2 B F R' B2 F2 L2 F L' B,B2 L2 F' D' F D B2 D2 B D R' B L2 B2 R,35
L' F' L B2 R2 F' D2 R' D' B2 L F L' U D L' D2 L F R' D,x2,U F2 R2 B' L' B' F D2 R',L F' L F D U' B L' B' D' L2,F' D2 L2 B D F' D F2 L2 B2 L' B2 L' B',34
F2 D2 L R B' F R2 F' B D2 U' L B' F' U' R2 B R2 F' B2 L',x2,D' U2 F' L' U B2 L2 D2 F D',F' D2 F' D L' D2 L D' F2 R B' L2 R',D L2 D' L2 B L2 B U2 F R' B' R2 B' U2 F',38
L2 D L F B2 D B2 U F' L' U2 L' F R2 F2 R2 D' L2 U' R L' U R F2,x2,R' F2 L B' R2 B2 F2 L' D',U R2 D2 B F L D2 B F' U R2 D' B2 R2,U' F U2 L' B2 L U2 R' F' U2 B' U' L2,36
F R B2 L' B2 L' D' B2 U2 F' L' U R' L F B2 D' L B' L2 B2 D2 U R F',x2,B2 U' B2 R D' R B' D' F',U' B' L F' L' B F U2 B L2 B2 U B,D' L' F2 R2 B' U' B R2 B F2 D2 L D L' B',37
U2 D L' R2 U' R D2 F2 D' R2 D2 R2 U' R D' R' B R2 D F B D',x2,B' U2 F' R2 U F U' R,U2 B' F2 U' B U B2 D R D2 R' B2 F2,D2 B' F2 L U' L U B L' F2 D' F D' L2 F',36
