scramble,orientation,step_0,step_1,step_2,total_moves
D' U2 B2 L2 B L2 B F' R L' U F2 B2 L2 U L U L' R' B2 R' D2,x2,D' F L2 D' L U' R B' F',U R2 U F U2 L F2 R2 F U' L' R2 F',D2 L2 F' L' U L' D' L U2 F' U F L' D',36
B2 F2 L2 U2 L' U' R2 U' F2 L F' R2 F' B L2 U L' D2 B2 L2 D',x2,D L2 B2 D F R' F2 R2,L2 F L' F' L' R2 D2 B D2 B' R2,B' U B L' B2 R' B L B' R U' B2,31
B2 R' U' L F U' R U' L' B' L' R F2 B' R U' D L' B' R L D' L',x2,F R B' L D' B2 R' D2,L R D' L' D' L D' U L' D2 U' R',F2 D L' D' L B' F2 L2 F' L F L2 B L',34
L' U D2 R' L' F R2 F R2 F' D2 L2 D2 U2 L2 F2 U' B2 R' L' D' F2 U',x2,D R2 U' B L D2 L B2,R' B' L B2 L R B L' B' F2 D2 F2,U B2 F L' B L' B' D' B D L2 B2 F' U',34
L' F' L B2 R2 F' D2 R' D' B2 L F L' U D L' D2 L F R' D,x2,L R B2 D' B' L D U2,L' U R2 D2 B' D2 L2 R2 U' F' L',L D' R' D L2 D' R U2 B2 D B2 U2 L,32
L2 D L F B2 D B2 U F' L' U2 L' F R2 F2 R2 D' L2 U' R L' U R F2,x2,F' R2 B L F2 L D,R' D L' D' U2 B2 U' B2 L U' L' R,U F R B2 L U' L2 B' L U2 R' U' F' U,33
U2 D L' R2 U' R D2 F2 D' R2 D2 R2 U' R D' R' B R2 D F B D',x2,F U2 B D' B2 L' R2 F2 R,B' R' U R2 U R2 U2 R2 U R' B,F L2 F' L B' L' F L2 F2 L' B L F,33
B F R2 B2 U F B2 L' U D2 L' U R D2 R' U2 D' F B2 D2 B L' F' R2 L2,x2,B L2 D' L' D2 L2 U B',B D F' U' R2 F' R2 U F D' B',R2 D F2 L' F L' D' L2 D F L2 D F D2 R2,34
F R B2 L' B2 L' D' B2 U2 F' L' U R' L F B2 D' L B' L2 B2 D2 U R F',x2,L' D2 L' F D' B' F2 U2 F2,B R' U' L2 B' L2 U B U R B2,L' F' D2 L R D' L' D R' F' D F D F L,35
F2 D2 L R B' F R2 F' B D2 U' L B' F' U' R2 B R2 F' B2 L',x2,U' L' F R' U B R U2,F R2 U B D' L2 B2 D U' R2 F L2,L2 U L2 U' B' L2 B D L2 D' B2 F U' F' U B2,36
