scramble,orientation,step_0,step_1,step_2,total_moves
B' R2 L B' L' B' D2 U2 F2 B2 U2 D' R2 L U2 F' L' R U' F B',x2,R' D2 F' L2 D L B,U B L2 R2 D' B L2 B' R F' R U' B',F R' F2 R' D2 L B' L' D2 R F2 R,32
L2 R D' L2 D U B' R F L2 U F' U2 R' U' D2 F2 L' B2 R,x2,F2 R U B D R U L,R' D' U F2 U' F D L U' L R F L2,U' L2 U' B' R D R' D' B' D B2 U L2 U,35
D U R B D' U' L2 F' L F' B' D' F' B2 U R U L2 R' B D R' L2,x2,L2 F' L R2 D' U R2 B' U',R2 D B2 D L' D' U' R' B2 U2 R' D' U2,F U F2 U2 B' D R2 D' B U L' U' L F,36
R B' D2 L2 B U' D' L2 B F2 L2 R U2 L' D2 B R D F' D,x2,U2 B2 F L' U R2 B2 R,U' L' U F' D2 B L U2 R U L' D2 F2,R' F2 L F L2 F R F' U' L U F U2,34
L' R' U' B R B' L U L' R F R F L B U' L D2 R2 F' L2 R2,x2,L' B2 D2 L2 B' R D' L' D2,U2 B L B2 R D2 R D2 F L2 F' D2 R2,U' F2 U' R' F R' U2 F2 R2 F2 U' B U' B' R2,37
R2 B F R2 F' R2 D2 U' B R2 D2 F' B2 D2 F' D' R2 D2 R2 L D' L',x2,B2 D2 L2 R B F L2,B U' B' U' F2 R U R2 U2 R U2 F,R' B2 U2 R' B' R U' B' L' B D L U' B2 R,34
F2 U2 F R2 U' F D U' F D2 L2 R U D2 R' B2 U' F2 R D2 R' D2 U,x2,D' L2 R' F D' L2 B F2,U R U F2 U' R2 B U' B' F2 R' U' F2,D B' R U' B' R B U R' F R F' R' B D',36
L R2 B U F' B R B F' D L2 B D U R2 U' L' D' R U2 F2 R D' L' U2,x2,R' U2 R2 B R B2 L2 B' U',L U B' L' F L B2 L' B F L B2 L',F U F' D R U' R' B' R' B D' U F U' F',37
F2 B2 D2 F2 U' D R' D' L' R' F2 L' F' R' D' R L U' D' F L2 U B',x2,B2 L' D L F' L2 F' D2 L,L B2 D R D2 L' B D' L2 B2 F' L2 R D2,L F' R' F2 L' R2 U' B U B' R2 F R F' U2,38
F2 U D B' D U R L2 D' B2 D' F' U2 L' U2 R F' L F2 B2 U' F',x2,B2 D R2 F2 R D B',D2 B' U' B L' B' D' U B D' R' F2 R',U F' U F' L' U' R B2 L' R D' B2 L2 R2 U2,35
