scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
D' U2 B2 L2 B L2 B F' R L' U F2 B2 L2 U L U L' R' B2 R' D2,x2,D F2 L U,R D U2 L2 B2 U' L R2 F2 D2 U',F' D2 L2 F' U' F L2 D2 F,D B U F R F' U' B' D' R',R' F2 U L' U L U2 F2 R' F' R F R,47
B2 F2 L2 U2 L' U' R2 U' F2 L F' R2 F' B L2 U L' D2 B2 L2 D',x2,B2 U2 L D2,B' R2 B2 U L' D' L U' B D2 B2,D L2 U' L D F2 L2 U L' D2,U' F' U' B2 F2 L B2 F2 R' U F U,L' F L B2 L U2 B' L F' L' B2 L' B,50
B2 R' U' L F U' R U' L' B' L' R F2 B' R U' D L' B' R L D' L',x2,L' B L' B L2,D' B D2 B2 R' B' R2 D U2 B' D2 U2,L B U' B' U2 R2 U' L' R',R B' D B F' R' F R',L B' L B2 L F L' B U2 L' B2 L' F',47
L' U D2 R' L' F R2 F R2 F' D2 L2 D2 U2 L2 F2 U' B2 R' L' D' F2 U',x2,D F2 L' D,L2 B2 F2 L' D2 R B' D2 U2 B' L',R' U F' D F D' F U',R' F D' F' R' F' D' R D F R2,R2 U' B2 L U' L D' L2 U2 B2 D' R D,47
F R B2 L' B2 L' D' B2 U2 F' L' U R' L F B2 D' L B' L2 B2 D2 U R F',x2,R U' F' U B',L' R U' L D2 R2 U R D2 L U',L U B U' L' B' D' B' D,D2 F D R D2 R' F' R' D' R2 D',B2 L B L' B D2 F' R F D2,46
F2 D2 L R B' F R2 F' B D2 U' L B' F' U' R2 B R2 F' B2 L',x2,D2 U' L B' U' B2,D2 F R2 B2 U' B U F' D2 R',L' D' F' L2 U' L2 D R' F L,R2 B F' U F2 R2 F2 U' B' F' D2 F2,L U2 R' U' R' F2 R2 U R' U L' U R,51
B F R2 B2 U F B2 L' U D2 L' U R D2 R' U2 D' F B2 D2 B L' F' R2 L2,x2,R2 D B' L2 D2,B2 U' R' B' U' B D2 U2 R2 B2 R',D L2 U2 F' U2 L2 B D2 B' D,D' U L' F' L D U' B' D B,U' R' U R B2 U2 F' U B' U' B F U2 B2,50
L2 D L F B2 D B2 U F' L' U2 L' F R2 F2 R2 D' L2 U' R L' U R F2,x2,U2 B L D',B L B L' B L2 U2 L2 B,R' D' F2 L2 B L U L F2 D,D2 R2 B' F D B F' R D2,U2 L' U2 R' U' R' F' L2 D2 F' R2 B' L' U',46
U2 D L' R2 U' R D2 F2 D' R2 D2 R2 U' R D' R' B R2 D F B D',x2,B' R2 U2,R' B2 D2 U' B' D2 B2 R' B U B2,R' F R' D' F L B2 D L' F2,F' R' D' R2 D U F' U' F' D2 F' R2,R' U' L U' R U' R2 F2 R U R U2 L',49
L' F' L B2 R2 F' D2 R' D' B2 L F L' U D L' D2 L F R' D,x2,U F D2 L' F2,F' U' L' B R2 F' U F L2 U F D',D L U' L' D' L U L',F2 D L D F D2 F' R' D2 L' R F D',F D' F2 R F U F R F2 R' F2 D F' U',52
