scramble,orientation,step_0,step_1,step_2,total_moves
L2 U B R' U' R' L' D2 L R B L U' F U2 L' D2 B' U B' L' B U2 D B2,x2,U F2 D' R' D' F' D B2 D' U2,B2 R' F' U2 R F R U2 R U' B2 F',F D B' L B D B R F' R' B' D2 F',35
R' U2 F2 B' R' B F' D B' F' U' L2 R' U R2 L U2 B' L U2,x2,F U' R' D U' R U2 L' R2,L' F' D2 U' F' D2 F U L2 D' F L',D' B2 F2 U' F' U' B' F R B U2 B2 F2,34
B F' L' U2 F' U2 R2 L' D B R F' B' R U' D R' U' B2 D L F2 D R,x2,R2 U2 R D' B2 U' L D R,R' U F L' D2 F' D2 U' L' R D L2,L' F L2 B' L' B F' L' B' L2 B D L2,34
R B U L U2 R U' L' R' F' L U F U' F2 L' R' B2 L2 F' U',x2,D2 B2 L B R2 D2 L,B2 L B U L' U L U2 B' L' B2,R' B2 U' B2 R' U F' U' R' F' D' R' D2,31
R2 F2 D' B2 U L' U D' R2 F' R' D2 F2 L D2 U' L R' U B',x2,F2 R' B' R' B D' B2 D' R2,D' U' F2 U B2 F2 L' U' L B L B,L' R U' F' D' U L2 D L R' B' L' B,34
D2 F D U' R B R' D U' R' F B U2 F' B' R' U2 D B L2 B2 F' D',x2,R B2 U' B R2 D' U L' R2 B,U2 F' U R B L' B' L' U B' L R',D' L B2 F' U R2 U' B2 F L' B' L2 B D,36
L' B' R D' U F L' U L2 U' F' B2 D2 L' D' U B2 R2 L2 B L,x2,D2 F2 D U R F2 R F2 D,D2 R' F' L2 R2 B L2 B L2 B' R' D2,D B' L' B2 F2 R F R' B' F,31
L R2 D' U F' R' L2 D' F2 U2 B2 U B' D U' L' B U B' U' L' D2 U2 B U,x2,B F L' B R2 D' L' U2 B' R,B' U R B' R F' R' D R' B2 U2 L,D' B' F L2 B2 F' R F R F' R' F' R' B',36
U' D R' B2 U2 L U2 L D B' F' L2 R' D B2 D' R' U2 D2 F D',x2,D' R' D2 U2 B D' B2 L B F2,F R F2 L F' L' F2 L R' F2 L',U F U F' D B2 F2 U' B2 F' U' F' U',34
D2 R2 U2 L' B D2 B' F L' D' B2 R U L2 U' F2 L2 R D2 F L' U B L',x2,D' L B' D F2 L2 D' L U2 B2 R',D' F L F D2 F D2 L D L F L,B' F L' F' L F L' B F' D B' L' B D,37
F2 U2 R' B' U2 D' B' F U' D' R' U2 B2 U B U2 D' F2 U2 L R2 B' D' R' L',x2,L' D F2 U' B L2 F' R2 F' D2,L D L D2 B2 R2 B' R2 B' D' L2 F2,B2 U' F U' B' D2 L' F' L B R2 U2 B2,35
L U L2 F' B R2 L D2 L B2 L2 B F U2 R' B2 R2 D' B' U' B2 D2,x2,U' L' R F' R2 U2 B' L2 B',L2 F' D2 L2 F L B' L' U B' U2 B2 L,F' U L' R D2 R' D2 B2 U2 R' F2 U F,35
F2 D2 F' L D F2 B D R2 D F R' D F L2 R' F' B' R2 F2 U' F' D R,x2,B' D U L D2 R' B D2 F' L2,B L2 F U' B' L' B' L U R U2 F',B F' R' B2 F D L F2 D B D' R' F2,35
B' L B D' F' U2 B D' U2 F' L' B U2 D2 F B2 D L' F R2 F' D' U R2 L',x2,U L F L' D' B' L D R' U2,L' B F' D2 R' F' R' B R U F2 U2 B2,F U B L D2 B2 D2 L B2 D2 B U' F',36
U' D R' B2 U' B' R L' B U' R B L U2 L' F R D L2 U B2 U' R2 L2,x2,R D' B' L2 F' R' B2 L' F U,U' F2 U L' B R F' R B' L F2 D',D F2 L' F2 L' B F' D F2 D B2 L' B F',36
U D2 R2 B2 R2 D B F2 L2 F2 D' R' F R U2 F2 D' U2 R U L F L' F' L,x2,B' R2 B' L D F' L2 D' L U2,L2 B' L2 U' B F2 D2 B2 R F' R2 B2 F',U2 R2 D' B F' R B' F R2 U2,33
F2 D L' U L D L B2 F' D R F D' B2 L D' B F' L2 R B2 L2 F2 D',x2,U F2 L F2 L D' B F U',F' L2 B R D' F2 D' F2 D' B' L2 F2 D',B2 F2 L' D B2 D' L B' F D' B' F2 L2 F' L,37
F B2 R2 U L D' L2 F D2 B2 R2 D R' D U L2 B F D' L2 F' B R' L2 B,x2,R' D' F U' F' U R F2 D2 B',B' U2 B2 R F' D' F D2 R' B2 L U2 B,F' L2 U' F' U B D2 B2 F L' F' L B D F,38
B' F D R2 D' U2 F' B2 L' F' D' U L2 D B' U B D B2 U2 F' R',x2,R U2 B' D' R U' B' R D F' L,L' B U' L' B R D' B L2 R' U',F D L' D' F' L' B D B' F L' F2 D F L,37
R B' R D F2 U' B' U R F R' D2 R2 L' F R2 F R D' L2 F' U F2,x2,U2 L R F L2 R' D U2 F',B' F' U F U B L' D2 B L B2 U2 R B,R2 D' F R2 B2 U F2 L2 B' F' R B' F2 D R2,38
L R2 F R B L D B' D' F' L2 D R' U' D B' L F2 U' D B2,x2,B' D B' F2 U2 B L F U2,L R2 F' L' U2 B2 F2 D F' D B2 F' R2,D R2 B' L' B' F U B2 F' R2 D',33
D' R F2 R F' B U2 L2 R2 F U D B2 R2 F' D' R2 F2 R2 D2 F2 B2 D2 U' R',x2,B F D R F' U2 L D' F2,R' F' R' D' L D F D2 L' D2 F' R2,D' U F2 L' F' L' R2 U B2 L2 R' F R' U',35
L' F D B' D' F B' U' D' R2 D2 B' U' D2 F B2 R L' D F2 U2,x2,L2 B' R U2 L' F2 U F' R' D',U2 R' F' L2 F' R D2 L D' B L' D B',U2 B F2 R B' F' L2 B2 U B2 L2 F' U2,36
U' R2 L' D F' B' L' U2 R U R L' B U D2 R2 B' F2 R D2 R D' R2 D2 F,x2,L2 U' R2 F L B D2 L F' U',U' B F R' B2 F R F2 L B2 L' B' U,R F' L R' D2 L2 R F' R' D' L' D L D,37
L2 F2 B' L' D L F2 L D' R2 F' B2 R2 B' F R' U' F' L' R2 F' B R2,x2,R' D2 L' U' L' B' L F R D',D' R' F D2 F2 L2 D2 L2 D2 F' R D,R2 B2 F U B2 F' L' R D' L' D L R,35
L U B2 L B' L' U' L' U2 B U' L R U2 L' B F D2 U' R U',x2,F' R2 D2 R F2 D' R' B',L' B U L' F2 L U' B' L' B2 R2 B2 F2,B' L2 B2 R D' R' F' D2 B U R U' B2 F,35
L2 R2 F2 L U' F' B' L2 U2 F R' F2 U2 B U L R' D U2 F U2 L B2 L2 R,x2,B D' U B R F2 R D' L,B2 U' B2 D' L R F L2 F L R',D' L2 D' L' R F D2 L2 F' L R' B2 L2 B2,34
U D2 F' R2 D' L U' B F U2 L2 B' F2 L R' D B F' D' R F2 L' F,x2,D' L F' D' F' R B' D' R2 D',B2 U B' F' L' F' L B2 L' B F2,D2 B U2 F2 U2 R' U2 F' L F' L' U2 B' D,35
D2 R' B2 R U B2 U' B2 U2 F L' F U B R L2 F2 R' L' U' D2 L2 D2 R',x2,F R D B2 F' U2 R2 F2 R',B' U2 B' U2 F R' U' B U B F',R2 D B2 F2 U2 B F2 L' B F' D F D R2,34
F R2 L' U2 R2 U' F2 B R2 L B' L2 R B F' R2 L' U R2 B2 F' L',x2,L B2 D' B2 L U' R D' F D2,L2 F' D2 B2 F U2 B2 L F' D L2 F,D B' D U' R F' R' D U B' F L2 B2 F',36
U2 R F' R2 D U' B U' F' L' D' F2 L2 B2 R' U F U' R2 D2 B2 R' D' B' L,x2,B D' F2 U' L2 B' U2 F' R2 U B',B' F U2 F' L B' R' U2 R B2 L,D B' L B F' D' F D',30
U2 L2 D R L2 F B U' R' U' D' R2 F D' U L U' R L B' U2 D2 R' L' B,x2,R' U2 F2 U' L' B F D' U2 B',F' L D' B F2 R D' F' D R B' F' L',D2 F D B' D' L2 D B L D' L' F',35
