scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
B2 F2 L2 U2 L' U' R2 U' F2 L F' R2 F' B L2 U L' D2 B2 L2 D',x2,U L B U' B2,F U2 L2 U' R2 B R2 U L' U,R2 B' U2 B U R' D' L' D L F' L F R',F' D L D2 F D F' L' F2 D',F2 R F' R' F' R2 B U F U' B' F' R2,52
B2 R' U' L F U' R U' L' B' L' R F2 B' R U' D L' B' R L D' L',x2,R2 D R2 B,L U2 L' F2 R B' R' U' F D2,F U2 R B' D B' U L U B' F2 L2 D2,D2 R F L' F2 R' D' F' D F2 L F' D2,,40
L' U D2 R' L' F R2 F R2 F' D2 L2 D2 U2 L2 F2 U' B2 R' L' D' F2 U',x2,R D' F' U',B2 F R' U F2 R' U2 B2 F D' L,D2 B' D' L' R' U' B U R D L D',D' R F' R2 B R2 F R' D R2 D' B' D R2,F2 R F' R' F' R2 B U F U' B' F' R2,54
B F R2 B2 U F B2 L' U D2 L' U R D2 R' U2 D' F B2 D2 B L' F' R2 L2,x2,F' D2 R' B2,F' L R D2 B2 R B' U L B2,D L' D' L B' L' B' L R D' R2 U2 R,R2 D2 F' U F D' F2 U' R' F' R F2 D' R2,,41
F2 D2 L R B' F R2 F' B D2 U' L B' F' U' R2 B R2 F' B2 L',x2,R B2 D' R B2,B F R' U' B2 U F R' D2 B',B2 L' D' R' F U' B F2 L2 U2 B' D' L' R',U' R2 B F' R' B' R' F D2 R2 U L' F L,,43
L' F' L B2 R2 F' D2 R' D' B2 L F L' U D L' D2 L F R' D,x2,F2 R' U' B,F L' B' R' B F2 D2 U L,B R2 U2 L2 B L' B' F U R2 D2 L2,D' R F' R2 B R2 F R' D R2 D' B' D R2,,39
F R B2 L' B2 L' D' B2 U2 F' L' U R' L F B2 D' L B' L2 B2 D2 U R F',x2,L2 R B',F L2 B D' B2 F2 U B F L2,B' L B L R2 U L2 R2 D' B D B' D',R U' B2 D2 R' D R B D' R' D2 B R' U,,40
L2 D L F B2 D B2 U F' L' U2 L' F R2 F2 R2 D' L2 U' R L' U R F2,x2,R' B' R B2,F U R' F' L2 R B' U' F' L B,U2 R2 U2 B R B R' D B' F' L' R F R2,R' D R D2 L2 F' L F' L' F2 L2 D,,41
U2 D L' R2 U' R D2 F2 D' R2 D2 R2 U' R D' R' B R2 D F B D',x2,F2 U' L U L2 B',L D B' U L2 B' U B2 L' F2,R2 D2 B2 F' D L2 D' B2 L' B L F D2 R2,L' F' L B F D2 F2 D' F D F D2 B',F2 R F' R' F' R2 B U F U' B' F' R2,56
D' U2 B2 L2 B L2 B F' R L' U F2 B2 L2 U L U L' R' B2 R' D2,x2,L B2 U' L B',B R B F U B2 L2 F L D',D' F L2 F' R2 B R D R D R' D R D',R' B U' B L B' U' F2 R' F2 U2 R B2 L' B,,44
