scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
B2 D' B' D2 B' U' B2 F L' F2 R' F' B2 L' F2 R2 F' D2 U' L U' F2 R,x2,B2 R' F2 D U2,L' D' R2 B2 R D,D L2 F2 L' F' L F' L2 D',F2 D' F2 D L D' F' D F2 U' F' U' L' U2,U' F' L' B F' D2 B' F L' F U,45
B2 F2 U F2 L D' U F L2 B' F R U L F2 U B2 L D2 L' R' B2 F D,x2,R2 D L F2 D,B L' D' B2 R2 B' D L',R U2 B F' U' B' F U2 R',L D F' R2 U B L' D2 L U' R2 F D' L,R' B' R2 D' R' D' F L D' B2 D L F' D2,50
L2 D2 U2 F2 R B L2 F' B2 U2 L2 U' B' L' B R2 D' R2 U' B,x2,D' B' D2,L B' L F' D' F' R2 F2,D2 U L' D' F D2 F D L U',L' D R' D2 U2 B D2 B' U2 R D' L,D R B' L' B2 D2 R D R' D B' L R' D',47
R' D' U2 B2 U2 B' L B' L2 F2 R2 D2 B' F2 L2 F' L D R F',x2,R F2 D2 F' D U,L U B F U R' F' U2,U2 R U2 R' B2 R B2,L2 B2 R D' F' D2 F D' L' B2 D2 R D2 R2,U' F' R U' F2 U R' F D2 U B L2 B' D2,49
B2 L2 D2 F2 U' L2 U2 L' F' R' U L B2 U' F R U' B2 U2 D B',x2,L F' R2 U',D U2 R2 B2 D2 B U F2,L U F U L2 F L2 F' U2 L',U' L' F2 D B2 D' F D' B2 D F L U,R' B U' B' R2 F2 D' F' D F' R',46
L2 R D U' B R U B2 F2 D2 F2 U' R L2 D' B D2 L' U R2,x2,R' B2 F R2 U,U' B' L2 U B,D L2 D2 B R B' D2 L2 D',R' D R U R' D R U R' D2 R U2,D' F2 D U R' B' D2 F L2 F' L D2 R U',45
U2 L B2 U' F' D' U R2 D R2 L F2 R' F L' B' U F' U L F2 R' L B2 R,x2,B2 U' F2 R F,L D' U R' U2 B' D U,L D' L' D2 B R B' D2 L D L',L U2 B' U2 B L U2 L2 U2 F' L F U2,D2 L2 B2 D F' D F D2 B2 L' B L' B' D2,51
R D2 R U L U' D2 L R' F2 U' F2 B' R' D2 F' D R F2 B2 U F',x2,U2 R2 B U2,L2 F' U' R B D' R' F,L F L2 B F' R D2 B2 L B,D' B2 D2 R B2 D2 R' B' D' U R' U' B' R,U' F' L' B F' D2 B' F L' F U,47
U2 B' F2 D' L R2 B' D U2 F2 U' D2 L' R F2 R2 U' F L B U' F' R2,x2,U2 R B2 D',L D' B R D2 L' D',D L' R' B' D L D B R D2,F' U B' U' B R' B' R B' F U' B' U B2,F2 D B D' B2 F2 U B' U' B2,45
L U' L2 D' U L D' L' U2 L U2 L' B2 R' F U2 D F' L2 U2 R L D' U' R,x2,U' L' D2 L' D,D L2 D B' R' B D2,L2 D L2 F L2 F' D',L B' L B L' B F2 R2 F U2 F D B' D' R2,U' F' R U' F2 U R' F D2 U B L2 B' D2,48
