scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
F2 R D2 U' R F' D2 R' B' R' F' B' L2 U' L U F2 B L B2 R F' R2,x2,B U' L' R' D R,U2 R F R' F' R' F',R' B2 F U' F U B2 F2 R,F' R F L D2 R' F D2 F' D2 L B2 L2,B D2 B2 D' B D B D2 F' R' B' R F,48
F2 B L' F2 U' B L' D2 F D' B2 U' D R2 U' L' F L B' D L2 D' U2 F' L,x2,D2 F2 D2 U' R,R' U' F2 U' F2 R' U2 F',D' U F' L' F L D F U',B U B' D R2 D' B U' B' U2 F' R2 F U2,,36
R D F2 R B' L' U' D R2 B F' L2 B2 F D' F2 R2 U2 R B F2 D2 R L D2,x2,F R2 D L2 B L',F R' U' L2 D' L2 F2 R',U2 F' U' F2 R' F2 R U',R2 B2 L' B' D2 F' R' U2 L2 F D2 B' U2 L,B D2 B2 D' B D B D2 F' R' B' R F,49
U' B D2 L' U' L B' F D R L F' L B2 F2 R' F2 D' L U D2,x2,U' B D' B2 U' B2,R F2 U2 R U F' U2 F2,L' U' L' R' D' L2 R U,B L2 D' B' R D B L D' R2 B' R' D B L,,37
D2 F2 U2 D' R D2 R2 B2 U2 F B2 D2 B R B F2 U B L2 U D',x2,R D R' B2 R2 D,L' B R D' R2 D L R U2,B' D B' D' B2 L2 D' B' L2,U2 L2 B D2 R2 B' D' R' B D L2 R F L2 D L2,,40
L D2 L D2 B2 L U D2 F2 D2 F2 U' B' U' F' D U' R' U' B U' L2 U' L,x2,L U B D' F D',F' U2 F2 D R' D' F2,B U' F2 D' U L' D B',B2 R2 B2 L F U2 B2 F' D L D' B2 L' R2 B2,,36
D' U' B F' R' L2 U2 D' R' B D2 L R2 F L F' L2 B2 L U2 L F' R D' L2,x2,U L' D B' U' L2,L' B' L' B' L2 U R F' U2,L2 F2 L B L' F2 L' D' L B' L2,U B' D' U' B' U' B L F L' R2 D B' U' B' U2,B D2 B2 D' B D B D2 F' R' B' R F,55
U2 D L2 R F' L' R' B R' D' B2 L D F L D B2 U D' B F',x2,B2 R U' L' U B2,F2 R2 U' R2 F2 U' R2 U2,F2 L' F2 L2 R' D L' D R,L2 B2 U B R2 B' U' F D' F' R' D' R D B2 L2,,39
R2 F B L F B2 R2 F2 D R' B2 F D2 F2 B2 U2 D' R' D2 L R U2 L' R2 D2,x2,B' F' L U' R2 D,F R2 U2 F' U2 R2,L F D' R F R' F' L',D U F2 L D F2 D' R U B' R B D B' R2 D',,36
U' B R B' U2 F L2 U2 B' R2 F2 U' L2 U' F' R L U' D2 F' B' L,x2,U F2 L2 F' L' B,R U2 F2 L' B2 L U',L2 R' B D B' D' L' D L' R,L F2 R U B2 D2 F U2 F D' B2 R2 D' U L' R,B D2 B2 D' B D B D2 F' R' B' R F,52
