scramble,orientation,step_0,step_1,step_2,total_moves
R' D U' R2 D U R L B2 R' B F' U F' R' B' R2 U' B2 D U',x2,L2 U L' B D2 L,L' F D2 R2 F2 L2 B L2 U' F U L R2,L2 F U' R2 U L B L' F' L' U2 L2 B' L,33
B' D B' F' U' D' R' U' R' D B' U2 R L' D2 R D' L R2 F2 B R,x2,F' D L',L2 R' U' R' B2 L2 B' L2 U B R' B2 L2 B',B' L U' B' R' U' B' R B U B L' B,30
L U' B2 D R' U L D2 F' L2 B2 L U' B2 D2 B' L' D2 B' D2 U2 R B2,x2,U2 F' R U' F' L',L R2 D' L' D' L D2 L' D U' L U F2 D2,L' F D2 F2 D' F2 D F L' B F2 R2 B' L2,34
L2 B' L2 U2 F B2 U B F D' U2 L R2 B2 F D' B F L' D' L D,x2,F2 L' B' D' U',U' B2 R F2 D' U B2 L2 B2 R' F' D R',R2 B2 R B2 R B R F' R B R' B2 F,31
F' B L' B D' L' D B2 D R' L' B' D R2 U2 D2 F2 B D' R' L' D F',x2,R2 U' F',U' L' D2 L' B R' D' F2 R' D2 L2 B2 U' F,B2 D' B D2 F' R' B2 R' B2 F R D' R' B2,31
B' L2 B R' L' U2 F' D F B R2 B2 D U L R' F2 R B2 U,x2,D2 B L' U B2 U',F L2 U2 F U2 F D' L B2 D L U' F',U2 L' R D' R2 D2 F D2 F' R D L U' B' U',34
F D' F D' R2 F2 U' L' U' L2 D2 B U2 F D' U R2 L' D R' B U,x2,B2 F' D' F' R U2,B U' B D' R2 F' R' D B' F R' U F' R2,R' D' B' L2 B L2 D' F' L2 F2 L2 D' F D' R,35
L2 R2 F' U R' L2 D R2 F' R2 F2 D' B' U D F2 B' U R B' D2 F',x2,L2 D' U B' L' U',L2 D' U F' U F2 U2 R F' D R' B2 L2 B,B2 R F' U2 F U2 R' B2 L2 B' U' F' L2 B D F,36
