scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
L' U2 R2 U2 F R F' L' D2 R2 U' B' R2 U2 B L D B' F2 D R U',x2,R D B R' B',U2 R B U2 F2 U2 B' U2,R' D2 L2 F' D F D2 R F L' F',L' R D2 L2 B' L B L D2 L R',B2 R' D F2 D' R B2 R' D F2 D' R,47
L2 F D B' U F2 D' R U F' D' L2 R' D B2 L' R' F U' B2 U2,x2,F' L2 U' R B',F U2 R F' R2 F U' L2 U',F' L2 U F2 L2 B F' L' B' F' U' F',L2 U' L F' L F L' U L,R' D F2 D' R B2 R' D F2 D' R B2,47
B' U B2 R' D L' R' U2 L U L U2 B2 D' F D B F L' R2 U R' L2,x2,B' U L' U2 B',F' L D' F' D F2 L2 F,R2 B2 D' L' D' B R' B R' D2 B2 R2 D2,L B2 L' R2 D' L D L R2 B2 L2,,37
L' F' B R L' D2 B' R B' U2 R D L' R D U B' R' L F D L2 D' F',x2,U L2 F' R D',D U2 R2 U' B D' U' L',L' D F D2 B2 F' L2 B2 L F D F' L,D2 L2 D B2 D' R D' R' D B2 L2 D2,R' D F2 D' R B2 R' D F2 D' R B2,50
B' L' B D B' R' L2 F2 U2 L R' B2 U L' D2 L' D2 F2 D R' F R' U' D F2,x2,F L2 R' B' D R2,F' L2 U L' D2 U' L' D2,R2 U2 R D' F' D F' L F2 L2 R' U2,U B F2 L' F' L B' F D F' D' F2 U',R' D F2 D' R B2 R' D F2 D' R B2,51
L' F2 U' F2 U' L2 D2 F R2 L2 B' F' L' D' B U' F' R' U F' L2 R2 B,x2,L2 R' B' R2,U2 R U2 R2 F L R2,F D' B' L B L U B' D L U' F',D L' B L2 D2 F L' F' L2 B' L2 D',,35
F U' L' U' F R2 D2 U L' B' D' L2 D R' D2 F' L F' D2 R2 L2 F2 R2 L2 B,x2,U' L' B' R',D2 U B L2 U' L2 D2,F D' L D F' R2 B D' B' R2 D R2 D',L B R2 U2 L2 F' L2 U2 R' D2 R' B2 L',,37
U' F2 D B2 R' D2 F B2 R L D2 F' U B R' L2 D' F' B2 U R2,x2,L U R,B' F2 D B' R F' R' B2,D2 U' R B2 D L2 U' B D L' U F2 U2,F2 U' B F2 D F' D' B' F2 U F',B2 R' D F2 D' R B2 R' D F2 D' R,47
L2 B2 U' B L' B2 R' B L' B' F U F2 L' F L' U2 L2 B F,x2,F' U R B',F L' R F2 L' R',F' U' L' D F' D R D2 L' F2 L2 U F,B R2 F' U' F' U F2 U' F' U R2 B',,35
F' L R B R L B F' D' U L' D B' F' U2 B2 U B2 U' F,x2,D L2 B U2,L R F U' F U R',R U R2 B2 U' L2 B D R B2 L D2 L,D B' F' U R F' R' U' B U F U' F D',R' D F2 D' R B2 R' D F2 D' R B2,50
F L' F2 D' R' F B' L B2 U' L2 B' R2 L2 D F' R' D2 B2 U' L U D2,x2,F2 D2 R,F2 D' F2 L' F' D,R U R B U' F L' U' F2 U2 B' R2 F,R B' D F' D' B R' B' R F R' B,,34
D F2 U2 F2 B L2 D2 U R2 F R B L' B2 U2 D2 F2 R' B' R2 F2 R2 F' U',x2,D2 F U',R' F' L F2 R F' L R,D' B D' R U2 R D2 L2 D F R D' U2,R2 D2 R2 B U2 B U2 B2 R2 D2 F' R2,B2 R' D F2 D' R B2 R' D F2 D' R,48
L2 U2 L2 F L' R' F D' F' R' D2 B2 D2 F' D' L' B2 R2 F' L',x2,B2 F D2,R2 F2 R2 U' R F2 R U,F L' B F2 U' F' R2 D R2 U B' L,D R2 U2 F L F' L' U2 R2 F' D' F,B2 R' D F2 D' R B2 R' D F2 D' R,47
F2 U2 R D' R' D R F2 B' D' L R' B' R' U' F' U2 R' B' L R',x2,R2 U2 L' B' D',B' D B2 R F U2 R' B',U' L U L F' D2 U B' D U' B2 D F,D F D U' R2 U F R2 F' R2 D2,,37
F R U2 D' F2 D2 F U R2 D' U' R B2 R2 D2 R2 B D' U L' F R' U' D2,x2,F' L' D F2 R2 B',R F' D B R2 B' D' R',L D' U B' D' U' R2 U' B2 U R2 D2,F L2 F' L2 D2 B' D2 L D2 B D L' D,R' D F2 D' R B2 R' D F2 D' R B2,51
