scramble,orientation,step_0,step_1,step_2,total_moves
U2 D' L' F B L' F' L' B' U2 R D' B F L' B L' R2 U2 F,x2,L2 D B D' R U L' D2 U',D B2 L R2 D2 F D F' L' R2 B2 D',F' L2 U2 F' L B2 L' F L B2 L2 U2 L' F,35
F L D2 R2 U D' L' F B R' F' D' R' L' U R' D L2 B F2 R2 L' F',x2,L' F' U2 R D F2 R' B' U2,D U R' U' B' U' B U2 F2 R D' U',F U2 L2 F' L' B' F2 U' F' U B U L' U F',36
F2 D L2 D U' B2 U2 R' F' R2 F' U2 R B L U L2 R U R2 B',x2,D2 B2 L' F U' L R' U' R',D U' B D2 B D L' U2 R2 U' R2,F' L' B2 D R' F2 R D' B2 L2 B' U' B L' F,35
L B2 D2 L U D2 L' D2 L2 D B2 U' F D2 R F' B U' D R2 D L B',x2,B U L F D' L2 F L2 B2,U' B' D2 U B D L D2 L' D B' D2,F U' B L' D L D' F' L B' L' F U F',35
R' U2 R D L R D F' L2 R B2 F2 L' B R L2 F' L R U' L',x2,B' L2 U2 R D' L' F D U L2,F L' D2 L' F' L F L2 U2 L' D2 F',F' L2 U2 L R' D F' D' R F' L F U2 F U2,37
R2 F2 R' B2 F' L2 D' U' B' R D2 U2 R B U L2 U B2 L2 U2 D B' R2,x2,R' B2 F' L D' F' D' U B,D F U' F' L2 R D B L2 R' D L2 D2,F' L2 U' L2 D' B L U L' B U' B' D U F,37
U' R' D2 R B' L D2 R2 L' B' U L2 U2 R' L2 B2 U R2 U R2 L' D' B D2,x2,D2 B2 U L2 F U B L D2,D' F U B U2 F' U B' R' U' R D,R' F' L2 F2 R D' B' D' R2 U' B' D2 U F' U2,36
B2 F U' B2 F' L2 B U L' U R U2 L' R2 D' B U2 F2 L B2 R' F2 D,x2,L D F U L U2 B' R' D',D' U2 F U' R F' R2 F2 U' R' D R' B',F' L U F L U' L' F' U2 B L B' U F U,37
L F2 L B D2 L2 D2 B' L2 R' F2 R L2 U L D2 R2 L2 U B L' U B,x2,L' B' F' U L' B L' U2 R2,F L' D2 L' U2 L' B' L' B2 D2 F' R,F U' B L2 D' B2 D B2 L2 U B' L B L' B' F',37
L' F2 D L B' F' L' U' R2 U F U2 L' F' L' R' B F2 D' R2 B2 U' B' L,x2,B' D L2 R U' F L' B D',B U' B2 D' R' F U F' R D B U,B' U2 B R2 B U B2 D' F' R2 F D U' B R2 U',37
