scramble,orientation,step_0,step_1,step_2,total_moves
F B2 D B L F' B' L' U' D' R' F2 R2 U2 R2 D' R F2 R' U,x2,F D F2 R' B F L' R U,D' B' F2 D2 L' D B R F2 D R' D' F2 D,U B' F R' F' R B F' U' F,33
R' D U' R2 D U R L B2 R' B F' U F' R' B' R2 U' B2 D U',x2,D' F' U R B D' L2 B F,L' F' U L2 B' L R' F' U F' R2 B2 D R2 D,R' U' B' F R2 B F' U' R,33
U R' U2 B2 L2 U' F L R' F' B2 D' B F R' D' L2 B' U' F' D F2,x2,B L D' B' F' R F' D L,R F L B2 D B2 L R' F2 L F D2 R' B' R,R' U' B F' L U L' B2 F2 R2 B F' U',37
B' L2 B R' L' U2 F' D F B R2 B2 D U L R' F2 R B2 U,x2,B2 F' R' D R U' F L2 F2,U R' U' B D L B D' F' D' L' D' L2 D' L',F R B D2 B' U' B' U B2 D2 B' F' R',37
L2 R2 F' U R' L2 D R2 F' R2 F2 D' B' U D F2 B' U R B' D2 F',x2,L' D U' L' U2 R' B2 R' B2 D,R2 D F U2 B' R2 F' L' D2 F' D R B' D B2 R',R' U B' F R2 B F' U R,35
F' B L' B D' L' D B2 D R' L' B' D R2 U2 D2 F2 B D' R' L' D F',x2,D L F2 D2 U2 F2 R F',L2 F D L2 U2 B U2 L' F L' R2 U' L2 U' R2,R B' D U' L B' L' D' U B,33
B' D B' F' U' D' R' U' R' D B' U2 R L' D2 R D' L R2 F2 B R,x2,D R' D' F U2 L2 U' R2 F R2,B D R' D2 R' D2 B R D F2 U' L' F2 L' F' L,U' R2 B R U' R' U2 B' U' R U2,37
F D' F D' R2 F2 U' L' U' L2 D2 B U2 F D' U R2 L' D R' B U,x2,R B L' B' D U F2 L F2 U2,R' F' R' F R D L' F U2 R2 D2 B2 R2 U2 L',D B' D' U R2 D U' B' D',34
L U' B2 D R' U L D2 F' L2 B2 L U' B2 D2 B' L' D2 B' D2 U2 R B2,x2,B' U2 F2 D' R' D F' D' F' R,L D L2 U' F2 D' R' D F R' U2 B' L D' U' F,U B2 F2 D' L' D B2 F2 U' R,36
L2 B' L2 U2 F B2 U B F D' U2 L R2 B2 F D' B F L' D' L D,x2,B2 L2 D' F' L' U2 B' L2 U' F',U2 L' D' R B2 U R B L' B' D B2 F D R' U,U B2 F2 D' L' D B2 F2 U' R,36
