scramble,orientation,step_0,step_1,step_2,total_moves
B R2 F2 R2 F' R2 U2 R L U2 B D2 L' D2 U' B R2 B' F' U2 L2 R D,x2,F2 U R' B U2 L B' D',F2 U L U F U' B' F2 U2 F U2 L' F2,R' B' R' D R' D R D2 R' D2 R2 B R,34
L2 D' U F' L' R2 F' L R' F' L' U F' U2 D R L U D F2 U2 D2,x2,B2 F' L R D B' L2,L' D U2 L' U2 F U B' L' U' B' U2 B F',D' L' D2 B' D2 L' D' L' B' L2 B2 L D2,34
F2 D2 F2 D2 R2 F2 B L' R' B R U F2 L F2 L' F L' R B D' B U2 R,x2,U' B D2 L' B' F' R',U' B' U2 L' U2 F U' B U B R' F' U,D2 U2 F' D2 F D2 U' B' D2 B U',31
L2 B' D B L' B L D L D B' L2 U L2 D2 U' L' U' B2 U D2 B' F2 D',x2,F R F D' B L' F',L' B2 R U B R2 B U R2 U2 B L R',L' D' B2 L2 F' L2 U' F' U L2 B2 F D L,34
B' L2 B2 R' L' B D2 U B2 U2 F2 L2 D' R L2 B' D' B' D2 L' B F' D2 U' B',x2,B L2 R U' L' R U R2,L' D2 F' R B R' D F D2 B' D' L,R2 D U2 F R F' R' D' F' U2 R2,31
L2 D L' F' B D' R2 F2 D2 R' L' D2 U' R2 L F' L U L D B,x2,B2 F2 L2 F2 R' U B' L,U B U' L2 F D U' R2 F R2 D' B' U F',R2 U R U' R D' B D' B D' B' D2 B' D,36
D2 U F' L D2 R L' F' B D R2 F2 R2 F' B' L D2 R' B' F2 U' B' L U2,x2,F L' U2 R' B' D' U2,U2 F R2 U B L B' F' L2 B' D L2 U,B' L' D B' F L' U B' U' B F' L B2,33
R' F R B' F D2 L' B R' B2 L2 B U' B F U' R F2 U2 B2 L2 R',x2,R' B D' U' L' B L',L2 R2 B R2 B' D R2 F L' F' D L2,U2 F' U2 L' B' U2 R2 U' R' B' R B U' B L,34
L D2 F2 U' R F' B' R L2 F2 U2 R2 L2 F B U' B D' L' F' R2 F' U R F,x2,D2 L D' F2 R' B2 F,B' R D2 F2 R2 U' L' R' F2 D' R2 B D L,R2 F' R F R U2 F2 U' R' F U F U' F U',36
D' U2 F' L F2 L' U2 B' R' U L U' D R' B D' U' B2 R F,x2,D2 F D2 F' D2 L,U2 B D' B2 L2 D B2 U2 B' U2 B L D' L',R U R F' R2 F2 R D' F' D U' B' R' B R',35
