scramble,orientation,step_0,step_1,step_2,total_moves
B2 F2 L2 U2 L' U' R2 U' F2 L F' R2 F' B L2 U L' D2 B2 L2 D',x2,R2 B U2 B2 U' B' D2 U2 L' D',L U2 B' F D2 L D F' D B U2 L',B2 F' U R U2 R' B' R' U' R2 U B' F,35
B2 R' U' L F U' R U' L' B' L' R F2 B' R U' D L' B' R L D' L',x2,L B' F L D2 U B F R2 U',D' F2 D U F D2 B' F2 L2 B D2 U',B2 D2 B L B' F U' F L' D2 B2 U2 R',35
D' U2 B2 L2 B L2 B F' R L' U F2 B2 L2 U L U L' R' B2 R' D2,x2,L B D F2 L' U F L' R2 F,B U R F' R' F U B' R F R F2 R F,F2 U R2 F2 L2 D B' F' R B' F D' L2,37
L' U D2 R' L' F R2 F R2 F' D2 L2 D2 U2 L2 F2 U' B2 R' L' D' F2 U',x2,U R D' U' B2 F L' R F2,F R2 B2 R U2 R' U2 B' R' D' F' D U2 B',R2 B2 F2 U' B' F R U2 B' F,33
F2 D2 L R B' F R2 F' B D2 U' L B' F' U' R2 B R2 F' B2 L',x2,R U' F U B2 F D B2 L',U F' D' F D2 L' F' L F D' F U',D B' F R2 B2 F2 R' U2 R' B' F D R2 U2,35
B F R2 B2 U F B2 L' U D2 L' U R D2 R' U2 D' F B2 D2 B L' F' R2 L2,x2,L2 D' F' U' L U2 F' D' B' R2,B R U' R F R' F2 U' R' F U2 R' B' R',D B' F L' D2 L' B F' D R2,34
L2 D L F B2 D B2 U F' L' U2 L' F R2 F2 R2 D' L2 U' R L' U R F2,x2,R' F' D2 F' R' B U2 R' D,L D2 F' D R2 D2 R2 D' F L',U2 L B' F U' R2 U B F' L',29
U2 D L' R2 U' R D2 F2 D' R2 D2 R2 U' R D' R' B R2 D F B D',x2,B' L2 B2 R2 D2 B' U2 L F2 U' R,U2 F2 R' F D2 F2 R F' U2 B L' B',B U B U B' F R' B' R' F',33
L' F' L B2 R2 F' D2 R' D' B2 L F L' U D L' D2 L F R' D,x2,R2 B U2 R' D2 R F L2 D' F,D' L B R B' U2 F' D' F L2 D U2 L',L2 B F' R B' F D' L2,31
F R B2 L' B2 L' D' B2 U2 F' L' U R' L F B2 D' L B' L2 B2 D2 U R F',x2,L' D U2 L D' F D' U' B2 R2 F',R' U2 F' D' B L2 U2 R2 U' B' D' F R D' R',B U B U' B' F R B' R' F',36
