scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
F2 U2 R' B' U2 D' B' F U' D' R' U2 B2 U B U2 D' F2 U2 L R2 B' D' R' L',x2,L' D F' U R2,U2 F' R' U2 F' U L2 B' R2 B' R2 U' L,F' D' B' D' L2 D L2 D B D F,U2 F' D2 B R' B' D2 F2 L' F' L U2,,41
F2 D2 F' L D F2 B D R2 D F R' D F L2 R' F' B' R2 F2 U' F' D R,x2,B D' F R' D2,F2 U2 F L U R' D L' D2 R2 U2 F',R2 B2 U2 F' R' F R U F U B2 R2,B U' R D L2 D2 F' D F R F' R2 U B,,43
F2 D L' U L D L B2 F' D R F D' B2 L D' B F' L2 R B2 L2 F2 D',x2,B U' B F D,D' R B2 D' R2 D2 L U' L' U' L,L2 B2 F2 D2 L' B' D' B L D2 B2 F2 L2,R D L D' L2 F' L B' L' F L2 B R',L' B' L B2 L2 B' F' D' B D F L2 B',55
B' F D R2 D' U2 F' B2 L' F' D' U L2 D B' U B D B2 U2 F' R',x2,B' R F2 U F' L2,U' L D2 L U' R2 F U2 B2 D' L B',D' B' F2 R' D2 R D2 B' F2 L B2 D,B' D L2 U L B' L' B' U' B2 L B D' B2,,44
F B2 R2 U L D' L2 F D2 B2 R2 D R' D U L2 B F D' L2 F' B R' L2 B,x2,B R' D2 F D',U' R' D' F2 D' R2 D F D U B' F2 L',B2 U2 B' U2 B R' B U2 B' U2 B' R B2,L U2 F U' B U2 F' L U L2 B' L' B2,,44
L U L2 F' B R2 L D2 L B2 L2 B F U2 R' B2 R2 D' B' U' B2 D2,x2,D L B2 L' U' R',U L2 B2 R' U2 L B' L' B R D L U,D' B2 L' B F2 D2 R' D2 R B F2 D,D2 B L D' L D L2 F2 U' F' U B' F' D2,L' B' L B2 L2 B' F' D' B D F L2 B',58
U' D R' B2 U' B' R L' B U' R B L U2 L' F R D L2 U B2 U' R2 L2,x2,B' D2 R' D F U2,B' F2 U B2 L R' F2 U2 F2 D' U' F',D' R' U' R U' R' U' R D U2,U R' D2 L F' U2 F L' D2 R U' B2,L' B' L B2 L2 B' F' D' B D F L2 B',53
B' L B D' F' U2 B D' U2 F' L' B U2 D2 F B2 D L' F R2 F' D' U R2 L',x2,F' U' F' L2 U2 B',B2 U' L2 R' D' L2 R2 U F2 L' D F2,D' B L' U2 L U2 B' F2 R F2 D,D L2 U' L2 D' B' L' B L2 U L' D L' D',,43
U D2 R2 B2 R2 D B F2 L2 F2 D' R' F R U2 F2 D' U2 R U L F L' F' L,x2,R' U R D' U2,F D L B F2 R' D2 U L' D' L' R,F2 L U R' B R B' R U' L' F2,B' R D' L2 D R' B2 R D' L2 D R' B',L' B' L B2 L2 B' F' D' B D F L2 B',54
R B' R D F2 U' B' U R F R' D2 R2 L' F R2 F R D' L2 F' U F2,x2,B' U2 R2 F U' B,F' R B U2 F U L' D' B2 F2 L' R' U2,B' L U L2 B2 D L' D' L2 U' B,D2 B F2 U' F' U F' L D' L D L2 B' D2,L' B' L B2 L2 B' F' D' B D F L2 B',57
B' U2 L R D2 R D L2 F' R' D' B U' F U2 D2 B' R' U2 B D R' F2,x2,L' B' L2 D L U,B' U' L2 D B F D L' D' B L2 R' D,D U' F2 D2 R D2 F2 D' B R B' R' U,L B D' B' D B' L' B2 U B' U' B',,44
L' U' L2 D' B2 D U B2 F D' B R' U2 F2 L D U2 R U2 F U2 F U2,x2,L' U' B D2 F' U2,U F2 L B2 D' U' L2 R2 F' U2 B D,B' U2 B U2 F2 D2 B D2 F2,R2 F2 L2 D' L2 F2 R2 U',L' B' L B2 L2 B' F' D' B D F L2 B',48
L F R2 B' D F2 R' U2 F2 R B2 F' U L F' D B D' L U D' F' L' B,x2,L B D2 R2 B R,D' U2 R' D2 L F' R2 F R F2 R F',F2 R2 F L2 R' D' R2 D L2 R F,B' F2 U B U2 R2 U B U' R2 U F2,,41
D L' D' F2 R B L2 F U2 L' D F2 D' R2 D R2 U L B2 U' F D2 U2,x2,L B2 D2 B U B2,F U2 L2 D' F' R2 B' F R2 B2 U' B U,L D2 F R' B' R B F' D2 L',L B L2 D L D' L U B U' L' B',,41
D' L2 B' D' B' D U' F B' D B' R' B' D2 R' F' L2 R' U R',x2,U' B2 R2 U2 B,L' D L' F L B' D B R' D2 L R,R' U R2 D' L2 B2 R' D' L B2 U2 L D,,,30
D B' R2 U' D2 R' B L2 F' U D B2 F2 R U' L' U L2 R2 D',x2,B' L' U2,F2 R' B L' F D2 R2 B D2 U F' R',B' L' B F2 L B2 L' B' F2 L B,D B L B' L2 B D' B D B2 L2 D',L' B' L B2 L2 B' F' D' B D F L2 B',51
L2 U' L' U2 L D2 R U L2 R' U' F2 L B2 D' R B' F2 L B2 U2 L D R,x2,F L2 B2 D B2,L2 B' F L' B D R F2 D' U2 F2 R',U2 F L' D' R' D B R B' L R' F' U2,B R' U2 R2 D2 F' R F' L U2 R2 D2 B L',,44
F' B2 L2 D2 U R U2 R B' F' D2 L U2 B' F2 R' B' D R2 F2 R2 D2 R',x2,L2 F' U' F' L',R' D' R U B U2 F' L' F2 U2 R U' F,B R B R' D L D' R B' R' B',L B L U2 B' L' B2 L' B2 L B' U2 B',,42
R2 U2 B2 F' U' F2 B L' F' R F2 L2 F' B D2 F D2 U2 R2 D' R' F U',x2,B D2 L U R' D,R2 B D2 B D R2 D' B2 F D2 L R2,D' L' B' R B' D B D' B L R' D,D2 U' F U' F U F2 L2 D' L' D L' D2 U,L' B' L B2 L2 B' F' D' B D F L2 B',57
L R' B F D2 R2 U' L' F U L2 U L B D' L' R2 B U2 F B L2 R',x2,F' U L R F2,D' L' B' F2 D U2 B' L B2 R U L' U2,B R F2 U B' R' B U' F2 R' B',L' D F2 R B' U B R' F2 L' B L2 B' D',,43
R' U2 F2 B' R' B F' D B' F' U' L2 R' U R2 L U2 B' L U2,x2,L' F2 R2 B',B D U2 B F2 R B' F U' B2 R2 U' L',D' R2 B U F' U B' F2 R2 F' D,D' R' B2 R2 D2 F D F' D R' B2 D B,L' B' L B2 L2 B' F' D' B D F L2 B',54
D2 F D U' R B R' D U' R' F B U2 F' B' R' U2 D B L2 B2 F' D',x2,F2 U2 L D2 F' R2,D U2 R2 F' D F' U2 R U R' D L2,F' L' B' L' U R D R' U' L2 F,B D F L F' D' B' U' L' U,,39
R B U L U2 R U' L' R' F' L U F U' F2 L' R' B2 L2 F' U',x2,D F' R' F U',F' U2 L2 U' L2 B F' L U2 L2 B2 R' B',L' D2 B2 F' U B U' B2 F D2 L,F' D' B' F L2 B F' D' F,L' B' L B2 L2 B' F' D' B D F L2 B',51
L2 U B R' U' R' L' D2 L R B L U' F U2 L' D2 B' U B' L' B U2 D B2,x2,F U' B' U' R,F2 L' U' R2 B' F D' B' D' R' U2 R' D',L R F' U' L2 D L2 U F L' R',U R B' U' L2 U2 B' D' B U' B2 D R' U',L' B' L B2 L2 B' F' D' B D F L2 B',56
B F' L' U2 F' U2 R2 L' D B R F' B' R U' D R' U' B2 D L F2 D R,x2,R B' U2 L' D2 R2,D2 B' L F2 D2 U F' U F U' B L' D',R B2 U B' R B' U R U' R' U' R',U' F U2 B R B R' B2 U2 F' D L' D' U,,45
D2 R2 U2 L' B D2 B' F L' D' B2 R U L2 U' F2 L2 R D2 F L' U B L',x2,U F' R F' R2 U2,F2 D2 U B L' U' L2 B D2 U2 B' U2 B2,R D' R D F' L2 F2 D' F2 L2 F R2,B' D' U R D R' B D U' L' B D',,43
L' B' R D' U F L' U L2 U' F' B2 D2 L' D' U B2 R2 L2 B L,x2,F' D B U2 L R,F2 R' B D' L' D2 R B2 F' D2 L D2,R D B U B U' L B D' B2 R' B',D L' U' L D' L U' F U F' U L',L' B' L B2 L2 B' F' D' B D F L2 B',55
R2 F2 D' B2 U L' U D' R2 F' R' D2 F2 L D2 U' L R' U B',x2,B L D' F2 R D,B' F D B F U' L2 R U B' L2 D' L,R2 B2 U2 F' R' F' R U F U B2 R2,D L2 B' D2 F U R' U R' F' D2 B D' U2,,45
