scramble,orientation,step_0,step_1,step_2,total_moves
D' U2 B2 L2 B L2 B F' R L' U F2 B2 L2 U L U L' R' B2 R' D2,x2,B2 U' F' U' B2 R U B L2,B' L2 B' R2 U2 R' D2 U2 L F2 R2 B' U2,D2 L2 U2 F D' U' L D' U B' R2 U2 B,35
L' U D2 R' L' F R2 F R2 F' D2 L2 D2 U2 L2 F2 U' B2 R' L' D' F2 U',x2,B L F2 R' D L' D' B2 D2,R2 D R2 B U' B' L' U' R' F2 U L' R,U2 B' D U' L B2 L D' U B' R2 U2,34
B F R2 B2 U F B2 L' U D2 L' U R D2 R' U2 D' F B2 D2 B L' F' R2 L2,x2,D' R2 B L' F U R U R2,L2 B' U2 L2 B R D' R D2 F R2,F U2 L2 B' D' U R D2 R D' U' L2 U2,33
F2 D2 L R B' F R2 F' B D2 U' L B' F' U' R2 B R2 F' B2 L',x2,L2 R D L2 B' F' R2 U B' R,L' F L2 R U2 F2 D' F L2 F R' U L',F L R' D' R2 D' B F' R B' F L' R',36
F R B2 L' B2 L' D' B2 U2 F' L' U R' L F B2 D' L B' L2 B2 D2 U R F',x2,U B L' D L F2 U2 B' L,L2 R' F' L' B F D B' F2 R F D' L' D,R2 B' D2 F' D' U L D' U' B R2,34
L' F' L B2 R2 F' D2 R' D' B2 L F L' U D L' D2 L F R' D,x2,R B' F R2 D' B L' R2,L U' R' D' F2 D' L' R U' L' U2 L2 U F2,D' U L D2 L D U R2 D2 B U2 L2 F',35
U2 D L' R2 U' R D2 F2 D' R2 D2 R2 U' R D' R' B R2 D F B D',x2,F' R' F2 D R' F2 L U2,L2 B2 D L F2 L D' R2 U B F2 R D B',D L D2 U' R D U' B' D U2 L' D',34
L2 D L F B2 D B2 U F' L' U2 L' F R2 F2 R2 D' L2 U' R L' U R F2,x2,F D L2 D2 R D2 F' U2 B',B' U' B' R2 F2 D R2 B' D2 U' R2 U' F' D2,R' D R F D R' F' R F R F' D' F2,36
B2 F2 L2 U2 L' U' R2 U' F2 L F' R2 F' B L2 U L' D2 B2 L2 D',x2,D L F2 U' B2 D2 L F',L D L B' U B2 D2 F D' B' D' B' L' B L',D2 F D U' R' U2 F2 D U' R2,33
B2 R' U' L F U' R U' L' B' L' R F2 B' R U' D L' B' R L D' L',x2,U B L' F2 U F' D L' B',B D' R2 D2 F D R2 F2 D R' D F D2 B' D2,D' B2 U2 R' D2 F L2 D2 R2 B' D2 L D',37
