scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
L F2 L B D2 L2 D2 B' L2 R' F2 R L2 U L D2 R2 L2 U B L' U B,x2,F2 L' B' D' B' U L,B D' B2 F2 D2 L2 B' F L',B2 L' B2 U2 R' U' F' R2 F R' U',R D R' F2 R' B2 U L' B L B R F2 D',,41
F L D2 R2 U D' L' F B R' F' D' R' L' U R' D L2 B F2 R2 L' F',x2,F2 R B' L F' U2,L U B' U' L' F2 L D,L2 D' B' D2 L B2 L B L2 B D' B2,D L D B' U' L B D' B' U B L' D2,L2 B L2 B' U L2 F' L2 F U2 B' U B,52
L' F2 D L B' F' L' U' R2 U F U2 L' F' L' R' B F2 D' R2 B2 U' B' L,x2,B' R2 U' L U,R2 D B D L R2 B2 F' U',F' U' B U F' U B' R2 F' U F',B' F L' B F' D,,31
R' U2 R D L R D F' L2 R B2 F2 L' B R L2 F' L R U' L',x2,R' B F R B2 D',R' B' R' U' R' F' L F U R',B' D L B F' L B' L' D' F D,L B D' F' D2 R D2 F D F2 R' B' F2 L',,41
U2 D' L' F B L' F' L' B' U2 R D' B F L' B L' R2 U2 F,x2,B U F D' L2 U2 B',F2 R F' L' D B L R' B' R',D L B L' R D' R' D',B D R D2 R' D2 F' D' B' D F2 L F' D2,L2 B L2 B' U L2 F' L2 F U2 B' U B,52
B2 F U' B2 F' L2 B U L' U R U2 L' R2 D' B U2 F2 L B2 R' F2 D,x2,L2 D2 F L' R' U2,F2 R U2 F R B2 U L' R2 D,L B L B L' D2 B' D2 L' D2,B' U B' U' B L B D2 L2 D2 L2 D2 L,B' U' B U2 F' L2 F L2 U' B L2 B' L2,52
F2 D L2 D U' B2 U2 R' F' R2 F' U2 R B L U L2 R U R2 B',x2,U L D' U2 B',B2 L D L' B' R' D' R B',F L2 U B2 U L U' F2 R F L,D L2 F U B' D L2 F L2 F' D' B U' F' L2,L2 B L2 B' U L2 F' L2 F U2 B' U B,53
R2 F2 R' B2 F' L2 D' U' B' R D2 U2 R B U L2 U B2 L2 U2 D B' R2,x2,D B L' R' U2,D2 U L D' F L F' D2 U' F,D2 B D' B' D L B' R D R' D2,L R2 D' R2 F' U L2 F' D' L2 U' F2 D2 F' L',,41
U' R' D2 R B' L D2 R2 L' B' U L2 U2 R' L2 B2 U R2 U R2 L' D' B D2,x2,F2 L2 U F L' U,D2 L D L' D' U L D2 U',D2 B2 F' D B2 F D2 B L' B',B D B' R' B2 R' U B' U' R2 D' R' B' D' R,B' U' B U2 F' L2 F L2 U' B L2 B' L2,53
L B2 D2 L U D2 L' D2 L2 D B2 U' F D2 R F' B U' D R2 D L B',x2,D' F' U2 B2 R2,U' B2 D' L' U' L2 B' R2 D' F,D U B D2 U' F L' F' L' D,D' B R2 F U F D R2 B L' B D L' U B,B' U' B U2 F' L2 F L2 U' B L2 B' L2,53
