scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
B2 R' U' L F U' R U' L' B' L' R F2 B' R U' D L' B' R L D' L',x2,D2 B2 U' L2 B',B' L2 U' B' U2 F' R2 B2,B U2 B2 D U2 B D' B2 U,L U L' U' B2 R' U' R U B2,R F' U2 F L R' D' F2 D L',42
L' U D2 R' L' F R2 F R2 F' D2 L2 D2 U2 L2 F2 U' B2 R' L' D' F2 U',x2,B' R F' L U' F',B R2 D2 R B R' B2 D,B D U2 B' D' U2 B',B D' B2 F' R U2 B F U L2 F' U F' L2,U' B' F R2 B F' U',42
F2 D2 L R B' F R2 F' B D2 U' L B' F' U' R2 B R2 F' B2 L',x2,R F2 U' L,F' L2 R F R U B2 R2,D' R2 D R B R U',L2 D' L D' R B R' D L' D L' U' L',R D2 L2 F' L2 D2 R2 B' R,41
L2 D L F B2 D B2 U F' L' U2 L' F R2 F2 R2 D' L2 U' R L' U R F2,x2,R' B F2,L' B2 F' R2 B2 D' L D2,L R U F L' R B2 U' B' R2,U R2 B' L' D2 R B2 R' B' D2 L U' B R2,F2 R F' R' F' R2 B U F U' B' F' R2,48
B2 F2 L2 U2 L' U' R2 U' F2 L F' R2 F' B L2 U L' D2 B2 L2 D',x2,U B' U L,L' B' F2 L U' B2 D' R2 B',B' L' B2 D2 B' D' L,L' B2 R2 B' D' B2 R' B2 L R2 B U B' R2 B',D' F2 D L' R F' U2 F L R',45
B F R2 B2 U F B2 L' U D2 L' U R D2 R' U2 D' F B2 D2 B L' F' R2 L2,x2,U F' D2 B2,D2 L B2 F U' B L' B,R' U L U L' B U2 R B,U L2 F' L' B' R' F' U F' U' R' B F' L' U2,R' B U2 B' L' R D B2 D' L,46
F R B2 L' B2 L' D' B2 U2 F' L' U R' L F B2 D' L B' L2 B2 D2 U R F',x2,L2 B' D F,R F' L' F R' D',L F' R F L2 D2 B L B2,B' L R' F' L' R U B2 R2 B' L2 F D2 F' L2,U2 F' L2 D' U' B2 L' B2 L B2 D U L2 F,48
L' F' L B2 R2 F' D2 R' D' B2 L F L' U D L' D2 L F R' D,x2,F' U' B L2 U,D2 R2 B' U2 R B D2 R,U2 B' D B D' B U2,U2 B' U L D2 L2 B L2 D2 L' F R2 F' U' B,U' B' F R2 B F' U',42
D' U2 B2 L2 B L2 B F' R L' U F2 B2 L2 U L U L' R' B2 R' D2,x2,B2 L' U' L2 B',D2 L F2 L2 D' F' D' L,D' U2 R2 D R B R U2,L2 F2 L R B' D' B' D B2 L' U' R' U F L2 U,R F' U2 F L R' D' F2 D L',47
U2 D L' R2 U' R D2 F2 D' R2 D2 R2 U' R D' R' B R2 D F B D',x2,U2 L U L' B',F' U L' U' B R B' F,R' U' F' U' B' U2 F R,L U L' R2 U B' L2 F' R F L2 B U' R2 U',U' B' F R2 B F' U',43
