scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
L' U D2 R' L' F R2 F R2 F' D2 L2 D2 U2 L2 F2 U' B2 R' L' D' F2 U',x2,L' D2 R2,D U' R' F' R2 D' R',B D' L' D L' B D2 F' D F D B2,F' U2 B2 U' F D2 F U R F2 D2 B2 L,,35
D' U2 B2 L2 B L2 B F' R L' U F2 B2 L2 U L U L' R' B2 R' D2,x2,B' D L2 F2,R D2 R D' F2 D' F R2,B2 L' D L' B D B U F' R' F U',F' U L2 F2 D' L' D F2 L F L F U' F,B D2 F2 D' F D F D2 B' L' F' L F,51
B F R2 B2 U F B2 L' U D2 L' U R D2 R' U2 D' F B2 D2 B L' F' R2 L2,x2,D' U L',U' B2 U2 L U2 B2,F D' L F L' D U B L B' F',R2 D' L' F' L2 R' D L' R D F R2,,32
F R B2 L' B2 L' D' B2 U2 F' L' U R' L F B2 D' L B' L2 B2 D2 U R F',x2,B2 R' F D2,L' R' F2 R' F L R2,F2 R2 B2 F2 D2 L2 B2 R F R U' R2,F' R' U2 L2 F2 L U L' U' F2 L2 U2 R F,,37
U2 D L' R2 U' R D2 F2 D' R2 D2 R2 U' R D' R' B R2 D F B D',x2,B' U2 L' R',D L2 U L' B2 L2 U2 L,R2 F U2 F' L U B2 D B2 L R2,F L' R' U' R D' R2 U R D' F2 D2 L F',,37
B2 F2 L2 U2 L' U' R2 U' F2 L F' R2 F' B L2 U L' D2 B2 L2 D',x2,D2 B' R U' B,D' R2 D' F D2 R2 D,F2 L2 F2 L' F2 L2 U R F U F2 R',D' R2 D2 B L' B U' B' U2 L B2 D B R2 F,,39
F2 D2 L R B' F R2 F' B D2 U' L B' F' U' R2 B R2 F' B2 L',x2,F' L2 D' B L R2,U L' F R' F2 L F,F U B L2 U2 L2 U2 L2 F' L B',F D' R2 B U B' D B U' B2 D' B R2 D F',B D2 F2 D' F D F D2 B' L' F' L F,52
L2 D L F B2 D B2 U F' L' U2 L' F R2 F2 R2 D' L2 U' R L' U R F2,x2,L B F2 D',D' F2 D2 U' F2 D',F' R U2 R2 U' R U' B2 D L' B2 F,F D' R' F D' F2 D L D' L' F2 R F' D F',,37
B2 R' U' L F U' R U' L' B' L' R F2 B' R U' D L' B' R L D' L',x2,L2 F D B L,U F U L' R2 F' L,F2 U2 F2 R2 B U L U' B' U2 R2,F D' R2 B L' D B2 D' L R' B U2 B2 R' D F',B D2 F2 D' F D F D2 B' L' F' L F,52
L' F' L B2 R2 F' D2 R' D' B2 L F L' U D L' D2 L F R' D,x2,F R D2,B' L2 D' L2 B2 U B',U' B' D2 F' D2 R B' L B2 R F,B L2 F' U F U L2 U2 L B' L D F D' L' U2,,37
