scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
D L B' F D' U B' R2 B2 L F L2 U B2 R F2 U2 F2 R U,x2,D L' F' D' B,L' F R U R F' D' B D U2 L,U' R B R U' B2 L' D2 L B R U,U' R' U R' B2 F' U' F U B2 R2,L2 B2 U' B' F R' F2 D2 F2 R B F' U B2,53
L F2 U2 R2 L D' F' U' F' R' L F L2 B' F R' L' F R B' U' F2 L R2 F',x2,D2 U R2,R' F' U' L2 U2 F U' F2 R,R F2 D R' D' B2 D2 L' D L' B' U B',U2 F' D2 B L' F L' U2 F2 R B' R F2,F L D U' F2 D' U L F',47
F' R' L B2 U2 R D' R D' B' F' D' B2 D L F' L' D R D' L2 B R' U' D',x2,R2 B' R2,U2 F' D2 F2 U2 B2 R F' L',L2 B2 F2 L' F L R2 D' B' D' B' F2,D2 U' R' U R2 B R' F R B' R2 F' D2,F L' D U' F2 D' U L' F',46
U' D2 L B' U R B L' D' L' D R' U B2 R2 L' U D2 B2 U D2,x2,U' R' D R,U2 L2 F U2 R F' U' L,L2 B F2 L' U B2 F2 D' R B L2,U2 B U' B L R2 U L' U' R2 B2 U',B2 R2 F2 D' F2 R2 B2 U',43
B2 R U2 D2 B' F2 R' U2 L R' B' U2 R U' D2 L' B U2 R' L B2 U' L2 B',x2,U2 B2 R2 B R,B' R2 D R2 U2 B' L2 B' L' B',U2 R' F' R F U2 F2 U' F U F,B' L2 D B' D' B2 U R2 F' D2 U' F R2,B2 R2 F2 D' F2 R2 B2 U',47
D' R2 F' D U' R' D U' F L F U2 D' R2 F2 B' R' B' D2 F2 D2 L' R2 F',x2,L' F2 D B R2,R' D' B2 L' U B D R U',B' D' B' F L B2 F',R' U' R U B2 L' B' L F' L' F U2 B',R' B F' U L U' B' F R U',44
D F2 U2 F B' U2 B D2 F2 R' U2 R' U' L' D2 L' U R2 D2 F B' U L' B2,x2,B2 U2 R2 U R',B2 L' B2 L U' L B L B' L2,B' L' R2 D' B' L F D2 F' U B2,B2 L2 B2 U2 B L' F U2 F' U B' U,F U' F' U B F' L' F L B',48
R F2 U2 R' B D' R2 U F2 R' U2 R' B R B U' D2 F L2 F D F' D L,x2,R' D2 B L D',R' F2 D R B' D2 L' D F' L2,B2 F D' F D' B2 F2 U2 L F L',F' L' F' L F' D2 B R' B' D2 F',L' F' L B F D2 F2 D' F D F D2 B',50
B' F' D' L F2 R' L B F R' L2 D' L U2 R' F2 U' L' B2 U',x2,B2 L D' R,F R2 U2 F2 D' B D F L U,U' R2 F2 R' B U B' U' R' F2 R2 F2,B2 U B2 R B R2 U R F' L2 F U B' U,F L F2 L' B F' D F2 D' B',50
B2 F2 U' L2 D2 F L2 U2 R2 U' R F2 D L2 F' L' F' B R' F2 U2,x2,F2 U' F' R' D,R B2 R' B' L2 B' F2 R' F2 U,B D2 B' L U' L' B2 D2 U' B' L2 D' L2,R2 F D' F' R2 B2 U2 L' U' L U L B2,U B2 R2 F2 D F2 R2 B2,49
