scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
L2 U B R' U' R' L' D2 L R B L U' F U2 L' D2 B' U B' L' B U2 D B2,x2,L B U2,U2 L2 R' U' F' D B F D' F U',U2 F' D' F2 D B U B' R' F' U2 R2,U B2 R B2 R B2 R D B D' B' R B2 U',D2 R B' U2 B R' D2 R B' U2 B R',52
B F' L' U2 F' U2 R2 L' D B R F' B' R U' D R' U' B2 D L F2 D R,x2,R U2 B' F,B D' R D B' L' D2 L D,F' R2 F R' B' R' U' B U' F U2,F2 L2 R' F U F' L' U L2 U2 L2 U' R F2,B2 R' B R B2 D2 F L F' D2 B',49
R' U2 F2 B' R' B F' D B' F' U' L2 R' U R2 L U2 B' L U2,x2,R B' F2 R,R D' F U2 L' D F2 D B D' F,D2 R U2 F2 L U2 L' D2 L B2,B' U2 B L U2 F L2 R B D2 L U2 B' R',D' B' R2 B D' F' U2 B' F' U' B F2 D2,52
R B U L U2 R U' L' R' F' L U F U' F2 L' R' B2 L2 F' U',x2,B2 F L D F2,L2 F' L R U' L' R U R2 F,D B' F2 D' B' U R2 B L U' L U',L U R2 U' L' B2 D' L2 B2 D' B2 L2 D,R' D2 B2 R F R' B L2 B R F L F2,53
D2 F D U' R B R' D U' R' F B U2 F' B' R' U2 D B L2 B2 F' D',x2,F' R2 D L' U',U2 R' F D R' D2 L' F D U2 L2,L U2 L' D' U' F U2 F' D U,F' R B' R' B' D L2 U' L2 D' L U2 L' F,,40
R2 F2 D' B2 U L' U D' R2 F' R' D2 F2 L D2 U' L R' U B',x2,D U R B' U,B U F L' B2 U B2 D L U' B',D2 F2 D R F U F' U2 R U R2 D,F R B R D F D' F' R' D' B' R' F',F2 L2 D' L B D' R' B R2 U2 R' B2 D2 L,55
D2 R2 U2 L' B D2 B' F L' D' B2 R U L2 U' F2 L2 R D2 F L' U B L',x2,R U B2 F',F2 U' R2 F2 U F L U L' U',B' R D' R D2 U' B2 L2 D' B' U,L2 D2 L D2 L B' L' B L R' B R,,37
U' D R' B2 U2 L U2 L D B' F' L2 R' D B2 D' R' U2 D2 F D',x2,B D R' B' U2,F L U' B' R B' F R' B2 F',U F' U2 R2 D2 B' D2 R2 U,B' R U B2 F2 D' L2 D R' B' R B' F2 R,R U2 B' U B U R' B' R U R' B,50
L R2 D' U F' R' L2 D' F2 U2 B2 U B' D U' L' B U B' U' L' D2 U2 B U,x2,R' F' L D' R2,R' D2 B' L2 R D B' L2 B D,U L2 U' B' D F2 D' B,U' B' R' U' R2 B2 U2 B2 U R B' R2 B2 U,D' B' R2 B D' F' U2 B' F' U' B F2 D2,50
L' B' R D' U F L' U L2 U' F' B2 D2 L' D' U B2 R2 L2 B L,x2,F' R' B2 D B,U2 R' F L' F2 D' U2 L' D R2,U2 B D2 F L U' F' L' F D2 U' B',R2 B D' R2 B R B2 R' B2 R2 B D B2 R2,B2 R' B R B2 D2 F L F' D2 B',52
B' U2 L R D2 R D L2 F' R' D' B U' F U2 D2 B' R' U2 B D R' F2,x2,D' B2 F2,B D B U' B2 F' U R' B D B,B' R' U' F2 U R U' F2 U B,F2 U' R2 D2 F L F2 L' F2 D2 R2 U B' F2,B2 R' B R B2 D2 F L F' D2 B',49
L2 U' L' U2 L D2 R U L2 R' U' F2 L B2 D' R B' F2 L B2 U2 L D R,x2,B2 L F2 U',F U F2 U2 B' D2 U F R D B,B R B' R' D2 U F2 D2 U2 B' U,L2 D F' D F L2 U R U' L2 D2 L2 B,B' L2 B2 L R D L' D' R' B2 L B L,52
L F R2 B' D F2 R' U2 F2 R B2 F' U L F' D B D' L U D' F' L' B,x2,R2 F' U L' B,D2 U' F' D F' D U L2 F' D' F,R2 D B U L2 B2 L2 D' R' U' R2,B' D B2 U B D' B R2 U F' U F U B,D2 R B' U2 B R' D2 R B' U2 B R',53
D B' R2 U' D2 R' B L2 F' U D B2 F2 R U' L' U L2 R2 D',x2,R2 F' L B2 D',D2 F2 D' B' F' L F' L U' B L,L B U F' L' F L U L' U2 B' L',L F' U2 L F2 R2 F2 L' F U R U' L' R2,D' B' R2 B D' F' U2 B' F' U' B F2 D2,55
R2 U2 B2 F' U' F2 B L' F' R F2 L2 F' B D2 F D2 U2 R2 D' R' F U',x2,B' L2 B' L' F,D R' F' U2 L2 U B' L' D2 L U2 B',D' U2 F U' F' U2 B U B' D,L R' U2 L' B' U B2 L' B' L B' U2 B R,D2 R B' U2 B R' D2 R B' U2 B R',53
F' B2 L2 D2 U R U2 R B' F' D2 L U2 B' F2 R' B' D R2 F2 R2 D2 R',x2,L U' L B D',F L2 U R' U2 F' R F' D' L' D,F' U L R' F' U2 F2 U2 L' R F,L U2 F' U' R' F' U' R U F U' L',B' L2 D2 R' B R D2 L2 F L F' L' B,52
L' U' L2 D' B2 D U B2 F D' B R' U2 F2 L D U2 R U2 F U2 F U2,x2,F' L R D',L R D2 B' D R B R' D R',B R' B' R' D B' D U2 F L D2 U2,F' U' L' B L2 F' L F L2 U' B2 U B U F,D2 R B' U2 B R' D2 R B' U2 B R',53
L R' B F D2 R2 U' L' F U L2 U L B D' L' R2 B U2 F B L2 R',x2,F R2 B' L U',R2 U' L D2 L' D U L' B' D R',R' B' D' R U F R U' R2 D B,F2 L U' L U2 R' U' L U2 R U2 L2 F2,D' B' R2 B D' F' U2 B' F' U' B F2 D2,53
D L' D' F2 R B L2 F U2 L' D F2 D' R2 D R2 U L B2 U' F D2 U2,x2,U' F2 L' B U2,F2 L2 U L' F' U L F2 R2 F,B' D' U R' F2 D2 U' B' D' R2 B2,U2 R' U2 L' R2 U' B' U B' D2 R D2 B2 L R2,D2 R B' U2 B R' D2 R B' U2 B R',53
D' L2 B' D' B' D U' F B' D B' R' B' D2 R' F' L2 R' U R',x2,U2 B' D L' F,F R2 D U F2 D' R2 F' L2,R2 D2 U' L D' U B' D' R2,D B2 U B D U2 L2 F2 L' F2 L' D2 U' R' U2,R B' U2 B R' D2 R B' U2 B R' D2,50
