scramble,orientation,step_0,step_1,step_2,total_moves
U R' U2 B2 L2 U' F L R' F' B2 D' B F R' D' L2 B' U' F' D F2,x2,B2 R F L2 F' U' R B' L' R2,L' U' F2 R F L2 R D' L B2 L2 F R' D' F',U' F D' U L' U L D U' F',35
R' D U' R2 D U R L B2 R' B F' U F' R' B' R2 U' B2 D U',x2,B2 U' L B' U2 B' U' B2 L',L2 U2 B' R2 B R' D' R2 D F R2 U2 B D' F,U' L R' F2 L' R U',31
L2 R2 F' U R' L2 D R2 F' R2 F2 D' B' U D F2 B' U R B' D2 F',x2,F' D' R D' F' D2 B' U' L2 R',D2 F R2 D' R' B U2 F' R2 U B2 L' D B R,U L2 B2 R2 D R2 B2 L2,33
F B2 D B L F' B' L' U' D' R' F2 R2 U2 R2 D' R F2 R' U,x2,U2 L B' R B L' B R2,F2 R2 D B2 F2 D F' D' U L' U2 L2 U2 B2,F2 D B F' R' F2 R U2 B' F R2 D',34
L2 B' L2 U2 F B2 U B F D' U2 L R2 B2 F D' B F L' D' L D,x2,F U' B F U B L U2 B2 L2,R B' D' B F' R' B F' D U R D' B' F,U L R' F' U L' U' L' R B L B',36
B' L2 B R' L' U2 F' D F B R2 B2 D U L R' F2 R B2 U,x2,B' L2 D F2 U R B D R2 U2,F2 D B F2 D R' B2 R' U2 R' B' D L' D2 B',B F' D' L' D B' F L' U L,35
B' D B' F' U' D' R' U' R' D B' U2 R L' D2 R D' L R2 F2 B R,x2,U2 F2 D' R' U' F' D' R2 F' L,F' D' F' D2 B' F2 D' L2 B2 F U2 R' B' F2 R,R' U' B L2 F2 L2 B' R U B U2 B',37
F' B L' B D' L' D B2 D R' L' B' D R2 U2 D2 F2 B D' R' L' D F',x2,D R U' R U' F' L U R D',L U' L R' B' L D' U F U2 R' F2 U2 B2 L2,F U2 F' U' R' F U F U2 F' U' R,37
F D' F D' R2 F2 U' L' U' L2 D2 B U2 F D' U R2 L' D R' B U,x2,B' F2 U2 L' U' F' D2 F D B',L D2 L F U L2 D2 L D B' D' L2 B2 U' L2,F D2 B2 D U2 B' L' B' D L' F U L,38
L U' B2 D R' U L D2 F' L2 B2 L U' B2 D2 B' L' D2 B' D2 U2 R B2,x2,U2 L2 U' R2 B' D F2 U R2,D R2 F' L' B R F' U' B' R2 F' R F L2 F' L',U2 B' U' R' F U2 F2 U2 F' U R B,37
