scramble,orientation,step_0,step_1,step_2,step_3,total_moves
U F B D' U2 B L' B U L' B' R U2 B U' B2 U2 D2 F2 R' D2 U2 B,x2,R2 F' L' D U F',L B2 F L' B' F' D L' B,B L2 D U' L D L2 D' L F2 D' U B',,28
R L2 F2 D L R F' D2 L' U2 L' U' B L' R F D' L2 D L F2,x2,B2 U' F' D2 U2 B' U,F' D2 L2 U2 R' B' U2 L2 D,U2 R' F' D' R U F' L' D' F' D L2 F D U,,31
B' U' L2 R B2 L2 U' B F' R F R D R2 L' D2 B' D' R2 L2 F',x2,R' D2 L' U' B,B2 D' U R' U' B' D',R' U2 B R' D L' F' L F D' B R B2 U2 R,D' L2 B U' L2 U L2 U B U' B2 D L2,40
F D' R2 D L D2 U2 R' F' R2 U' F2 L2 B D R' U2 F' D R' F' U,x2,D F' U R2 D F2 R',U B2 D' L B' L' U R2 U2,R' U' L' D' R' D2 L' R2 U L B2 L' D B' F2 R,R2 D B2 U' B D B2 U B2 D' B R2 D',45
R' L B' R' F' U R2 L2 B2 R' B D B2 D F' B2 L' D U R' L,x2,F2 L U2 B2 L2 U' L,D' L U B' D' U R2 U2 L',D' R2 B L' U' L' B2 U2 B U' L2 R D' B2 D2 R,D' L2 B U' L2 U L2 U B U' B2 D L2,45
R' F' D2 L D' B2 F2 U D' F B D R2 U F' D R D2 L' R2 U2 D L',x2,B2 R2 F' D' U' B' F',B L2 D2 L' B D2 U B' U' L2,U' F2 L F R B' U B F R' F' U' F' D' U2 L2,R2 D B2 U' B D B2 U B2 D' B R2 D',46
B' F' L U R F' B D B R D2 B' L D B D2 F' D' L2 R B U L R2,x2,R' F U B2 L D R,B2 L D' B2 D L' D2 B,R' F2 R' B2 R' B2 D U' B D' B U2 R' U' F2 R,,31
L R' F D' F' R' D' L' F D U F' U2 L2 D' F U' F' D2 U R' D' R2,x2,B' D L2 B' U B' L,R' B2 R2 B2 R' B' D' B' R',U B R2 B D' R B' D R' B' U2 L2 F2 D' F2 U,D' L2 B U' L2 U L2 U B U' B2 D L2,45
L2 B L' U2 B' D L D' U' R' U2 F L2 R2 D2 B2 R D F L2 F' L',x2,L2 B2 U' L2 R2,D B' D' B2 D B D,D L2 R' D2 B U' L U' F' R' D R' F U2 R D',,28
F2 D2 F2 D2 R2 F2 B L' R' B R U F2 L F2 L' F L' R B D' B U2 R,x2,F L' B D' F L2 U',B' L' D2 U2 F D' U2 L,F2 R' B D' F' D' U2 L2 F' D2 B' U2 R' F2,R2 D B2 U' B D B2 U B2 D' B R2 D',42
R' F R B' F D2 L' B R' B2 L2 B U' B F U' R F2 U2 B2 L2 R',x2,B' R2 U' R2 D' R,D' L2 D2 U2 L' F L R2 U2,B U F D' F' L2 D' U' B' L2 F L' D L' D,D' L2 B U' L2 U L2 U B U' B2 D L2,43
L2 B' D B L' B L D L D B' L2 U L2 D2 U' L' U' B2 U D2 B' F2 D',x2,D F R D' L2 R,U F R U2 L' B' D U,L2 R2 B R2 B R' D' R F' D B' D2 F D2 L2,D' L2 B U' L2 U L2 U B U' B2 D L2,42
D' U2 F' L F2 L' U2 B' R' U L U' D R' B D' U' B2 R F,x2,F' L2 D2 U' B' L' U2,L2 U B2 F' R F U' L2,D2 R' D L' B2 D' B2 L2 D' L' R D F' D F,R2 D B2 U' B D B2 U B2 D' B R2 D',43
L2 D' U F' L' R2 F' L R' F' L' U F' U2 D R L U D F2 U2 D2,x2,R2 B D R U2 R,B L2 B L' B' D2 L' B',F2 R2 B L2 B L U' L2 R' U' L' R' D' F2 D F2,D' L2 B U' L2 U L2 U B U' B2 D L2,43
B R2 F2 R2 F' R2 U2 R L U2 B D2 L' D2 U' B R2 B' F' U2 L2 R D,x2,D' F D2 R' B L' U',D B' D R F' D2 F D2 R',D' F2 D' L F' D' F' L' F R2 U R2 F2 U L2 U',D' L2 B U' L2 U L2 U B U' B2 D L2,45
L D2 F2 U' R F' B' R L2 F2 U2 R2 L2 F B U' B D' L' F' R2 F' U R F,x2,U B' L D F R F2,D U R U' L D2 B2 L' B' D,B D2 F' D U' F' R U2 L' U' F' D' L' D2 B' F',R2 D B2 U' B D B2 U B2 D' B R2 D',46
B' L2 B2 R' L' B D2 U B2 U2 F2 L2 D' R L2 B' D' B' D2 L' B F' D2 U' B',x2,F D' L2 U' L' F2 D2 R2,B' D B' D B D' B D,U B2 R' B' R2 D' R' U R' F' D U' B' R U',D' L2 B U' L2 U L2 U B U' B2 D L2,44
L2 D L' F' B D' R2 F2 D2 R' L' D2 U' R2 L F' L U L D B,x2,L' F L2 D2 B' U' R B',B L B' D2 B' L' B' D,L D L' U B D B' F' L' F' L' F2 L2 D' F U',R2 D B2 U' B D B2 U B2 D' B R2 D',45
D2 U F' L D2 R L' F' B D R2 F2 R2 F' B' L D2 R' B' F2 U' B' L U2,x2,B' U' F R U2 F' U',D' U2 R B R B' R' D2 U2,L D R D2 R' B' L U' L F' L' U B2 L2 D',R2 D B2 U' B D B2 U B2 D' B R2 D',44
