scramble,orientation,step_0,step_1,step_2,total_moves
B2 F2 L2 U2 L' U' R2 U' F2 L F' R2 F' B L2 U L' D2 B2 L2 D',x2,R' B' U' R' F' U' F2,U' F U' L2 F U B R' F' U2 F' D2 U R2,F2 R' D R U R' D2 F L2 F' D R U',34
D' U2 B2 L2 B L2 B F' R L' U F2 B2 L2 U L U L' R' B2 R' D2,x2,L' R2 D' L' D2 F R F2,F U2 B2 D B' D2 U2 R U' R U B' R2 F',U R U' R2 U2 B2 L U' R U L' B2 U2 R,36
L' U D2 R' L' F R2 F R2 F' D2 L2 D2 U2 L2 F2 U' B2 R' L' D' F2 U',x2,D' U' B F2 D2 L' B,B' R' D' L2 R U2 B D U' F2 U2 F2 L U',L2 D' F2 D U' B R D' R2 D R' B' U L2,35
B F R2 B2 U F B2 L' U D2 L' U R D2 R' U2 D' F B2 D2 B L' F' R2 L2,x2,D U2 B F U B F2 L2,D L' B D' U' R2 U F D B' R F' U2 R',U' B' F2 D B' U' R2 U B2 U B' D' B,35
U2 D L' R2 U' R D2 F2 D' R2 D2 R2 U' R D' R' B R2 D F B D',x2,R2 U R2 F' D' L2 B' U',B' R2 U' B' D' L R D L' U F' R2 D,B2 R2 D' F' R' U' R U2 F' D U2 R2 U B2,35
B2 R' U' L F U' R U' L' B' L' R F2 B' R U' D L' B' R L D' L',x2,R' B' L2 R' F U2 F2,D L' F D U2 L2 R' B2 R' D2 U R2 B' L' D',D2 B2 R' B U2 B2 R B' D2 F L2 F2 L F',36
F2 D2 L R B' F R2 F' B D2 U' L B' F' U' R2 B R2 F' B2 L',x2,F' U' L F' D B' U F2 L,B' L' U B2 L2 D2 F R U F D2 L2 R,R2 D L B U2 F2 D R D' F2 D' U2 R' B' R',37
L' F' L B2 R2 F' D2 R' D' B2 L F L' U D L' D2 L F R' D,x2,B2 L2 F U2 B' D U L',B D B L B2 F' D' R2 B2 U' L B' U' R2,F2 R D U2 R2 B R2 B' D2 U' F' L2 D U' R,37
F R B2 L' B2 L' D' B2 U2 F' L' U R' L F B2 D' L B' L2 B2 D2 U R F',x2,R' B2 F2 D2 B' U' F R2,L' R' F' D' F2 R' B2 U2 F' R' U2 B' R2,F' R2 D' L2 D' L' B' U B' U' B2 D2 R F2 R F,37
L2 D L F B2 D B2 U F' L' U2 L' F R2 F2 R2 D' L2 U' R L' U R F2,x2,F R D L U2 R D2,B2 F U F' R2 F R U' B R D R' F',R' D L B' F' D' L2 D L' B L' F D L2 D2 R,36
