scramble,orientation,step_0,step_1,step_2,total_moves
B2 F2 L2 U2 L' U' R2 U' F2 L F' R2 F' B L2 U L' D2 B2 L2 D',x2,U F2 R' B' L' U' F L2 F U',R2 D L R2 B' U' B L' U2 L U B2 U B2,B2 R' B2 L B F' L B' F U2 B' R B L',38
B2 R' U' L F U' R U' L' B' L' R F2 B' R U' D L' B' R L D' L',x2,L2 U' L' D2 R2 B' D' U' F',U' L F' D' B' F D F' D' B F D2 U,D' B2 U' F U2 B U2 B' U B F' U B D,36
D' U2 B2 L2 B L2 B F' R L' U F2 B2 L2 U L U L' R' B2 R' D2,x2,F2 L2 F' D R2 D R' B F',U' L D L2 D' B2 F U B L' U B L2 F' U,R U2 B2 D' R D' R' D2 B2 U' L' U' R',37
L' F' L B2 R2 F' D2 R' D' B2 L F L' U D L' D2 L F R' D,x2,F R B U' L F' L2 F,B' L' R' B2 F U2 F' U' L' U2 R D2 L2,D L' D' R' B2 U B2 R2 D2 F2 L D R' D,35
L2 D L F B2 D B2 U F' L' U2 L' F R2 F2 R2 D' L2 U' R L' U R F2,x2,L2 F' L' R2 B D F2 D,R D2 L' D B2 D' L2 D R' U2 B2 U2 L' U2,U2 L2 R U2 R' F2 D' L' D U2 L2 U2 F2 L2,36
L' U D2 R' L' F R2 F R2 F' D2 L2 D2 U2 L2 F2 U' B2 R' L' D' F2 U',x2,L2 D' B2 F2 R' B2 D L' R2,D' B R' B R D' B2 D' R2 U' L2 U R2 D',U' F U B' F' U' L' U2 L U L' U2 L U2 B,38
F2 D2 L R B' F R2 F' B D2 U' L B' F' U' R2 B R2 F' B2 L',x2,B2 D B' L F' D R,B' D' B' D R' U2 R B2 L U R D2 R' U' B',D2 B' U' B D2 B' U B,30
B F R2 B2 U F B2 L' U D2 L' U R D2 R' U2 D' F B2 D2 B L' F' R2 L2,x2,F2 R2 D F' R U' B2 F' L2,B L2 U' L' U' L' R B2 D R' D2 B2 D B' D,U2 L' F2 R' F2 R U' L' R U2 L2 U' R' U',38
U2 D L' R2 U' R D2 F2 D' R2 D2 R2 U' R D' R' B R2 D F B D',x2,F' L' U B2 R2 D' B U2,B U' L' F D' B D F2 L B' L' B' F U,U' F U B' F' U' L' U2 L U L' U2 L U2 B,37
F R B2 L' B2 L' D' B2 U2 F' L' U R' L F B2 D' L B' L2 B2 D2 U R F',x2,L D B' L F R B' R',B' R' B' U B R2 D R' D' B2 L' B' L2 D L2,D' R' B' R' F U' R U B R D2 L2 B L2 D',38
