scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
D F2 U2 F2 B L2 D2 U R2 F R B L' B2 U2 D2 F2 R' B' R2 F2 R2 F' U',x2,L D2 U R,D2 U' R B U' F2 R2 F2 D2 L' U2,F D L2 D2 R2 U' F' D F L' U' R2 D,U2 B2 D2 R F2 D2 B2 L,U B' F R' F R B F' U' F',46
F L' F2 D' R' F B' L B2 U' L2 B' R2 L2 D F' R' D2 B2 U' L U D2,x2,F' D' B R',F D2 L D2 B' D R' B' U2 R B2,D2 F R2 U2 B U R' U R' F' D2 F,U2 R2 U R' B' D' R2 D R B U' R2,L' B L' B' L R' U L U' R,49
L' U' F' U D2 F' D U R L' B D R' U F' R2 B2 L' U D' B2 F2 D' B2,x2,L B F D2 F',B2 L2 R' F L2 U' R B' U B' U2,B2 D2 B' U' L2 R2 B R2 U B2 D' B F,F' R' F' L' R U L F,U2 F' L2 D' U' B2 L' B2 L B2 D U L2 F,51
L2 U2 L2 F L' R' F D' F' R' D2 B2 D2 F' D' L' B2 R2 F' L',x2,F2 U B R2,B F U B U F L' F' L2 B2 F,R2 B2 R F' D' R' B2 D B2 R F D' R,B D2 R U2 F2 D2 L U2 B,L2 D2 R2 F' U2 R2 D2 B',45
F2 U2 R D' R' D R F2 B' D' L R' B' R' U' F' U2 R' B' L R',x2,B L' D2 U',B2 D R D2 U B D F' U2 B2,R D B' R' B' D' B L D U B' L' F2,F' L' F' U2 F U L U F2 U',U2 F' L2 D' U' B2 L' B2 L B2 D U L2 F,51
R2 D U' F2 B L2 B' D' L2 R F L' R' D2 B2 R2 D R' U L' U F',x2,F' R2 U L' D2,L2 U R U2 B2 D2 B' R' B' F2,F' D L F L' D' L F' L' F2,U F2 U' L' U' F' U2 F L F,,35
U R L F U L2 U2 L R2 F2 R2 U2 F2 B2 R2 F2 R' U' L' F' D,x2,B F D R' B,R F2 D U' L2 B2 R B' U' L,U F' L2 B2 F R' U F2 U' R B2 U' F',U' F L2 R2 B' D B L2 R2 F',,38
F R U2 D' F2 D2 F U R2 D' U' R B2 R2 D2 R2 B D' U L' F R' U' D2,x2,R B2 F D' L,F2 L2 U' L' U R D' R' B' F2 U',D U' F' U F' D' L R U2 R' F' L F2,B' D' F' U' R U F D B R',U2 F' L2 D' U' B2 L' B2 L B2 D U L2 F,53
R2 D' F' R L2 F' R' U2 F D2 L R' F2 U2 L B' R2 B F' L' F L R2 U' B,x2,F D F2 U,U' B' F D' B2 L' D U B2 L',L' U L' B L' B D F2 R2 D' B2 F L,R' U' B' D' F' R F D B U,L' U' L U2 L2 D' U' B' U B D L2 U',50
R2 U2 F2 D2 R' B' D' B2 R' B' L' B R L F2 L B2 R' D2 U R2 U' B' D2,x2,B' U L2 D2,F' D L F' D' U F R2 B' R2,F2 R B2 U' B R B' L2 B D' R' U R',F' L' F' U2 F U L U F2 U',U2 F' L2 D' U' B2 L' B2 L B2 D U L2 F,51
R2 B2 R' B' L D' R2 U2 R2 U B' R U F L' U' D2 L' F L2,x2,B U2 L R U',R' U' F' D L2 F' D' F U2 R U2,L' U' F2 U' B' U' B U2 F U L' F' L',F' L' U' L R D2 L2 B' L2 D2 R' F,U2 F' L2 D' U' B2 L' B2 L B2 D U L2 F,55
