scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
D' U2 B2 L2 B L2 B F' R L' U F2 B2 L2 U L U L' R' B2 R' D2,x2,F' L' D L' B2 F2 D' R',U L U' R F2 R' D2 F' D',L2 D2 F D U2 R' U F U F' D L2,U2 L2 U2 B' U2 L2 U2 B',L2 D' U B2 D U',43
B2 F2 L2 U2 L' U' R2 U' F2 L F' R2 F' B L2 U L' D2 B2 L2 D',x2,R B2 F' R2 D' L' U2,F2 D2 F' D2 F' D F' D,L F L D L' D L D2 L' D2 F' L',L B R D' F2 L' F' D' L' F' R2 B2 L' R,F' D' U L B2 L' D U' F L2,51
B2 R' U' L F U' R U' L' B' L' R F2 B' R U' D L' B' R L D' L',x2,B' U L2 B2 U2 L,L D' L' F' D F2 D' F2 D2,D R2 D' R2 B' F D2 U R U' F' D R2,L B R D' F2 L' F' D' L' F' R2 B2 L' R,D' U B2 D U' L2,48
B F R2 B2 U F B2 L' U D2 L' U R D2 R' U2 D' F B2 D2 B L' F' R2 L2,x2,L2 B2 U2 B' R2 U B2,F D U2 F D U' R' U' F',U' F2 L D2 B2 D2 L F2 U',D2 B2 L U' L U L2 B2 R D R' D2,L2 D' U B2 D U',43
L' U D2 R' L' F R2 F R2 F' D2 L2 D2 U2 L2 F2 U' B2 R' L' D' F2 U',x2,L B2 U R U2 B2,F R2 U2 R' U L' F2 L' R',F U B2 U' F D L2 D' F2,D B' D B R2 F2 U F U' F R2 D',B2 U2 R B' F D R2 B2 R2 D' B F' R' U2,50
F R B2 L' B2 L' D' B2 U2 F' L' U R' L F B2 D' L B' L2 B2 D2 U R F',x2,B2 L2 D B U2 B2 L,D' L2 R2 B U L2 R2 D F',L' F L2 F2 R' B' U B D2 L2 R2 D' R',L2 D B D' B2 R' U' B' U2 R' U' R2 B L2,B2 U2 R B' F D R2 B2 R2 D' B F' R' U2,57
L2 D L F B2 D B2 U F' L' U2 L' F R2 F2 R2 D' L2 U' R L' U R F2,x2,B' F R2 B2 L D' B,D L F2 L' F2 L' D,U' R' B D R2 D' B' U F2 U' R U,L2 U R U F2 D2 L D L' D F2 U2 L2,B R' U' L' U L R B2 L2 B' L B L B,53
U2 D L' R2 U' R D2 F2 D' R2 D2 R2 U' R D' R' B R2 D F B D',x2,U F2 D2 U2 F U' F2 L2,U' L' U F D' B D' F',D' U2 R' B' R' U' F U F' D B2 U',F' R2 B' U' B U' B2 L2 D' B' D' F' L2 U2,B' L2 D' U' B2 R' U2 R B2 D U L2 B L2,56
F2 D2 L R B' F R2 F' B D2 U' L B' F' U' R2 B R2 F' B2 L',x2,L D2 F2 R2 B' L' F U,L B' L' B R' B' D R D',R2 B R' B2 D' F2 L R2 D B D U2 L' F',L2 D R2 B U2 L' U B U B' R2 D' L' D L',B2 U2 R B' F D R2 B2 R2 D' B F' R' U2,60
L' F' L B2 R2 F' D2 R' D' B2 L F L' U D L' D2 L F R' D,x2,D2 B' D2 F D' U' L,D F D2 F' D L' F2 L,B D2 U' F' L' R' U2 L B' U' B D2 L,R' B' L U' B L R U' L' U R' U R B' L',B' L2 D' U' B2 R' U2 R B2 D U L2 B L2,57
