scramble,orientation,step_0,step_1,step_2,total_moves
F L D2 R2 U D' L' F B R' F' D' R' L' U R' D L2 B F2 R2 L' F',x2,L' F L2 D R U' B2 F R2 D',B' R2 U2 F' U2 R2 D' L2 F2 R F2 D,B2 R F2 R2 F R B R' F' R2 F2 R' B,35
F2 D L2 D U' B2 U2 R' F' R2 F' U2 R B L U L2 R U R2 B',x2,B' R2 B' U F L2 R' F U2,B U2 B U2 B' R' F' R' F' R2 U2 B',B' L' U' B L B L' B' U B2 L B',33
L' F2 D L B' F' L' U' R2 U F U2 L' F' L' R' B F2 D' R2 B2 U' B' L,x2,F L B2 F D2 L2 D2 U F2 U,B R F2 R2 B U2 B' U' R B' R F2 R',D' F' U B' R2 D2 B' U' F D' L2 B2,35
R' U2 R D L R D F' L2 R B2 F2 L' B R L2 F' L R U' L',x2,R2 D2 R U' B' D' B L2 B2 F2,B' F2 L' B' L2 U2 L' U' B' F' U B' F',D2 U F' R2 D B D' R2 F D2 B U' B,36
U2 D' L' F B L' F' L' B' U2 R D' B F L' B L' R2 U2 F,x2,U2 F L2 D2 L' B U' L' R',U' L2 B2 L U B2 U B2 U2 L' B' L2 U,D U2 F R' F2 R2 F2 R' F2 R' F D' U2,35
L F2 L B D2 L2 D2 B' L2 R' F2 R L2 U L D2 R2 L2 U B L' U B,x2,U2 L2 D2 R2 B L D B L' D,F' L' U F' D2 F L2 F L2 D2 F U' L F,D' B2 L2 B' L' B2 R F' D2 F R' B D,37
L B2 D2 L U D2 L' D2 L2 D B2 U' F D2 R F' B U' D R2 D L B',x2,R2 B L' U R' F L2 D2 R D,L' B F U B' L' U B' U' L2 F',L' B2 L2 U' L D L2 U L' D' B2 L B2,34
R2 F2 R' B2 F' L2 D' U' B' R D2 U2 R B U L2 U B2 L2 U2 D B' R2,x2,L2 F D2 U L' R2 D' U R U,B' U2 L' U2 B2 U F' L' F L B U' B2,L B' F R' B L' B' R B2 L F' L' B',36
U' R' D2 R B' L D2 R2 L' B' U L2 U2 R' L2 B2 U R2 U R2 L' D' B D2,x2,U2 F R B R2 B D R' U' F,R' U2 B U2 R2 F D R B D2 F2 D B' R2,B' U2 B' D' B U2 B' D B2,33
B2 F U' B2 F' L2 B U L' U R U2 L' R2 D' B U2 F2 L B2 R' F2 D,x2,D L B' R2 D F2 U' R B' D2,L2 D2 F' R2 F D B2 D2 L' B2 D2 B2 D' L',L2 D2 B' D B' U' L' U B2 L2 B2 L' B2 D L,39
