scramble,orientation,cross,pair_fr,pair_bl,pair_fl,pair_br,oll,pll,total_moves
D2 B' F' R U B2 R' U2 R D F' B2 U F2 B' L D U F' B D R D U B',x2,U' L' R2 B D B2 R,F' L U L' F,R' B' R' B R,U' F' U' L F' L' F2,F L F' L' F',U' L F' U' F2 U' F2 U2 F U' L',U' B2 R U' L U2 R' U L' R2 B2 R2 U B2,54
U D2 B' D2 R2 F' U D' L U L F U' F2 B' R2 D' B' L2 U2 F2 B,x2,B' D B2 F,B' R' U2 R B,U B U B',B U R U R' B',U2 F2 L F2 L',U L' U2 L2 F' L' F L' U2 L,B2 R U' L U2 R' U L' R2 B2 R2 U B2 U',48
D' B2 F' R' F U L' D' L R' B R' B2 R2 B' U' D L R2 B',x2,D B' F2 D' F2,B' U2 B U' L U L',U B2 R B2 R',L U' F2 L' F2,U R2 F2 R F2 R,F' U B U' F U B',U' L' U2 L F R U' R' U' F' U' L F' L' F U,51
L' R2 U B D2 B2 U' F' U F R' L2 D' L U L U2 B F2 L' F',x2,D B' L R B L2,U2 B' R' U' R2 B' R' B2,R' F R' F' R2,F' U' F U' R U R',L' F' L' U F L,L' B' U R' U' R B L,U U' F2 D' L2 U L2 F2 D R2 U' R2,52
U' F' U' B2 L2 F2 R' B' R2 U' B' L' B2 F2 U2 F U' B2 U R D,x2,L D' R' F D,B' U2 R' U R U' B,B U L U' L' U B',R2 U2 F U2 F' R2,U2 L' F' L F L,U2 F' L' U' L2 U F U' F' L' F,U' B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U',58
B' U' L' U L' R' U L2 D R' B2 R' U2 L2 D L' R U2 F' D,x2,L' B F2 R B D,L U B2 L B2 L',B' R' F R B R2 F' R2,D' F' U' F D,U2 R' F U F' R,U F' U2 F2 U F' U F U2 R' F' R,U2 L' B R' U2 L F' L R2 D2 R2 F L' R,57
L2 D R2 L2 F' R2 L' F2 R' F' R' B2 D R2 L' U' F D' R2 L' B D2 F,x2,L B2 U2 F' L' D B,F U F' L U L',B U' B' R' U2 R,F' R' F' U R F,L2 D' B2 D L2,B' R B2 R' U2 R' U2 R B',U U' B2 D' F2 D' L2 F' D' B D2 F' D B,53
F L' R U2 L' U L2 U L' F' U' B' F2 U2 R2 L' F2 U' R2 F2,x2,D2 R B' F R',U B' R B' R' B U' B,B U' B',U B' R U R' B,U2 L2 U' L' U L2,U2 F B' U R U' R' F' U' B,U2 B' R B' L2 B R' B' L2 B2 U,49
F R2 D2 B' F' D2 R L F U' B R2 U' B2 R D R B2 L' F,x2,R D F L B2 R D',B' U' R' U R U' B,R' U' R,B' R2 U R2 U' B R2,L U L2 U2 L,U' L F' L' U' L U F U' L',F2 L2 U' L2 D F2 D' F2 U F2 U,50
F' L B2 U' F2 R2 D F R D2 F2 D' F2 D' U2 R' U' F L R B' R U,x2,L' D' R F' L D2,B' R' U2 R U' B,B' R' F R B R2 F' R2,U' R2 D B2 D' R2,F' L F L',U2 R B R' F' R U B' U' R' F,U2 L' B R' U2 L F' L R2 D2 R2 F L' R,55
F D2 U2 L' F2 B' U R D U2 L D L' R' U' L U2 L' D' L' B' U' B L U2,x2,B' R B2 L' F' D B,L U L' B L' B' L,U' R' U' R,U L2 F2 L2 F2,U' L' U' L,U2 F' U' L2 D' L U L' D L2 F,R' U L' U R U2 F R B2 R' F' B2 U L U2,53
U F L' F L D F' R U R F L B U2 D2 L2 U' D' F' U2,x2,F2 D' B R D2 B,U' L F' L F L' U L',R' D2 F' U' F D2 R,U' R U2 R',U' L U2 L2 U' L,U' F B' U R U' R' F' U' B,F2 U' L R' F2 L' R U' F2 U2,51
D' U' B' D2 L D' U F2 U2 R L F2 R' B2 F2 U F D U' L' D' U2 B D',x2,R' B2 U' B L' F',B2 R2 B R2 B,R' F R' F' R2,R B U B' U R',L2 F L2 F2 L2 F' L2,F B' U' R' U R B U F',U F' L F L' R' F L R' F L' F' R2 U,52
U D' R' D B F U' B D R' F' D2 R2 U D2 R2 U2 L' D2 F U F' D2,x2,D' L D' B F R,D' B' U B D,D' F' U' F D,F' U2 F R U R',L' U' L,R B R' F' R U B' U' R' F,U' B' R B' L2 B R' B' L2 B2 U,46
L R' U2 B' U' B' L U2 D F2 U' R D L B D B' R' D2 B2 F2,x2,B2 D' L D L' D2,B2 R2 F R F' R B2,U' B U B',U2 R2 D B2 D' R2,F U2 F',F R U' B U B' R' F',U B2 D L2 U2 B2 U' B2 U' L2 B2 U2 B2 D' B2 U2,50
R L' B2 U' L F2 B2 R2 B U' D2 R2 B D F2 U R' L F' U2 F,x2,F2 R' F' L' B2 D',B' U' L' U L B,R' U R' U2 B' R2 B U2 R2,U L F' U' F L',L' U2 L U L' U' L,U L F' U' F2 U' F2 U2 F U' L',U2 R' U L' U R U2 F R B2 R' F' B2 U L U,61
U2 F2 B' D2 F' D' R2 L' U D R2 U F U' B R2 U2 F' U' B' R F' L' F' R',x2,L2 D U2 L' D B,R' B2 R' B2 R,B U2 B' U' B U B',B U2 B' U' F' U' F,L' B2 U2 L U2 B2,F2 B' R F' R B U2 B' R F' B,U2 L R U2 R' U' R U2 L' U R' U2,54
R2 F2 B R2 D B' L2 U2 R U' L D R2 B' R L2 F2 D' B' D U2 L,x2,U' L2 R' F D2 F,L B L2 U' B' L',R' F' U F2 R' F' R2,U R F R' F' R',L' B U' B2 U2 B L,U B' U2 F' B U L2 U L2 U' L2 F,U' R' U L' U R U2 F R B2 R' F' B2 U L,59
R D' R' F D2 L R B R2 B' L2 D' U B' L F' D' L2 D2 R' B L2,x2,R D2 R F D L',D L' U L D',U' R' U' R,R U2 R',F2 R U R' U' F2,F' U' L' U L F,U' L R U2 R' U' R U2 L' U R' U',42
D2 F' D' F D2 U2 L2 D2 F R2 L U' R2 L2 U F L U D' L2 U L U',x2,U B' D B' R,B2 U' L' D L' D' L2,U B U2 B' U' B U B',B U2 B2 R2 B R2,R' D' U F' D R,B L U L' U' B',U' L R U2 R' U' R U2 L' U R' U2,50
U' L2 F R2 L' F R F L B' L' D U' L' B' F L2 R U2 R',x2,U2 L2 U L R2 B F',L2 F' L' F U2 L',B U' B',R U R2 D' F' D R,F U F',U2 R B R' F' R U B' U' R' F,F2 L2 U' L2 D F2 D' F2 U F2 U2,48
B2 F2 R' F R D B' L2 F2 R' L' F' U2 B2 U2 R B' L' D2 U',x2,F R' U B2 D2 B',R2 B' R2 U2 B,L' B2 U' B U B2 L,B U2 B2 R2 B R2,U L' U2 L,B L2 F' L' F L' B',U2 R2 B2 R F R' B2 R F' R U2,46
R L B' R' U2 F2 U' F' U2 F' U2 R2 D' F2 R2 U' F' D2 B' D2 U2 B' F,x2,F L R' U2 F' L,B' L' B L U B,R' U R B U B',B' U' F' U' B F,U2 F U' F',F R U' B U B' U R' U' F',B2 D F2 D R2 F D B' D2 F D' B' U',51
F2 R2 U' L2 R' B2 U R' B D2 U2 F L D2 U2 R' F U2 F2 B' R' L' B F',x2,B' R D' L' B' R2,U' L2 F2 R' F' R F' L2,B2 R' U2 R U2 B2,R B' U' B U2 R',D' L2 D F' U' F2,L U F U' F' L',U2 L' R' U2 L R F U' B U2 F' U B' U,52
B U2 D2 B R U2 D R U2 B2 R2 B2 F' R' L D2 R' F U' L2 U L' D' U' F,x2,B' L D B2 F' D B,D' R' U' R D,B U' B2 R B R',U F' U' F,B' U' F U' B U' F',U F B' U' R' U R B U F',U L' U2 L F R U' R' U' F' U' L F' L' F U',55
D2 R2 F D R2 D2 F2 U2 L' B2 L' B R U' L2 B' R2 L' F2 U B F' D2,x2,B2 U' F2 L R,B' U2 B L U L',U2 R2 U' R' U R2,R B U B2 R B R2,F L F' L' F',F R U' B U B' U R' U' F',U' R2 B2 R F R' B2 R F' R U2,50
L' R' U B L2 B R2 U2 D2 R L' U' R D L U2 R U D' B U' L2 D' R2,x2,D R2 B F,B U2 B2 U B,R2 U2 B' R2 B U2 R2,U B' R2 B R2,L' B' U' B U2 L,B L F U2 F' U L' B' R' U2 R,U2 F2 U' L R' F2 L' R U' F2 U2 U2,50
F B' D' U B2 D' L' U R' L' B2 L2 B R L B' U2 F L' R2 U2 L' U D2,x2,U L2 D' R F',B2 U' L' D L' D' L2,F D' F' U2 F D F',F' L U' F' L' F2,U' L' B' U2 B L,U L D2 R2 F R2 D2 L2 B L,U' B2 D' F2 D' L2 F' D' B D2 F' D B U2,55
U F2 U' F' B' R U' D2 R' B L2 R D U2 F' R2 B U2 D2 R2 U2 L' R,x2,B L2 F' L D B D,B2 U' B U' B' U2 B2,D L U2 L' D',L' R U' L R',L2 U' L' U L2,U' L F' L' U' L U F U' L',U2 L R U2 R' U' R U2 L' U R',50
D' B' L' D L2 B' F' U F' U B' L' D2 U' L2 U' L' D R' F2 B R2 D R' F2,x2,B' R2 D' B L',B2 R B R' U2 B,R' U' R,R2 D B2 D' R2,D' L U' F U2 F' L' D,U2 F2 B' R F' R B U2 B' R F' B,U' L' B R' U2 L F' L R2 D2 R2 F L' R,53
B2 U2 L2 B2 R U2 R L2 F' U2 L2 D' F2 R2 B L2 D L F B2 D B D2 R,x2,R' F L B' F2 D,D' B U2 B' D,B L' B L B2,F U2 F2 U' F,F U L U' L' F',U L' U2 L2 F' L' F L' U2 L,L U' F R' F' L' F R F' U' L U2 L' U2,51
F2 R2 L2 F2 B2 R B' L' F' L B L2 R D' U2 R' L' F' B2 L' U2 F2,x2,F L2 D R' B,L F' L F L2,U2 R2 B' R2 B,L U2 L' R U2 R',U L' U B' U B U2 L,F R U R' U' R U R' U' F',F2 L2 U' L2 D F2 D' F2 U F2 U',50
F B U' B U L2 B' D2 U2 L D L' R B U' R F2 B2 D F2 D L2 B2 U2 B,x2,R' B' F R D F,U' B2 U' B U B2,B U' B2 R B R',R U' F R2 F' R',D' L U' L' D,R B U B' U' R',U' R2 B2 R F R' B2 R F' R U2,46
U2 R U D F U F' B' U D2 L2 B F2 D2 B L' R2 U' D' F,x2,F R' B2 L2 F' D',F' U F L U L',U2 R' U2 R U' B U B',B U R U R' B',L2 D' B2 D L2,U F R' F' R U2 F2 L F L' F,U U' F2 D' L2 U L2 F2 D R2 U' R2 U,55
R2 U' F' B L U' R B L R2 B L B R B' R' D' L' U' B,x2,B' L' D2 F' L' D,B' U2 R B' R' B2,U B U B',U B' R U2 R' B,F U' L F2 L' F',R U R B' R' B U' R',U' B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U',52
L2 U2 B' F' L' R' D2 R U' L2 U2 R2 F2 U2 D' B D U2 R' F' R',x2,B D' R' U B L' F',F' L2 F L2,D B' U2 B D',F U' F' R U R',U L' U' B' U2 B U2 L,U R' F' R B R' U' F U R B',U F2 L2 U' L2 D F2 D' F2 U F2 U',53
D R' B' F R' D B' U2 L2 B R2 F2 L' F2 D2 L F D2 R' F2 D2 F,x2,D2 R' D' B D2 L,L' U2 L2 U' L',U2 R B' R' B2 U B',U2 F D R D' F',L' B' R' U R B L,B U B L' B' L U' B',L R U2 R' U' R U2 L' U R' U',50
B2 U2 F L' F' R2 L2 D2 F2 D' L2 U' D B L D U2 F D L' B2 L',x2,U2 B' L' R' B D' L',L U F U' F' U2 L',B U2 R B' R' B',L U2 F2 L' F2,B2 L2 B' L2 B',L' U' B' U B L,U B2 R U' L U2 R' U L' R2 B2 R2 U B2,50
D2 R2 B F U F' R U D2 R D L2 D' R' L2 U' B' L2 D2 F',x2,B R U' B L',U' B2 R' U' R U B2,B R U2 B2 R' B',R U' B' U B U2 R',U2 F U' F',U2 L2 F2 R' F D F' D' R F2 L2,U B2 R U' L U2 R' U L' R2 B2 R2 U B2 U2,55
F' R2 B L U B U F D' F' D2 U2 L U D2 L F L D2 U' R2 F2 U',x2,L D2 L U' R2 B,U' B' U B,U R' U' R,F' U2 B' U B F,F2 U F2 U F2 U2 F2,,U' L2 U F' B L2 F B' U L2 U' U',39
U' R D' U R' F2 B R' D R D2 F' U2 L2 B' L' F' B2 U' D R L2 D R',x2,D' R B' F,B' U' L' U L B,B2 U' B' U B2,U' B' R U2 R' B,L' U2 B' U B U2 L,F U R U' R' U R U' R' F',R2 F2 D2 L2 F' B' D2 R2 F' B' U,49
D2 R2 F' L2 U2 F2 U L2 R D' B L2 U' B2 F2 D2 L D2 L U R2 D' F' R2 F,x2,L2 D L' B' R2,B' U2 R' U' R2 B' R' B2,U' B U2 B2 R B R',L' R U' L R',B' U B L' U2 L,U' L' U2 L2 F' L' F L' U2 L,L U' F R' F' L' F R F' U' L U2 L',54
B' U B' L D' F2 L B' F2 D L2 U2 L U' F' L2 U R' F U B2 R D,x2,U L' R2 U2 B L',B2 R2 F R F' R B2,U2 B L' B L B' U B',F R2 U2 F' U2 R2,U2 L' U' L,U' F' U' L2 D' L U L' D L2 F,U' B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U2,58
D2 U2 F B U R2 U F R' U2 B F2 L F2 L U2 F2 U B' L2 F U' R' D',x2,R' B' R2 D F' R',D' B' U2 B D,U' L R' U L' R,B' U B R U R',U2 L2 D' L U' L' D L2,U' F2 B' R F' R B U2 B' R F' B,U' B2 R U' L U2 R' U L' R2 B2 R2 U B2 U,58
F2 B D' R' F' D L2 B D2 B' L2 B2 U' D' F' L' F2 D2 L2 B' R' B2,x2,D B' F2 D',U2 R' U2 R B' U' B,B2 U2 R B R' U2 B2,B U2 B2 R2 B R2,B U' B' L' U' L,U2 F2 B' R F' R B U2 B' R F' B,U R2 B2 R F R' B2 R F' R U2 U2,54
L2 R' B2 D R' D' R' L B R' B' D L' R B U D B2 L B2 U2 F' B2,x2,B' R D' L' D2,B' U' R U' R' B,D2 B2 L2 B2 L2 D2,U' R' D' F' D R,U2 L' B' U2 B U' L,U2 L2 F2 R' F D F' D' R F2 L2,U' F2 U' L R' F2 L' R U' F2 U2 U',53
R' D L R F' L R F2 B D U2 B D U' R2 U' D2 F2 R' D' F2 U2 F' B,x2,L' D' L' R' F' L,L F' L F L2,F' U B2 U' F U B2,U B2 R2 B2 R2,D' L U2 L' D,U L' U' L B L' B' U B L B',U2 B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U,55
U2 L B2 L B2 R L2 U B2 L R2 D2 L R F' L2 D' R' B L2 B2 U L2,x2,R' F D L,U B2 D' B U' B' D B2,D B' U B D',D' F' U' F D,U L U' L2 U' L,F2 R2 B' R2 F' R B2 U2 B' R' F',U L R U2 R' U' R U2 L' U R' U2,51
R2 L' D' B2 R L U' R' B' L' D B2 U' B2 D F2 U' F B D' L' B2 R2,x2,B R F' L' B' D,B' R B' R' B2,U2 B R B R' B',F' R' F2 U' R F,F' U2 F2 U F2 U F,U' F R' F' R U2 F2 L F L' F,U2 F2 U' L R' F2 L' R U' F2 U2 U,53
F2 R' D2 L2 D' F2 D L' U' D L2 B L' U2 F R2 F2 D B' D2,x2,R' F L D' F' R',B' U L' B' L U B,R' U2 F' U F U' R,L U2 F' L' U2 F,U' B L' U' L B',U' F2 R2 B' R2 F' R B2 U2 B' R' F',U2 L' B R' U2 L F' L R2 D2 R2 F L' R,58
F L U R U2 B' R L F' B' U2 D R F' R' L F U D2 L2,x2,D' R B' D L' R,U2 B2 U' B' U B2,B U' L U2 L' U B',R' F R F',D' L2 D F' U' F2,U L F R F' L2 F U R' U' F' L,L2 U F' B L2 F B' U L2 U' U,52
U' B2 D L' B' F2 L' R' U B' F' U' R' U2 D R L2 F2 D2 U,x2,L2 F' D L D B L',L' U2 L2 U' L',R' U2 B' R B R,R2 B U B' U' R2,F' U2 F2 U' F',R' F2 L F L' F R,U' B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U,52
F B' D' U2 R2 L D R B' F R L2 F U2 D L' R D2 B U' R D B' F R,x2,D2 R' F L' D,D' L U2 L' D,U' R2 F R F' U2 R,R U2 R',F U F',U' L U2 F' L' U' L U F2 U2 F' L',U L' U2 L F R U' R' U' F' U' L F' L' F U,51
F2 B L R' B F2 U2 B D F2 B U R B R B2 F U R' F2 D' U R2,x2,L B2 F D2 B L,B D' R2 D' F D2,B2 U L U' L' B2,D R2 F R2 F' D',U' R' F U F' R,F' L2 F2 U2 F' L' F U2 F2 L2 F,R' D B2 L2 D L' F2 L D' L2 B2 D' R U,55
F2 R' L2 F B U' R' F2 B U' F' L F L D2 F2 D F2 D' L2 F' L U2,x2,L2 D L F' D L2,U' B' U R' U R U2 B,U' B' U2 B2 U B',F U F2 U2 F,F U B' U' B F',F R U' B U B' U R' U' F',F' L F L' R' F L R' F L' F' R2 U2,54
D2 F' B2 R2 F' R2 F L' R D' L B L2 R2 B F' L' D2 R2 B2 F2,x2,D2 U' B2 D2 L',U B' R' U' R2 B' R' B2,L2 D' U B2 D,U' L2 F2 L2 F2,L' B' U' B U2 L,F' L' U' L2 U F U' F' L' F,U2 L R U2 R' U' R U2 L' U R' U,51
U' B' U2 F2 U L' F U2 R2 L2 F' D2 B F2 U D B2 R D' F2 B' U,x2,F R' D L' F' D2,U B' U R' U R U2 B,R' F' U2 F R,L2 F2 L' F2 L',D' L F U2 F' U L' D,L2 F2 R' F D F' D' R F2 L2,R' D B2 L2 D L' F2 L D' L2 B2 D' R U2,56
U2 D' R U2 F' D2 F' U F2 B D2 R U2 R' B2 F R U B L U' D' B' U' R2,x2,B' D F2 D L' D,L' B' U B2 L B',L' U2 L B U B',U' R' U2 R2 U R',U2 L2 U' B' U B L2,U F' U' L2 D' L U L' D L2 F,F' L F L' R' F L R' F L' F' R2 U2,55
F R' D B2 L2 U R' B D F2 L D2 U2 F U2 B' D2 U' B2 U' D2,x2,U' R2 B L' D',U' L U L',B' R2 F R2 B R2 F' R2,R F R2 U F' R',B2 L' B' L' B' L2,U' R' F U F2 U F2 U2 F' U R,L' R' U2 L R F U' B U2 F' U B' U',53
F D2 R2 U D' R L2 U D R2 U' R2 U2 B' L F2 R' F R2 U2 B' F,x2,B' L2 F' L' D L',U2 B2 U' R' U R B2,R U R2 U2 R,L2 F2 L' F2 L',L' R U L R',L' B2 R B R' B L,R2 F' U2 F2 R2 B' D2 B2 D2 R2 F' U2 R2 B2 U,50
B' L2 B2 D L2 D' F' L2 U' R' D' B2 U' B D' B2 F2 D2 R D2 R2 D2 R' F2 L',x2,L' D U2 B D' L2,B' U2 R B' R' B2,R' U R,L2 F2 L2 F2,D' F L U L' F' D,L' U2 L F R U2 R' F' L' U2 L,R' D B2 L2 D L' F2 L D' L2 B2 D' R U,51
L' U F2 L' U B R2 B2 R' F' D' F' B2 R' B U2 F R2 F D2 U2,x2,F' L D' F,R B' R2 U2 R B,R' U2 F R' F' R2,R U R' U F' U' F,U2 F U' F',F' U' L2 D' L U L' D L2 F,U' L2 U F' B L2 F B' U L2 U' U,49
F2 B2 R2 F2 D2 F2 R' F R' B2 D U2 L2 R' B D' U R' L F' L2 D' R2,x2,R B2 L' D R,L2 F2 R' F' R F' L2,U B' U B2 U B',F' U2 B' U B F,D' L U L' D,U R' F U F2 U F2 U2 F' U R,U U' B2 D' F2 D' L2 F' D' B D2 F' D B U,55
L2 B2 L' B' U2 R U2 F' R2 F B' D' F' U2 F U B2 D L' F2 U,x2,B2 L D' R2 F,U' L U' F U2 F' L',R' U2 B' R B R,U2 R' D' F' D R,F U F2 D' L' D F,U L F R F' L2 F U R' U' F' L,U2 F2 L2 U' L2 D F2 D' F2 U F2 U,55
R D2 U B2 F' D' L U' D2 R L2 B2 F L F2 B2 L' R' D' F' R F' U' F' L,x2,U' R2 F2 U L' B D,U' B2 D' R2 D B2,B2 U B U' B2,U' R U F U2 F' R',L' B L' B' L2,F' U2 R' U' R2 B' R' B2 U' F B',U' B2 D F2 D R2 F D B' D2 F D' B' U' U,56
D2 F U B2 R' L' D' R' L D' U R2 U' D2 L2 D2 F2 R F R' B' D',x2,B' R' U L' R2 B F2,B' R' U' R2 B' R' B2,R' F' U2 F R B U B',F' U F,B L' B2 U2 B L,U2 F R U R' U' R U R' U' F',R' D B2 L2 D L' F2 L D' L2 B2 D' R U',56
L2 F U2 L U2 L2 D2 R' B2 F D2 F L' D2 R2 L' F' B R2 L' F U2 L' R F,x2,B2 L' B F2,L2 U L' U L U2 L2,L' B2 L B2,B' F' U2 B U F,U' B' F U' B F',U2 F2 D' B L2 B' D F U2 F,U,38
U' R2 D2 U L' F U' F L R U F2 D2 B' L' U2 R F' D2 F' B L U2 D',x2,F U2 B2 D R B,B' U2 B' R2 F R F' R B2,D L U' L' D',F' U F,B2 L' B2 U2 L,U2 F2 B' R F' R B U2 B' R F' B,U' F2 L2 U' L2 D F2 D' F2 U F2 U,52
L' D R L U' B' R2 F2 U L R F D' U2 F2 U' F' D' R2 U' F D,x2,L' D2 B F,L' U2 L2 U' L',B2 F U' F' U B2,U L F' U' F L',F U' R U2 R' F',U F R U R2 U' R F' R' U R,U B2 D F2 D R2 F D B' D2 F D' B' U' U2,53
R' F U2 D2 L U F' U D' R' U L U2 R' F B U L D' F' B',x2,B2 D' F R B2,B' U' R' U' R2 B' R' B2,B' R B R',U2 R2 D B2 D' R2,U2 B' F U' B F',U2 F' U' L2 D' L U L' D L2 F,U U' F2 D' L2 U L2 F2 D R2 U' R2 U2,53
R' F2 L2 D2 B2 R' F U' B' D B F U2 L F' D' L B L B' F2 R' B F,x2,R D2 B' R F' L' D,B2 D' R2 D B2,D' F' U F D,R F2 D R D' F2 R',L' U2 B' U2 B U' L,U' L F' L' U' L U F U' L',U2 L' U2 L F R U' R' U' F' U' L F' L' F,56
D' B D' F' B2 U2 L' U' D R' L U R' B2 U2 R2 L U B2 L2 D' F,x2,B2 R B D F L',U' B U2 B2 U B,U2 R2 D' R U' R' D R2,R' U R2 F R F' R',U2 R' F2 R F2,U F L' U2 L U2 L F2 L' F,U' F2 U' L R' F2 L' R U' F2 U2 U,54
D' L2 D' L2 F' U2 L2 D2 L D B D' B2 R' F D B' U' R2 F2 U' B,x2,D' B' R D R',B2 U' B U B2,U2 B L F U' F' L' B',F' R' F2 U' R F,U' F U2 R2 F R2 F2,L' B' R B' R' B2 L,U' L R U2 R' U' R U2 L' U R',49
F U' D' R2 L' U2 D2 L D' F2 L U R L2 B L' R2 B2 D B2 U' D,x2,D' F2 L D B F' L',L U2 L',U B U2 B' U' B U B',R U2 F R F' R',F U' F D R2 D' F2,U' R B R' F' R U B' U' R' F,U2 R' U L' U R U2 F R B2 R' F' B2 U L U',58
D2 L2 B R2 B2 U' B U D2 F' L B U' R D' U2 B' D R2 D2,x2,R' D' L B' D' R,U2 L2 U L U' L2,R2 U' F' U F R2,F' R' U F R F,U2 R' F U F' R,U2 F2 B' R F' R B U2 B' R F' B,U' U' F2 D' L2 U L2 F2 D R2 U' R2 U',55
B' L2 B D' F2 U B2 L' U' B' L2 B2 F U' L D F2 U R2 B2 F2 L D2,x2,U' F2 D B L F',L2 D2 U2 R2 D2,U R' F R' F' R U' R,U' L F2 L' F2,B U' B' F U' F',B L F' L F L2 B',U L' U2 L F R U' R' U' F' U' L F' L' F U',53
F' R' D B R' D2 F2 B U F L2 U R U' D2 R' F2 L' F' L' D' L2 F R2 F,x2,L' F2 D' R2 B D2,U' B' U2 R' U2 R B,R' B' U' B U R,U R2 D B2 D' R2,U F' D' L' D F,U' B' U2 B2 U B2 U B2 U2 B',U L U' F R' F' L' F R F' U' L U2 L' U,56
D2 L2 F' B' D R2 F2 D U2 L D2 F2 U' D F R F L R2 B2 U D' R2 U,x2,R' F U2 L' B2,B' U2 L' B' L B,U2 R' F R' F' R U' R,L' U' L F' U' F,D2 B F U B' F' D2,F2 D' B L B' D F L' U' L F,U' F2 D' L2 U L2 F2 D R2 U' R2 U,55
U' B L U R2 L2 D2 R' L' D2 F' U B' U' D L2 D2 R B L' B',x2,D B2 L2 D2 B,B2 R B R2 U2 R B,U' F R2 F' R2,R2 B U B' U' R2,L U2 L2 U' L,L F' U' F2 U' F2 U2 F U' L',U' B2 D' F2 D' L2 F' D' B D2 F' D B U,52
U L D2 F L' U L2 R B' D L B' U' L F B' U2 L2 R U2 D R L2,x2,B' U' L' R2 B F,U' L U L',B U' B',F2 U2 F R2 B' R' B R' F,D R U R' D',B U B L' B' L U' B',L R U2 R' U' R U2 L' U R',45
R2 B' D2 B2 D' F2 U L B F' R' B2 D2 B L B U F' L' U F2,x2,L' F2 D B F2 D,L U2 F U' F' U2 L',U' L R' U L' R,B' R B U2 R',R U' R' F U2 F',U2 F' U2 R' U' R2 B' R' B2 U' F B',R' U L' U R U2 F R B2 R' F' B2 U L U,57
B U' R2 D2 L' D U L' B' R' L2 U2 D' B2 F D L2 B2 U D2 F2 D B L' R,x2,D2 B L' D2,U' L' U2 L2 U L',F R' U' R F',R U R',U F' U2 F2 U F2 U F,R' F' L F' L' F2 R,U2 R2 B2 R F R' B2 R F' R U2 U',45
D' R2 D' F B2 L D F' B D2 U L R' U2 F2 U' L' R F B,x2,B' D U F2 L R,R' U L R U' L',L2 D' B' D L2,B' D' R2 D B,F2 U F2 U F2 U2 F2,R U B U' B' R',U L R U2 R' U' R U2 L' U R' U2,47
B2 F2 R U D' B F D' L B' U2 F' L2 U2 F' R2 D' R' B R2 F' U L,x2,L F D' L F2,L U2 F' L F L2,B' R B R2 U' R,U' F D2 B D2 F',F2 R' F' R U2 F',L F R F' L2 F U R' U' F' L,U2 F2 U' L R' F2 L' R U' F2 U2 U',52
R D2 L F' B' D' F B2 R L U2 L B R' B' U' F U' F R D2,x2,R2 F D' R' B F D2,L U2 R' U' L' R,U' R2 U2 B' R' B U2 R2,U' F U F2 U2 F,D2 L' U2 L D2,U' B' R B2 R' U2 R' U2 R B',U' F2 U' L R' F2 L' R U' F2 U2 U',54
U' B2 L F U' B' F L B2 F' D' B' L D2 B2 D2 F2 U2 F B2 D2 L' D2 F R2,x2,F U' R2 B D' B2,U F' L2 F L2,D' F' U F D,F2 U2 R' F R U2 F2,U R' F2 R F2,L2 F2 R' F D F' D' R F2 L2,B' R B' L2 B R' B' L2 B2 U2,48
U F2 U' D B' U' D L2 U2 F' L R F B2 U2 L' B2 U' L D2 F R L2 D' U2,x2,D2 B' L D' L2 R' F',U' B' U L' B' L B,R' U' R,R B U2 B' U R',F U B' U' B F',U2 L2 F2 R' F D F' D' R F2 L2,B' R B' L2 B R' B' L2 B2,49
U2 B2 R L2 D' U' R2 U2 D' F B' D2 B D2 R' B' D' L B2 U' R F2 B2,x2,R2 B F2 L D' F',L2 B L2 B',D' R U2 R' D,F' U F U' F' U' F,F U2 L F' L' F',U' F B' U' R' U R B U F',U B2 D L2 U2 B2 U' B2 U' L2 B2 U2 B2 D' B2 U2,54
B L' F R2 D L2 D L F' D R L2 U2 R' F2 L' R' U2 F' R D L D' F',x2,B D' R B F',U2 R U' B2 R' B2,U2 B U B',B L2 D F' D' L2 B',F L U2 L' F',U L F' L' U' L U F U' L',U' U' F2 D' L2 U L2 F2 D R2 U' R2 U2,50
U F' B2 D2 U2 B U2 D2 R F' D2 U2 B' U' B U D' R' F' U' F2 L2 R',x2,B,,R' F' U' F2 R' F' R2,D2 L U L' D2,B' D2 R2 F R2 D2 B,U F' L2 F2 U2 F' L' F U2 F2 L2 F,U B2 D F2 D R2 F D B' D2 F D' B' U' U2,47
U L R F2 R' F L F' R2 F L U D B2 U2 L U2 B U F' U' F' L2 D' R',x2,D' F' R2 B D2,B' U R' U2 R U2 B,R' U2 L U' L' U R,R2 B2 R2 B2,L U' L2 U' L,U F' L2 F2 U2 F' L' F U2 F2 L2 F,U2 L U' F R' F' L' F R F' U' L U2 L' U,55
B' U L B' D L U' D2 L R U R L2 D' L2 D' L2 F L2 B',x2,B2 D' L2 D2 F,U L' U2 L2 U L',F D' F' U2 F D F',R B' R B R2,D2 R' U2 R D2,U2 F' U2 R' U' R2 B' R' B2 U' F B',F2 U' L R' F2 L' R U' F2 U2 U',51
