scramble,orientation,step_0,step_1,step_2,total_moves
D' U2 B2 L2 B L2 B F' R L' U F2 B2 L2 U L U L' R' B2 R' D2,x2,B2 U2 R' F' D B2 R' F' D' R2,D2 B U F' U2 R' F2 R B' F' R2 D2,B R F' D' F' R2 F D F R' D2 R2 D2 B',36
B2 F2 L2 U2 L' U' R2 U' F2 L F' R2 F' B L2 U L' D2 B2 L2 D',x2,R2 U R F2 U B D2 R B2 R2,B2 L U2 L' U B' U B2 L B' L' U B2,U F' D U L D' U B' U2 F U',34
B2 R' U' L F U' R U' L' B' L' R F2 B' R U' D L' B' R L D' L',x2,F' R B2 U' F' R F R F,D' B U B' R D' B F' U2 F U' B' D2,B' R D' F' R' U' L' R' B2 L U F D,35
F R B2 L' B2 L' D' B2 U2 F' L' U R' L F B2 D' L B' L2 B2 D2 U R F',x2,R D' U2 L U L D' L2 D2 F',B' D' B' D' R D B' R' D U B2,B R' D' F2 R2 F2 D' L R D2 L' B',33
L' U D2 R' L' F R2 F R2 F' D2 L2 D2 U2 L2 F2 U' B2 R' L' D' F2 U',x2,D L' B2 F L2 F' U2 R B' D2,D2 R D R' U2 B D L U2 B2 U L' B2,U2 L' B2 U' L' D2 U2 R D2 U' B2 L U2,36
F2 D2 L R B' F R2 F' B D2 U' L B' F' U' R2 B R2 F' B2 L',x2,D' R' D2 B L U' R' D L2 D2 F',B D2 U' R' U2 R U F R2 F' D2 B',D' U R U2 B' U2 R2 U2 B2 D' U R D2 B,37
B F R2 B2 U F B2 L' U D2 L' U R D2 R' U2 D' F B2 D2 B L' F' R2 L2,x2,L2 U' R U2 B2 F' D R U',B' D2 B U' B' R2 D R B' U R2 D,D' R2 U' F L' D L R' B' R F' D B2 U,35
U2 D L' R2 U' R D2 F2 D' R2 D2 R2 U' R D' R' B R2 D F B D',x2,B2 F L2 B2 R' F U2 F2 U',F2 R B R' F2 R F' D2 F R' B' L2,L' B D L2 U' F' L' D R2 D2 L2 U' L2,34
L' F' L B2 R2 F' D2 R' D' B2 L F L' U D L' D2 L F R' D,x2,U' B' L R2 B' D' L2 F2 U2 R',B2 L' D2 F R B' D B2 R2 D F L U2,R F' R B R B' F' U L F U' F D2,36
L2 D L F B2 D B2 U F' L' U2 L' F R2 F2 R2 D' L2 U' R L' U R F2,x2,F2 U2 R D2 F' R2 B' D B L,L' R B' R' D2 F2 R2 B' R' B R' D2 L,F U B' L R' U F' L2 F' L' R U L2 F',37
