scramble,orientation,step_0,step_1,step_2,step_3,total_moves
F L2 U2 F B' R L F' U B F2 U2 L B' R' B' U2 B' F U',x2,B F D2 L F' U2 B' D' F' L,L B2 U B2 L R' F L2 R,L D' L B2 R' U R B2 L2 D,D' R2 B2 R U' R' U B2 U' R2 D R' U R,43
F2 R' U D2 R B F2 L' B2 F2 D' B2 F' U2 L F2 D2 B2 R2 L B2 L2 U2,x2,L B F D L2 U2 R' D2 B2,L B L' B R D2 B R' B,F' D R' F U' R' U F' R D',B' L B2 U' B2 U L' U' B2 U B',39
F R B R U D R' B L R' B2 R U' D' R2 F B' R B2 U' R L B' D2 B',x2,F R U R2 F D2 L' R' D2 F,L' F2 L2 U' L2 F2 L2 U L',D2 B' L' U' R2 D2 R2 U L D2 B,L B2 U' B2 U' L' D L2 U L' U L' D',43
U' D2 L2 R2 F2 L U' D2 F B2 R2 U F' U2 F2 U' R D2 B' F' R' F2 R',x2,U R F' L' R B' R D F' L2,U B2 U B2 U' L U' L',R F' R' D2 F L' F2 L D2 F,F' L' B2 L F L' U2 L2 B2 U2 L2 B2 U2 L',42
B2 D2 B' U F B' D2 R2 U' D2 R' F' U' L2 R B' L2 B2 D F U' F D' B' F2,x2,B L' B2 F D F2 U' R' U',L2 F2 U L F2 L' U' F2 L2,D F L D2 L' D F' D L' F' L D',R F' R' U2 B' U2 B' R F R2 B R B,43
R B U2 B' R2 L B' R2 B2 D' U' R2 B2 D2 U R2 D' U2 B U,x2,R' F2 D' R U B2 D U F2,R D2 B D2 R B D B D' B2 R2,L U2 F R' B2 R F' U2 L' D2,B D2 F U2 R2 F' D2 B U2 L2 B2,41
L R B2 L2 R D F' L' D2 L2 F R' L' F' R B' U2 D L2 U' R2 B2 D,x2,B2 U' F' R U' B2 U2 B' L' F',L' B D2 B' D2 B' L2 U L' B,B U2 R F2 U2 F' R' F' U2 B' R',F' R D' R' D F2 L2 D' R D L2 R' F',44
R2 F U L R2 F D U2 F2 U' F2 R2 L B2 D2 F B D' R F2 R2 L2 B U',x2,R' U F R D2 L' R U' F2 D,D2 B R' D' R2 D' L' F2 L B',F U' F D2 F' U F' D2,B' D F2 U2 B2 D' B' D B' U2 F2 D2 B D,42
F2 U' R2 D' R F' B2 U2 L B' F' L' F' R' B2 U' B R' F2 D R2 F2 D2 B2 L,x2,D2 R2 U2 F2 L' D F R' U B',F2 U' B2 U B' R B2 R' B F2,L2 F R F2 L U F' U' R' F D2 L,L U L F2 U' B U F2 L' U' L B' L2,45
F2 U' F' D F2 R2 F L' R' F2 R B R D2 U' R2 L B2 L' F L' B2,x2,L' U' B D2 L2 B' D F2 L B2,B' D' B L B' U L' D B,R' B R B2 U2 R' B R U2 B,B U' B' D' B R2 F' U2 F R2 B2 D B' U B2,44
