scramble,orientation,step_0,step_1,step_2,total_moves
F' L R B R L B F' D' U L' D B' F' U2 B2 U B2 U' F,x2,U R' D' L2 R',L2 F' L2 U' L' R2 U2 L2 B' U' R D2 L,L' B2 F' L' F L' U2 B' U2 L2 B' L' B' L,32
B' U B2 R' D L' R' U2 L U L U2 B2 D' F D B F L' R2 U R' L2,x2,D L2 F2 R' F',R F2 D R' B2 U L' F' L U' F2 U' R',L' U2 L2 U2 B L2 U B' U L' U B U B',32
B' L' B D B' R' L2 F2 U2 L R' B2 U L' D2 L' D2 F2 D R' F R' U' D F2,x2,U' L2 B D2 B2,D L U2 L' D2 R' D U' R B U R',L U B2 D' R B' D B2 U' B U' L U L2,31
L2 B2 U' B L' B2 R' B L' B' F U F2 L' F L' U2 L2 B F,x2,F' R F D2 F2,L2 U L R U B2 U' B R' U2 L' U,U' F' L' D' L2 D B L' F L B' U L',30
L' F2 U' F2 U' L2 D2 F R2 L2 B' F' L' D' B U' F' R' U F' L2 R2 B,x2,R2 D L2 R' D',L2 F U R' D2 U R' F' R2 U2 F' L2 F,F2 D2 B' D' F' U F D B D2 F' U' F',31
F U' L' U' F R2 D2 U L' B' D' L2 D R' D2 F' L F' D2 R2 L2 F2 R2 L2 B,x2,L2 F2 R F D L2,L B D2 L2 U F2 D2 B2 F' L' D' L2 F,B U' F D' U L2 F' L' D L F L D L2 B',34
L' U2 R2 U2 F R F' L' D2 R2 U' B' R2 U2 B L D B' F2 D R U',x2,B L2 F2 L D R2,R2 F L B2 L R U' R' B2 L' R2 F U,B U' F2 U L2 U2 R2 B2 D2 R2 U F' U B' F',34
L2 F D B' U F2 D' R U F' D' L2 R' D B2 L' R' F U' B2 U2,x2,D U F' L' R',D' U' B R U2 B L F2 D F2 U L' R2 D,L2 B2 L' B' U B' D' B D' R D B D U' L2,34
U' F2 D B2 R' D2 F B2 R L D2 F' U B R' L2 D' F' B2 U R2,x2,B' D2 L D F' R',L D' F R B2 F2 D B L' F D F',F' D' B' L U L' B L D U2 F L U2 L2 U',33
L' F' B R L' D2 B' R B' U2 R D L' R D U B' R' L F D L2 D' F',x2,R F' R' B D,F' L' R2 B D2 L' R2 D U F' R2 D' U',L' F2 L F2 U B' U B F' U L' U2 L' U' F L,34
L' U' F' U D2 F' D U R L' B D R' U F' R2 B2 L' U D' B2 F2 D' B2,x2,R' B R' U F2 R',R' B' U2 B2 R2 F R' B' F D F2 R,U L2 U F2 D R' U2 F2 D L' B' L B' D2,32
R2 D U' F2 B L2 B' D' L2 R F L' R' D2 B2 R2 D R' U L' U F',x2,R' B2 D' U2 R,L' D R' B2 D' F2 D2 B2 R D' U L,L' B' R' B U2 B2 F R F' R2 B2 L U2,30
F L' F2 D' R' F B' L B2 U' L2 B' R2 L2 D F' R' D2 B2 U' L U D2,x2,L' F L' U2 R2,L R2 U2 F2 L F2 L U B U R' U2 L',U' L D2 U L U' F' U' F U L' D2 L' U,32
F2 U2 R D' R' D R F2 B' D' L R' B' R' U' F' U2 R' B' L R',x2,B' U2 L F' U' R,L F2 D B2 D' U2 R D2 F2 L' U2 B' D F2,L2 D U2 R' F2 R D' U2 L B L' B' L,33
F R U2 D' F2 D2 F U R2 D' U' R B2 R2 D2 R2 B D' U L' F R' U' D2,x2,F' U2 L2 F2 L' B D,R' D' L2 R D U F D U2 B D B D F2,D U' F2 L D B2 U2 R2 D R' B2 D F2 U',35
L2 U2 L2 F L' R' F D' F' R' D2 B2 D2 F' D' L' B2 R2 F' L',x2,D2 L R2 B2 D' F,F' D' B F2 U R F' L D2 L R2 D2 U2,U B2 D2 R2 F' U' R' U R2 F R' D2 B2 U' L',34
D F2 U2 F2 B L2 D2 U R2 F R B L' B2 U2 D2 F2 R' B' R2 F2 R2 F' U',x2,L2 R B U' F2,U2 L' D2 R2 F2 R' D2 L B U' B,U B U' R' D' U2 R F' D' L' D R D U2 R' B,32
U R L F U L2 U2 L R2 F2 R2 U2 F2 B2 R2 F2 R' U' L' F' D,x2,F D2 R2 D' R F',R2 D' B' U L B' F2 U R' D' F' D2 F2,L2 U' L U' F' U2 L2 U' R' D2 L' D2 R U' F' U2,35
R2 U2 F2 D2 R' B' D' B2 R' B' L' B R L F2 L B2 R' D2 U R2 U' B' D2,x2,U' B' R2 B' L',L' D' F' D B' D' U' L' U L F U B D,R2 U2 R F U2 R' F' U2 F D B' D' U' F' U R,35
R2 D' F' R L2 F' R' U2 F D2 L R' F2 U2 L B' R2 B F' L' F L R2 U' B,x2,B U' B F L' R2 D,D2 R' D2 L2 D' U' R' D' B' F D2 U L2 F',U' F2 D' L' D U B L2 B' U L2 F2 U' F2 L2 U',37
